Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-195122@CP
Wafer number	18
Date	2025/02/13
Time	19:56:10

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	8	1.36000E-002	1.13000E-002	7.40000E-003	9.83000E-011	2.53590E-009	6.91108E+002	7.11635E+002	2.05272E+001	1.38207E-005
72	27	8	1	1.36000E-002	1.13000E-002	7.40000E-003	1.22460E-009	2.30640E-009	7.16051E+002	7.25431E+002	9.38040E+000	1.29240E-006	4.09730E+000	3.43386E-002	6.32300E-001	9.38000E-010	5.46000E-011
76	29	8	1	1.35000E-002	1.13000E-002	7.40000E-003	6.25200E-010	2.83800E-009	7.22133E+002	7.30487E+002	8.35450E+000	1.11090E-006	4.10450E+000	3.36298E-002	6.32800E-001	4.42100E-010	7.00000E-012
80	31	8	1	1.35000E-002	1.12000E-002	7.40000E-003	9.83500E-010	2.67410E-009	7.19207E+002	7.27794E+002	8.58670E+000	1.18610E-006	4.05100E+000	3.34915E-002	6.32100E-001	1.20600E-010	2.11700E-010
84	33	8	1	1.32000E-002	1.11000E-002	7.20000E-003	8.33600E-010	3.17280E-009	6.95172E+002	7.02103E+002	6.93040E+000	1.46940E-006	4.01280E+000	3.36789E-002	6.32800E-001	5.22400E-010	9.58000E-011
89	35	10	1	1.35000E-002	1.12000E-002	7.40000E-003	4.73000E-010	3.09320E-009	7.23016E+002	7.31589E+002	8.57310E+000	1.16550E-006	3.99290E+000	3.33817E-002	6.32000E-001	4.29400E-010	3.04000E-011
93	33	10	1	1.36000E-002	1.12000E-002	7.40000E-003	9.88100E-010	3.05810E-009	7.30844E+002	7.35480E+002	4.63590E+000	1.02400E-006	4.00500E+000	3.35723E-002	6.32300E-001	1.17500E-010	4.00000E-012
97	31	10	1	1.35000E-002	1.11000E-002	7.40000E-003	7.07200E-010	2.19170E-009	7.04477E+002	7.20754E+002	1.62775E+001	1.36600E-006	4.02810E+000	3.44303E-002	6.32400E-001	5.90000E-012	1.94800E-010
101	29	10	1	1.35000E-002	1.13000E-002	7.40000E-003	8.03200E-010	3.02530E-009	6.97015E+002	7.16788E+002	1.97731E+001	3.41730E-006	4.01290E+000	3.44879E-002	6.32100E-001	1.31400E-010	2.32300E-010
105	27	10	1	1.35000E-002	1.13000E-002	7.40000E-003	7.68000E-010	1.69060E-009	7.06743E+002	7.22252E+002	1.55085E+001	1.37110E-006	3.99120E+000	3.43123E-002	6.32000E-001	5.22000E-011	1.67900E-010
109	25	10	1	1.35000E-002	1.14000E-002	7.40000E-003	8.24200E-010	2.13320E-009	7.01476E+002	7.19176E+002	1.77001E+001	1.41610E-006	3.99070E+000	3.40930E-002	6.32500E-001	1.02820E-009	3.13300E-010
113	23	10	1	1.35000E-002	1.14000E-002	7.40000E-003	2.62300E-010	2.24320E-009	7.13568E+002	7.26521E+002	1.29531E+001	1.26360E-006	3.96370E+000	3.38887E-002	6.32200E-001	4.45100E-010	1.57800E-010
117	21	10	1	1.35000E-002	1.13000E-002	7.40000E-003	5.78400E-010	2.71860E-009	7.21756E+002	7.31287E+002	9.53120E+000	1.15060E-006	3.96990E+000	3.38920E-002	6.32300E-001	6.53500E-010	4.77000E-010
121	19	10	1	1.35000E-002	1.13000E-002	7.40000E-003	4.68000E-011	1.93410E-009	7.14973E+002	7.28744E+002	1.37718E+001	1.22040E-006	3.98790E+000	3.40965E-002	6.33100E-001	3.61000E-011	1.54500E-010
125	17	10	1	1.36000E-002	1.13000E-002	7.40000E-003	4.68000E-011	2.50310E-009	7.22206E+002	7.33324E+002	1.11183E+001	1.15510E-006	3.99870E+000	3.42668E-002	6.32500E-001	2.43300E-010	2.72000E-011
129	15	10	1	1.36000E-002	1.15000E-002	7.40000E-003	9.15600E-010	3.10260E-009	7.27289E+002	7.37005E+002	9.71640E+000	1.09410E-006	4.02230E+000	3.42487E-002	6.32400E-001	7.11100E-010	2.92900E-010
133	13	10	1	1.35000E-002	1.16000E-002	7.40000E-003	9.62400E-010	2.20580E-009	7.18662E+002	7.32234E+002	1.35720E+001	1.14230E-006	4.01180E+000	3.43221E-002	6.33100E-001	4.54000E-010	2.06500E-010
137	11	10	1	1.36000E-002	1.14000E-002	7.50000E-003	9.99900E-010	2.59450E-009	7.35086E+002	7.38892E+002	3.80610E+000	9.88900E-007	4.02220E+000	3.35834E-002	6.32500E-001	5.39300E-010	1.40300E-010
141	9	10	1	1.35000E-002	1.16000E-002	7.50000E-003	6.25200E-010	2.33920E-009	7.30567E+002	7.38025E+002	7.45760E+000	1.07960E-006	4.00320E+000	3.34167E-002	6.32500E-001	9.09500E-010	1.51700E-010
148	6	12	8	1.36000E-002	1.15000E-002	7.40000E-003	9.95200E-010	3.75120E-009	6.70067E+002	6.83514E+002	1.34472E+001	1.38230E-005
152	8	12	1	1.35000E-002	1.16000E-002	7.50000E-003	1.87000E-011	3.24540E-009	7.29791E+002	7.31938E+002	2.14770E+000	1.05410E-006	4.03390E+000	3.34606E-002	6.32500E-001	5.78000E-011	1.87000E-011
156	10	12	1	1.35000E-002	1.14000E-002	7.40000E-003	1.19400E-010	2.54760E-009	7.25721E+002	7.36980E+002	1.12599E+001	1.07480E-006	4.07150E+000	3.41269E-002	6.32400E-001	1.77500E-010	1.96900E-010
160	12	12	1	1.35000E-002	1.14000E-002	7.40000E-003	8.80400E-010	3.53340E-009	7.30871E+002	7.41054E+002	1.01827E+001	1.04460E-006	4.04080E+000	3.39992E-002	6.32900E-001	2.43100E-010	2.22000E-011
164	14	12	1	1.35000E-002	1.14000E-002	7.40000E-003	1.11930E-009	2.39540E-009	7.29431E+002	7.39643E+002	1.02121E+001	1.06090E-006	3.99090E+000	3.38130E-002	6.32600E-001	8.22800E-010	2.41000E-011
168	16	12	1	1.34000E-002	1.14000E-002	7.40000E-003	7.44600E-010	2.84030E-009	7.23532E+002	7.35676E+002	1.21435E+001	1.13170E-006	4.02440E+000	3.37307E-002	6.32500E-001	3.63900E-010	1.33900E-010
172	18	12	1	1.36000E-002	1.14000E-002	7.40000E-003	1.35800E-010	2.10270E-009	7.25325E+002	7.34828E+002	9.50310E+000	1.10540E-006	4.05630E+000	3.35649E-002	6.32700E-001	1.01320E-009	2.73700E-010
176	20	12	1	1.36000E-002	1.12000E-002	7.40000E-003	2.95000E-010	2.29710E-009	7.22845E+002	7.34004E+002	1.11593E+001	1.14600E-006	4.04330E+000	3.34375E-002	6.31800E-001	3.28100E-010	4.87000E-010
180	22	12	1	1.36000E-002	1.13000E-002	7.50000E-003	4.73000E-010	1.87090E-009	7.16666E+002	7.30507E+002	1.38410E+001	1.19900E-006	4.09440E+000	3.33318E-002	6.32000E-001	3.69700E-010	3.53300E-010
184	24	12	1	1.35000E-002	1.13000E-002	7.40000E-003	4.96400E-010	2.76540E-009	7.24026E+002	7.33947E+002	9.92170E+000	1.12140E-006	4.04700E+000	3.33782E-002	6.32000E-001	3.24500E-010	4.09100E-010
188	26	12	1	1.35000E-002	1.12000E-002	7.40000E-003	5.26900E-010	2.56400E-009	7.18268E+002	7.30129E+002	1.18602E+001	1.15510E-006	3.96000E+000	3.36257E-002	6.32700E-001	3.58300E-010	2.79000E-011
192	28	12	1	1.35000E-002	1.14000E-002	7.40000E-003	4.19100E-010	2.51950E-009	7.15076E+002	7.28417E+002	1.33410E+001	1.24780E-006	4.00490E+000	3.38554E-002	6.32100E-001	2.22200E-010	6.46000E-011
196	30	12	1	1.35000E-002	1.13000E-002	7.40000E-003	8.21900E-010	2.42350E-009	7.19528E+002	7.30405E+002	1.08764E+001	1.21050E-006	4.03080E+000	3.38355E-002	6.32500E-001	4.96200E-010	3.02000E-011
200	32	12	1	1.35000E-002	1.13000E-002	7.50000E-003	9.48300E-010	2.68340E-009	7.12847E+002	7.27196E+002	1.43486E+001	1.27620E-006	3.98070E+000	3.39017E-002	6.32600E-001	7.92900E-010	2.80000E-012
204	34	12	1	1.35000E-002	1.12000E-002	7.40000E-003	7.32900E-010	2.19640E-009	7.24293E+002	7.35917E+002	1.16244E+001	1.06920E-006	4.06870E+000	3.38115E-002	6.32800E-001	6.14400E-010	2.99000E-010
208	36	12	1	1.36000E-002	1.13000E-002	7.50000E-003	5.45600E-010	2.62960E-009	7.34146E+002	7.36348E+002	2.20190E+000	1.01420E-006	4.06130E+000	3.30000E-002	6.32300E-001	2.98300E-010	1.53800E-010
212	38	12	1	1.35000E-002	1.08000E-002	7.00000E-003	4.35500E-010	2.84970E-009	6.84983E+002	6.92944E+002	7.96090E+000	1.41970E-006	3.96440E+000	3.37913E-002	6.33200E-001	2.35300E-010	6.25000E-010
214	39	14	1	1.34000E-002	1.07000E-002	7.00000E-003	5.87700E-010	4.09310E-009	6.82468E+002	6.91326E+002	8.85820E+000	1.43090E-006	4.02720E+000	3.38959E-002	6.32800E-001	4.53600E-010	1.96700E-010
216	37	14	1	1.35000E-002	1.12000E-002	7.40000E-003	8.59400E-010	3.13540E-009	7.34069E+002	7.36599E+002	2.52970E+000	9.88500E-007	4.09350E+000	3.31874E-002	6.32500E-001	3.44000E-010	4.82000E-011
220	35	14	3	1.36000E-002	1.13000E-002	7.40000E-003	1.39050E-005
224	33	14	1	1.35000E-002	1.13000E-002	7.40000E-003	5.31500E-010	2.99490E-009	7.23870E+002	7.31729E+002	7.85970E+000	1.13940E-006	4.07770E+000	3.41950E-002	6.32300E-001	4.12400E-010	4.13100E-010
228	31	14	1	1.35000E-002	1.14000E-002	7.40000E-003	1.19420E-009	2.47040E-009	7.14895E+002	7.27777E+002	1.28827E+001	1.21530E-006	4.06970E+000	3.39178E-002	6.32700E-001	2.72800E-010	3.62700E-010
232	29	14	1	1.35000E-002	1.13000E-002	7.40000E-003	4.87000E-010	2.93400E-009	7.22553E+002	7.34113E+002	1.15594E+001	1.13520E-006	3.99630E+000	3.35599E-002	6.32100E-001	1.88300E-010	5.90000E-012
236	27	14	1	1.35000E-002	1.15000E-002	7.40000E-003	7.56300E-010	2.58280E-009	7.23073E+002	7.36614E+002	1.35404E+001	1.06180E-006	4.08610E+000	3.31026E-002	6.32800E-001	5.80000E-010	1.00000E-010
240	25	14	1	1.34000E-002	1.14000E-002	7.40000E-003	5.83100E-010	2.24790E-009	7.15330E+002	7.29237E+002	1.39069E+001	1.18230E-006	4.12810E+000	3.29220E-002	6.32000E-001	4.26900E-010	2.93000E-011
244	23	14	1	1.35000E-002	1.15000E-002	7.40000E-003	8.82800E-010	2.30640E-009	7.12162E+002	7.22923E+002	1.07614E+001	1.18700E-006	4.13490E+000	3.27879E-002	6.32400E-001	3.70400E-010	1.05800E-010
248	21	14	1	1.35000E-002	1.12000E-002	7.40000E-003	5.85400E-010	2.55470E-009	7.15667E+002	7.26051E+002	1.03838E+001	1.21860E-006	4.18790E+000	3.29533E-002	6.31600E-001	9.60000E-011	2.51700E-010
252	19	14	1	1.35000E-002	1.13000E-002	7.40000E-003	6.95400E-010	2.67640E-009	7.15060E+002	7.27528E+002	1.24682E+001	1.20370E-006	4.17450E+000	3.29740E-002	6.32000E-001	7.54700E-010	2.44200E-010
256	17	14	1	1.35000E-002	1.12000E-002	7.40000E-003	5.97100E-010	2.76310E-009	7.19747E+002	7.32778E+002	1.30302E+001	1.12410E-006	4.09170E+000	3.33249E-002	6.32600E-001	5.95700E-010	7.00000E-012
260	15	14	1	1.35000E-002	1.12000E-002	7.50000E-003	8.68700E-010	2.73730E-009	7.28507E+002	7.39035E+002	1.05282E+001	1.09480E-006	4.07340E+000	3.36217E-002	6.32200E-001	7.62400E-010	3.37000E-010
264	13	14	1	1.35000E-002	1.15000E-002	7.50000E-003	8.50000E-010	1.94120E-009	7.21048E+002	7.34410E+002	1.33617E+001	1.13650E-006	4.07900E+000	3.37786E-002	6.32800E-001	3.72500E-010	5.34000E-011
268	11	14	1	1.36000E-002	1.14000E-002	7.40000E-003	7.68000E-010	2.62490E-009	7.11246E+002	7.25047E+002	1.38014E+001	1.23270E-006	4.03110E+000	3.43999E-002	6.32300E-001	2.48000E-010	3.24100E-010
272	9	14	1	1.35000E-002	1.14000E-002	7.50000E-003	5.52600E-010	3.01830E-009	7.17405E+002	7.30852E+002	1.34469E+001	1.14990E-006	4.12020E+000	3.43169E-002	6.32800E-001	1.79600E-010	5.27600E-010
276	7	14	1	1.36000E-002	1.13000E-002	7.40000E-003	6.41600E-010	2.83560E-009	7.23979E+002	7.30306E+002	6.32630E+000	1.08050E-006	4.12570E+000	3.35879E-002	6.32800E-001	6.74600E-010	4.59000E-011
280	5	14	5	1.36000E-002	1.12000E-002	7.50000E-003	7.49000E-011	3.36720E-009	6.15472E+002
284	5	16	4	1.35000E-002	1.12000E-002	7.40000E-003	1.08880E-009	2.22145E-007
288	7	16	1	1.35000E-002	1.12000E-002	7.40000E-003	6.93100E-010	3.02530E-009	7.20770E+002	7.27913E+002	7.14250E+000	1.11850E-006	4.12820E+000	3.37787E-002	6.32500E-001	3.87100E-010	6.63100E-010
292	9	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.87700E-010	3.28520E-009	7.06178E+002	7.24807E+002	1.86289E+001	1.24470E-006	4.12600E+000	3.44695E-002	6.32500E-001	4.09500E-010	3.27800E-010
296	11	16	1	1.35000E-002	1.12000E-002	7.40000E-003	9.85800E-010	2.47500E-009	7.05602E+002	7.22170E+002	1.65680E+001	1.33880E-006	4.09620E+000	3.44416E-002	6.32300E-001	5.44600E-010	2.57800E-010
300	13	16	1	1.35000E-002	1.12000E-002	7.40000E-003	1.20360E-009	2.93160E-009	7.13017E+002	7.27654E+002	1.46375E+001	1.24370E-006	4.07040E+000	3.39275E-002	6.32700E-001	7.08300E-010	4.54000E-010
304	15	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.00220E-009	2.27600E-009	7.24474E+002	7.35783E+002	1.13086E+001	1.07780E-006	4.11240E+000	3.33522E-002	6.32600E-001	8.34100E-010	3.54300E-010
308	17	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.01620E-009	2.28300E-009	7.19392E+002	7.29430E+002	1.00372E+001	1.16700E-006	4.21850E+000	3.29863E-002	6.32100E-001	9.71300E-010	8.06000E-011
312	19	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.26900E-010	2.15890E-009	7.09557E+002	7.23633E+002	1.40754E+001	1.21640E-006	4.23290E+000	3.29372E-002	6.32300E-001	6.18200E-010	4.89400E-010
316	21	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.39000E-010	2.03480E-009	7.07905E+002	7.16969E+002	9.06380E+000	1.27710E-006	4.26210E+000	3.26117E-002	6.31300E-001	1.42800E-010	9.74000E-011
320	23	16	1	1.35000E-002	1.13000E-002	7.40000E-003	8.10200E-010	2.64360E-009	7.06808E+002	7.15626E+002	8.81760E+000	1.29130E-006	4.25670E+000	3.26528E-002	6.31300E-001	2.64100E-010	5.01300E-010
324	25	16	1	1.35000E-002	1.13000E-002	7.40000E-003	4.07400E-010	2.12150E-009	7.10476E+002	7.25775E+002	1.52988E+001	1.16790E-006	4.21080E+000	3.28742E-002	6.32700E-001	6.28000E-010	2.79000E-011
328	27	16	1	1.36000E-002	1.13000E-002	7.40000E-003	3.44200E-010	2.38370E-009	7.23578E+002	7.33384E+002	9.80540E+000	1.08040E-006	4.12830E+000	3.28541E-002	6.32000E-001	4.00400E-010	2.36700E-010
332	29	16	1	1.35000E-002	1.12000E-002	7.40000E-003	4.80000E-010	2.62490E-009	7.24813E+002	7.36303E+002	1.14900E+001	1.06320E-006	4.07560E+000	3.34149E-002	6.32300E-001	5.87000E-010	8.36000E-011
336	31	16	1	1.35000E-002	1.13000E-002	7.40000E-003	1.01390E-009	2.79820E-009	7.22685E+002	7.34733E+002	1.20477E+001	1.10210E-006	4.07440E+000	3.38098E-002	6.32800E-001	5.14900E-010	3.01600E-010
340	33	16	1	1.35000E-002	1.14000E-002	7.40000E-003	1.00690E-009	1.94580E-009	7.28168E+002	7.35676E+002	7.50890E+000	1.10610E-006	4.09510E+000	3.40324E-002	6.32300E-001	1.87800E-010	3.92400E-010
344	35	16	1	1.35000E-002	1.13000E-002	7.50000E-003	6.32000E-011	2.78180E-009	7.24964E+002	7.34345E+002	9.38090E+000	1.07010E-006	4.11530E+000	3.41848E-002	6.32500E-001	2.00700E-010	1.42600E-010
348	37	16	1	1.35000E-002	1.12000E-002	7.40000E-003	4.02800E-010	2.89890E-009	7.32787E+002	7.36734E+002	3.94790E+000	9.89400E-007	4.11750E+000	3.32955E-002	6.32700E-001	2.46600E-010	2.96200E-010
352	39	16	1	1.34000E-002	1.07000E-002	7.00000E-003	4.68300E-010	2.81460E-009	7.07512E+002	7.12701E+002	5.18910E+000	1.21030E-006	4.07910E+000	3.36668E-002	6.33000E-001	1.96900E-010	6.49600E-010
354	38	18	1	1.34000E-002	1.07000E-002	7.00000E-003	9.22600E-010	2.53590E-009	7.30829E+002	7.34621E+002	3.79210E+000	1.02970E-006	4.15560E+000	3.31110E-002	6.33500E-001	5.47500E-010	3.36700E-010
356	36	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.15800E-010	2.37900E-009	7.40681E+002	7.42445E+002	1.76370E+000	9.04200E-007	4.13310E+000	3.32603E-002	6.33200E-001	1.05280E-009	1.75900E-010
360	34	18	1	1.35000E-002	1.11000E-002	7.40000E-003	3.55900E-010	2.42820E-009	7.23606E+002	7.34359E+002	1.07529E+001	1.03810E-006	4.13170E+000	3.41588E-002	6.33200E-001	5.75800E-010	3.65800E-010
364	32	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.63900E-010	2.62960E-009	7.25625E+002	7.34529E+002	8.90450E+000	1.05910E-006	4.12780E+000	3.39930E-002	6.32500E-001	3.53300E-010	7.34300E-010
368	30	18	1	1.35000E-002	1.11000E-002	7.40000E-003	8.92100E-010	2.75840E-009	7.33681E+002	7.40843E+002	7.16240E+000	9.88900E-007	4.08470E+000	3.35622E-002	6.32700E-001	3.75000E-011	4.91300E-010
372	28	18	1	1.36000E-002	1.11000E-002	7.40000E-003	2.99700E-010	2.14490E-009	7.23834E+002	7.36392E+002	1.25577E+001	1.01890E-006	4.11170E+000	3.32858E-002	6.33100E-001	6.16800E-010	3.89900E-010
376	26	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.20360E-009	2.29710E-009	7.24193E+002	7.32529E+002	8.33590E+000	1.07370E-006	4.21440E+000	3.28881E-002	6.32200E-001	4.41600E-010	3.26900E-010
380	24	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.85400E-010	2.25260E-009	7.20712E+002	7.31028E+002	1.03167E+001	1.11140E-006	4.23980E+000	3.27527E-002	6.32400E-001	6.67600E-010	3.48200E-010
384	22	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.29200E-010	2.21980E-009	7.11287E+002	7.27168E+002	1.58804E+001	1.22020E-006	4.24310E+000	3.29167E-002	6.31700E-001	8.35200E-010	3.10500E-010
388	20	18	1	1.35000E-002	1.11000E-002	7.40000E-003	7.77400E-010	2.31110E-009	7.16837E+002	7.27819E+002	1.09814E+001	1.18480E-006	4.26320E+000	3.28103E-002	6.32000E-001	6.61300E-010	6.70600E-010
392	18	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.28800E-010	2.45160E-009	7.21866E+002	7.30877E+002	9.01080E+000	1.12150E-006	4.21670E+000	3.30070E-002	6.32200E-001	7.77600E-010	1.24000E-011
396	16	18	1	1.36000E-002	1.11000E-002	7.40000E-003	1.99000E-010	1.96930E-009	7.14772E+002	7.29406E+002	1.46333E+001	1.17050E-006	4.16810E+000	3.35895E-002	6.32900E-001	1.11500E-010	6.34100E-010
400	14	18	1	1.36000E-002	1.11000E-002	7.40000E-003	2.08400E-010	2.95510E-009	7.14124E+002	7.26425E+002	1.23012E+001	1.20040E-006	4.13200E+000	3.38366E-002	6.32800E-001	1.29000E-010	2.64100E-010
404	12	18	1	1.35000E-002	1.11000E-002	7.40000E-003	1.89700E-010	2.79120E-009	7.10864E+002	7.26662E+002	1.57983E+001	1.18690E-006	4.11740E+000	3.41275E-002	6.33400E-001	3.98100E-010	5.56800E-010
408	10	18	8	1.34000E-002	1.12000E-002	7.40000E-003	5.15100E-010	2.71150E-009	6.93629E+002	7.14383E+002	2.07546E+001	1.38248E-005
412	8	18	1	1.36000E-002	1.12000E-002	7.40000E-003	2.88000E-010	2.72790E-009	7.23973E+002	7.30099E+002	6.12540E+000	1.09070E-006	4.19670E+000	3.40300E-002	6.32900E-001	1.48900E-010	3.83500E-010
416	6	18	1	1.36000E-002	1.11000E-002	7.40000E-003	8.75700E-010	2.81690E-009	7.12745E+002	7.21444E+002	8.69910E+000	1.24720E-006	4.12720E+000	3.37597E-002	6.32900E-001	8.36000E-011	1.98100E-010
420	7	20	1	1.35000E-002	1.08000E-002	7.10000E-003	9.01500E-010	1.63629E-008	7.09957E+002	7.14804E+002	4.84740E+000	1.23990E-006	4.12210E+000	3.37122E-002	6.33400E-001	9.37600E-010	6.40400E-010
423	9	20	1	1.35000E-002	1.11000E-002	7.40000E-003	1.15670E-009	3.11900E-009	7.32279E+002	7.39040E+002	6.76050E+000	1.00640E-006	4.12840E+000	3.35318E-002	6.32600E-001	7.87000E-010	1.64600E-010
427	11	20	1	1.35000E-002	1.11000E-002	7.40000E-003	7.14200E-010	2.65530E-009	7.17368E+002	7.29805E+002	1.24370E+001	1.22580E-006	4.10840E+000	3.43898E-002	6.32600E-001	2.24300E-010	6.56000E-011
431	13	20	1	1.35000E-002	1.11000E-002	7.40000E-003	5.29200E-010	2.62020E-009	7.01666E+002	7.20863E+002	1.91968E+001	1.37930E-006	4.07730E+000	3.43958E-002	6.32600E-001	6.49300E-010	5.08000E-011
435	15	20	1	1.36000E-002	1.11000E-002	7.40000E-003	7.02000E-011	2.24560E-009	7.18626E+002	7.30036E+002	1.14106E+001	1.17190E-006	4.06810E+000	3.39509E-002	6.32900E-001	7.21200E-010	6.06500E-010
439	17	20	1	1.35000E-002	1.11000E-002	7.40000E-003	2.43500E-010	2.24320E-009	7.18812E+002	7.29054E+002	1.02418E+001	1.18070E-006	4.07120E+000	3.37911E-002	6.32800E-001	1.32100E-010	6.95400E-010
443	19	20	1	1.35000E-002	1.11000E-002	7.40000E-003	1.00690E-009	1.95520E-009	7.17641E+002	7.31595E+002	1.39531E+001	1.19760E-006	4.12370E+000	3.37125E-002	6.32300E-001	8.42500E-010	2.49600E-010
447	21	20	1	1.35000E-002	1.11000E-002	7.40000E-003	1.05600E-009	2.60620E-009	7.25278E+002	7.36059E+002	1.07816E+001	1.06730E-006	4.12950E+000	3.32858E-002	6.32800E-001	3.96000E-010	4.50800E-010
451	23	20	1	1.35000E-002	1.12000E-002	7.50000E-003	4.30800E-010	2.21750E-009	7.22552E+002	7.34281E+002	1.17285E+001	1.07890E-006	4.13340E+000	3.31960E-002	6.32900E-001	3.77500E-010	8.64500E-010
455	25	20	1	1.35000E-002	1.11000E-002	7.40000E-003	7.32900E-010	2.00910E-009	7.24196E+002	7.37136E+002	1.29400E+001	1.08720E-006	4.09980E+000	3.33813E-002	6.32400E-001	5.55400E-010	5.98500E-010
