Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-192309@CP
Wafer number	17
Date	2025/02/13
Time	19:27:58

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	1	1.35000E-002	1.12000E-002	7.40000E-003	2.92700E-010	1.98330E-009	7.24214E+002	7.39274E+002	1.50596E+001	1.03940E-006	4.09800E+000	3.44143E-002	6.32600E-001	5.25900E-010	4.37200E-010
72	27	8	1	1.36000E-002	1.12000E-002	7.50000E-003	4.09800E-010	2.33920E-009	7.36104E+002	7.45451E+002	9.34690E+000	9.42300E-007	4.10140E+000	3.41283E-002	6.32400E-001	6.64800E-010	1.40300E-010
76	29	8	1	1.36000E-002	1.12000E-002	7.40000E-003	3.37200E-010	2.74430E-009	7.40817E+002	7.48260E+002	7.44270E+000	8.56800E-007	4.13360E+000	3.35927E-002	6.33100E-001	1.87300E-010	9.41000E-011
80	31	8	1	1.35000E-002	1.13000E-002	7.50000E-003	7.11800E-010	2.49850E-009	7.36574E+002	7.43542E+002	6.96880E+000	9.15200E-007	4.14000E+000	3.34289E-002	6.32600E-001	6.02500E-010	3.81400E-010
84	33	8	1	1.31000E-002	1.09000E-002	7.30000E-003	1.10050E-009	2.85910E-009	7.14762E+002	7.22032E+002	7.26960E+000	1.06900E-006	4.15310E+000	3.36501E-002	6.33400E-001	7.10900E-010	4.54700E-010
89	35	10	1	1.36000E-002	1.12000E-002	7.40000E-003	8.78100E-010	2.24560E-009	7.38060E+002	7.44304E+002	6.24430E+000	9.31400E-007	4.10980E+000	3.33425E-002	6.32400E-001	2.92500E-010	1.03000E-011
93	33	10	1	1.36000E-002	1.12000E-002	7.40000E-003	9.37000E-011	1.68120E-009	7.47054E+002	7.50074E+002	3.02020E+000	8.19300E-007	4.07020E+000	3.33965E-002	6.32800E-001	3.17300E-010	1.07000E-010
97	31	10	1	1.36000E-002	1.12000E-002	7.40000E-003	5.71300E-010	1.93650E-009	7.34286E+002	7.47337E+002	1.30508E+001	9.14200E-007	4.01080E+000	3.40742E-002	6.32500E-001	2.54800E-010	5.43000E-011
101	29	10	1	1.37000E-002	1.12000E-002	7.40000E-003	1.00690E-009	1.92480E-009	7.30966E+002	7.41869E+002	1.09024E+001	9.88300E-007	3.98690E+000	3.40905E-002	6.32200E-001	6.10200E-010	1.30400E-010
105	27	10	1	1.35000E-002	1.12000E-002	7.40000E-003	8.59400E-010	1.95290E-009	7.33925E+002	7.43400E+002	9.47500E+000	9.79100E-007	3.95710E+000	3.39490E-002	6.32000E-001	3.56000E-011	8.71000E-011
109	25	10	1	1.35000E-002	1.12000E-002	7.40000E-003	1.03970E-009	2.33450E-009	7.25680E+002	7.38389E+002	1.27087E+001	1.03820E-006	3.95480E+000	3.38492E-002	6.32400E-001	4.75800E-010	5.55000E-011
113	23	10	1	1.36000E-002	1.13000E-002	7.40000E-003	3.06700E-010	1.92480E-009	7.32981E+002	7.42943E+002	9.96230E+000	9.59100E-007	3.95780E+000	3.36116E-002	6.32200E-001	7.29900E-010	1.25500E-010
117	21	10	1	1.36000E-002	1.12000E-002	7.40000E-003	5.43200E-010	1.81940E-009	7.37714E+002	7.44992E+002	7.27780E+000	9.21900E-007	3.97400E+000	3.36366E-002	6.32400E-001	1.97900E-010	4.99000E-011
121	19	10	1	1.35000E-002	1.12000E-002	7.40000E-003	7.65700E-010	2.40950E-009	7.27099E+002	7.39978E+002	1.28789E+001	9.93200E-007	4.01350E+000	3.38682E-002	6.33100E-001	5.00400E-010	1.46600E-010
125	17	10	1	1.36000E-002	1.13000E-002	7.50000E-003	1.34870E-009	3.03940E-009	7.32870E+002	7.43235E+002	1.03653E+001	9.64100E-007	4.06660E+000	3.40766E-002	6.32900E-001	3.58000E-011	3.48400E-010
129	15	10	1	1.35000E-002	1.13000E-002	7.40000E-003	1.06540E-009	2.19170E-009	7.37305E+002	7.46390E+002	9.08510E+000	9.24600E-007	4.12840E+000	3.40998E-002	6.33000E-001	6.62700E-010	2.29700E-010
133	13	10	1	1.36000E-002	1.14000E-002	7.50000E-003	6.55600E-010	2.61550E-009	7.36447E+002	7.48403E+002	1.19556E+001	8.74500E-007	4.17610E+000	3.41605E-002	6.33600E-001	2.23900E-010	3.98800E-010
137	11	10	1	1.35000E-002	1.13000E-002	7.50000E-003	8.71100E-010	3.07680E-009	7.46886E+002	7.50814E+002	3.92800E+000	8.19200E-007	4.19490E+000	3.36975E-002	6.33200E-001	7.66900E-010	1.98600E-010
141	9	10	1	1.36000E-002	1.13000E-002	7.40000E-003	8.40600E-010	3.00660E-009	7.40706E+002	7.47809E+002	7.10240E+000	9.08700E-007	4.20740E+000	3.34934E-002	6.32900E-001	3.18000E-010	2.32000E-011
148	6	12	1	1.36000E-002	1.12000E-002	7.40000E-003	4.56600E-010	2.84740E-009	6.88711E+002	7.01265E+002	1.25541E+001	1.34560E-006	4.22450E+000	3.42100E-002	6.33400E-001	4.50800E-010	4.05100E-010
152	8	12	1	1.36000E-002	1.12000E-002	7.40000E-003	7.79700E-010	3.08150E-009	7.43214E+002	7.45401E+002	2.18740E+000	8.56800E-007	4.19140E+000	3.34255E-002	6.33100E-001	4.45800E-010	2.54800E-010
156	10	12	1	1.35000E-002	1.12000E-002	7.40000E-003	6.46300E-010	2.32990E-009	7.40975E+002	7.51442E+002	1.04676E+001	8.58100E-007	4.18800E+000	3.39633E-002	6.33100E-001	6.67600E-010	7.24000E-011
160	12	12	1	1.35000E-002	1.11000E-002	7.40000E-003	1.42800E-010	2.59910E-009	7.41964E+002	7.52104E+002	1.01396E+001	8.66500E-007	4.16190E+000	3.38239E-002	6.33400E-001	3.54000E-011	2.91800E-010
164	14	12	1	1.35000E-002	1.12000E-002	7.40000E-003	5.01100E-010	2.32050E-009	7.39147E+002	7.48629E+002	9.48220E+000	8.90800E-007	4.04240E+000	3.35928E-002	6.32900E-001	6.02300E-010	6.21000E-010
168	16	12	1	1.35000E-002	1.11000E-002	7.40000E-003	6.32200E-010	2.42820E-009	7.33406E+002	7.44767E+002	1.13616E+001	9.44500E-007	3.99510E+000	3.34511E-002	6.32300E-001	4.30800E-010	2.30400E-010
172	18	12	1	1.36000E-002	1.12000E-002	7.40000E-003	1.80300E-010	2.63900E-009	7.35282E+002	7.44457E+002	9.17490E+000	9.23900E-007	4.02100E+000	3.32732E-002	6.32600E-001	4.71800E-010	1.87600E-010
176	20	12	1	1.36000E-002	1.12000E-002	7.40000E-003	2.58000E-011	2.32990E-009	7.32605E+002	7.43087E+002	1.04820E+001	9.71100E-007	4.00170E+000	3.30915E-002	6.31600E-001	1.36000E-011	7.59000E-011
180	22	12	1	1.35000E-002	1.12000E-002	7.40000E-003	4.40200E-010	1.97860E-009	7.25541E+002	7.38438E+002	1.28968E+001	1.02870E-006	4.00650E+000	3.30567E-002	6.31500E-001	9.76700E-010	4.96600E-010
184	24	12	1	1.35000E-002	1.12000E-002	7.40000E-003	1.11220E-009	2.18000E-009	7.36144E+002	7.45246E+002	9.10130E+000	9.43200E-007	3.97370E+000	3.30055E-002	6.31700E-001	2.79100E-010	2.91800E-010
188	26	12	1	1.36000E-002	1.11000E-002	7.40000E-003	2.20100E-010	2.06760E-009	7.35037E+002	7.43726E+002	8.68860E+000	8.92800E-007	3.90520E+000	3.32103E-002	6.32700E-001	4.23100E-010	6.15400E-010
192	28	12	1	1.36000E-002	1.12000E-002	7.40000E-003	6.74400E-010	2.06760E-009	7.36707E+002	7.47951E+002	1.12435E+001	9.22900E-007	3.92680E+000	3.33875E-002	6.32000E-001	2.35600E-010	1.43000E-011
196	30	12	1	1.36000E-002	1.12000E-002	7.50000E-003	1.18720E-009	2.34160E-009	7.46948E+002	7.54757E+002	7.80890E+000	8.43000E-007	3.94890E+000	3.33707E-002	6.32100E-001	2.10300E-010	1.89400E-010
200	32	12	1	1.36000E-002	1.12000E-002	7.40000E-003	1.02790E-009	3.11190E-009	7.45181E+002	7.54836E+002	9.65460E+000	8.42800E-007	3.96270E+000	3.35632E-002	6.32300E-001	3.63000E-011	4.09100E-010
204	34	12	1	1.35000E-002	1.12000E-002	7.50000E-003	8.87500E-010	1.73510E-009	7.45643E+002	7.54378E+002	8.73520E+000	7.90500E-007	4.04630E+000	3.36238E-002	6.33100E-001	6.51900E-010	4.78100E-010
208	36	12	1	1.35000E-002	1.13000E-002	7.40000E-003	7.00100E-010	2.41420E-009	7.42562E+002	7.44807E+002	2.24460E+000	8.82700E-007	4.10490E+000	3.30462E-002	6.32100E-001	4.27800E-010	1.34400E-010
212	38	12	1	1.34000E-002	1.07000E-002	7.00000E-003	7.09500E-010	2.15660E-009	7.00052E+002	7.08323E+002	8.27100E+000	1.06680E-006	4.11420E+000	3.36408E-002	6.33600E-001	2.56600E-010	2.54800E-010
214	39	14	1	1.35000E-002	1.08000E-002	7.00000E-003	7.09500E-010	2.56170E-009	7.01017E+002	7.08492E+002	7.47480E+000	1.08850E-006	4.12290E+000	3.37634E-002	6.33300E-001	1.57400E-010	1.32500E-010
216	37	14	1	1.36000E-002	1.11000E-002	7.40000E-003	3.70000E-010	2.27830E-009	7.45080E+002	7.46486E+002	1.40600E+000	8.36900E-007	4.09930E+000	3.29830E-002	6.32800E-001	6.28900E-010	2.62000E-011
220	35	14	1	1.36000E-002	1.13000E-002	7.40000E-003	1.45200E-010	2.46800E-009	7.43980E+002	7.53449E+002	9.46980E+000	8.38700E-007	4.00440E+000	3.38386E-002	6.32100E-001	7.83500E-010	2.53600E-010
224	33	14	1	1.35000E-002	1.12000E-002	7.40000E-003	5.31500E-010	2.35330E-009	7.45741E+002	7.52207E+002	6.46610E+000	8.57500E-007	3.98210E+000	3.37122E-002	6.32000E-001	6.89800E-010	6.13000E-011
228	31	14	1	1.35000E-002	1.13000E-002	7.40000E-003	9.20200E-010	1.73280E-009	7.37858E+002	7.48278E+002	1.04195E+001	8.80100E-007	3.94040E+000	3.33653E-002	6.32700E-001	3.17300E-010	3.35800E-010
232	29	14	1	1.36000E-002	1.13000E-002	7.40000E-003	4.40200E-010	2.24560E-009	7.38448E+002	7.46934E+002	8.48650E+000	9.06000E-007	3.89340E+000	3.30432E-002	6.31800E-001	6.48100E-010	3.75800E-010
236	27	14	1	1.35000E-002	1.12000E-002	7.40000E-003	8.19500E-010	2.47040E-009	7.32822E+002	7.43472E+002	1.06502E+001	9.27100E-007	3.96010E+000	3.27036E-002	6.32500E-001	8.05000E-010	2.49100E-010
240	25	14	1	1.36000E-002	1.13000E-002	7.40000E-003	2.69300E-010	1.99740E-009	7.23040E+002	7.34033E+002	1.09926E+001	1.05880E-006	4.02240E+000	3.24997E-002	6.31800E-001	3.37700E-010	2.22000E-010
244	23	14	1	1.36000E-002	1.12000E-002	7.40000E-003	2.92700E-010	1.74450E-009	7.17625E+002	7.27448E+002	9.82260E+000	1.09570E-006	4.03730E+000	3.25030E-002	6.32000E-001	2.74400E-010	1.90600E-010
248	21	14	1	1.35000E-002	1.13000E-002	7.40000E-003	8.87500E-010	2.15190E-009	7.19472E+002	7.29534E+002	1.00625E+001	1.13410E-006	4.10020E+000	3.26833E-002	6.31400E-001	3.06500E-010	2.69300E-010
252	19	14	1	1.35000E-002	1.14000E-002	7.40000E-003	1.17550E-009	1.92480E-009	7.21863E+002	7.33289E+002	1.14265E+001	1.06820E-006	4.09030E+000	3.26947E-002	6.31600E-001	8.41000E-011	4.58000E-010
256	17	14	1	1.36000E-002	1.13000E-002	7.40000E-003	4.56600E-010	2.18700E-009	7.29390E+002	7.40393E+002	1.10028E+001	9.54400E-007	4.01430E+000	3.29921E-002	6.32200E-001	6.61500E-010	1.08200E-010
260	15	14	1	1.35000E-002	1.13000E-002	7.40000E-003	8.89800E-010	2.36030E-009	7.38643E+002	7.47584E+002	8.94110E+000	9.20300E-007	3.98640E+000	3.32549E-002	6.32000E-001	7.16300E-010	7.63000E-011
264	13	14	1	1.36000E-002	1.13000E-002	7.40000E-003	6.25200E-010	1.93410E-009	7.31155E+002	7.43220E+002	1.20652E+001	9.62100E-007	4.04970E+000	3.36352E-002	6.32700E-001	2.48700E-010	2.39100E-010
268	11	14	1	1.36000E-002	1.13000E-002	7.50000E-003	1.37920E-009	2.19170E-009	7.33383E+002	7.41380E+002	7.99690E+000	9.69100E-007	4.10600E+000	3.41028E-002	6.32500E-001	7.62600E-010	5.68800E-010
272	9	14	1	1.36000E-002	1.14000E-002	7.40000E-003	4.82400E-010	2.48210E-009	7.37916E+002	7.47562E+002	9.64670E+000	9.00700E-007	4.19770E+000	3.42499E-002	6.33000E-001	6.86300E-010	7.29900E-010
276	7	14	1	1.36000E-002	1.12000E-002	7.50000E-003	6.83700E-010	2.85670E-009	7.38758E+002	7.43721E+002	4.96280E+000	8.72900E-007	4.23240E+000	3.36167E-002	6.33300E-001	5.18400E-010	5.09800E-010
280	5	14	5	1.36000E-002	1.12000E-002	7.40000E-003	2.74000E-010	6.30590E-009	6.34348E+002
284	5	16	4	1.36000E-002	1.11000E-002	7.40000E-003	8.03200E-010	2.11947E-007
288	7	16	1	1.35000E-002	1.11000E-002	7.40000E-003	9.48300E-010	2.75130E-009	7.34964E+002	7.41392E+002	6.42770E+000	8.98800E-007	4.21170E+000	3.37634E-002	6.32900E-001	3.75600E-010	1.19900E-010
292	9	16	1	1.36000E-002	1.12000E-002	7.40000E-003	3.44200E-010	2.53120E-009	7.25754E+002	7.39323E+002	1.35694E+001	9.90900E-007	4.17530E+000	3.43335E-002	6.32800E-001	3.45900E-010	1.61300E-010
296	11	16	1	1.35000E-002	1.12000E-002	7.40000E-003	1.33240E-009	2.55700E-009	7.23809E+002	7.35925E+002	1.21162E+001	1.06850E-006	4.08690E+000	3.42946E-002	6.32300E-001	4.14200E-010	6.44000E-011
300	13	16	1	1.35000E-002	1.12000E-002	7.40000E-003	2.69300E-010	2.02780E-009	7.26915E+002	7.39348E+002	1.24339E+001	1.00090E-006	3.99380E+000	3.36738E-002	6.32500E-001	4.40400E-010	4.89900E-010
304	15	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.38200E-010	2.45630E-009	7.35225E+002	7.44773E+002	9.54860E+000	9.16800E-007	3.98500E+000	3.31315E-002	6.32100E-001	1.50300E-010	1.59000E-011
308	17	16	1	1.35000E-002	1.12000E-002	7.40000E-003	1.26680E-009	2.38140E-009	7.27791E+002	7.38094E+002	1.03024E+001	1.01800E-006	4.05680E+000	3.26457E-002	6.31700E-001	3.41400E-010	1.38600E-010
312	19	16	1	1.36000E-002	1.12000E-002	7.40000E-003	7.91500E-010	1.74920E-009	7.18638E+002	7.30948E+002	1.23097E+001	1.07330E-006	4.07560E+000	3.25678E-002	6.32000E-001	1.60200E-010	5.22000E-011
316	21	16	1	1.35000E-002	1.12000E-002	7.40000E-003	1.62270E-009	1.95760E-009	7.15505E+002	7.22455E+002	6.95000E+000	1.21560E-006	4.08870E+000	3.22503E-002	6.30900E-001	3.68300E-010	1.61300E-010
320	23	16	1	1.36000E-002	1.13000E-002	7.50000E-003	9.03800E-010	1.55950E-009	7.14490E+002	7.21149E+002	6.65880E+000	1.22360E-006	4.08390E+000	3.21780E-002	6.31000E-001	6.78600E-010	2.25500E-010
324	25	16	1	1.35000E-002	1.13000E-002	7.40000E-003	2.55200E-010	2.10040E-009	7.19597E+002	7.31150E+002	1.15526E+001	1.04940E-006	4.03410E+000	3.23527E-002	6.32500E-001	5.17300E-010	1.95800E-010
328	27	16	1	1.35000E-002	1.12000E-002	7.50000E-003	6.34600E-010	1.71870E-009	7.30248E+002	7.39273E+002	9.02490E+000	9.91800E-007	3.95170E+000	3.24648E-002	6.31700E-001	2.49400E-010	7.44200E-010
332	29	16	1	1.36000E-002	1.12000E-002	7.40000E-003	3.58300E-010	2.15420E-009	7.37371E+002	7.45909E+002	8.53780E+000	9.07300E-007	3.92480E+000	3.29806E-002	6.32000E-001	6.13000E-011	5.67000E-011
336	31	16	1	1.35000E-002	1.12000E-002	7.40000E-003	7.65700E-010	2.31580E-009	7.40109E+002	7.50310E+002	1.02015E+001	8.67500E-007	3.90550E+000	3.33347E-002	6.32200E-001	2.75800E-010	2.51300E-010
340	33	16	1	1.36000E-002	1.12000E-002	7.40000E-003	8.61700E-010	2.23620E-009	7.48055E+002	7.55377E+002	7.32200E+000	8.36500E-007	3.94950E+000	3.37727E-002	6.31700E-001	1.08200E-010	8.09900E-010
344	35	16	1	1.35000E-002	1.13000E-002	7.40000E-003	9.29600E-010	2.66000E-009	7.46665E+002	7.55249E+002	8.58420E+000	8.18800E-007	4.01060E+000	3.39366E-002	6.32300E-001	4.33000E-011	1.79600E-010
348	37	16	1	1.35000E-002	1.11000E-002	7.40000E-003	8.54700E-010	2.23620E-009	7.43885E+002	7.45291E+002	1.40690E+000	8.36100E-007	4.07670E+000	3.31756E-002	6.32600E-001	3.47500E-010	3.14000E-011
352	39	16	1	1.35000E-002	1.08000E-002	7.00000E-003	7.72700E-010	2.11680E-009	7.24050E+002	7.28653E+002	4.60310E+000	9.63100E-007	4.12930E+000	3.33561E-002	6.33300E-001	1.51700E-010	2.58700E-010
354	38	18	1	1.34000E-002	1.08000E-002	7.00000E-003	7.75100E-010	2.77480E-009	7.40549E+002	7.42919E+002	2.36950E+000	9.04100E-007	4.14070E+000	3.29793E-002	6.33400E-001	5.10500E-010	6.46000E-011
356	36	18	1	1.36000E-002	1.12000E-002	7.40000E-003	9.20200E-010	2.56870E-009	7.45922E+002	7.47468E+002	1.54570E+000	8.16600E-007	4.06530E+000	3.31632E-002	6.32900E-001	1.13990E-009	4.29700E-010
360	34	18	1	1.36000E-002	1.12000E-002	7.40000E-003	3.16100E-010	1.72810E-009	7.40564E+002	7.52836E+002	1.22718E+001	8.30200E-007	3.98460E+000	3.38884E-002	6.32800E-001	5.72500E-010	2.58500E-010
364	32	18	1	1.35000E-002	1.11000E-002	7.40000E-003	3.58300E-010	1.71870E-009	7.38043E+002	7.46973E+002	8.93010E+000	8.56900E-007	3.93640E+000	3.36833E-002	6.31800E-001	3.51900E-010	2.22200E-010
368	30	18	1	1.36000E-002	1.11000E-002	7.40000E-003	4.28500E-010	1.68360E-009	7.44782E+002	7.52425E+002	7.64270E+000	8.38100E-007	3.89980E+000	3.32117E-002	6.32100E-001	3.54700E-010	1.76600E-010
372	28	18	1	1.36000E-002	1.12000E-002	7.40000E-003	7.42300E-010	1.62740E-009	7.39595E+002	7.46497E+002	6.90220E+000	8.45200E-007	3.91570E+000	3.28352E-002	6.32700E-001	4.09300E-010	5.03400E-010
376	26	18	1	1.35000E-002	1.11000E-002	7.40000E-003	2.58000E-011	2.63190E-009	7.33540E+002	7.38789E+002	5.24880E+000	9.59900E-007	3.95330E+000	3.24470E-002	6.31800E-001	2.36300E-010	7.55400E-010
380	24	18	1	1.35000E-002	1.12000E-002	7.50000E-003	1.05400E-010	2.61090E-009	7.28434E+002	7.36162E+002	7.72770E+000	1.00990E-006	4.00670E+000	3.23416E-002	6.32100E-001	4.73500E-010	7.95900E-010
384	22	18	1	1.36000E-002	1.11000E-002	7.40000E-003	4.56600E-010	2.49140E-009	7.20482E+002	7.33490E+002	1.30076E+001	1.09300E-006	4.02220E+000	3.26383E-002	6.31400E-001	6.61000E-010	3.31800E-010
388	20	18	1	1.35000E-002	1.11000E-002	7.40000E-003	1.61600E-010	1.79360E-009	7.25683E+002	7.35680E+002	9.99700E+000	1.04880E-006	4.05020E+000	3.25106E-002	6.31700E-001	4.74900E-010	1.17100E-010
392	18	18	1	1.36000E-002	1.11000E-002	7.40000E-003	6.36900E-010	2.63190E-009	7.31711E+002	7.39474E+002	7.76310E+000	9.70000E-007	4.00500E+000	3.26454E-002	6.31900E-001	3.22900E-010	3.57600E-010
396	16	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.01100E-010	2.28540E-009	7.29086E+002	7.42223E+002	1.31372E+001	9.47400E-007	3.96620E+000	3.32719E-002	6.32500E-001	2.76800E-010	1.76100E-010
400	14	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.82600E-010	1.88960E-009	7.33218E+002	7.40871E+002	7.65320E+000	9.47100E-007	3.99360E+000	3.36064E-002	6.32400E-001	1.88700E-010	2.86100E-010
404	12	18	1	1.36000E-002	1.11000E-002	7.40000E-003	9.13000E-011	2.38610E-009	7.30968E+002	7.39877E+002	8.90930E+000	9.39300E-007	4.05260E+000	3.40444E-002	6.33200E-001	4.11400E-010	7.31300E-010
408	10	18	1	1.36000E-002	1.11000E-002	7.40000E-003	4.98800E-010	2.27130E-009	7.22578E+002	7.37815E+002	1.52365E+001	1.03540E-006	4.13600E+000	3.44943E-002	6.32900E-001	9.39000E-011	8.76000E-011
412	8	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.52600E-010	2.95270E-009	7.39373E+002	7.45662E+002	6.28870E+000	8.77600E-007	4.22780E+000	3.39784E-002	6.33100E-001	8.76400E-010	2.52400E-010
416	6	18	1	1.36000E-002	1.11000E-002	7.40000E-003	6.22900E-010	2.95970E-009	7.25355E+002	7.30402E+002	5.04710E+000	1.00760E-006	4.21450E+000	3.37751E-002	6.33300E-001	2.08400E-010	4.09100E-010
420	7	20	1	1.35000E-002	1.08000E-002	7.20000E-003	8.92100E-010	1.88590E-008	7.19714E+002	7.25637E+002	5.92360E+000	1.01870E-006	4.17620E+000	3.38266E-002	6.33800E-001	8.67100E-010	2.26200E-010
423	9	20	1	1.36000E-002	1.11000E-002	7.40000E-003	2.48200E-010	2.86370E-009	7.42492E+002	7.49160E+002	6.66810E+000	8.64100E-007	4.15790E+000	3.36205E-002	6.32700E-001	5.39500E-010	2.77200E-010
427	11	20	1	1.35000E-002	1.11000E-002	7.40000E-003	5.50300E-010	2.68340E-009	7.28909E+002	7.40832E+002	1.19227E+001	1.02780E-006	4.08270E+000	3.43639E-002	6.32500E-001	9.09000E-011	2.56400E-010
431	13	20	1	1.35000E-002	1.11000E-002	7.40000E-003	3.51200E-010	3.01130E-009	7.20198E+002	7.36788E+002	1.65904E+001	1.10530E-006	4.00220E+000	3.43346E-002	6.32200E-001	4.18900E-010	9.37000E-011
435	15	20	1	1.35000E-002	1.11000E-002	7.40000E-003	1.87300E-010	1.91310E-009	7.35879E+002	7.43571E+002	7.69260E+000	9.42000E-007	3.92590E+000	3.36919E-002	6.32400E-001	2.95000E-010	4.54000E-011
439	17	20	1	1.36000E-002	1.11000E-002	7.40000E-003	7.02000E-011	1.93410E-009	7.34767E+002	7.43286E+002	8.51990E+000	9.38800E-007	3.88700E+000	3.35687E-002	6.32200E-001	3.07000E-011	2.97100E-010
443	19	20	1	1.36000E-002	1.12000E-002	7.40000E-003	3.20800E-010	2.26900E-009	7.32104E+002	7.43741E+002	1.16367E+001	9.69400E-007	3.87090E+000	3.34237E-002	6.31600E-001	7.32900E-010	3.40000E-011
447	21	20	1	1.36000E-002	1.12000E-002	7.40000E-003	5.45600E-010	2.07930E-009	7.36949E+002	7.45870E+002	8.92000E+000	9.07600E-007	3.89240E+000	3.30012E-002	6.32300E-001	1.59900E-010	7.00000E-012
