Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-205110@CP
Wafer number	23
Date	2025/02/13
Time	20:56:00

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	1	1.35000E-002	1.11000E-002	7.40000E-003	1.07700E-010	1.95520E-009	7.12034E+002	7.26486E+002	1.44523E+001	1.24960E-006	4.13860E+000	3.44449E-002	6.33100E-001	9.09000E-011	1.17800E-010
72	27	8	1	1.35000E-002	1.12000E-002	7.40000E-003	6.88400E-010	2.28070E-009	7.25626E+002	7.33604E+002	7.97770E+000	1.12140E-006	4.13740E+000	3.42307E-002	6.32400E-001	2.95500E-010	4.64600E-010
76	29	8	1	1.35000E-002	1.13000E-002	7.50000E-003	2.45900E-010	2.65300E-009	7.31394E+002	7.37672E+002	6.27830E+000	9.47200E-007	4.17070E+000	3.36096E-002	6.33500E-001	7.09000E-010	1.49600E-010
80	31	8	1	1.35000E-002	1.14000E-002	7.50000E-003	9.17900E-010	2.34860E-009	7.29056E+002	7.35983E+002	6.92770E+000	1.00860E-006	4.15870E+000	3.33797E-002	6.32800E-001	2.04000E-011	4.64000E-011
84	33	8	1	1.31000E-002	1.10000E-002	7.20000E-003	3.11400E-010	2.03250E-009	7.00483E+002	7.07682E+002	7.19870E+000	1.31900E-006	4.17520E+000	3.36752E-002	6.33500E-001	3.83500E-010	2.29700E-010
89	35	10	1	1.35000E-002	1.11000E-002	7.40000E-003	4.49600E-010	2.29240E-009	7.29795E+002	7.37184E+002	7.38920E+000	1.02240E-006	4.16370E+000	3.32731E-002	6.32700E-001	2.03200E-010	1.59200E-010
93	33	10	1	1.36000E-002	1.11000E-002	7.40000E-003	2.48200E-010	1.92240E-009	7.39213E+002	7.43070E+002	3.85640E+000	8.74100E-007	4.11260E+000	3.34198E-002	6.33500E-001	7.20500E-010	1.64600E-010
97	31	10	1	1.36000E-002	1.12000E-002	7.40000E-003	8.33600E-010	2.66470E-009	7.21317E+002	7.34126E+002	1.28091E+001	1.12540E-006	4.08840E+000	3.41326E-002	6.32600E-001	1.74400E-010	3.18200E-010
101	29	10	1	1.36000E-002	1.11000E-002	7.40000E-003	2.71600E-010	1.72110E-009	7.21408E+002	7.31784E+002	1.03756E+001	1.14610E-006	4.07020E+000	3.41333E-002	6.32600E-001	2.61100E-010	2.73000E-010
105	27	10	1	1.35000E-002	1.11000E-002	7.40000E-003	5.01100E-010	2.10740E-009	7.28287E+002	7.34967E+002	6.68000E+000	1.09430E-006	4.04870E+000	3.39183E-002	6.32300E-001	2.39300E-010	3.68600E-010
109	25	10	1	1.35000E-002	1.12000E-002	7.40000E-003	5.62000E-010	1.77490E-009	7.25633E+002	7.35500E+002	9.86710E+000	1.04890E-006	4.04320E+000	3.36772E-002	6.33500E-001	2.64100E-010	6.70000E-011
113	23	10	1	1.35000E-002	1.12000E-002	7.40000E-003	6.55600E-010	1.89900E-009	7.32130E+002	7.39150E+002	7.01930E+000	9.96900E-007	4.03150E+000	3.35170E-002	6.33000E-001	2.16100E-010	1.40000E-010
117	21	10	1	1.35000E-002	1.11000E-002	7.40000E-003	3.44200E-010	1.84520E-009	7.35772E+002	7.41128E+002	5.35620E+000	9.60300E-007	4.04870E+000	3.35453E-002	6.33200E-001	1.75900E-010	1.68100E-010
121	19	10	1	1.35000E-002	1.12000E-002	7.40000E-003	2.64600E-010	2.57810E-009	7.26549E+002	7.35922E+002	9.37230E+000	1.04030E-006	4.07780E+000	3.38226E-002	6.33600E-001	1.12600E-010	4.68300E-010
125	17	10	1	1.35000E-002	1.12000E-002	7.50000E-003	9.83500E-010	2.41650E-009	7.33834E+002	7.40943E+002	7.10910E+000	1.00160E-006	4.10670E+000	3.40228E-002	6.32800E-001	1.60600E-010	1.50600E-010
129	15	10	1	1.35000E-002	1.12000E-002	7.50000E-003	1.01390E-009	2.35090E-009	7.36550E+002	7.43181E+002	6.63100E+000	9.60700E-007	4.15900E+000	3.40447E-002	6.33300E-001	3.52400E-010	8.45300E-010
133	13	10	1	1.35000E-002	1.13000E-002	7.50000E-003	5.22200E-010	1.96690E-009	7.32356E+002	7.42586E+002	1.02301E+001	9.28400E-007	4.19680E+000	3.40686E-002	6.34200E-001	4.34800E-010	2.75800E-010
137	11	10	1	1.35000E-002	1.13000E-002	7.40000E-003	5.22200E-010	2.49380E-009	7.42461E+002	7.46274E+002	3.81310E+000	8.64000E-007	4.22400E+000	3.36093E-002	6.33500E-001	2.67900E-010	2.52900E-010
141	9	10	1	1.35000E-002	1.13000E-002	7.50000E-003	3.65300E-010	2.07930E-009	7.39929E+002	7.46734E+002	6.80500E+000	9.15900E-007	4.21760E+000	3.34937E-002	6.33300E-001	6.40200E-010	2.16100E-010
148	6	12	1	1.35000E-002	1.12000E-002	7.40000E-003	6.08800E-010	2.68580E-009	7.09347E+002	7.16095E+002	6.74790E+000	1.16250E-006	4.17720E+000	3.37967E-002	6.33300E-001	2.37900E-010	4.87700E-010
152	8	12	1	1.35000E-002	1.12000E-002	7.50000E-003	4.28500E-010	2.55700E-009	7.43693E+002	7.45494E+002	1.80010E+000	8.61500E-007	4.24390E+000	3.33122E-002	6.33200E-001	2.39500E-010	2.50500E-010
156	10	12	1	1.35000E-002	1.11000E-002	7.40000E-003	6.60300E-010	2.41180E-009	7.37518E+002	7.46720E+002	9.20170E+000	9.19900E-007	4.24000E+000	3.39056E-002	6.33100E-001	6.29200E-010	1.43000E-011
160	12	12	1	1.35000E-002	1.11000E-002	7.40000E-003	3.30200E-010	2.17530E-009	7.38086E+002	7.46182E+002	8.09600E+000	9.23100E-007	4.19420E+000	3.39477E-002	6.33600E-001	5.64000E-011	3.00000E-012
164	14	12	1	1.35000E-002	1.11000E-002	7.50000E-003	9.76400E-010	2.18470E-009	7.39111E+002	7.45892E+002	6.78090E+000	9.30700E-007	4.10200E+000	3.37268E-002	6.33200E-001	2.72800E-010	7.00000E-012
168	16	12	1	1.35000E-002	1.12000E-002	7.40000E-003	8.50000E-010	2.00200E-009	7.34639E+002	7.43173E+002	8.53410E+000	9.72200E-007	4.09960E+000	3.33708E-002	6.33200E-001	6.84200E-010	1.24300E-010
172	18	12	1	1.35000E-002	1.12000E-002	7.40000E-003	5.12800E-010	2.25020E-009	7.38845E+002	7.43871E+002	5.02620E+000	9.33200E-007	4.13510E+000	3.32097E-002	6.33200E-001	8.18800E-010	2.33900E-010
176	20	12	1	1.35000E-002	1.11000E-002	7.40000E-003	4.96400E-010	1.53370E-009	7.37199E+002	7.42913E+002	5.71400E+000	9.69400E-007	4.12130E+000	3.28769E-002	6.32400E-001	1.33020E-009	2.77000E-010
180	22	12	1	1.35000E-002	1.11000E-002	7.40000E-003	3.98100E-010	1.70230E-009	7.31762E+002	7.39100E+002	7.33770E+000	9.94700E-007	4.13900E+000	3.26725E-002	6.32700E-001	7.67800E-010	1.68400E-010
184	24	12	1	1.35000E-002	1.12000E-002	7.40000E-003	4.45000E-011	2.09100E-009	7.39013E+002	7.44196E+002	5.18280E+000	9.37000E-007	4.09220E+000	3.27259E-002	6.32800E-001	4.68100E-010	6.09500E-010
188	26	12	1	1.36000E-002	1.12000E-002	7.40000E-003	2.83300E-010	1.98100E-009	7.37190E+002	7.42467E+002	5.27660E+000	9.22700E-007	4.00470E+000	3.30790E-002	6.33200E-001	1.20000E-012	2.85400E-010
192	28	12	1	1.35000E-002	1.11000E-002	7.50000E-003	7.21200E-010	2.51720E-009	7.35526E+002	7.43054E+002	7.52810E+000	9.59700E-007	4.03940E+000	3.32513E-002	6.32900E-001	3.72300E-010	3.61000E-011
196	30	12	1	1.36000E-002	1.12000E-002	7.40000E-003	1.35800E-010	2.05820E-009	7.39506E+002	7.44187E+002	4.68110E+000	9.04600E-007	4.06820E+000	3.33006E-002	6.33300E-001	2.67600E-010	3.70000E-012
200	32	12	1	1.35000E-002	1.12000E-002	7.40000E-003	2.34200E-010	1.56890E-009	7.33372E+002	7.39884E+002	6.51150E+000	9.85100E-007	4.05970E+000	3.36151E-002	6.33000E-001	3.23100E-010	1.83300E-010
204	34	12	1	1.36000E-002	1.11000E-002	7.40000E-003	3.04000E-011	2.19170E-009	7.32108E+002	7.42756E+002	1.06484E+001	9.62900E-007	4.12120E+000	3.37833E-002	6.32800E-001	3.77700E-010	3.45600E-010
208	36	12	1	1.35000E-002	1.12000E-002	7.40000E-003	7.96000E-011	1.81710E-009	7.39314E+002	7.41255E+002	1.94070E+000	8.66200E-007	4.15350E+000	3.29284E-002	6.33500E-001	1.87600E-010	5.51700E-010
212	38	12	1	1.34000E-002	1.07000E-002	7.00000E-003	1.80300E-010	1.92480E-009	6.91712E+002	6.99854E+002	8.14210E+000	1.30010E-006	3.64160E+000	3.36702E-002	6.32800E-001	2.40000E-010	5.12300E-010
214	39	14	9	1.34000E-002	1.07000E-002	7.00000E-003	7.25900E-010	1.78900E-009	6.87542E+002	6.96430E+002	8.88870E+000	1.36050E-006	3.40220E+000
216	37	14	1	1.35000E-002	1.12000E-002	7.40000E-003	9.90500E-010	2.09100E-009	7.39508E+002	7.41795E+002	2.28750E+000	8.87200E-007	4.16390E+000	3.31268E-002	6.33000E-001	6.45100E-010	5.09500E-010
220	35	14	1	1.35000E-002	1.12000E-002	7.40000E-003	8.61700E-010	2.38610E-009	7.32543E+002	7.41794E+002	9.25150E+000	9.50200E-007	4.11200E+000	3.39404E-002	6.32400E-001	3.02300E-010	3.21000E-010
224	33	14	1	1.36000E-002	1.11000E-002	7.40000E-003	8.66400E-010	2.17060E-009	7.36099E+002	7.41689E+002	5.58990E+000	9.21200E-007	4.11360E+000	3.37218E-002	6.33400E-001	5.51200E-010	2.59400E-010
228	31	14	1	1.35000E-002	1.11000E-002	7.50000E-003	4.19100E-010	1.88960E-009	7.32603E+002	7.39993E+002	7.39000E+000	9.79300E-007	4.06840E+000	3.33759E-002	6.33000E-001	8.11400E-010	4.63400E-010
232	29	14	1	1.34000E-002	1.12000E-002	7.40000E-003	1.11460E-009	2.06290E-009	7.39982E+002	7.45131E+002	5.14950E+000	9.21300E-007	4.00810E+000	3.29332E-002	6.32700E-001	4.12600E-010	4.72800E-010
236	27	14	1	1.35000E-002	1.12000E-002	7.40000E-003	1.03000E-010	1.37680E-009	7.37537E+002	7.44143E+002	6.60570E+000	8.99500E-007	4.08510E+000	3.25076E-002	6.33500E-001	6.48400E-010	2.61800E-010
240	25	14	1	1.35000E-002	1.12000E-002	7.40000E-003	1.89700E-010	1.97390E-009	7.28960E+002	7.36349E+002	7.38930E+000	1.02580E-006	4.15980E+000	3.24832E-002	6.32400E-001	8.58700E-010	1.29500E-010
244	23	14	1	1.35000E-002	1.12000E-002	7.40000E-003	9.83000E-011	1.86390E-009	7.25143E+002	7.31489E+002	6.34600E+000	1.00520E-006	4.21670E+000	3.22630E-002	6.33300E-001	6.31500E-010	1.02600E-010
248	21	14	1	1.34000E-002	1.12000E-002	7.40000E-003	3.77000E-010	1.92010E-009	7.26352E+002	7.32844E+002	6.49250E+000	1.04780E-006	4.26450E+000	3.23937E-002	6.32700E-001	1.39300E-010	5.53000E-011
252	19	14	1	1.36000E-002	1.12000E-002	7.50000E-003	3.67600E-010	1.98100E-009	7.28916E+002	7.35647E+002	6.73100E+000	1.02910E-006	4.25670E+000	3.23882E-002	6.32600E-001	1.18620E-009	3.08900E-010
256	17	14	1	1.36000E-002	1.12000E-002	7.40000E-003	7.49000E-011	1.77260E-009	7.33042E+002	7.39928E+002	6.88570E+000	9.65700E-007	4.19100E+000	3.28159E-002	6.33100E-001	9.78100E-010	1.10500E-010
260	15	14	1	1.35000E-002	1.13000E-002	7.50000E-003	5.90100E-010	2.55930E-009	7.41111E+002	7.47303E+002	6.19210E+000	9.32600E-007	4.11730E+000	3.32259E-002	6.32800E-001	6.98500E-010	1.09600E-010
264	13	14	1	1.35000E-002	1.12000E-002	7.50000E-003	3.67600E-010	2.21510E-009	7.33663E+002	7.42716E+002	9.05340E+000	9.59000E-007	4.15010E+000	3.34936E-002	6.33600E-001	6.55200E-010	6.77000E-011
268	11	14	1	1.35000E-002	1.12000E-002	7.40000E-003	1.52200E-010	1.64140E-009	7.34822E+002	7.40546E+002	5.72410E+000	9.44800E-007	4.17410E+000	3.40093E-002	6.33300E-001	1.08900E-010	1.71200E-010
272	9	14	1	1.34000E-002	1.11000E-002	7.50000E-003	1.42840E-009	2.56400E-009	7.37274E+002	7.45079E+002	7.80490E+000	9.14000E-007	4.25330E+000	3.41629E-002	6.33300E-001	4.54700E-010	4.93800E-010
276	7	14	1	1.35000E-002	1.12000E-002	7.50000E-003	6.67300E-010	2.59680E-009	7.42393E+002	7.45307E+002	2.91330E+000	8.53500E-007	4.27130E+000	3.34535E-002	6.33200E-001	5.36000E-010	4.39300E-010
280	5	14	8	1.34000E-002	1.11000E-002	7.40000E-003	9.03800E-010	2.50780E-009	6.79441E+002	6.92297E+002	1.28559E+001	1.38260E-005
284	5	16	1	1.35000E-002	1.11000E-002	7.40000E-003	8.10200E-010	8.49007E-008	6.94551E+002	7.04115E+002	9.56480E+000	1.27120E-006	4.19340E+000	3.40266E-002	6.33400E-001	4.01800E-010	6.38300E-010
288	7	16	1	1.35000E-002	1.11000E-002	7.40000E-003	9.17900E-010	2.84740E-009	7.39990E+002	7.44444E+002	4.45360E+000	8.78100E-007	4.25560E+000	3.36736E-002	6.33100E-001	4.03000E-010	2.92000E-010
292	9	16	1	1.35000E-002	1.11000E-002	7.40000E-003	7.21200E-010	2.64130E-009	7.28376E+002	7.38206E+002	9.83010E+000	9.89300E-007	4.23770E+000	3.42456E-002	6.33100E-001	6.57300E-010	6.39000E-011
296	11	16	1	1.35000E-002	1.11000E-002	7.40000E-003	8.73400E-010	1.88500E-009	7.29649E+002	7.36950E+002	7.30130E+000	1.02580E-006	4.17230E+000	3.40722E-002	6.32700E-001	3.71100E-010	3.79100E-010
300	13	16	1	1.34000E-002	1.11000E-002	7.50000E-003	1.34640E-009	2.62020E-009	7.36421E+002	7.44998E+002	8.57680E+000	9.32900E-007	4.12400E+000	3.34035E-002	6.33200E-001	4.76000E-010	3.27400E-010
304	15	16	1	1.35000E-002	1.12000E-002	7.40000E-003	7.61000E-010	2.26200E-009	7.43531E+002	7.47755E+002	4.22480E+000	8.52500E-007	4.12090E+000	3.27951E-002	6.33500E-001	2.82200E-010	2.18000E-011
308	17	16	1	1.36000E-002	1.11000E-002	7.50000E-003	2.22400E-010	1.88260E-009	7.35348E+002	7.41042E+002	5.69460E+000	9.62400E-007	4.24090E+000	3.24268E-002	6.32700E-001	6.99200E-010	3.03900E-010
312	19	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.99400E-010	1.48690E-009	7.24213E+002	7.32858E+002	8.64470E+000	1.01740E-006	4.25250E+000	3.25035E-002	6.33100E-001	3.42600E-010	1.98100E-010
316	21	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.31900E-010	2.47270E-009	7.20739E+002	7.24096E+002	3.35680E+000	1.13990E-006	4.25440E+000	3.22248E-002	6.31800E-001	3.91500E-010	5.90000E-011
320	23	16	1	1.35000E-002	1.12000E-002	7.40000E-003	1.68600E-010	2.55230E-009	7.21150E+002	7.24910E+002	3.76050E+000	1.13220E-006	4.23590E+000	3.20998E-002	6.32000E-001	5.70900E-010	9.04000E-011
324	25	16	1	1.35000E-002	1.12000E-002	7.40000E-003	8.05500E-010	2.52190E-009	7.24672E+002	7.33380E+002	8.70860E+000	9.92200E-007	4.17040E+000	3.22499E-002	6.33500E-001	4.75800E-010	4.22900E-010
328	27	16	1	1.35000E-002	1.12000E-002	7.50000E-003	1.08410E-009	1.64140E-009	7.35708E+002	7.38338E+002	2.63000E+000	9.31000E-007	4.10160E+000	3.21599E-002	6.32900E-001	4.28000E-010	7.05300E-010
332	29	16	1	1.36000E-002	1.13000E-002	7.40000E-003	5.29200E-010	2.37440E-009	7.42934E+002	7.47514E+002	4.58050E+000	8.71200E-007	4.05910E+000	3.27961E-002	6.33200E-001	4.15900E-010	4.50300E-010
336	31	16	1	1.36000E-002	1.11000E-002	7.40000E-003	4.28500E-010	1.68120E-009	7.38459E+002	7.45406E+002	6.94670E+000	9.13100E-007	4.05780E+000	3.32714E-002	6.33000E-001	5.54000E-010	9.74100E-010
340	33	16	1	1.35000E-002	1.12000E-002	7.40000E-003	4.05100E-010	2.10980E-009	7.40070E+002	7.44722E+002	4.65200E+000	9.29600E-007	4.11350E+000	3.38330E-002	6.32600E-001	1.55000E-011	3.21000E-010
344	35	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.10500E-010	2.06290E-009	7.34764E+002	7.42016E+002	7.25250E+000	9.25700E-007	4.15220E+000	3.39804E-002	6.32900E-001	2.51000E-011	1.99500E-010
348	37	16	1	1.35000E-002	1.12000E-002	7.40000E-003	7.47000E-010	2.13080E-009	7.39118E+002	7.41738E+002	2.62020E+000	8.80600E-007	4.17680E+000	3.31820E-002	6.33000E-001	1.48000E-011	2.81000E-011
352	39	16	1	1.35000E-002	1.08000E-002	7.00000E-003	1.61600E-010	2.26660E-009	7.12278E+002	7.16997E+002	4.71880E+000	1.09110E-006	4.20150E+000	3.34903E-002	6.33700E-001	2.76300E-010	2.85400E-010
354	38	18	1	1.34000E-002	1.08000E-002	7.00000E-003	7.65700E-010	2.61550E-009	7.36324E+002	7.39579E+002	3.25570E+000	9.21500E-007	4.23250E+000	3.30546E-002	6.33900E-001	6.32500E-010	1.81700E-010
356	36	18	1	1.36000E-002	1.11000E-002	7.50000E-003	1.89700E-010	1.72110E-009	7.45420E+002	7.47197E+002	1.77670E+000	7.92600E-007	4.18960E+000	3.31853E-002	6.33900E-001	1.29700E-010	1.09600E-010
360	34	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.65000E-010	2.32050E-009	7.36110E+002	7.46705E+002	1.05957E+001	8.81800E-007	4.15190E+000	3.38774E-002	6.34000E-001	4.95500E-010	3.73900E-010
364	32	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.72000E-010	2.60380E-009	7.42532E+002	7.46992E+002	4.46070E+000	9.07800E-007	4.12200E+000	3.36319E-002	6.32800E-001	3.02800E-010	1.17000E-011
368	30	18	1	1.36000E-002	1.11000E-002	7.40000E-003	7.75100E-010	2.48670E-009	7.46276E+002	7.49385E+002	3.10890E+000	8.58600E-007	4.07400E+000	3.30381E-002	6.33100E-001	1.07170E-009	3.16100E-010
372	28	18	1	1.36000E-002	1.12000E-002	7.40000E-003	7.58700E-010	1.66950E-009	7.43409E+002	7.48417E+002	5.00770E+000	8.43900E-007	4.07560E+000	3.27426E-002	6.33700E-001	4.29400E-010	3.05600E-010
376	26	18	1	1.36000E-002	1.13000E-002	7.40000E-003	3.06700E-010	1.58290E-009	7.38127E+002	7.40891E+002	2.76410E+000	9.34600E-007	4.12940E+000	3.23731E-002	6.32700E-001	4.20100E-010	2.71200E-010
380	24	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.90100E-010	2.07930E-009	7.32603E+002	7.37203E+002	4.59980E+000	9.66500E-007	4.19190E+000	3.23049E-002	6.33000E-001	1.52400E-010	4.75000E-011
384	22	18	1	1.35000E-002	1.12000E-002	7.40000E-003	3.34800E-010	2.23620E-009	7.27837E+002	7.36145E+002	8.30810E+000	1.01240E-006	4.20460E+000	3.24929E-002	6.32500E-001	2.63700E-010	1.99000E-011
388	20	18	1	1.36000E-002	1.11000E-002	7.40000E-003	8.47600E-010	2.29240E-009	7.30056E+002	7.36787E+002	6.73090E+000	9.99200E-007	4.23430E+000	3.23620E-002	6.32800E-001	4.92200E-010	2.67400E-010
392	18	18	1	1.35000E-002	1.11000E-002	7.50000E-003	8.00800E-010	2.45860E-009	7.36306E+002	7.40398E+002	4.09210E+000	9.59400E-007	4.18590E+000	3.24902E-002	6.32500E-001	1.58300E-010	5.55700E-010
396	16	18	1	1.35000E-002	1.12000E-002	7.40000E-003	7.23500E-010	2.39310E-009	7.35233E+002	7.43811E+002	8.57800E+000	9.10900E-007	4.11500E+000	3.29869E-002	6.33600E-001	5.76700E-010	2.03700E-010
400	14	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.79100E-010	2.33220E-009	7.35161E+002	7.40476E+002	5.31500E+000	9.42000E-007	4.13590E+000	3.33566E-002	6.33500E-001	7.95900E-010	2.01400E-010
404	12	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.32000E-011	2.12850E-009	7.31644E+002	7.39108E+002	7.46450E+000	9.73000E-007	4.15340E+000	3.38220E-002	6.33700E-001	5.44900E-010	3.00000E-011
408	10	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.81400E-010	1.53840E-009	7.18985E+002	7.34174E+002	1.51890E+001	1.09560E-006	4.20650E+000	3.42857E-002	6.33600E-001	6.69700E-010	3.92200E-010
412	8	18	1	1.35000E-002	1.12000E-002	7.40000E-003	3.30200E-010	2.41420E-009	7.40596E+002	7.44398E+002	3.80180E+000	8.67200E-007	4.27550E+000	3.36533E-002	6.33400E-001	3.37000E-010	3.17500E-010
416	6	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.26900E-010	2.31350E-009	7.32093E+002	7.41108E+002	9.01420E+000	9.66600E-007	4.22010E+000	3.35158E-002	6.33700E-001	7.57000E-010	2.47500E-010
420	7	20	1	1.34000E-002	1.08000E-002	7.20000E-003	5.08100E-010	3.48430E-009	7.21275E+002	7.26507E+002	5.23210E+000	1.02880E-006	4.17820E+000	3.36995E-002	6.33500E-001	1.11900E-010	1.12400E-010
423	9	20	1	1.36000E-002	1.11000E-002	7.40000E-003	7.82100E-010	2.49850E-009	7.42983E+002	7.48393E+002	5.41010E+000	8.44900E-007	4.17850E+000	3.35542E-002	6.33000E-001	7.81600E-010	5.19800E-010
427	11	20	1	1.35000E-002	1.10000E-002	7.40000E-003	7.32900E-010	2.03720E-009	7.29496E+002	7.39482E+002	9.98600E+000	1.02560E-006	4.14710E+000	3.42080E-002	6.33100E-001	1.66000E-010	1.02100E-010
431	13	20	1	1.35000E-002	1.11000E-002	7.40000E-003	5.26900E-010	2.51020E-009	7.20579E+002	7.34041E+002	1.34620E+001	1.11740E-006	4.09940E+000	3.41216E-002	6.33200E-001	8.36900E-010	5.30100E-010
435	15	20	1	1.36000E-002	1.11000E-002	7.40000E-003	4.14500E-010	1.59930E-009	7.33595E+002	7.39280E+002	5.68500E+000	9.64800E-007	4.06830E+000	3.36114E-002	6.33600E-001	3.02800E-010	3.87100E-010
439	17	20	1	1.36000E-002	1.12000E-002	7.40000E-003	3.81700E-010	2.05120E-009	7.33684E+002	7.39377E+002	5.69270E+000	9.72900E-007	4.04190E+000	3.34058E-002	6.33300E-001	5.00200E-010	4.03000E-010
443	19	20	1	1.36000E-002	1.12000E-002	7.40000E-003	7.04800E-010	1.66020E-009	7.35815E+002	7.43925E+002	8.11070E+000	9.56900E-007	4.04190E+000	3.32296E-002	6.32700E-001	3.62500E-010	4.72800E-010
447	21	20	1	1.35000E-002	1.11000E-002	7.40000E-003	6.62700E-010	1.38860E-009	7.40520E+002	7.44349E+002	3.82940E+000	8.91100E-007	4.05270E+000	3.28012E-002	6.33400E-001	4.42800E-010	7.57000E-010
