Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-210304@CP
Wafer number	25
Date	2025/02/13
Time	21:07:53

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	1	1.36000E-002	1.11000E-002	7.40000E-003	2.57600E-010	1.38150E-009	7.05571E+002	7.18759E+002	1.31881E+001	1.30120E-006	4.10340E+000	3.42949E-002	6.33900E-001	1.41900E-010	4.03700E-010
72	27	8	1	1.36000E-002	1.11000E-002	7.40000E-003	1.05140E-009	2.38610E-009	7.21298E+002	7.28562E+002	7.26350E+000	1.10830E-006	4.11770E+000	3.39936E-002	6.33900E-001	9.20000E-011	1.09600E-010
76	29	8	1	1.36000E-002	1.11000E-002	7.40000E-003	8.43000E-010	3.12370E-009	7.29546E+002	7.34749E+002	5.20290E+000	9.04300E-007	4.15070E+000	3.34002E-002	6.34900E-001	5.93600E-010	4.51900E-010
80	31	8	1	1.36000E-002	1.12000E-002	7.40000E-003	2.69300E-010	2.23620E-009	7.27989E+002	7.34295E+002	6.30670E+000	9.64800E-007	4.15430E+000	3.31471E-002	6.34300E-001	2.69300E-010	7.08800E-010
84	33	8	1	1.31000E-002	1.13000E-002	7.20000E-003	6.83700E-010	2.75130E-009	7.08490E+002	7.14127E+002	5.63710E+000	1.10050E-006	4.14490E+000	3.33070E-002	6.35300E-001	4.85400E-010	6.79000E-011
89	35	10	1	1.35000E-002	1.12000E-002	7.40000E-003	1.33940E-009	2.85200E-009	7.29363E+002	7.36470E+002	7.10670E+000	9.78000E-007	4.13050E+000	3.31134E-002	6.34200E-001	5.14200E-010	2.68800E-010
93	33	10	1	1.35000E-002	1.12000E-002	7.40000E-003	7.14200E-010	1.95050E-009	7.34644E+002	7.39093E+002	4.44940E+000	8.77700E-007	4.07940E+000	3.32071E-002	6.34700E-001	2.65100E-010	1.97400E-010
97	31	10	1	1.35000E-002	1.11000E-002	7.40000E-003	5.24500E-010	2.02780E-009	7.10503E+002	7.24011E+002	1.35073E+001	1.21060E-006	4.03110E+000	3.39990E-002	6.33900E-001	7.68000E-010	2.64400E-010
101	29	10	1	1.36000E-002	1.12000E-002	7.40000E-003	3.55900E-010	2.06990E-009	7.11865E+002	7.23767E+002	1.19020E+001	1.19240E-006	4.01450E+000	3.38648E-002	6.34000E-001	6.38800E-010	4.78000E-011
105	27	10	1	1.35000E-002	1.11000E-002	7.40000E-003	5.38600E-010	1.88260E-009	7.18204E+002	7.26779E+002	8.57530E+000	1.15580E-006	3.97100E+000	3.36795E-002	6.33300E-001	4.69000E-010	3.03900E-010
109	25	10	1	1.35000E-002	1.12000E-002	7.50000E-003	6.51000E-010	2.14250E-009	7.16213E+002	7.27940E+002	1.17276E+001	1.10670E-006	3.96160E+000	3.36023E-002	6.34300E-001	9.93100E-010	1.62700E-010
113	23	10	1	1.35000E-002	1.11000E-002	7.40000E-003	5.01100E-010	2.12380E-009	7.22011E+002	7.31382E+002	9.37110E+000	1.01540E-006	3.95190E+000	3.33615E-002	6.34200E-001	1.23400E-010	4.26000E-011
117	21	10	1	1.36000E-002	1.11000E-002	7.40000E-003	1.33500E-010	2.05820E-009	7.27339E+002	7.34267E+002	6.92790E+000	9.85300E-007	3.95950E+000	3.33608E-002	6.34000E-001	7.68700E-010	6.69700E-010
121	19	10	1	1.35000E-002	1.12000E-002	7.40000E-003	1.70900E-010	2.59910E-009	7.17135E+002	7.29267E+002	1.21316E+001	1.07980E-006	3.98220E+000	3.36067E-002	6.34800E-001	2.30900E-010	1.42100E-010
125	17	10	1	1.35000E-002	1.12000E-002	7.40000E-003	6.88400E-010	2.22450E-009	7.16586E+002	7.25603E+002	9.01700E+000	1.15040E-006	4.00000E+000	3.39274E-002	6.33800E-001	5.51900E-010	5.49100E-010
129	15	10	1	1.35000E-002	1.12000E-002	7.50000E-003	5.12800E-010	2.40710E-009	7.20552E+002	7.29525E+002	8.97310E+000	1.09680E-006	4.06180E+000	3.39933E-002	6.34100E-001	5.36900E-010	3.09100E-010
133	13	10	1	1.36000E-002	1.13000E-002	7.50000E-003	1.87000E-011	2.71860E-009	7.14109E+002	7.25844E+002	1.17357E+001	1.10850E-006	4.11930E+000	3.40629E-002	6.34700E-001	2.28800E-010	9.27000E-011
137	11	10	1	1.35000E-002	1.14000E-002	7.40000E-003	4.21500E-010	2.52890E-009	7.38812E+002	7.42290E+002	3.47800E+000	8.04800E-007	4.15520E+000	3.34033E-002	6.35600E-001	4.03500E-010	9.25000E-011
141	9	10	1	1.36000E-002	1.12000E-002	7.50000E-003	1.09590E-009	2.66700E-009	7.36229E+002	7.42449E+002	6.21990E+000	9.12800E-007	4.19080E+000	3.33139E-002	6.34500E-001	7.35000E-010	2.88900E-010
148	6	12	8	1.35000E-002	1.11000E-002	7.30000E-003	8.43000E-011	2.84740E-009	6.74979E+002	6.88893E+002	1.39145E+001	1.38288E-005
152	8	12	1	1.35000E-002	1.11000E-002	7.40000E-003	6.04100E-010	2.55230E-009	7.32355E+002	7.34533E+002	2.17770E+000	9.20800E-007	4.16980E+000	3.34554E-002	6.34400E-001	3.38100E-010	4.34400E-010
156	10	12	1	1.35000E-002	1.12000E-002	7.40000E-003	2.64600E-010	2.68110E-009	7.23751E+002	7.33445E+002	9.69340E+000	1.00980E-006	4.13850E+000	3.38864E-002	6.34000E-001	6.80700E-010	1.40000E-011
160	12	12	1	1.35000E-002	1.11000E-002	7.40000E-003	4.28500E-010	2.40250E-009	7.23639E+002	7.33154E+002	9.51510E+000	1.04860E-006	4.07560E+000	3.36445E-002	6.34400E-001	5.48400E-010	4.24100E-010
164	14	12	1	1.35000E-002	1.12000E-002	7.40000E-003	7.49300E-010	2.08400E-009	7.22858E+002	7.31576E+002	8.71740E+000	1.04720E-006	3.96560E+000	3.34961E-002	6.34100E-001	2.49800E-010	8.40000E-012
168	16	12	1	1.35000E-002	1.11000E-002	7.40000E-003	9.78800E-010	2.81220E-009	7.17550E+002	7.30554E+002	1.30043E+001	1.08860E-006	3.96310E+000	3.33791E-002	6.33900E-001	6.51200E-010	4.14500E-010
172	18	12	1	1.35000E-002	1.11000E-002	7.40000E-003	1.01620E-009	2.12150E-009	7.27466E+002	7.36139E+002	8.67320E+000	9.68500E-007	4.02600E+000	3.29813E-002	6.34000E-001	3.59200E-010	1.22000E-010
176	20	12	1	1.35000E-002	1.12000E-002	7.40000E-003	6.43900E-010	1.83350E-009	7.26202E+002	7.35550E+002	9.34770E+000	9.69500E-007	4.00050E+000	3.27053E-002	6.33600E-001	1.12900E-010	1.76000E-011
180	22	12	1	1.35000E-002	1.11000E-002	7.40000E-003	1.33500E-010	1.70700E-009	7.23415E+002	7.34393E+002	1.09777E+001	9.85200E-007	4.01180E+000	3.25756E-002	6.33600E-001	9.98400E-010	4.66700E-010
184	24	12	1	1.35000E-002	1.12000E-002	7.40000E-003	1.13570E-009	1.20120E-009	7.29391E+002	7.37608E+002	8.21660E+000	9.41300E-007	3.98110E+000	3.26248E-002	6.33600E-001	4.52400E-010	1.95500E-010
188	26	12	1	1.34000E-002	1.11000E-002	7.40000E-003	4.73000E-010	1.55710E-009	7.27170E+002	7.35562E+002	8.39130E+000	9.25000E-007	3.90330E+000	3.29225E-002	6.34200E-001	1.00850E-009	2.70200E-010
192	28	12	1	1.35000E-002	1.11000E-002	7.40000E-003	2.69300E-010	1.83580E-009	7.24517E+002	7.35546E+002	1.10287E+001	9.87900E-007	3.93510E+000	3.31100E-002	6.33700E-001	1.17760E-009	1.72100E-010
196	30	12	1	1.35000E-002	1.11000E-002	7.40000E-003	6.79000E-011	1.76790E-009	7.31931E+002	7.38821E+002	6.89060E+000	9.58800E-007	3.94600E+000	3.32039E-002	6.33400E-001	7.00000E-013	5.75300E-010
200	32	12	1	1.36000E-002	1.11000E-002	7.40000E-003	3.41900E-010	1.90840E-009	7.25991E+002	7.35629E+002	9.63760E+000	1.01400E-006	3.95940E+000	3.34052E-002	6.33900E-001	5.39300E-010	8.06000E-011
204	34	12	1	1.35000E-002	1.12000E-002	7.40000E-003	3.93400E-010	1.94580E-009	7.26563E+002	7.37344E+002	1.07811E+001	9.08800E-007	4.03320E+000	3.35944E-002	6.34800E-001	3.08600E-010	4.03700E-010
208	36	12	1	1.35000E-002	1.12000E-002	7.40000E-003	1.41200E-009	2.53360E-009	7.38055E+002	7.39927E+002	1.87210E+000	8.31600E-007	4.10290E+000	3.28906E-002	6.34800E-001	3.83300E-010	4.94500E-010
212	38	12	1	1.34000E-002	1.07000E-002	7.00000E-003	1.22700E-009	2.26430E-009	6.97558E+002	7.03848E+002	6.28970E+000	1.14940E-006	4.06570E+000	3.35633E-002	6.34800E-001	3.95500E-010	1.04700E-010
214	39	14	1	1.34000E-002	1.06000E-002	7.00000E-003	2.27100E-010	2.44460E-009	6.89624E+002	6.96842E+002	7.21820E+000	1.18360E-006	4.12250E+000	3.36389E-002	6.35000E-001	4.41900E-010	8.34800E-010
216	37	14	1	1.35000E-002	1.12000E-002	7.40000E-003	3.39500E-010	2.25960E-009	7.38992E+002	7.40769E+002	1.77710E+000	8.44600E-007	4.11150E+000	3.29226E-002	6.34400E-001	8.84400E-010	1.41900E-010
220	35	14	1	1.36000E-002	1.14000E-002	7.40000E-003	2.15400E-010	2.08630E-009	7.27591E+002	7.35672E+002	8.08130E+000	9.68300E-007	4.00410E+000	3.36660E-002	6.33600E-001	5.10500E-010	3.52400E-010
224	33	14	1	1.35000E-002	1.13000E-002	7.40000E-003	6.29900E-010	1.90600E-009	7.26708E+002	7.32861E+002	6.15260E+000	1.00940E-006	3.97190E+000	3.36909E-002	6.33500E-001	7.13900E-010	1.70700E-010
228	31	14	1	1.36000E-002	1.11000E-002	7.40000E-003	8.50000E-010	1.51030E-009	7.23684E+002	7.33833E+002	1.01494E+001	9.62500E-007	3.92830E+000	3.31594E-002	6.34200E-001	6.96900E-010	5.48000E-011
232	29	14	1	1.36000E-002	1.12000E-002	7.40000E-003	7.58700E-010	1.32770E-009	7.28754E+002	7.38208E+002	9.45320E+000	9.35700E-007	3.88440E+000	3.28360E-002	6.33400E-001	3.85200E-010	7.07200E-010
236	27	14	1	1.35000E-002	1.11000E-002	7.40000E-003	7.73000E-011	2.00670E-009	7.27466E+002	7.38722E+002	1.12559E+001	9.46100E-007	3.93140E+000	3.25605E-002	6.33300E-001	3.19600E-010	6.95000E-011
240	25	14	1	1.35000E-002	1.12000E-002	7.40000E-003	4.77700E-010	1.95990E-009	7.17869E+002	7.28440E+002	1.05719E+001	1.04600E-006	3.99560E+000	3.24116E-002	6.33400E-001	6.88000E-010	2.85700E-010
244	23	14	1	1.35000E-002	1.11000E-002	7.40000E-003	6.55600E-010	2.17300E-009	7.15350E+002	7.23619E+002	8.26940E+000	1.04830E-006	4.03250E+000	3.22044E-002	6.34000E-001	4.74900E-010	3.23400E-010
248	21	14	1	1.35000E-002	1.12000E-002	7.40000E-003	9.57700E-010	2.16600E-009	7.16641E+002	7.24839E+002	8.19780E+000	1.08400E-006	4.07950E+000	3.23038E-002	6.33700E-001	1.02650E-009	2.85000E-010
252	19	14	1	1.36000E-002	1.12000E-002	7.40000E-003	1.26680E-009	1.90840E-009	7.17081E+002	7.27126E+002	1.00453E+001	1.07010E-006	4.08180E+000	3.23822E-002	6.33500E-001	1.06120E-009	3.16800E-010
256	17	14	1	1.35000E-002	1.11000E-002	7.50000E-003	1.01160E-009	1.89200E-009	7.19859E+002	7.32282E+002	1.24237E+001	1.01640E-006	4.03460E+000	3.27630E-002	6.33900E-001	6.72300E-010	2.74400E-010
260	15	14	1	1.36000E-002	1.12000E-002	7.40000E-003	1.45200E-010	2.06530E-009	7.25004E+002	7.35279E+002	1.02741E+001	1.00560E-006	3.98520E+000	3.30550E-002	6.33600E-001	6.00800E-010	3.12100E-010
264	13	14	1	1.36000E-002	1.12000E-002	7.40000E-003	3.04400E-010	2.88250E-009	7.14734E+002	7.26973E+002	1.22395E+001	1.12420E-006	4.00170E+000	3.34960E-002	6.34200E-001	1.01000E-011	2.46100E-010
268	11	14	1	1.35000E-002	1.12000E-002	7.40000E-003	4.37900E-010	2.41420E-009	7.11363E+002	7.22398E+002	1.10354E+001	1.19660E-006	4.04750E+000	3.39912E-002	6.33700E-001	7.89800E-010	5.82100E-010
272	9	14	1	1.36000E-002	1.13000E-002	7.40000E-003	2.66900E-010	2.33690E-009	7.17229E+002	7.29666E+002	1.24372E+001	1.07430E-006	4.15640E+000	3.42507E-002	6.34000E-001	1.10500E-010	1.98800E-010
276	7	14	1	1.35000E-002	1.12000E-002	7.40000E-003	7.04800E-010	2.85670E-009	7.31227E+002	7.36466E+002	5.23880E+000	9.27900E-007	4.19720E+000	3.35894E-002	6.34300E-001	2.74000E-010	3.37200E-010
280	5	14	5	1.35000E-002	1.11000E-002	7.40000E-003	5.17500E-010	2.76070E-009	6.34793E+002
284	5	16	4	1.35000E-002	1.11000E-002	7.40000E-003	2.10700E-010	1.01875E-007
288	7	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.52200E-010	2.51950E-009	7.27959E+002	7.34490E+002	6.53020E+000	9.58100E-007	4.18670E+000	3.35969E-002	6.34300E-001	6.17700E-010	2.23600E-010
292	9	16	1	1.35000E-002	1.12000E-002	7.40000E-003	6.11200E-010	2.10980E-009	7.02528E+002	7.19816E+002	1.72881E+001	1.21610E-006	4.15200E+000	3.42100E-002	6.34100E-001	7.59800E-010	3.60600E-010
296	11	16	1	1.35000E-002	1.11000E-002	7.40000E-003	9.27300E-010	2.45400E-009	6.99696E+002	7.15825E+002	1.61291E+001	1.36400E-006	4.07190E+000	3.40817E-002	6.33600E-001	1.08510E-009	5.44400E-010
300	13	16	1	1.35000E-002	1.11000E-002	7.40000E-003	3.28000E-011	2.70690E-009	7.13405E+002	7.25907E+002	1.25024E+001	1.14710E-006	3.99070E+000	3.34678E-002	6.34000E-001	9.04800E-010	6.13700E-010
304	15	16	1	1.35000E-002	1.11000E-002	7.40000E-003	3.60600E-010	1.71870E-009	7.27792E+002	7.37085E+002	9.29230E+000	9.25300E-007	4.00260E+000	3.28192E-002	6.34100E-001	8.76000E-011	2.83100E-010
308	17	16	1	1.35000E-002	1.11000E-002	7.40000E-003	3.79300E-010	2.31580E-009	7.22209E+002	7.31349E+002	9.14030E+000	1.00070E-006	4.06580E+000	3.24949E-002	6.33500E-001	4.94000E-011	2.52200E-010
312	19	16	1	1.36000E-002	1.11000E-002	7.40000E-003	6.46300E-010	1.61100E-009	7.11235E+002	7.23344E+002	1.21087E+001	1.06590E-006	4.07280E+000	3.23823E-002	6.34300E-001	5.30600E-010	4.86800E-010
316	21	16	1	1.35000E-002	1.12000E-002	7.40000E-003	8.38300E-010	1.73040E-009	7.09259E+002	7.15194E+002	5.93440E+000	1.20390E-006	4.07670E+000	3.21015E-002	6.32900E-001	1.99300E-010	6.20500E-010
320	23	16	1	1.35000E-002	1.12000E-002	7.40000E-003	3.62900E-010	2.12610E-009	7.08536E+002	7.14335E+002	5.79920E+000	1.19710E-006	4.05840E+000	3.20683E-002	6.33100E-001	5.68300E-010	1.20400E-010
324	25	16	1	1.35000E-002	1.12000E-002	7.40000E-003	7.44600E-010	2.03720E-009	7.13473E+002	7.25275E+002	1.18018E+001	1.02420E-006	3.98080E+000	3.22793E-002	6.34300E-001	3.53600E-010	4.99500E-010
328	27	16	1	1.35000E-002	1.11000E-002	7.50000E-003	6.46300E-010	2.12610E-009	7.26447E+002	7.35192E+002	8.74540E+000	9.36100E-007	3.92110E+000	3.22322E-002	6.33600E-001	3.23000E-011	3.14700E-010
332	29	16	1	1.36000E-002	1.11000E-002	7.40000E-003	8.38300E-010	2.45630E-009	7.31474E+002	7.39920E+002	8.44550E+000	8.80000E-007	3.90760E+000	3.27884E-002	6.33800E-001	6.30000E-012	2.52900E-010
336	31	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.24500E-010	2.33690E-009	7.22898E+002	7.33073E+002	1.01752E+001	9.98500E-007	3.89580E+000	3.32938E-002	6.33400E-001	1.46800E-010	1.01600E-010
340	33	16	1	1.36000E-002	1.12000E-002	7.40000E-003	4.73000E-010	2.11440E-009	7.27308E+002	7.34134E+002	6.82630E+000	1.01240E-006	3.95220E+000	3.37080E-002	6.33300E-001	1.84000E-010	7.21900E-010
344	35	16	1	1.35000E-002	1.11000E-002	7.40000E-003	5.69000E-010	2.02310E-009	7.26100E+002	7.34832E+002	8.73230E+000	9.70500E-007	4.01630E+000	3.38380E-002	6.33900E-001	5.22200E-010	3.56000E-011
348	37	16	1	1.35000E-002	1.12000E-002	7.40000E-003	9.76400E-010	2.64600E-009	7.38867E+002	7.40779E+002	1.91150E+000	8.52300E-007	4.09920E+000	3.30327E-002	6.34300E-001	8.24500E-010	3.77700E-010
352	39	16	1	1.34000E-002	1.08000E-002	7.00000E-003	6.83700E-010	2.39780E-009	7.17155E+002	7.19892E+002	2.73690E+000	9.85000E-007	4.13090E+000	3.32790E-002	6.35000E-001	6.26600E-010	6.93100E-010
354	38	18	1	1.35000E-002	1.07000E-002	7.00000E-003	6.83700E-010	2.46800E-009	7.36160E+002	7.38378E+002	2.21840E+000	8.95700E-007	4.15210E+000	3.28975E-002	6.35000E-001	2.30900E-010	5.67600E-010
356	36	18	1	1.36000E-002	1.11000E-002	7.40000E-003	3.25500E-010	2.39070E-009	7.42255E+002	7.43983E+002	1.72740E+000	7.98200E-007	4.08380E+000	3.30105E-002	6.34700E-001	1.11110E-009	2.40000E-010
360	34	18	1	1.35000E-002	1.11000E-002	7.40000E-003	3.37200E-010	2.34160E-009	7.25278E+002	7.36729E+002	1.14512E+001	9.55200E-007	4.00420E+000	3.37441E-002	6.34700E-001	7.55400E-010	1.19200E-010
364	32	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.80300E-010	1.63910E-009	7.30202E+002	7.37534E+002	7.33120E+000	9.57300E-007	3.94480E+000	3.34570E-002	6.33400E-001	5.77200E-010	3.35000E-011
368	30	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.53300E-010	2.25730E-009	7.35381E+002	7.41229E+002	5.84800E+000	8.79100E-007	3.89850E+000	3.29229E-002	6.33600E-001	1.55200E-010	6.51000E-010
372	28	18	1	1.36000E-002	1.11000E-002	7.40000E-003	2.45900E-010	1.72110E-009	7.30450E+002	7.40892E+002	1.04416E+001	8.60000E-007	3.89940E+000	3.26780E-002	6.34300E-001	5.93800E-010	1.42100E-010
376	26	18	1	1.36000E-002	1.11000E-002	7.40000E-003	4.07400E-010	2.00200E-009	7.27551E+002	7.33443E+002	5.89200E+000	9.57000E-007	3.92660E+000	3.22629E-002	6.33300E-001	7.58900E-010	8.62000E-011
380	24	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.87700E-010	2.00440E-009	7.21924E+002	7.30377E+002	8.45310E+000	1.01760E-006	3.97310E+000	3.21747E-002	6.33400E-001	7.94000E-010	5.67000E-011
384	22	18	1	1.35000E-002	1.11000E-002	7.50000E-003	3.27800E-010	1.92240E-009	7.15227E+002	7.27154E+002	1.19267E+001	1.04830E-006	4.01270E+000	3.23442E-002	6.33800E-001	5.23600E-010	6.73000E-010
388	20	18	1	1.36000E-002	1.11000E-002	7.40000E-003	6.15800E-010	1.64610E-009	7.17634E+002	7.26831E+002	9.19730E+000	1.05230E-006	4.05020E+000	3.23269E-002	6.33600E-001	8.20000E-012	3.02800E-010
392	18	18	1	1.35000E-002	1.11000E-002	7.40000E-003	3.62900E-010	2.41420E-009	7.22368E+002	7.30141E+002	7.77300E+000	9.95600E-007	4.01870E+000	3.24320E-002	6.33600E-001	1.67400E-010	4.27300E-010
396	16	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.01100E-010	2.45160E-009	7.16995E+002	7.31034E+002	1.40387E+001	1.02800E-006	3.97650E+000	3.31283E-002	6.34000E-001	2.08400E-010	9.18000E-011
400	14	18	1	1.35000E-002	1.11000E-002	7.40000E-003	6.09000E-011	1.95290E-009	7.17044E+002	7.26678E+002	9.63410E+000	1.06310E-006	4.00850E+000	3.34738E-002	6.34100E-001	1.57800E-010	2.63400E-010
404	12	18	1	1.35000E-002	1.11000E-002	7.40000E-003	1.54500E-010	2.86140E-009	7.11225E+002	7.24453E+002	1.32273E+001	1.17560E-006	4.05080E+000	3.39838E-002	6.33600E-001	1.45900E-010	4.81900E-010
408	10	18	1	1.36000E-002	1.11000E-002	7.40000E-003	4.75300E-010	2.26200E-009	6.97161E+002	7.16429E+002	1.92684E+001	1.31890E-006	4.13980E+000	3.43499E-002	6.34700E-001	3.19200E-010	3.86400E-010
412	8	18	1	1.36000E-002	1.11000E-002	7.40000E-003	7.86800E-010	2.46330E-009	7.29879E+002	7.35750E+002	5.87150E+000	9.29200E-007	4.22210E+000	3.38354E-002	6.34600E-001	2.67600E-010	1.01180E-009
416	6	18	1	1.35000E-002	1.10000E-002	7.40000E-003	2.99700E-010	2.98320E-009	7.22082E+002	7.31397E+002	9.31480E+000	1.03110E-006	4.20900E+000	3.35600E-002	6.35000E-001	2.23400E-010	4.96900E-010
420	7	20	1	1.35000E-002	1.08000E-002	7.10000E-003	7.93800E-010	2.83330E-009	7.09238E+002	7.15085E+002	5.84670E+000	1.14430E-006	4.17930E+000	3.36862E-002	6.35100E-001	2.38600E-010	7.73000E-011
423	9	20	1	1.35000E-002	1.10000E-002	7.40000E-003	7.00100E-010	1.87790E-009	7.29950E+002	7.36476E+002	6.52630E+000	9.00000E-007	4.16490E+000	3.36479E-002	6.34500E-001	2.26200E-010	3.92200E-010
427	11	20	1	1.35000E-002	1.10000E-002	7.40000E-003	9.48300E-010	2.43290E-009	7.09283E+002	7.21540E+002	1.22570E+001	1.27420E-006	4.10880E+000	3.43186E-002	6.34200E-001	5.21000E-010	2.83000E-011
431	13	20	1	1.36000E-002	1.10000E-002	7.40000E-003	1.06780E-009	2.26200E-009	6.88302E+002	7.11111E+002	2.28091E+001	1.49710E-006	4.04600E+000	3.42048E-002	6.33900E-001	5.08400E-010	4.47000E-011
435	15	20	1	1.35000E-002	1.11000E-002	7.40000E-003	6.67300E-010	1.67420E-009	7.14400E+002	7.23441E+002	9.04070E+000	1.12710E-006	3.96560E+000	3.35817E-002	6.34400E-001	7.82800E-010	5.76500E-010
439	17	20	1	1.36000E-002	1.11000E-002	7.40000E-003	5.39000E-011	2.22220E-009	7.18447E+002	7.26677E+002	8.22940E+000	1.08630E-006	3.92600E+000	3.33491E-002	6.33800E-001	6.99400E-010	1.44000E-010
443	19	20	1	1.36000E-002	1.11000E-002	7.40000E-003	2.24800E-010	1.92010E-009	7.17655E+002	7.31294E+002	1.36389E+001	1.05120E-006	3.90810E+000	3.31980E-002	6.33500E-001	5.81600E-010	5.85000E-011
447	21	20	1	1.35000E-002	1.11000E-002	7.40000E-003	1.01390E-009	2.17530E-009	7.26728E+002	7.36102E+002	9.37370E+000	9.29800E-007	3.89090E+000	3.28495E-002	6.34100E-001	1.70500E-010	1.66700E-010
451	23	20	1	1.35000E-002	1.11000E-002	7.50000E-003	5.22200E-010	1.99270E-009	7.25960E+002	7.35849E+002	9.88860E+000	9.36300E-007	3.88140E+000	3.27425E-002	6.33900E-001	7.57700E-010	6.30000E-011
