Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-191126@CP
Wafer number	15
Date	2025/02/13
Time	19:16:16

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	1	1.35000E-002	1.12000E-002	7.50000E-003	7.25900E-010	2.37670E-009	7.07223E+002	7.23042E+002	1.58191E+001	1.32510E-006	4.16060E+000	3.44265E-002	6.33700E-001	6.08600E-010	1.98100E-010
72	27	8	1	1.35000E-002	1.12000E-002	7.50000E-003	3.95700E-010	2.94100E-009	7.18314E+002	7.26781E+002	8.46690E+000	1.18320E-006	4.16870E+000	3.42730E-002	6.33700E-001	4.40000E-010	1.09400E-010
76	29	8	1	1.35000E-002	1.13000E-002	7.50000E-003	4.58900E-010	2.30880E-009	7.24374E+002	7.31320E+002	6.94630E+000	1.02490E-006	4.20160E+000	3.37143E-002	6.34200E-001	2.22400E-010	1.94000E-011
80	31	8	1	1.35000E-002	1.14000E-002	7.40000E-003	3.58300E-010	2.42820E-009	7.20302E+002	7.28313E+002	8.01070E+000	1.08650E-006	4.19840E+000	3.33850E-002	6.33800E-001	1.30400E-010	2.11400E-010
84	33	8	1	1.31000E-002	1.11000E-002	7.20000E-003	3.46600E-010	2.98320E-009	6.93991E+002	7.00994E+002	7.00230E+000	1.43660E-006	4.19300E+000	3.37152E-002	6.34100E-001	2.58300E-010	2.78900E-010
89	35	10	1	1.35000E-002	1.11000E-002	7.40000E-003	4.42600E-010	2.80520E-009	7.21011E+002	7.29480E+002	8.46930E+000	1.11690E-006	4.14790E+000	3.33632E-002	6.33500E-001	8.26100E-010	1.08000E-011
93	33	10	1	1.35000E-002	1.11000E-002	7.40000E-003	6.29900E-010	3.02300E-009	7.30788E+002	7.35498E+002	4.71010E+000	9.67900E-007	4.10670E+000	3.34733E-002	6.34000E-001	2.87300E-010	1.69800E-010
97	31	10	1	1.35000E-002	1.11000E-002	7.40000E-003	6.79000E-011	2.32280E-009	7.14198E+002	7.28250E+002	1.40517E+001	1.19930E-006	4.08210E+000	3.41531E-002	6.33500E-001	5.05300E-010	2.29000E-011
101	29	10	1	1.36000E-002	1.12000E-002	7.50000E-003	9.06200E-010	2.91530E-009	7.16088E+002	7.27124E+002	1.10360E+001	1.19320E-006	4.08210E+000	3.42059E-002	6.33600E-001	5.33400E-010	6.68100E-010
105	27	10	1	1.35000E-002	1.13000E-002	7.40000E-003	6.65000E-010	2.89650E-009	7.22239E+002	7.30293E+002	8.05400E+000	1.13380E-006	4.05150E+000	3.39822E-002	6.33500E-001	4.36000E-011	1.44700E-010
109	25	10	1	1.35000E-002	1.13000E-002	7.40000E-003	5.36200E-010	2.26200E-009	7.19778E+002	7.30622E+002	1.08437E+001	1.13040E-006	4.06040E+000	3.38817E-002	6.33900E-001	1.63400E-010	5.12800E-010
113	23	10	1	1.35000E-002	1.12000E-002	7.40000E-003	7.89100E-010	2.73960E-009	7.22355E+002	7.31677E+002	9.32250E+000	1.09570E-006	4.05040E+000	3.37274E-002	6.33900E-001	1.89000E-010	4.02800E-010
117	21	10	1	1.35000E-002	1.13000E-002	7.50000E-003	2.43500E-010	3.20560E-009	7.26711E+002	7.32976E+002	6.26460E+000	1.05840E-006	4.04700E+000	3.37029E-002	6.33800E-001	5.95000E-010	2.17500E-010
121	19	10	1	1.36000E-002	1.14000E-002	7.40000E-003	2.69300E-010	2.37440E-009	7.19275E+002	7.31044E+002	1.17691E+001	1.10820E-006	4.04640E+000	3.39507E-002	6.34200E-001	4.23400E-010	5.72500E-010
125	17	10	1	1.36000E-002	1.13000E-002	7.40000E-003	1.08410E-009	2.65770E-009	7.26066E+002	7.34491E+002	8.42430E+000	1.04580E-006	4.05910E+000	3.40906E-002	6.34000E-001	4.21200E-010	5.95700E-010
129	15	10	1	1.35000E-002	1.13000E-002	7.50000E-003	8.03200E-010	2.82390E-009	7.29774E+002	7.37403E+002	7.62920E+000	1.01510E-006	4.07330E+000	3.41686E-002	6.33700E-001	1.51300E-010	5.68800E-010
133	13	10	1	1.35000E-002	1.14000E-002	7.50000E-003	6.51000E-010	3.40230E-009	7.22617E+002	7.34947E+002	1.23298E+001	1.02590E-006	4.10240E+000	3.42338E-002	6.34400E-001	5.78400E-010	8.41000E-011
137	11	10	1	1.35000E-002	1.16000E-002	7.50000E-003	1.85000E-010	2.88010E-009	7.36854E+002	7.40724E+002	3.87060E+000	8.65800E-007	4.14290E+000	3.35033E-002	6.34900E-001	3.37000E-010	6.70000E-011
141	9	10	1	1.35000E-002	1.14000E-002	7.50000E-003	7.54000E-010	3.97600E-009	7.33938E+002	7.40908E+002	6.97030E+000	9.82900E-007	4.14820E+000	3.34682E-002	6.33700E-001	2.54100E-010	1.35800E-010
148	6	12	1	1.35000E-002	1.13000E-002	7.50000E-003	8.99200E-010	3.65750E-009	6.95194E+002	7.03983E+002	8.78900E+000	1.29410E-006	4.17920E+000	3.40086E-002	6.34100E-001	2.80800E-010	6.46000E-010
152	8	12	1	1.36000E-002	1.13000E-002	7.40000E-003	6.53300E-010	3.03470E-009	7.35515E+002	7.37450E+002	1.93480E+000	9.23200E-007	4.13150E+000	3.33961E-002	6.33800E-001	3.70000E-011	2.76100E-010
156	10	12	1	1.35000E-002	1.13000E-002	7.40000E-003	3.62900E-010	3.02300E-009	7.30782E+002	7.40563E+002	9.78150E+000	9.51500E-007	4.15570E+000	3.39286E-002	6.33800E-001	7.31700E-010	3.88500E-010
160	12	12	1	1.35000E-002	1.12000E-002	7.40000E-003	8.64000E-010	2.29240E-009	7.32987E+002	7.43041E+002	1.00540E+001	9.58400E-007	4.12020E+000	3.37972E-002	6.34200E-001	6.97800E-010	5.42500E-010
164	14	12	1	1.36000E-002	1.14000E-002	7.40000E-003	9.97500E-010	2.52660E-009	7.31559E+002	7.39752E+002	8.19260E+000	9.65800E-007	4.06400E+000	3.35411E-002	6.34300E-001	3.42800E-010	1.04200E-010
168	16	12	1	1.35000E-002	1.12000E-002	7.50000E-003	1.85000E-010	2.56870E-009	7.27509E+002	7.36152E+002	8.64290E+000	1.03090E-006	4.07680E+000	3.34957E-002	6.33800E-001	4.66200E-010	3.58000E-010
172	18	12	1	1.35000E-002	1.12000E-002	7.40000E-003	1.03000E-010	2.31580E-009	7.29358E+002	7.34694E+002	5.33650E+000	1.03160E-006	4.12840E+000	3.32857E-002	6.33900E-001	2.07500E-010	1.36300E-010
176	20	12	1	1.36000E-002	1.12000E-002	7.50000E-003	2.69300E-010	3.28290E-009	7.26086E+002	7.32866E+002	6.78050E+000	1.10730E-006	4.12790E+000	3.29966E-002	6.33100E-001	8.85000E-011	2.08000E-011
180	22	12	1	1.35000E-002	1.13000E-002	7.40000E-003	4.07400E-010	2.59210E-009	7.20198E+002	7.28676E+002	8.47780E+000	1.17640E-006	4.14940E+000	3.30503E-002	6.32900E-001	4.87300E-010	2.15700E-010
184	24	12	1	1.35000E-002	1.12000E-002	7.50000E-003	6.48600E-010	2.42820E-009	7.25416E+002	7.31783E+002	6.36730E+000	1.11640E-006	4.11410E+000	3.31226E-002	6.33000E-001	6.20300E-010	6.59600E-010
188	26	12	1	1.36000E-002	1.13000E-002	7.50000E-003	3.34800E-010	1.87330E-009	7.24270E+002	7.30792E+002	6.52200E+000	1.05790E-006	4.00820E+000	3.32640E-002	6.34000E-001	1.70200E-010	5.83000E-011
192	28	12	1	1.35000E-002	1.13000E-002	7.50000E-003	6.15800E-010	3.03470E-009	7.22989E+002	7.32124E+002	9.13540E+000	1.08970E-006	4.02750E+000	3.33809E-002	6.33600E-001	6.02700E-010	2.58000E-011
196	30	12	1	1.35000E-002	1.13000E-002	7.50000E-003	1.05840E-009	2.40010E-009	7.28848E+002	7.35770E+002	6.92180E+000	1.04870E-006	4.04900E+000	3.35414E-002	6.33400E-001	2.93400E-010	4.13100E-010
200	32	12	1	1.36000E-002	1.13000E-002	7.50000E-003	6.27500E-010	2.94340E-009	7.22872E+002	7.33719E+002	1.08474E+001	1.10510E-006	4.03570E+000	3.37178E-002	6.33700E-001	7.03400E-010	4.26600E-010
204	34	12	1	1.35000E-002	1.13000E-002	7.40000E-003	8.57000E-010	2.69510E-009	7.26624E+002	7.37386E+002	1.07621E+001	9.65900E-007	4.10540E+000	3.36431E-002	6.34400E-001	1.13470E-009	1.54800E-010
208	36	12	1	1.36000E-002	1.12000E-002	7.50000E-003	7.21200E-010	2.99250E-009	7.31689E+002	7.33763E+002	2.07400E+000	9.44300E-007	4.14420E+000	3.30587E-002	6.34100E-001	5.69500E-010	6.20800E-010
212	38	12	1	1.35000E-002	1.07000E-002	7.00000E-003	5.69000E-010	3.29220E-009	6.83543E+002	6.90482E+002	6.93890E+000	1.51530E-006	4.13860E+000	3.38422E-002	6.34000E-001	5.21700E-010	9.98000E-011
214	39	14	1	1.34000E-002	1.07000E-002	7.00000E-003	5.85000E-011	3.19390E-009	6.77281E+002	6.86267E+002	8.98570E+000	1.50420E-006	4.13160E+000	3.40425E-002	6.34300E-001	4.87700E-010	9.62000E-011
216	37	14	1	1.35000E-002	1.13000E-002	7.40000E-003	9.41300E-010	3.13070E-009	7.30970E+002	7.34276E+002	3.30600E+000	9.49100E-007	4.13660E+000	3.32548E-002	6.33800E-001	9.00000E-013	3.13300E-010
220	35	14	1	1.35000E-002	1.13000E-002	7.40000E-003	7.75100E-010	2.87540E-009	7.26252E+002	7.34605E+002	8.35350E+000	9.98100E-007	4.07460E+000	3.39933E-002	6.33400E-001	2.58300E-010	2.47500E-010
224	33	14	1	1.35000E-002	1.13000E-002	7.40000E-003	6.13500E-010	2.62020E-009	7.31402E+002	7.36179E+002	4.77740E+000	9.98400E-007	4.08040E+000	3.38889E-002	6.33400E-001	4.44200E-010	2.69000E-011
228	31	14	1	1.36000E-002	1.13000E-002	7.40000E-003	9.53000E-010	2.80290E-009	7.21041E+002	7.31030E+002	9.98950E+000	1.07380E-006	4.04680E+000	3.35601E-002	6.34200E-001	5.99900E-010	4.91000E-010
232	29	14	1	1.35000E-002	1.13000E-002	7.50000E-003	5.80700E-010	2.70920E-009	7.25289E+002	7.32220E+002	6.93140E+000	1.07630E-006	3.96760E+000	3.32529E-002	6.33100E-001	8.32900E-010	4.17000E-011
236	27	14	1	1.35000E-002	1.13000E-002	7.40000E-003	6.29900E-010	2.64830E-009	7.21330E+002	7.29777E+002	8.44700E+000	1.10700E-006	4.01510E+000	3.28907E-002	6.33600E-001	5.95700E-010	4.71000E-011
240	25	14	1	1.35000E-002	1.13000E-002	7.40000E-003	1.06780E-009	2.44230E-009	7.11417E+002	7.19974E+002	8.55710E+000	1.26540E-006	4.14360E+000	3.26556E-002	6.33400E-001	7.93300E-010	9.74000E-011
244	23	14	1	1.35000E-002	1.13000E-002	7.40000E-003	4.77700E-010	2.95740E-009	7.06642E+002	7.13865E+002	7.22290E+000	1.34250E-006	4.19470E+000	3.25901E-002	6.33200E-001	4.18900E-010	2.71900E-010
248	21	14	1	1.35000E-002	1.13000E-002	7.40000E-003	2.88000E-010	2.80050E-009	7.08301E+002	7.15305E+002	7.00350E+000	1.39510E-006	4.25490E+000	3.27387E-002	6.32700E-001	4.13500E-010	4.35500E-010
252	19	14	1	1.36000E-002	1.14000E-002	7.40000E-003	6.41600E-010	2.32750E-009	7.11630E+002	7.18757E+002	7.12750E+000	1.28830E-006	4.25050E+000	3.27352E-002	6.33300E-001	2.01100E-010	5.14000E-010
256	17	14	1	1.35000E-002	1.15000E-002	7.50000E-003	1.12160E-009	2.97150E-009	7.21218E+002	7.27499E+002	6.28090E+000	1.12410E-006	4.17290E+000	3.29866E-002	6.33600E-001	2.34400E-010	5.27800E-010
260	15	14	1	1.36000E-002	1.13000E-002	7.40000E-003	1.18250E-009	3.17520E-009	7.32297E+002	7.37739E+002	5.44210E+000	1.01650E-006	4.10310E+000	3.32109E-002	6.33500E-001	2.47700E-010	2.03500E-010
264	13	14	1	1.35000E-002	1.14000E-002	7.50000E-003	1.56900E-010	3.21030E-009	7.25917E+002	7.36030E+002	1.01138E+001	1.02890E-006	4.12050E+000	3.35447E-002	6.34100E-001	8.15800E-010	7.63000E-011
268	11	14	1	1.35000E-002	1.13000E-002	7.50000E-003	4.96400E-010	2.87780E-009	7.27646E+002	7.33367E+002	5.72100E+000	1.02370E-006	4.10280E+000	3.41067E-002	6.33600E-001	5.01000E-011	3.63600E-010
272	9	14	1	1.36000E-002	1.15000E-002	7.50000E-003	2.11000E-011	2.66470E-009	7.30579E+002	7.38645E+002	8.06590E+000	9.92300E-007	4.18920E+000	3.41905E-002	6.33700E-001	4.68300E-010	2.09100E-010
276	7	14	1	1.36000E-002	1.15000E-002	7.50000E-003	3.41900E-010	3.63410E-009	7.31915E+002	7.36804E+002	4.88850E+000	9.42500E-007	4.19910E+000	3.34216E-002	6.33900E-001	4.13800E-010	3.33700E-010
280	5	14	8	1.35000E-002	1.13000E-002	7.50000E-003	1.28080E-009	2.84500E-009	6.61113E+002	6.74814E+002	1.37008E+001	1.38229E-005
284	5	16	4	1.35000E-002	1.13000E-002	7.40000E-003	5.62000E-010	1.72977E-007
288	7	16	1	1.35000E-002	1.13000E-002	7.50000E-003	6.04100E-010	3.01590E-009	7.28502E+002	7.34600E+002	6.09780E+000	9.64900E-007	4.20190E+000	3.37358E-002	6.33900E-001	3.06300E-010	1.52700E-010
292	9	16	1	1.35000E-002	1.11000E-002	7.40000E-003	6.83700E-010	3.71140E-009	7.25033E+002	7.34087E+002	9.05430E+000	1.03130E-006	4.19600E+000	3.42903E-002	6.33700E-001	3.74900E-010	5.64000E-011
296	11	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.43700E-010	2.85670E-009	7.24480E+002	7.32373E+002	7.89310E+000	1.06760E-006	4.14420E+000	3.40860E-002	6.33500E-001	3.26600E-010	3.09800E-010
300	13	16	1	1.35000E-002	1.13000E-002	7.50000E-003	6.88400E-010	2.56400E-009	7.25175E+002	7.35579E+002	1.04039E+001	1.03050E-006	4.11230E+000	3.36149E-002	6.34200E-001	5.31100E-010	1.12600E-010
304	15	16	1	1.35000E-002	1.12000E-002	7.50000E-003	1.16840E-009	2.40480E-009	7.29671E+002	7.34747E+002	5.07540E+000	1.02040E-006	4.12210E+000	3.31466E-002	6.33700E-001	5.31100E-010	6.30000E-012
308	17	16	1	1.35000E-002	1.13000E-002	7.50000E-003	6.58000E-010	3.00660E-009	7.19100E+002	7.26155E+002	7.05540E+000	1.20460E-006	4.24920E+000	3.27111E-002	6.33100E-001	5.29000E-011	8.21000E-010
312	19	16	1	1.35000E-002	1.12000E-002	7.50000E-003	1.14740E-009	2.51950E-009	7.05371E+002	7.14646E+002	9.27450E+000	1.34040E-006	4.27470E+000	3.26416E-002	6.33600E-001	7.90500E-010	1.12400E-010
316	21	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.17900E-010	2.44690E-009	7.02853E+002	7.07641E+002	4.78830E+000	1.53170E-006	4.27590E+000	3.23238E-002	6.32300E-001	8.48800E-010	1.11500E-010
320	23	16	1	1.35000E-002	1.13000E-002	7.50000E-003	8.96800E-010	1.90140E-009	7.02586E+002	7.06950E+002	4.36420E+000	1.53210E-006	4.23850E+000	3.22706E-002	6.32400E-001	6.36400E-010	3.71100E-010
324	25	16	1	1.35000E-002	1.14000E-002	7.50000E-003	5.47900E-010	2.18940E-009	7.06380E+002	7.16207E+002	9.82680E+000	1.27920E-006	4.12100E+000	3.24541E-002	6.34000E-001	7.86800E-010	2.79300E-010
328	27	16	1	1.35000E-002	1.12000E-002	7.50000E-003	4.16800E-010	2.42820E-009	7.20410E+002	7.28058E+002	7.64880E+000	1.14560E-006	4.07610E+000	3.23855E-002	6.33300E-001	6.64800E-010	5.02700E-010
332	29	16	1	1.35000E-002	1.13000E-002	7.50000E-003	5.62000E-010	2.13550E-009	7.28177E+002	7.34305E+002	6.12840E+000	1.03220E-006	4.01490E+000	3.30032E-002	6.33500E-001	2.11200E-010	6.27800E-010
336	31	16	1	1.36000E-002	1.13000E-002	7.40000E-003	8.05500E-010	2.30180E-009	7.27127E+002	7.35940E+002	8.81320E+000	1.01430E-006	4.02120E+000	3.33943E-002	6.33700E-001	7.34800E-010	5.29700E-010
340	33	16	1	1.35000E-002	1.13000E-002	7.40000E-003	8.45300E-010	2.28770E-009	7.25700E+002	7.32658E+002	6.95780E+000	1.06620E-006	4.07780E+000	3.39202E-002	6.33600E-001	4.22000E-010	6.04400E-010
344	35	16	1	1.35000E-002	1.15000E-002	7.40000E-003	8.07800E-010	2.18000E-009	7.22696E+002	7.31003E+002	8.30750E+000	1.06260E-006	4.10250E+000	3.40964E-002	6.33800E-001	6.19300E-010	1.38200E-010
348	37	16	1	1.35000E-002	1.12000E-002	7.40000E-003	2.52900E-010	2.65300E-009	7.31541E+002	7.34999E+002	3.45840E+000	9.42000E-007	4.12400E+000	3.32605E-002	6.33900E-001	8.20000E-012	4.56100E-010
352	39	16	1	1.34000E-002	1.08000E-002	7.00000E-003	1.40500E-010	3.13540E-009	7.00322E+002	7.05613E+002	5.29030E+000	1.23080E-006	4.14520E+000	3.36715E-002	6.34300E-001	6.47400E-010	1.38900E-010
354	38	18	1	1.34000E-002	1.08000E-002	7.00000E-003	4.21500E-010	2.82390E-009	7.28589E+002	7.32788E+002	4.19910E+000	1.03830E-006	4.18220E+000	3.32021E-002	6.33900E-001	5.86600E-010	6.95000E-011
356	36	18	1	1.36000E-002	1.12000E-002	7.40000E-003	9.27300E-010	3.11190E-009	7.39174E+002	7.41237E+002	2.06310E+000	8.91200E-007	4.12800E+000	3.32214E-002	6.34000E-001	5.82100E-010	3.81400E-010
360	34	18	1	1.36000E-002	1.12000E-002	7.40000E-003	5.92400E-010	2.50310E-009	7.23503E+002	7.37494E+002	1.39909E+001	1.00450E-006	4.10620E+000	3.40999E-002	6.34300E-001	7.45000E-011	3.48700E-010
364	32	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.97800E-010	3.14710E-009	7.29801E+002	7.35723E+002	5.92190E+000	9.83400E-007	4.09040E+000	3.37105E-002	6.33600E-001	5.10700E-010	4.23100E-010
368	30	18	1	1.35000E-002	1.12000E-002	7.40000E-003	7.47000E-010	2.65300E-009	7.33720E+002	7.39864E+002	6.14410E+000	9.48600E-007	4.02730E+000	3.31811E-002	6.33800E-001	6.59400E-010	3.21700E-010
372	28	18	1	1.35000E-002	1.13000E-002	7.50000E-003	7.49000E-011	2.24790E-009	7.26925E+002	7.33901E+002	6.97670E+000	9.73400E-007	4.04600E+000	3.29593E-002	6.34300E-001	6.54900E-010	9.84900E-010
376	26	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.68600E-010	3.14240E-009	7.20754E+002	7.24705E+002	3.95090E+000	1.11250E-006	4.11430E+000	3.25232E-002	6.33500E-001	2.02300E-010	2.17800E-010
380	24	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.48600E-010	2.85910E-009	7.15736E+002	7.22695E+002	6.95870E+000	1.21500E-006	4.16440E+000	3.24650E-002	6.33600E-001	4.37600E-010	1.14000E-010
384	22	18	1	1.35000E-002	1.12000E-002	7.40000E-003	8.28900E-010	3.00190E-009	7.08912E+002	7.18610E+002	9.69750E+000	1.32070E-006	4.20540E+000	3.27406E-002	6.32900E-001	2.24300E-010	6.74100E-010
388	20	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.99000E-010	2.46570E-009	7.12768E+002	7.20474E+002	7.70600E+000	1.28860E-006	4.22960E+000	3.26695E-002	6.33200E-001	1.93900E-010	7.12000E-011
392	18	18	1	1.35000E-002	1.11000E-002	7.40000E-003	7.91500E-010	3.08150E-009	7.19756E+002	7.24601E+002	4.84450E+000	1.15110E-006	4.17780E+000	3.27296E-002	6.33600E-001	3.86800E-010	1.28600E-010
396	16	18	1	1.36000E-002	1.12000E-002	7.50000E-003	6.69700E-010	2.93400E-009	7.23230E+002	7.31457E+002	8.22700E+000	1.05800E-006	4.12050E+000	3.31761E-002	6.34100E-001	2.65500E-010	7.17000E-011
400	14	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.34600E-010	3.31570E-009	7.28109E+002	7.34159E+002	6.05000E+000	1.02210E-006	4.13880E+000	3.35191E-002	6.34000E-001	1.02790E-009	4.54000E-011
404	12	18	1	1.35000E-002	1.11000E-002	7.40000E-003	2.34200E-010	3.00890E-009	7.25853E+002	7.33263E+002	7.40960E+000	1.01040E-006	4.13620E+000	3.40141E-002	6.34400E-001	1.96900E-010	1.55700E-010
408	10	18	1	1.35000E-002	1.12000E-002	7.40000E-003	7.02000E-011	2.70690E-009	7.12083E+002	7.27312E+002	1.52291E+001	1.16450E-006	4.18850E+000	3.44161E-002	6.34300E-001	2.73000E-010	1.33500E-010
412	8	18	1	1.36000E-002	1.11000E-002	7.40000E-003	2.41200E-010	3.61770E-009	7.32437E+002	7.37537E+002	5.10020E+000	9.28600E-007	4.24010E+000	3.38536E-002	6.34000E-001	6.16000E-011	4.45400E-010
416	6	18	1	1.36000E-002	1.11000E-002	7.50000E-003	6.90800E-010	3.30630E-009	7.18181E+002	7.22289E+002	4.10840E+000	1.05850E-006	4.18020E+000	3.36428E-002	6.34100E-001	2.32800E-010	2.06000E-011
420	7	20	1	1.35000E-002	1.08000E-002	7.20000E-003	4.56600E-010	2.46521E-008	7.10830E+002	7.16826E+002	5.99590E+000	1.14400E-006	4.13500E+000	3.37916E-002	6.34200E-001	4.40700E-010	6.00600E-010
423	9	20	1	1.35000E-002	1.12000E-002	7.40000E-003	4.77700E-010	2.93160E-009	7.34963E+002	7.42031E+002	7.06730E+000	9.21100E-007	4.14370E+000	3.37062E-002	6.33600E-001	5.45100E-010	3.76500E-010
427	11	20	1	1.35000E-002	1.11000E-002	7.40000E-003	2.50500E-010	3.32030E-009	7.21639E+002	7.32475E+002	1.08351E+001	1.09680E-006	4.13020E+000	3.43463E-002	6.33600E-001	1.84700E-010	4.23600E-010
431	13	20	1	1.35000E-002	1.12000E-002	7.40000E-003	8.99200E-010	3.09790E-009	7.16521E+002	7.29919E+002	1.33973E+001	1.16970E-006	4.08910E+000	3.43458E-002	6.33500E-001	2.37200E-010	3.21000E-010
435	15	20	1	1.35000E-002	1.12000E-002	7.40000E-003	7.02500E-010	2.79580E-009	7.31424E+002	7.37184E+002	5.76040E+000	9.84400E-007	4.07790E+000	3.37198E-002	6.34000E-001	4.59900E-010	1.95500E-010
439	17	20	1	1.35000E-002	1.12000E-002	7.40000E-003	5.43200E-010	2.47040E-009	7.28325E+002	7.35230E+002	6.90420E+000	1.03390E-006	4.04580E+000	3.34878E-002	6.33600E-001	1.06420E-009	1.70900E-010
443	19	20	1	1.35000E-002	1.12000E-002	7.40000E-003	8.59400E-010	3.13540E-009	7.24579E+002	7.33764E+002	9.18550E+000	1.07930E-006	4.03390E+000	3.34090E-002	6.33400E-001	3.60400E-010	5.68300E-010
447	21	20	1	1.35000E-002	1.11000E-002	7.50000E-003	9.31900E-010	2.58040E-009	7.29073E+002	7.34938E+002	5.86500E+000	1.01540E-006	4.01780E+000	3.29479E-002	6.34000E-001	5.51900E-010	4.43300E-010
