Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-185303@CP
Wafer number	14
Date	2025/02/13
Time	18:57:51

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	1	1.35000E-002	1.13000E-002	7.50000E-003	7.70400E-010	2.55930E-009	6.98305E+002	7.14570E+002	1.62649E+001	1.44970E-006	4.09830E+000	3.45565E-002	6.33600E-001	8.39000E-010	8.57000E-011
72	27	8	1	1.35000E-002	1.15000E-002	7.50000E-003	4.40200E-010	3.16110E-009	7.15268E+002	7.23552E+002	8.28390E+000	1.21150E-006	4.08530E+000	3.41335E-002	6.33800E-001	6.33900E-010	6.30000E-012
76	29	8	1	1.35000E-002	1.14000E-002	7.40000E-003	3.18500E-010	2.91060E-009	7.21610E+002	7.28732E+002	7.12180E+000	1.05570E-006	4.11220E+000	3.35401E-002	6.34100E-001	3.29700E-010	1.16800E-010
80	31	8	1	1.35000E-002	1.13000E-002	7.50000E-003	1.14740E-009	2.91290E-009	7.15951E+002	7.23104E+002	7.15280E+000	1.13590E-006	4.07260E+000	3.33488E-002	6.33800E-001	9.41000E-011	1.25300E-010
84	33	8	1	1.31000E-002	1.13000E-002	7.30000E-003	4.49600E-010	2.50780E-009	6.90795E+002	6.96310E+002	5.51470E+000	1.45200E-006	4.04130E+000	3.35784E-002	6.34500E-001	1.12000E-011	3.45100E-010
89	35	10	1	1.35000E-002	1.14000E-002	7.40000E-003	4.35500E-010	3.28990E-009	7.22709E+002	7.29447E+002	6.73770E+000	1.09520E-006	4.00560E+000	3.32145E-002	6.33400E-001	7.22400E-010	3.75800E-010
93	33	10	1	1.35000E-002	1.14000E-002	7.40000E-003	7.54000E-010	3.23840E-009	7.33206E+002	7.36902E+002	3.69630E+000	9.30100E-007	4.02480E+000	3.33368E-002	6.33900E-001	6.95700E-010	2.44000E-011
97	31	10	1	1.35000E-002	1.13000E-002	7.40000E-003	1.04900E-009	2.78650E-009	7.06372E+002	7.21224E+002	1.48514E+001	1.31290E-006	4.01200E+000	3.42946E-002	6.33200E-001	4.71100E-010	3.48700E-010
101	29	10	8	1.35000E-002	1.13000E-002	7.40000E-003	4.70700E-010	2.75130E-009	6.93638E+002	7.12518E+002	1.88799E+001	1.38220E-005
105	27	10	1	1.35000E-002	1.12000E-002	7.50000E-003	1.12400E-010	2.87540E-009	7.02809E+002	7.17380E+002	1.45708E+001	1.34670E-006	4.01480E+000	3.42040E-002	6.33500E-001	1.95100E-010	1.21500E-010
109	25	10	1	1.35000E-002	1.13000E-002	7.50000E-003	9.57700E-010	3.13070E-009	7.06334E+002	7.20381E+002	1.40473E+001	1.29170E-006	4.02620E+000	3.41113E-002	6.33900E-001	6.41100E-010	2.67900E-010
113	23	10	1	1.35000E-002	1.14000E-002	7.50000E-003	8.43000E-010	3.00890E-009	7.17906E+002	7.28520E+002	1.06140E+001	1.09920E-006	4.02400E+000	3.38689E-002	6.34300E-001	3.84000E-011	3.72500E-010
117	21	10	1	1.36000E-002	1.13000E-002	7.50000E-003	8.14900E-010	3.32740E-009	7.24898E+002	7.32217E+002	7.31890E+000	1.02920E-006	4.03570E+000	3.37993E-002	6.33900E-001	3.74700E-010	7.49000E-011
121	19	10	1	1.36000E-002	1.13000E-002	7.40000E-003	9.60000E-011	2.94800E-009	7.18739E+002	7.30500E+002	1.17611E+001	1.10490E-006	4.03580E+000	3.40978E-002	6.34000E-001	1.84000E-010	3.35000E-011
125	17	10	1	1.35000E-002	1.14000E-002	7.40000E-003	7.25900E-010	2.96210E-009	7.21392E+002	7.31088E+002	9.69670E+000	1.08940E-006	4.04720E+000	3.42082E-002	6.33800E-001	2.85200E-010	2.04400E-010
129	15	10	1	1.34000E-002	1.15000E-002	7.50000E-003	3.39500E-010	3.92920E-009	7.27486E+002	7.35612E+002	8.12570E+000	1.01710E-006	4.03800E+000	3.41445E-002	6.33800E-001	1.42600E-010	2.20000E-011
133	13	10	1	1.35000E-002	1.14000E-002	7.50000E-003	3.34800E-010	3.24070E-009	7.28563E+002	7.39875E+002	1.13122E+001	9.63900E-007	4.02870E+000	3.40616E-002	6.33800E-001	7.08300E-010	3.77000E-011
137	11	10	1	1.35000E-002	1.15000E-002	7.50000E-003	2.57600E-010	3.55450E-009	7.38426E+002	7.40302E+002	1.87610E+000	8.76100E-007	4.02470E+000	3.34422E-002	6.33900E-001	6.20800E-010	2.61800E-010
141	9	10	1	1.35000E-002	1.16000E-002	7.50000E-003	5.36200E-010	3.40700E-009	7.34459E+002	7.38251E+002	3.79180E+000	9.87300E-007	4.02000E+000	3.31890E-002	6.33600E-001	2.86600E-010	2.19400E-010
148	6	12	1	1.35000E-002	1.18000E-002	7.40000E-003	2.69300E-010	3.14000E-009	7.01467E+002	7.07288E+002	5.82100E+000	1.18620E-006	4.05770E+000	3.36824E-002	6.34500E-001	5.24000E-010	3.20600E-010
152	8	12	1	1.35000E-002	1.15000E-002	7.40000E-003	6.62700E-010	3.42810E-009	7.35041E+002	7.36759E+002	1.71870E+000	9.16200E-007	4.02340E+000	3.31340E-002	6.33900E-001	2.27000E-011	2.33900E-010
156	10	12	1	1.35000E-002	1.14000E-002	7.50000E-003	2.90400E-010	2.72790E-009	7.35616E+002	7.44464E+002	8.84770E+000	8.87900E-007	4.06850E+000	3.37525E-002	6.33900E-001	4.64100E-010	8.50000E-011
160	12	12	1	1.35000E-002	1.14000E-002	7.40000E-003	2.59900E-010	3.20560E-009	7.32063E+002	7.41572E+002	9.50960E+000	9.53000E-007	4.06880E+000	3.37971E-002	6.34100E-001	3.78600E-010	4.19600E-010
164	14	12	3	1.35000E-002	1.14000E-002	7.40000E-003	1.39050E-005
168	16	12	1	1.35000E-002	1.13000E-002	7.50000E-003	1.35580E-009	2.54290E-009	7.27916E+002	7.38765E+002	1.08487E+001	9.80800E-007	4.05840E+000	3.35578E-002	6.34100E-001	3.44900E-010	1.00200E-010
172	18	12	1	1.35000E-002	1.13000E-002	7.50000E-003	1.03730E-009	2.84970E-009	7.31414E+002	7.39629E+002	8.21530E+000	9.46700E-007	4.06900E+000	3.33650E-002	6.34200E-001	5.99000E-010	1.33200E-010
176	20	12	1	1.35000E-002	1.14000E-002	7.50000E-003	6.13500E-010	2.72090E-009	7.29247E+002	7.38772E+002	9.52520E+000	9.70100E-007	4.05230E+000	3.31725E-002	6.33400E-001	1.09770E-009	2.11200E-010
180	22	12	1	1.35000E-002	1.14000E-002	7.40000E-003	6.41600E-010	2.81930E-009	7.25424E+002	7.36921E+002	1.14968E+001	1.00690E-006	4.08850E+000	3.30433E-002	6.33300E-001	8.00800E-010	4.10200E-010
184	24	12	1	1.35000E-002	1.15000E-002	7.40000E-003	2.48200E-010	2.51720E-009	7.30876E+002	7.39123E+002	8.24680E+000	9.65300E-007	4.05820E+000	3.31277E-002	6.33300E-001	8.22000E-011	3.59000E-010
188	26	12	1	1.35000E-002	1.15000E-002	7.50000E-003	9.78800E-010	2.33920E-009	7.24864E+002	7.34642E+002	9.77780E+000	1.00920E-006	3.98790E+000	3.34701E-002	6.33900E-001	5.26400E-010	6.88000E-011
192	28	12	1	1.35000E-002	1.16000E-002	7.40000E-003	9.64700E-010	2.37200E-009	7.20968E+002	7.31491E+002	1.05229E+001	1.07200E-006	4.04050E+000	3.36041E-002	6.33900E-001	1.15740E-009	3.75400E-010
196	30	12	1	1.35000E-002	1.19000E-002	7.40000E-003	3.74700E-010	2.05590E-009	7.23514E+002	7.31901E+002	8.38700E+000	1.10050E-006	4.04590E+000	3.36383E-002	6.33600E-001	7.15100E-010	3.82800E-010
200	32	12	1	1.35000E-002	1.15000E-002	7.40000E-003	6.86100E-010	3.49600E-009	7.17411E+002	7.29268E+002	1.18573E+001	1.16750E-006	4.02400E+000	3.38739E-002	6.33700E-001	8.06000E-010	7.15800E-010
204	34	12	1	1.36000E-002	1.20000E-002	7.40000E-003	3.34800E-010	2.67880E-009	7.24254E+002	7.34067E+002	9.81290E+000	9.94000E-007	4.06520E+000	3.37693E-002	6.34000E-001	2.55900E-010	3.02000E-011
208	36	12	1	1.35000E-002	1.20000E-002	7.40000E-003	6.53300E-010	2.96440E-009	7.32137E+002	7.34187E+002	2.05000E+000	9.30800E-007	4.07560E+000	3.28396E-002	6.34200E-001	4.21200E-010	5.34000E-011
212	38	12	1	1.34000E-002	1.10000E-002	7.00000E-003	1.10290E-009	2.63900E-009	6.86352E+002	6.92137E+002	5.78520E+000	1.40030E-006	4.02320E+000	3.38374E-002	6.34100E-001	2.07700E-010	2.70200E-010
214	39	14	1	1.34000E-002	1.09000E-002	7.00000E-003	8.12500E-010	3.08380E-009	6.79665E+002	6.86729E+002	7.06390E+000	1.40950E-006	4.09130E+000	3.38518E-002	6.34500E-001	1.99500E-010	3.10500E-010
216	37	14	1	1.34000E-002	1.17000E-002	7.40000E-003	5.85400E-010	3.65520E-009	7.30426E+002	7.32785E+002	2.35930E+000	9.55500E-007	4.11140E+000	3.31869E-002	6.34200E-001	2.25700E-010	1.08200E-010
220	35	14	1	1.35000E-002	1.16000E-002	7.50000E-003	1.10760E-009	3.40460E-009	7.23789E+002	7.33605E+002	9.81650E+000	1.00820E-006	4.06220E+000	3.39366E-002	6.33800E-001	9.08500E-010	2.17300E-010
224	33	14	1	1.36000E-002	1.16000E-002	7.40000E-003	4.16800E-010	2.95740E-009	7.23904E+002	7.30705E+002	6.80140E+000	1.07170E-006	4.10010E+000	3.40211E-002	6.33900E-001	6.25900E-010	6.12600E-010
228	31	14	1	1.35000E-002	1.17000E-002	7.50000E-003	8.28900E-010	2.87080E-009	7.17786E+002	7.29576E+002	1.17897E+001	1.09530E-006	4.08220E+000	3.37577E-002	6.34200E-001	3.91000E-010	4.27800E-010
232	29	14	1	1.35000E-002	1.16000E-002	7.50000E-003	6.04100E-010	2.93160E-009	7.25068E+002	7.36013E+002	1.09446E+001	1.02120E-006	4.02820E+000	3.33890E-002	6.33500E-001	3.46300E-010	6.32900E-010
236	27	14	1	1.34000E-002	1.14000E-002	7.40000E-003	7.58700E-010	2.79820E-009	7.26848E+002	7.38816E+002	1.19686E+001	9.51900E-007	4.09330E+000	3.30916E-002	6.33900E-001	2.21300E-010	1.68100E-010
240	25	14	1	1.35000E-002	1.15000E-002	7.40000E-003	1.14030E-009	3.10730E-009	7.21158E+002	7.33416E+002	1.22579E+001	9.96700E-007	4.13300E+000	3.28047E-002	6.33800E-001	4.75600E-010	5.83800E-010
244	23	14	1	1.35000E-002	1.14000E-002	7.40000E-003	6.79100E-010	3.08850E-009	7.19713E+002	7.29511E+002	9.79800E+000	1.02340E-006	4.12660E+000	3.27559E-002	6.33500E-001	4.74900E-010	3.54300E-010
248	21	14	1	1.36000E-002	1.14000E-002	7.50000E-003	4.47200E-010	2.71150E-009	7.23035E+002	7.31807E+002	8.77160E+000	1.03540E-006	4.19200E+000	3.27776E-002	6.33200E-001	9.54400E-010	8.42300E-010
252	19	14	1	1.35000E-002	1.15000E-002	7.50000E-003	3.86400E-010	2.57100E-009	7.23435E+002	7.33479E+002	1.00434E+001	9.99600E-007	4.19120E+000	3.27770E-002	6.33900E-001	3.42800E-010	2.53800E-010
256	17	14	1	1.35000E-002	1.13000E-002	7.40000E-003	3.77000E-010	2.63190E-009	7.25877E+002	7.36675E+002	1.07981E+001	9.77800E-007	4.10390E+000	3.31753E-002	6.33800E-001	1.49600E-010	1.30700E-010
260	15	14	1	1.34000E-002	1.13000E-002	7.40000E-003	7.72700E-010	2.69750E-009	7.33149E+002	7.42305E+002	9.15540E+000	9.51200E-007	4.08720E+000	3.34327E-002	6.33600E-001	6.74000E-011	2.04000E-011
264	13	14	1	1.35000E-002	1.13000E-002	7.50000E-003	1.84050E-009	3.12130E-009	7.22037E+002	7.33916E+002	1.18794E+001	1.04420E-006	4.09790E+000	3.38105E-002	6.34100E-001	3.39500E-010	1.66300E-010
268	11	14	1	1.35000E-002	1.14000E-002	7.40000E-003	6.83700E-010	3.31330E-009	7.26321E+002	7.32496E+002	6.17500E+000	1.02270E-006	4.05860E+000	3.41775E-002	6.33600E-001	9.51000E-011	3.38400E-010
272	9	14	1	1.35000E-002	1.14000E-002	7.50000E-003	1.19890E-009	3.26180E-009	7.32817E+002	7.40511E+002	7.69450E+000	9.37600E-007	4.10820E+000	3.40941E-002	6.33900E-001	6.36700E-010	1.42100E-010
276	7	14	1	1.35000E-002	1.14000E-002	7.40000E-003	1.01620E-009	3.42100E-009	7.35062E+002	7.37039E+002	1.97660E+000	9.16200E-007	4.09720E+000	3.32470E-002	6.34000E-001	8.52800E-010	2.51000E-011
280	5	14	8	1.35000E-002	1.12000E-002	7.40000E-003	4.80000E-010	3.50770E-009	6.64890E+002	6.74479E+002	9.58880E+000	1.38230E-005
284	5	16	4	1.36000E-002	1.12000E-002	7.40000E-003	4.16800E-010	2.20433E-007
288	7	16	1	1.36000E-002	1.12000E-002	7.40000E-003	8.19500E-010	3.33910E-009	7.30903E+002	7.34719E+002	3.81590E+000	9.35000E-007	4.11590E+000	3.34678E-002	6.34100E-001	9.72000E-011	4.27600E-010
292	9	16	1	1.35000E-002	1.12000E-002	7.50000E-003	1.05600E-009	2.91530E-009	7.20851E+002	7.31148E+002	1.02972E+001	1.03710E-006	4.11190E+000	3.42107E-002	6.33800E-001	4.95200E-010	2.92000E-010
296	11	16	1	1.35000E-002	1.13000E-002	7.40000E-003	8.59400E-010	2.89890E-009	7.14719E+002	7.25453E+002	1.07337E+001	1.14360E-006	4.10730E+000	3.41479E-002	6.33700E-001	3.58000E-010	1.11200E-010
300	13	16	1	1.35000E-002	1.12000E-002	7.50000E-003	6.55600E-010	2.49610E-009	7.21240E+002	7.33196E+002	1.19552E+001	1.04740E-006	4.09190E+000	3.36973E-002	6.34300E-001	8.71500E-010	7.89000E-011
304	15	16	1	1.35000E-002	1.11000E-002	7.40000E-003	3.81700E-010	2.36030E-009	7.30238E+002	7.40114E+002	9.87560E+000	9.47700E-007	4.12080E+000	3.31865E-002	6.33800E-001	7.69900E-010	6.56000E-011
308	17	16	1	1.36000E-002	1.12000E-002	7.40000E-003	6.04100E-010	3.13540E-009	7.24692E+002	7.33399E+002	8.70720E+000	1.02080E-006	4.21870E+000	3.28346E-002	6.33300E-001	8.10900E-010	5.08100E-010
312	19	16	1	1.36000E-002	1.12000E-002	7.40000E-003	4.40200E-010	2.54760E-009	7.17791E+002	7.31566E+002	1.37758E+001	1.00940E-006	4.23220E+000	3.27703E-002	6.34200E-001	1.14830E-009	3.67200E-010
316	21	16	1	1.35000E-002	1.13000E-002	7.40000E-003	7.91500E-010	3.08620E-009	7.17276E+002	7.24059E+002	6.78320E+000	1.08390E-006	4.27150E+000	3.24833E-002	6.32900E-001	8.09700E-010	2.10500E-010
320	23	16	1	1.36000E-002	1.14000E-002	7.40000E-003	1.03500E-009	2.53590E-009	7.15801E+002	7.22465E+002	6.66390E+000	1.09980E-006	4.26710E+000	3.24189E-002	6.32900E-001	4.62000E-010	1.38900E-010
324	25	16	1	1.35000E-002	1.13000E-002	7.50000E-003	2.48200E-010	3.01590E-009	7.16244E+002	7.30196E+002	1.39520E+001	9.98500E-007	4.21970E+000	3.27313E-002	6.34500E-001	9.12700E-010	1.41900E-010
328	27	16	1	1.35000E-002	1.13000E-002	7.50000E-003	4.12100E-010	2.85440E-009	7.26498E+002	7.34737E+002	8.23950E+000	9.54200E-007	4.13970E+000	3.26174E-002	6.33900E-001	3.63600E-010	3.30000E-012
332	29	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.17900E-010	2.44230E-009	7.26486E+002	7.38301E+002	1.18155E+001	9.62800E-007	4.09920E+000	3.32086E-002	6.34000E-001	1.11370E-009	8.22000E-011
336	31	16	1	1.35000E-002	1.12000E-002	7.50000E-003	9.08500E-010	2.87540E-009	7.21877E+002	7.33221E+002	1.13439E+001	1.02060E-006	4.08630E+000	3.35286E-002	6.34100E-001	4.36000E-010	1.01400E-010
340	33	16	1	1.34000E-002	1.12000E-002	7.50000E-003	4.19100E-010	2.48670E-009	7.27104E+002	7.34161E+002	7.05710E+000	1.03710E-006	4.10100E+000	3.39292E-002	6.33600E-001	5.93400E-010	8.57000E-011
344	35	16	1	1.36000E-002	1.13000E-002	7.50000E-003	5.80700E-010	2.42820E-009	7.26020E+002	7.34555E+002	8.53510E+000	9.94000E-007	4.11460E+000	3.39673E-002	6.34000E-001	2.36300E-010	1.72300E-010
348	37	16	1	1.35000E-002	1.13000E-002	7.40000E-003	5.26900E-010	3.00190E-009	7.30681E+002	7.32938E+002	2.25680E+000	9.41400E-007	4.13560E+000	3.31937E-002	6.34300E-001	9.95900E-010	4.95700E-010
352	39	16	1	1.34000E-002	1.08000E-002	7.00000E-003	6.09000E-011	2.85200E-009	7.05266E+002	7.09638E+002	4.37220E+000	1.15980E-006	4.13290E+000	3.34386E-002	6.34700E-001	6.84700E-010	6.21000E-011
354	38	18	1	1.34000E-002	1.07000E-002	7.00000E-003	3.44200E-010	3.47720E-009	7.23687E+002	7.28223E+002	4.53630E+000	1.05530E-006	4.20520E+000	3.32788E-002	6.34500E-001	2.81000E-011	7.74100E-010
356	36	18	1	1.35000E-002	1.12000E-002	7.40000E-003	2.85700E-010	3.42810E-009	7.36490E+002	7.38417E+002	1.92780E+000	8.96000E-007	4.15460E+000	3.33263E-002	6.34300E-001	5.36200E-010	1.63900E-010
360	34	18	1	1.36000E-002	1.12000E-002	7.50000E-003	3.46600E-010	3.24310E-009	7.16997E+002	7.30884E+002	1.38870E+001	1.06440E-006	4.13050E+000	3.41380E-002	6.34600E-001	1.87300E-010	9.98000E-011
364	32	18	1	1.36000E-002	1.12000E-002	7.50000E-003	1.61100E-009	3.12830E-009	7.24598E+002	7.32990E+002	8.39150E+000	1.03300E-006	4.12860E+000	3.38388E-002	6.34000E-001	2.08900E-010	9.30000E-011
368	30	18	1	1.35000E-002	1.12000E-002	7.40000E-003	2.30000E-012	2.78410E-009	7.32724E+002	7.38561E+002	5.83610E+000	9.28700E-007	4.09890E+000	3.33694E-002	6.34200E-001	6.88700E-010	7.21000E-010
372	28	18	1	1.35000E-002	1.12000E-002	7.40000E-003	5.71300E-010	2.49610E-009	7.25843E+002	7.38680E+002	1.28374E+001	9.17000E-007	4.12090E+000	3.31977E-002	6.34500E-001	4.51000E-010	3.34400E-010
376	26	18	1	1.35000E-002	1.12000E-002	7.40000E-003	3.27800E-010	2.47740E-009	7.26390E+002	7.34048E+002	7.65810E+000	9.44900E-007	4.20820E+000	3.27136E-002	6.33800E-001	6.13000E-011	2.19400E-010
380	24	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.13500E-010	2.78880E-009	7.27088E+002	7.35686E+002	8.59790E+000	9.62600E-007	4.24620E+000	3.26980E-002	6.33800E-001	7.14400E-010	1.40700E-010
384	22	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.06310E-009	2.84740E-009	7.21227E+002	7.34369E+002	1.31420E+001	1.01390E-006	4.24970E+000	3.28366E-002	6.33300E-001	1.21060E-009	6.47000E-010
388	20	18	1	1.35000E-002	1.11000E-002	7.40000E-003	1.21760E-009	2.36260E-009	7.25392E+002	7.35230E+002	9.83860E+000	9.97100E-007	4.26130E+000	3.27276E-002	6.33300E-001	3.80500E-010	1.19200E-010
392	18	18	1	1.34000E-002	1.11000E-002	7.50000E-003	5.94800E-010	3.00190E-009	7.27274E+002	7.35661E+002	8.38720E+000	9.57600E-007	4.22870E+000	3.28525E-002	6.34100E-001	4.84900E-010	1.90100E-010
396	16	18	1	1.36000E-002	1.11000E-002	7.50000E-003	1.45650E-009	3.07210E-009	7.18799E+002	7.32430E+002	1.36304E+001	1.04210E-006	4.16910E+000	3.33835E-002	6.34100E-001	3.46300E-010	1.56900E-010
400	14	18	1	1.35000E-002	1.13000E-002	7.40000E-003	7.32900E-010	2.77710E-009	7.18906E+002	7.28358E+002	9.45250E+000	1.08500E-006	4.12090E+000	3.37228E-002	6.34100E-001	4.42800E-010	1.81900E-010
404	12	18	1	1.36000E-002	1.12000E-002	7.40000E-003	5.83100E-010	2.44230E-009	7.15581E+002	7.28290E+002	1.27087E+001	1.11790E-006	4.10800E+000	3.40317E-002	6.33900E-001	6.77900E-010	2.72600E-010
408	10	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.12800E-010	3.08850E-009	7.09003E+002	7.24655E+002	1.56517E+001	1.18640E-006	4.12590E+000	3.44000E-002	6.34500E-001	2.56200E-010	4.06700E-010
412	8	18	1	1.35000E-002	1.11000E-002	7.50000E-003	7.26000E-011	3.64350E-009	7.30690E+002	7.33780E+002	3.08980E+000	9.39300E-007	4.15380E+000	3.36386E-002	6.34100E-001	3.62900E-010	6.05800E-010
416	6	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.19800E-010	3.47720E-009	7.18617E+002	7.23128E+002	4.51120E+000	1.08760E-006	4.11920E+000	3.34865E-002	6.34200E-001	4.46500E-010	2.27800E-010
420	7	20	1	1.35000E-002	1.09000E-002	7.10000E-003	5.26900E-010	1.42110E-008	7.10427E+002	7.15075E+002	4.64810E+000	1.17520E-006	4.08850E+000	3.36168E-002	6.34100E-001	1.17000E-011	8.10000E-011
423	9	20	1	1.35000E-002	1.11000E-002	7.40000E-003	8.26600E-010	3.38590E-009	7.33618E+002	7.39913E+002	6.29490E+000	9.03600E-007	4.10550E+000	3.34068E-002	6.34400E-001	6.53300E-010	4.14000E-011
427	11	20	1	1.35000E-002	1.12000E-002	7.40000E-003	6.15800E-010	2.41180E-009	7.21870E+002	7.32537E+002	1.06670E+001	1.07980E-006	4.08010E+000	3.42133E-002	6.33700E-001	6.67600E-010	3.84000E-010
431	13	20	1	1.36000E-002	1.11000E-002	7.40000E-003	6.29900E-010	2.31350E-009	7.07365E+002	7.24413E+002	1.70483E+001	1.25200E-006	4.08500E+000	3.42705E-002	6.33800E-001	7.10200E-010	1.00500E-010
435	15	20	1	1.36000E-002	1.12000E-002	7.40000E-003	5.85400E-010	2.96680E-009	7.23540E+002	7.31570E+002	8.03060E+000	1.05330E-006	4.07930E+000	3.38113E-002	6.34200E-001	5.15100E-010	3.32300E-010
439	17	20	1	1.35000E-002	1.12000E-002	7.40000E-003	7.11800E-010	2.93870E-009	7.21616E+002	7.30305E+002	8.68870E+000	1.08750E-006	4.09920E+000	3.36480E-002	6.33700E-001	3.71400E-010	5.88000E-011
443	19	20	1	1.35000E-002	1.12000E-002	7.40000E-003	7.44600E-010	2.28540E-009	7.19609E+002	7.32775E+002	1.31655E+001	1.06810E-006	4.14710E+000	3.35143E-002	6.34000E-001	6.84200E-010	1.85500E-010
447	21	20	1	1.35000E-002	1.12000E-002	7.40000E-003	4.47200E-010	2.66700E-009	7.26708E+002	7.36404E+002	9.69590E+000	9.71500E-007	4.15260E+000	3.31176E-002	6.34300E-001	8.50500E-010	1.13300E-010
451	23	20	1	1.35000E-002	1.12000E-002	7.50000E-003	8.99200E-010	2.46100E-009	7.23404E+002	7.35645E+002	1.22405E+001	1.01180E-006	4.14190E+000	3.31555E-002	6.33900E-001	5.79500E-010	3.84000E-011
