Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-204033@CP
Wafer number	22
Date	2025/02/13
Time	20:45:22

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
68	25	8	8	1.36000E-002	1.12000E-002	7.40000E-003	5.08100E-010	1.80300E-009	6.90624E+002	7.12003E+002	2.13791E+001	1.38238E-005
72	27	8	1	1.35000E-002	1.12000E-002	7.40000E-003	1.66300E-010	2.36260E-009	7.16259E+002	7.26055E+002	9.79650E+000	1.28130E-006	4.04590E+000	3.41919E-002	6.31900E-001	4.89900E-010	4.19000E-011
76	29	8	1	1.36000E-002	1.12000E-002	7.40000E-003	5.69000E-010	1.71400E-009	7.22650E+002	7.30987E+002	8.33660E+000	1.08040E-006	4.07550E+000	3.36189E-002	6.32800E-001	2.15200E-010	6.31100E-010
80	31	8	1	1.36000E-002	1.11000E-002	7.40000E-003	2.11000E-011	2.17530E-009	7.19789E+002	7.28450E+002	8.66070E+000	1.15550E-006	4.05920E+000	3.34848E-002	6.32100E-001	2.70900E-010	2.44700E-010
84	33	8	4	1.31000E-002	1.09000E-002	7.20000E-003	4.00400E-010	3.52065E-007
89	35	10	1	1.35000E-002	1.10000E-002	7.40000E-003	5.99400E-010	2.74670E-009	7.25543E+002	7.33431E+002	7.88770E+000	1.10840E-006	4.01450E+000	3.32788E-002	6.32000E-001	2.42600E-010	6.45100E-010
93	33	10	1	1.35000E-002	1.11000E-002	7.40000E-003	7.35300E-010	2.38610E-009	7.32735E+002	7.37384E+002	4.64880E+000	9.69000E-007	4.02900E+000	3.35635E-002	6.32700E-001	1.86900E-010	2.79000E-011
97	31	10	1	1.35000E-002	1.12000E-002	7.40000E-003	7.56300E-010	1.91310E-009	7.07575E+002	7.22976E+002	1.54015E+001	1.31710E-006	4.03300E+000	3.42578E-002	6.32400E-001	5.90300E-010	1.53100E-010
101	29	10	1	1.36000E-002	1.11000E-002	7.40000E-003	7.79700E-010	1.99030E-009	7.02255E+002	7.19729E+002	1.74737E+001	1.40560E-006	4.03050E+000	3.42852E-002	6.32100E-001	7.60300E-010	3.83100E-010
105	27	10	1	1.35000E-002	1.12000E-002	7.40000E-003	1.01390E-009	2.06990E-009	7.10315E+002	7.24914E+002	1.45989E+001	1.31200E-006	4.03170E+000	3.41475E-002	6.31800E-001	7.18600E-010	1.42600E-010
109	25	10	1	1.36000E-002	1.11000E-002	7.40000E-003	5.05800E-010	2.06060E-009	7.09298E+002	7.24454E+002	1.51566E+001	1.30600E-006	4.03160E+000	3.40557E-002	6.32800E-001	2.20000E-011	1.74200E-010
113	23	10	1	1.36000E-002	1.12000E-002	7.50000E-003	4.23800E-010	1.79600E-009	7.14515E+002	7.27079E+002	1.25633E+001	1.22410E-006	4.01810E+000	3.38652E-002	6.32400E-001	5.02300E-010	2.44000E-011
117	21	10	1	1.35000E-002	1.12000E-002	7.40000E-003	5.78400E-010	1.49630E-009	7.22090E+002	7.32379E+002	1.02893E+001	1.11460E-006	4.01350E+000	3.38862E-002	6.32400E-001	7.82300E-010	4.38300E-010
121	19	10	1	1.35000E-002	1.13000E-002	7.40000E-003	5.01100E-010	2.09570E-009	7.19200E+002	7.32227E+002	1.30268E+001	1.14310E-006	4.02130E+000	3.40262E-002	6.33000E-001	6.53500E-010	6.09000E-011
125	17	10	1	1.35000E-002	1.12000E-002	7.40000E-003	8.99200E-010	2.26430E-009	7.24294E+002	7.34883E+002	1.05882E+001	1.12740E-006	4.01110E+000	3.41437E-002	6.32300E-001	2.94100E-010	4.15900E-010
129	15	10	1	1.35000E-002	1.11000E-002	7.40000E-003	9.01500E-010	2.08170E-009	7.29359E+002	7.38646E+002	9.28670E+000	1.05260E-006	4.01100E+000	3.41453E-002	6.32400E-001	7.80400E-010	3.21300E-010
133	13	10	1	1.35000E-002	1.13000E-002	7.40000E-003	1.18480E-009	2.47500E-009	7.23284E+002	7.35557E+002	1.22734E+001	1.05460E-006	3.99400E+000	3.41184E-002	6.33100E-001	2.46100E-010	5.73900E-010
137	11	10	1	1.35000E-002	1.14000E-002	7.50000E-003	5.78400E-010	2.50310E-009	7.40028E+002	7.43894E+002	3.86680E+000	9.09300E-007	3.98260E+000	3.34842E-002	6.32500E-001	8.52100E-010	2.71400E-010
141	9	10	1	1.36000E-002	1.13000E-002	7.50000E-003	6.18200E-010	2.72560E-009	7.36353E+002	7.42419E+002	6.06610E+000	9.96800E-007	3.96900E+000	3.32872E-002	6.32300E-001	3.51000E-011	8.00000E-012
148	6	12	1	1.35000E-002	1.12000E-002	7.40000E-003	7.23500E-010	2.77480E-009	6.97952E+002	7.05790E+002	7.83730E+000	1.30870E-006	3.98330E+000	3.37354E-002	6.32400E-001	4.42300E-010	3.47000E-011
152	8	12	1	1.35000E-002	1.12000E-002	7.40000E-003	1.05370E-009	2.80750E-009	7.38510E+002	7.40315E+002	1.80480E+000	9.42000E-007	3.98420E+000	3.31795E-002	6.32200E-001	6.42000E-011	4.61000E-011
156	10	12	1	1.35000E-002	1.12000E-002	7.40000E-003	2.81000E-010	2.06760E-009	7.34297E+002	7.43811E+002	9.51420E+000	9.66400E-007	4.02200E+000	3.38240E-002	6.32000E-001	3.73900E-010	3.45600E-010
160	12	12	1	1.35000E-002	1.12000E-002	7.40000E-003	8.07800E-010	2.37440E-009	7.37141E+002	7.46939E+002	9.79820E+000	9.54000E-007	4.04520E+000	3.38350E-002	6.32600E-001	4.29000E-010	5.65300E-010
164	14	12	1	1.35000E-002	1.11000E-002	7.50000E-003	4.19100E-010	2.21750E-009	7.33149E+002	7.43132E+002	9.98300E+000	1.00850E-006	3.99840E+000	3.38016E-002	6.32500E-001	1.44700E-010	2.94100E-010
168	16	12	1	1.34000E-002	1.12000E-002	7.40000E-003	3.86400E-010	2.15190E-009	7.27381E+002	7.39700E+002	1.23189E+001	1.06100E-006	4.01600E+000	3.36242E-002	6.32400E-001	3.30000E-012	1.44000E-010
172	18	12	1	1.35000E-002	1.13000E-002	7.40000E-003	3.62900E-010	2.04420E-009	7.28830E+002	7.38485E+002	9.65460E+000	1.05090E-006	4.02650E+000	3.34957E-002	6.32600E-001	3.57800E-010	8.48000E-011
176	20	12	1	1.35000E-002	1.12000E-002	7.50000E-003	4.73000E-010	2.26900E-009	7.26456E+002	7.37564E+002	1.11081E+001	1.07840E-006	4.02570E+000	3.33178E-002	6.31800E-001	9.62900E-010	7.81600E-010
180	22	12	1	1.36000E-002	1.12000E-002	7.40000E-003	1.01860E-009	2.20580E-009	7.23118E+002	7.36537E+002	1.34181E+001	1.09310E-006	4.07520E+000	3.31468E-002	6.32000E-001	5.84700E-010	3.45900E-010
184	24	12	1	1.35000E-002	1.11000E-002	7.40000E-003	8.80400E-010	2.35560E-009	7.29173E+002	7.38969E+002	9.79620E+000	1.03650E-006	4.04990E+000	3.31781E-002	6.32100E-001	3.41200E-010	1.01000E-011
188	26	12	1	1.36000E-002	1.12000E-002	7.40000E-003	1.14740E-009	2.03010E-009	7.22085E+002	7.33884E+002	1.17993E+001	1.09660E-006	4.01380E+000	3.35339E-002	6.32900E-001	3.89600E-010	5.78000E-011
192	28	12	1	1.35000E-002	1.14000E-002	7.40000E-003	2.92700E-010	2.19410E-009	7.20942E+002	7.33846E+002	1.29031E+001	1.14740E-006	4.03870E+000	3.36642E-002	6.32300E-001	6.86000E-011	2.78400E-010
196	30	12	1	1.35000E-002	1.12000E-002	7.40000E-003	4.40200E-010	2.10740E-009	7.25253E+002	7.34956E+002	9.70220E+000	1.11840E-006	4.05780E+000	3.37197E-002	6.32500E-001	1.03330E-009	6.16300E-010
200	32	12	1	1.35000E-002	1.12000E-002	7.40000E-003	6.18200E-010	1.50090E-009	7.18313E+002	7.30674E+002	1.23613E+001	1.20340E-006	4.03950E+000	3.38458E-002	6.32500E-001	3.03500E-010	1.39600E-010
204	34	12	1	1.36000E-002	1.12000E-002	7.40000E-003	2.11000E-011	2.18940E-009	7.27815E+002	7.39379E+002	1.15638E+001	1.02330E-006	4.06440E+000	3.38197E-002	6.32500E-001	6.06500E-010	8.94000E-011
208	36	12	1	1.36000E-002	1.13000E-002	7.50000E-003	4.21000E-011	2.80520E-009	7.35232E+002	7.37327E+002	2.09500E+000	9.59100E-007	4.06830E+000	3.29847E-002	6.32600E-001	4.66200E-010	4.75300E-010
212	38	12	1	1.35000E-002	1.07000E-002	7.00000E-003	3.74700E-010	6.61960E-009	6.83036E+002	6.92951E+002	9.91550E+000	1.40850E-006	3.99390E+000	3.37891E-002	6.33400E-001	4.17500E-010	3.51200E-010
214	39	14	1	1.34000E-002	1.07000E-002	7.00000E-003	7.61000E-010	6.74091E-008	6.81760E+002	6.91106E+002	9.34620E+000	1.42870E-006	4.03080E+000	3.37789E-002	6.33000E-001	3.49000E-011	3.87300E-010
216	37	14	1	1.35000E-002	1.13000E-002	7.40000E-003	6.13500E-010	2.67640E-009	7.34361E+002	7.37042E+002	2.68060E+000	9.63900E-007	4.09930E+000	3.31922E-002	6.32500E-001	2.90600E-010	8.97000E-011
220	35	14	1	1.35000E-002	1.13000E-002	7.40000E-003	9.31900E-010	2.80750E-009	7.23383E+002	7.33508E+002	1.01247E+001	1.08300E-006	4.06000E+000	3.41456E-002	6.31900E-001	4.33900E-010	1.23200E-010
224	33	14	1	1.35000E-002	1.12000E-002	7.40000E-003	4.49600E-010	2.24790E-009	7.24070E+002	7.33466E+002	9.39680E+000	1.11480E-006	4.08710E+000	3.40558E-002	6.32300E-001	4.33900E-010	2.92500E-010
228	31	14	1	1.36000E-002	1.12000E-002	7.40000E-003	1.15910E-009	2.06760E-009	7.16877E+002	7.30380E+002	1.35022E+001	1.17470E-006	4.07340E+000	3.37085E-002	6.32600E-001	3.72300E-010	3.51000E-011
232	29	14	1	1.35000E-002	1.12000E-002	7.40000E-003	6.08800E-010	2.56640E-009	7.25542E+002	7.36478E+002	1.09351E+001	1.08270E-006	4.02970E+000	3.34515E-002	6.32200E-001	6.36900E-010	7.40000E-011
236	27	14	1	1.35000E-002	1.12000E-002	7.40000E-003	6.06500E-010	2.53590E-009	7.27033E+002	7.40356E+002	1.33229E+001	1.00310E-006	4.08640E+000	3.30562E-002	6.32800E-001	1.94800E-010	9.83000E-011
240	25	14	1	1.35000E-002	1.12000E-002	7.50000E-003	1.10290E-009	2.83330E-009	7.17669E+002	7.32539E+002	1.48707E+001	1.14310E-006	4.09580E+000	3.29037E-002	6.31900E-001	3.70400E-010	5.77200E-010
244	23	14	1	1.35000E-002	1.12000E-002	7.50000E-003	8.50000E-010	2.42590E-009	7.17484E+002	7.28554E+002	1.10693E+001	1.08100E-006	4.12330E+000	3.26787E-002	6.32700E-001	8.62900E-010	2.69000E-011
248	21	14	1	1.36000E-002	1.12000E-002	7.40000E-003	5.55000E-010	2.37200E-009	7.21136E+002	7.31437E+002	1.03010E+001	1.10570E-006	4.16990E+000	3.28402E-002	6.32100E-001	6.17000E-010	1.32800E-010
252	19	14	1	1.35000E-002	1.12000E-002	7.40000E-003	3.02100E-010	1.65080E-009	7.19748E+002	7.32836E+002	1.30873E+001	1.12420E-006	4.15540E+000	3.29303E-002	6.32000E-001	2.38800E-010	3.81200E-010
256	17	14	1	1.35000E-002	1.12000E-002	7.40000E-003	3.84000E-010	1.82640E-009	7.25359E+002	7.38169E+002	1.28099E+001	1.04410E-006	4.08210E+000	3.32252E-002	6.32500E-001	1.04700E-010	1.92000E-010
260	15	14	1	1.36000E-002	1.13000E-002	7.40000E-003	6.41600E-010	2.03720E-009	7.33551E+002	7.43804E+002	1.02533E+001	1.01760E-006	4.04750E+000	3.35259E-002	6.32000E-001	7.52000E-011	2.66000E-010
264	13	14	1	1.35000E-002	1.13000E-002	7.40000E-003	1.16380E-009	2.99250E-009	7.25754E+002	7.38529E+002	1.27754E+001	1.06560E-006	4.05010E+000	3.37197E-002	6.32700E-001	4.46100E-010	3.98300E-010
268	11	14	1	1.35000E-002	1.13000E-002	7.40000E-003	8.99200E-010	2.46570E-009	7.24011E+002	7.33986E+002	9.97480E+000	1.08160E-006	4.03690E+000	3.41733E-002	6.32300E-001	4.92700E-010	1.90600E-010
272	9	14	1	1.36000E-002	1.12000E-002	7.40000E-003	9.69400E-010	2.94800E-009	7.31746E+002	7.40868E+002	9.12200E+000	9.94700E-007	4.05570E+000	3.41092E-002	6.32600E-001	7.02700E-010	2.43100E-010
276	7	14	1	1.36000E-002	1.12000E-002	7.50000E-003	3.58300E-010	2.17060E-009	7.35250E+002	7.39009E+002	3.75960E+000	9.60800E-007	4.03990E+000	3.33764E-002	6.32500E-001	4.81200E-010	6.58000E-011
280	5	14	8	1.35000E-002	1.12000E-002	7.40000E-003	2.08400E-010	3.10260E-009	6.76507E+002	6.86927E+002	1.04202E+001	1.38245E-005
284	5	16	1	1.35000E-002	1.11000E-002	7.40000E-003	7.02500E-010	3.30160E-009	6.95965E+002	7.03440E+002	7.47430E+000	1.25330E-006	4.01920E+000	3.38539E-002	6.32700E-001	9.51000E-011	1.45900E-010
288	7	16	1	1.35000E-002	1.11000E-002	7.40000E-003	7.72700E-010	2.43760E-009	7.33346E+002	7.38478E+002	5.13160E+000	9.78900E-007	4.08170E+000	3.35225E-002	6.32300E-001	1.22420E-009	8.70000E-012
292	9	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.39090E-009	2.30180E-009	7.21937E+002	7.34998E+002	1.30617E+001	1.08020E-006	4.07630E+000	3.41744E-002	6.32200E-001	1.16070E-009	8.59000E-011
296	11	16	1	1.35000E-002	1.11000E-002	7.40000E-003	8.03200E-010	2.14960E-009	7.17925E+002	7.30172E+002	1.22472E+001	1.19570E-006	4.07570E+000	3.41768E-002	6.32000E-001	2.87100E-010	1.88300E-010
300	13	16	1	1.35000E-002	1.11000E-002	7.40000E-003	0.00000E+000	2.11440E-009	7.18832E+002	7.33403E+002	1.45711E+001	1.15730E-006	4.05700E+000	3.37820E-002	6.32500E-001	4.73500E-010	3.58500E-010
304	15	16	1	1.35000E-002	1.12000E-002	7.40000E-003	4.73000E-010	1.68120E-009	7.30059E+002	7.40431E+002	1.03724E+001	9.88200E-007	4.09160E+000	3.33394E-002	6.32600E-001	2.61300E-010	2.00900E-010
308	17	16	1	1.35000E-002	1.11000E-002	7.40000E-003	7.72700E-010	2.57810E-009	7.24461E+002	7.33968E+002	9.50690E+000	1.08020E-006	4.19280E+000	3.29481E-002	6.32000E-001	8.91400E-010	8.52000E-011
312	19	16	1	1.35000E-002	1.11000E-002	7.40000E-003	1.10760E-009	1.95050E-009	7.12106E+002	7.28038E+002	1.59314E+001	1.15170E-006	4.22270E+000	3.30015E-002	6.32600E-001	3.06300E-010	3.08200E-010
316	21	16	1	1.35000E-002	1.12000E-002	7.50000E-003	1.17080E-009	1.73740E-009	7.10837E+002	7.21199E+002	1.03620E+001	1.18730E-006	4.25100E+000	3.25683E-002	6.31400E-001	7.45600E-010	4.17500E-010
320	23	16	1	1.34000E-002	1.12000E-002	7.50000E-003	4.30800E-010	1.73740E-009	7.09998E+002	7.19562E+002	9.56380E+000	1.19540E-006	4.23520E+000	3.26032E-002	6.31600E-001	5.79800E-010	1.45900E-010
324	25	16	1	1.36000E-002	1.11000E-002	7.40000E-003	2.74000E-010	2.51250E-009	7.14736E+002	7.30081E+002	1.53450E+001	1.08230E-006	4.17530E+000	3.28032E-002	6.32800E-001	2.30200E-010	2.87100E-010
328	27	16	1	1.35000E-002	1.13000E-002	7.40000E-003	1.61600E-010	2.64830E-009	7.27570E+002	7.37067E+002	9.49710E+000	1.02030E-006	4.11170E+000	3.27384E-002	6.32200E-001	5.31500E-010	5.22000E-011
332	29	16	1	1.35000E-002	1.11000E-002	7.40000E-003	7.42300E-010	2.14720E-009	7.26638E+002	7.38921E+002	1.22833E+001	1.01670E-006	4.07910E+000	3.33574E-002	6.32500E-001	5.51200E-010	1.63200E-010
336	31	16	1	1.35000E-002	1.12000E-002	7.50000E-003	8.45300E-010	2.02780E-009	7.19708E+002	7.32981E+002	1.32733E+001	1.12650E-006	4.07190E+000	3.37912E-002	6.32400E-001	2.29000E-011	3.81900E-010
340	33	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.55000E-010	2.66240E-009	7.29622E+002	7.37778E+002	8.15580E+000	1.06730E-006	4.08460E+000	3.40352E-002	6.32100E-001	1.05000E-011	1.12000E-011
344	35	16	1	1.35000E-002	1.12000E-002	7.40000E-003	5.29200E-010	2.82160E-009	7.21520E+002	7.34321E+002	1.28017E+001	1.04170E-006	4.10000E+000	3.40783E-002	6.32300E-001	4.13300E-010	1.63700E-010
348	37	16	1	1.35000E-002	1.12000E-002	7.40000E-003	7.18900E-010	2.80750E-009	7.34098E+002	7.38509E+002	4.41060E+000	9.47900E-007	4.10180E+000	3.31968E-002	6.32500E-001	2.81000E-011	1.40000E-010
352	39	16	1	1.35000E-002	1.07000E-002	7.00000E-003	6.04100E-010	5.83426E-008	7.10372E+002	7.15243E+002	4.87090E+000	1.15550E-006	4.08820E+000	3.34200E-002	6.33100E-001	2.11200E-010	5.51200E-010
354	38	18	1	1.35000E-002	1.08000E-002	7.00000E-003	5.59600E-010	2.46570E-009	7.32027E+002	7.36359E+002	4.33160E+000	9.81200E-007	4.17710E+000	3.30385E-002	6.33500E-001	6.23800E-010	4.12000E-011
356	36	18	1	1.35000E-002	1.11000E-002	7.40000E-003	4.07400E-010	2.21750E-009	7.41781E+002	7.43504E+002	1.72320E+000	8.60200E-007	4.12880E+000	3.31996E-002	6.33300E-001	4.56100E-010	3.84300E-010
360	34	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.52600E-010	1.88730E-009	7.27641E+002	7.39425E+002	1.17850E+001	1.00170E-006	4.11360E+000	3.39948E-002	6.33300E-001	4.25700E-010	5.15100E-010
364	32	18	1	1.35000E-002	1.12000E-002	7.40000E-003	9.31900E-010	1.65550E-009	7.32775E+002	7.40203E+002	7.42850E+000	1.01910E-006	4.11450E+000	3.38292E-002	6.32300E-001	2.53100E-010	2.58300E-010
368	30	18	1	1.35000E-002	1.12000E-002	7.40000E-003	6.13500E-010	2.28770E-009	7.37353E+002	7.44130E+002	6.77710E+000	9.42300E-007	4.08830E+000	3.33670E-002	6.32600E-001	3.01400E-010	3.64800E-010
372	28	18	1	1.36000E-002	1.11000E-002	7.40000E-003	8.80400E-010	2.35090E-009	7.32992E+002	7.45541E+002	1.25495E+001	9.14400E-007	4.11570E+000	3.30745E-002	6.33200E-001	1.00000E-010	3.09600E-010
376	26	18	1	1.35000E-002	1.11000E-002	7.40000E-003	8.21900E-010	2.25260E-009	7.27683E+002	7.36203E+002	8.52070E+000	1.03300E-006	4.20460E+000	3.28781E-002	6.32200E-001	6.98000E-011	4.60100E-010
380	24	18	1	1.35000E-002	1.12000E-002	7.40000E-003	1.94400E-010	2.36030E-009	7.24248E+002	7.34555E+002	1.03067E+001	1.05750E-006	4.22720E+000	3.27589E-002	6.32300E-001	5.03000E-010	4.38600E-010
384	22	18	1	1.35000E-002	1.12000E-002	7.40000E-003	9.06200E-010	2.36970E-009	7.16390E+002	7.32770E+002	1.63801E+001	1.12520E-006	4.24430E+000	3.28786E-002	6.32000E-001	3.51200E-010	1.16600E-010
388	20	18	1	1.35000E-002	1.11000E-002	7.40000E-003	1.52200E-010	2.15660E-009	7.20258E+002	7.32050E+002	1.17915E+001	1.11660E-006	4.25920E+000	3.28527E-002	6.32100E-001	4.49100E-010	1.67900E-010
392	18	18	1	1.36000E-002	1.12000E-002	7.40000E-003	5.22200E-010	2.26660E-009	7.25657E+002	7.34767E+002	9.11020E+000	1.07180E-006	4.20810E+000	3.30455E-002	6.32000E-001	3.54000E-011	3.77500E-010
396	16	18	1	1.36000E-002	1.11000E-002	7.40000E-003	5.90100E-010	2.21510E-009	7.20531E+002	7.35182E+002	1.46505E+001	1.06700E-006	4.14710E+000	3.34628E-002	6.32900E-001	4.96200E-010	3.24800E-010
400	14	18	1	1.36000E-002	1.11000E-002	7.40000E-003	9.24900E-010	3.04640E-009	7.18579E+002	7.30301E+002	1.17220E+001	1.13860E-006	4.12600E+000	3.38076E-002	6.32600E-001	3.73900E-010	1.81700E-010
404	12	18	1	1.36000E-002	1.11000E-002	7.40000E-003	3.16100E-010	2.02080E-009	7.16357E+002	7.30033E+002	1.36759E+001	1.10500E-006	4.10450E+000	3.40502E-002	6.33200E-001	1.15200E-010	3.73000E-010
408	10	18	1	1.35000E-002	1.11000E-002	7.40000E-003	5.73700E-010	2.06760E-009	7.10393E+002	7.26507E+002	1.61142E+001	1.23290E-006	4.10410E+000	3.44488E-002	6.32600E-001	2.91100E-010	7.05300E-010
412	8	18	1	1.35000E-002	1.10000E-002	7.40000E-003	5.83100E-010	2.64830E-009	7.35185E+002	7.39865E+002	4.68020E+000	9.48400E-007	4.14070E+000	3.37433E-002	6.32600E-001	3.41200E-010	4.59900E-010
416	6	18	1	1.36000E-002	1.10000E-002	7.40000E-003	1.89700E-010	3.49360E-009	7.27449E+002	7.35492E+002	8.04370E+000	1.04700E-006	4.10580E+000	3.33599E-002	6.32800E-001	1.29500E-010	3.85200E-010
420	7	20	1	1.35000E-002	1.08000E-002	7.10000E-003	6.86100E-010	2.96210E-009	7.16734E+002	7.21518E+002	4.78420E+000	1.12670E-006	4.08530E+000	3.35181E-002	6.33000E-001	2.99500E-010	2.42800E-010
423	9	20	1	1.35000E-002	1.10000E-002	7.40000E-003	2.81000E-010	3.02770E-009	7.35776E+002	7.42219E+002	6.44290E+000	9.48900E-007	4.10710E+000	3.35651E-002	6.32400E-001	3.04200E-010	2.20300E-010
427	11	20	1	1.35000E-002	1.11000E-002	7.40000E-003	5.78400E-010	2.48210E-009	7.22092E+002	7.33769E+002	1.16775E+001	1.15010E-006	4.09760E+000	3.43571E-002	6.32300E-001	2.19200E-010	1.41400E-010
431	13	20	1	1.36000E-002	1.11000E-002	7.40000E-003	3.58300E-010	2.61090E-009	7.02518E+002	7.21309E+002	1.87912E+001	1.37130E-006	4.07690E+000	3.43667E-002	6.32300E-001	2.92900E-010	1.04200E-010
435	15	20	1	1.35000E-002	1.11000E-002	7.40000E-003	6.67300E-010	2.60850E-009	7.20534E+002	7.31053E+002	1.05193E+001	1.11840E-006	4.09020E+000	3.38519E-002	6.32900E-001	1.08930E-009	1.86200E-010
439	17	20	1	1.35000E-002	1.10000E-002	7.40000E-003	8.03200E-010	1.91310E-009	7.21426E+002	7.31304E+002	9.87800E+000	1.13960E-006	4.08290E+000	3.36534E-002	6.32600E-001	7.26000E-011	2.25700E-010
443	19	20	1	1.35000E-002	1.11000E-002	7.40000E-003	7.58700E-010	2.08870E-009	7.20175E+002	7.34544E+002	1.43689E+001	1.14980E-006	4.13230E+000	3.36164E-002	6.32200E-001	7.76700E-010	3.61000E-011
447	21	20	1	1.35000E-002	1.11000E-002	7.50000E-003	8.20000E-011	2.12610E-009	7.27956E+002	7.38224E+002	1.02677E+001	1.02180E-006	4.15190E+000	3.32018E-002	6.32900E-001	8.87500E-010	3.14200E-010
