Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	17
Date	2025/03/03
Time	02:21:10

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	0.000E+00	4.500E-07	7.390E-07	7.640E+02	7.686E+02	4.600E+00	6.900E-09	3.304E+00	3.127E-01	7.630E-01	8.050E-08	8.900E-08	2.700E-09	
12	59	11	1	0.000E+00	1.000E-08	4.260E-07	5.230E-07	7.680E+02	7.704E+02	2.400E+00	6.900E-09	3.290E+00	3.131E-01	7.630E-01	7.490E-08	6.490E-08	2.500E-09	
13	65	11	1	0.000E+00	1.000E-08	4.470E-07	6.900E-07	7.722E+02	7.747E+02	2.500E+00	6.700E-09	3.292E+00	3.141E-01	7.640E-01	7.710E-08	7.650E-08	2.700E-09	
14	71	11	1	0.000E+00	0.000E+00	4.340E-07	6.050E-07	7.511E+02	7.570E+02	5.900E+00	6.500E-09	3.336E+00	3.177E-01	7.640E-01	7.590E-08	6.480E-08	2.100E-09	
15	47	13	1	0.000E+00	0.000E+00	4.440E-07	5.540E-07	7.482E+02	7.558E+02	7.600E+00	6.900E-09	3.306E+00	3.119E-01	7.630E-01	7.670E-08	6.980E-08	2.300E-09	
16	47	15	1	0.000E+00	0.000E+00	5.250E-07	5.160E-07	7.402E+02	7.486E+02	8.400E+00	6.900E-09	3.303E+00	3.109E-01	7.630E-01	8.590E-08	6.550E-08	2.500E-09	
17	17	17	1	0.000E+00	0.000E+00	4.840E-07	5.860E-07	7.638E+02	7.691E+02	5.300E+00	6.800E-09	3.417E+00	3.098E-01	7.640E-01	8.240E-08	7.470E-08	2.700E-09	
18	23	17	1	0.000E+00	0.000E+00	6.350E-07	5.840E-07	7.642E+02	7.685E+02	4.300E+00	6.900E-09	3.364E+00	3.084E-01	7.630E-01	9.730E-08	7.630E-08	2.800E-09	
19	29	17	1	0.000E+00	0.000E+00	4.690E-07	5.860E-07	7.491E+02	7.565E+02	7.400E+00	7.000E-09	3.350E+00	3.091E-01	7.640E-01	8.100E-08	6.990E-08	2.500E-09	
20	35	17	1	0.000E+00	0.000E+00	4.390E-07	5.500E-07	7.409E+02	7.498E+02	8.900E+00	7.000E-09	3.314E+00	3.095E-01	7.620E-01	7.570E-08	6.670E-08	2.600E-09	
21	41	17	1	0.000E+00	0.000E+00	4.300E-07	5.180E-07	7.342E+02	7.448E+02	1.060E+01	7.000E-09	3.320E+00	3.098E-01	7.630E-01	7.330E-08	6.420E-08	2.400E-09	
22	47	17	1	0.000E+00	0.000E+00	4.300E-07	7.440E-07	7.316E+02	7.410E+02	9.400E+00	7.000E-09	3.286E+00	3.109E-01	7.620E-01	7.630E-08	8.270E-08	2.500E-09	
23	53	17	1	0.000E+00	0.000E+00	4.420E-07	7.570E-07	7.388E+02	7.479E+02	9.100E+00	7.200E-09	3.262E+00	3.104E-01	7.620E-01	7.740E-08	1.229E-07	2.500E-09	
24	59	17	1	0.000E+00	0.000E+00	4.470E-07	1.012E-06	7.372E+02	7.453E+02	8.100E+00	7.000E-09	3.260E+00	3.112E-01	7.620E-01	7.830E-08	1.289E-07	2.500E-09	
25	65	17	1	0.000E+00	0.000E+00	5.670E-07	5.180E-07	7.498E+02	7.567E+02	6.900E+00	6.800E-09	3.249E+00	3.115E-01	7.620E-01	9.600E-08	6.380E-08	2.400E-09	
26	71	17	1	0.000E+00	1.000E-08	4.460E-07	6.040E-07	7.607E+02	7.655E+02	4.800E+00	7.100E-09	3.253E+00	3.123E-01	7.620E-01	7.770E-08	7.620E-08	2.500E-09	
27	77	17	1	0.000E+00	0.000E+00	6.730E-07	6.450E-07	7.679E+02	7.732E+02	5.300E+00	6.700E-09	3.267E+00	3.145E-01	7.620E-01	1.080E-07	7.350E-08	2.500E-09	
28	47	19	1	0.000E+00	0.000E+00	4.360E-07	5.240E-07	7.269E+02	7.358E+02	8.900E+00	7.100E-09	3.268E+00	3.097E-01	7.610E-01	7.690E-08	6.470E-08	2.500E-09	
29	47	21	1	0.000E+00	0.000E+00	7.690E-07	5.390E-07	7.292E+02	7.373E+02	8.100E+00	7.100E-09	3.300E+00	3.072E-01	7.620E-01	1.207E-07	6.680E-08	2.500E-09	
30	11	23	1	0.000E+00	0.000E+00	8.880E-07	5.680E-07	7.679E+02	7.714E+02	3.500E+00	6.700E-09	3.449E+00	3.051E-01	7.640E-01	1.325E-07	7.100E-08	2.500E-09	
31	17	23	1	0.000E+00	0.000E+00	5.470E-07	6.000E-07	7.572E+02	7.632E+02	6.000E+00	6.800E-09	3.400E+00	3.053E-01	7.630E-01	8.740E-08	7.830E-08	2.900E-09	
32	23	23	1	0.000E+00	0.000E+00	4.780E-07	5.690E-07	7.382E+02	7.476E+02	9.400E+00	7.100E-09	3.365E+00	3.054E-01	7.620E-01	8.340E-08	7.470E-08	2.500E-09	
33	29	23	1	0.000E+00	0.000E+00	5.740E-07	6.520E-07	7.284E+02	7.381E+02	9.700E+00	7.000E-09	3.352E+00	3.057E-01	7.630E-01	1.059E-07	9.050E-08	2.400E-09	
34	35	23	1	0.000E+00	0.000E+00	4.510E-07	5.320E-07	7.256E+02	7.353E+02	9.700E+00	7.000E-09	3.334E+00	3.062E-01	7.630E-01	8.050E-08	6.560E-08	2.400E-09	
35	41	23	1	0.000E+00	0.000E+00	4.370E-07	5.100E-07	7.266E+02	7.356E+02	9.000E+00	7.100E-09	3.328E+00	3.058E-01	7.630E-01	7.660E-08	6.460E-08	2.500E-09	
36	47	23	1	0.000E+00	0.000E+00	7.350E-07	5.390E-07	7.255E+02	7.339E+02	8.400E+00	7.000E-09	3.294E+00	3.068E-01	7.620E-01	1.141E-07	6.890E-08	2.400E-09	
37	53	23	1	0.000E+00	0.000E+00	4.850E-07	8.470E-07	7.276E+02	7.370E+02	9.400E+00	7.200E-09	3.286E+00	3.075E-01	7.630E-01	8.790E-08	1.347E-07	2.400E-09	
38	59	23	1	0.000E+00	0.000E+00	6.490E-07	6.420E-07	7.278E+02	7.361E+02	8.300E+00	7.200E-09	3.262E+00	3.078E-01	7.620E-01	1.213E-07	7.510E-08	2.500E-09	
39	65	23	1	0.000E+00	0.000E+00	6.160E-07	5.820E-07	7.329E+02	7.414E+02	8.500E+00	6.900E-09	3.254E+00	3.087E-01	7.620E-01	9.150E-08	6.900E-08	2.600E-09	
40	71	23	1	0.000E+00	0.000E+00	4.290E-07	5.130E-07	7.453E+02	7.516E+02	6.300E+00	6.800E-09	3.238E+00	3.090E-01	7.630E-01	7.410E-08	6.320E-08	2.400E-09	
41	77	23	1	0.000E+00	0.000E+00	4.340E-07	5.350E-07	7.614E+02	7.651E+02	3.700E+00	7.000E-09	3.250E+00	3.099E-01	7.620E-01	7.410E-08	6.540E-08	2.400E-09	
42	83	23	1	0.000E+00	0.000E+00	4.400E-07	5.060E-07	7.740E+02	7.759E+02	1.900E+00	6.900E-09	3.275E+00	3.098E-01	7.630E-01	7.670E-08	6.400E-08	2.500E-09	
43	47	25	1	0.000E+00	0.000E+00	5.910E-07	5.420E-07	7.260E+02	7.344E+02	8.400E+00	7.100E-09	3.297E+00	3.063E-01	7.630E-01	9.250E-08	6.570E-08	2.500E-09	
44	47	27	1	0.000E+00	0.000E+00	4.490E-07	1.002E-06	7.249E+02	7.331E+02	8.200E+00	7.100E-09	3.283E+00	3.054E-01	7.620E-01	7.740E-08	1.220E-07	2.500E-09	
45	5	29	1	0.000E+00	0.000E+00	6.990E-07	5.900E-07	7.459E+02	7.492E+02	3.300E+00	6.900E-09	3.476E+00	2.998E-01	7.640E-01	1.141E-07	7.530E-08	2.700E-09	
46	11	29	1	0.000E+00	0.000E+00	4.770E-07	7.810E-07	7.722E+02	7.737E+02	1.500E+00	6.800E-09	3.378E+00	3.015E-01	7.630E-01	8.480E-08	1.073E-07	2.700E-09	
47	17	29	1	0.000E+00	0.000E+00	5.770E-07	5.630E-07	7.515E+02	7.580E+02	6.500E+00	7.100E-09	3.364E+00	3.037E-01	7.620E-01	1.051E-07	7.120E-08	2.900E-09	
48	23	29	1	0.000E+00	0.000E+00	4.600E-07	5.510E-07	7.349E+02	7.434E+02	8.500E+00	7.000E-09	3.333E+00	3.028E-01	7.620E-01	8.120E-08	6.950E-08	2.600E-09	
49	29	29	1	0.000E+00	0.000E+00	6.330E-07	5.290E-07	7.238E+02	7.339E+02	1.010E+01	7.100E-09	3.338E+00	3.042E-01	7.620E-01	1.031E-07	6.520E-08	2.600E-09	
50	35	29	1	0.000E+00	0.000E+00	4.160E-07	6.180E-07	7.268E+02	7.351E+02	8.300E+00	6.900E-09	3.307E+00	3.039E-01	7.620E-01	7.040E-08	7.040E-08	2.500E-09	
51	41	29	1	0.000E+00	0.000E+00	4.140E-07	5.070E-07	7.265E+02	7.354E+02	8.900E+00	7.100E-09	3.294E+00	3.043E-01	7.620E-01	7.270E-08	6.300E-08	2.500E-09	
52	47	29	1	0.000E+00	0.000E+00	4.420E-07	5.360E-07	7.261E+02	7.332E+02	7.100E+00	7.300E-09	3.267E+00	3.043E-01	7.620E-01	7.620E-08	6.490E-08	2.500E-09	
53	53	29	1	0.000E+00	0.000E+00	4.880E-07	5.170E-07	7.302E+02	7.368E+02	6.600E+00	7.200E-09	3.228E+00	3.048E-01	7.620E-01	8.630E-08	6.420E-08	2.300E-09	
54	59	29	1	0.000E+00	0.000E+00	4.230E-07	5.140E-07	7.274E+02	7.348E+02	7.400E+00	7.100E-09	3.240E+00	3.065E-01	7.620E-01	7.340E-08	6.400E-08	2.400E-09	
55	65	29	1	0.000E+00	0.000E+00	4.670E-07	5.190E-07	7.330E+02	7.407E+02	7.700E+00	7.100E-09	3.218E+00	3.066E-01	7.620E-01	8.100E-08	6.340E-08	2.400E-09	
56	71	29	1	0.000E+00	0.000E+00	5.410E-07	5.010E-07	7.371E+02	7.443E+02	7.200E+00	7.200E-09	3.231E+00	3.071E-01	7.620E-01	9.570E-08	6.320E-08	2.500E-09	
57	77	29	1	0.000E+00	0.000E+00	4.270E-07	5.100E-07	7.562E+02	7.606E+02	4.400E+00	6.900E-09	3.217E+00	3.079E-01	7.620E-01	7.450E-08	6.250E-08	2.600E-09	
58	83	29	1	0.000E+00	0.000E+00	4.340E-07	5.270E-07	7.729E+02	7.745E+02	1.600E+00	6.900E-09	3.252E+00	3.079E-01	7.620E-01	7.550E-08	6.510E-08	2.700E-09	
59	89	29	1	0.000E+00	0.000E+00	4.940E-07	6.790E-07	7.543E+02	7.577E+02	3.400E+00	6.800E-09	3.334E+00	3.078E-01	7.640E-01	8.160E-08	8.940E-08	2.600E-09	
60	47	31	1	0.000E+00	0.000E+00	4.480E-07	5.380E-07	7.293E+02	7.339E+02	4.600E+00	7.400E-09	3.294E+00	3.011E-01	7.630E-01	7.950E-08	6.460E-08	2.500E-09	
61	47	33	1	0.000E+00	0.000E+00	5.490E-07	5.140E-07	7.266E+02	7.326E+02	6.000E+00	7.500E-09	3.292E+00	3.018E-01	7.620E-01	1.020E-07	6.560E-08	2.700E-09	
62	5	35	1	0.000E+00	0.000E+00	5.190E-07	7.390E-07	7.579E+02	7.609E+02	3.000E+00	6.700E-09	3.511E+00	3.015E-01	7.640E-01	9.130E-08	1.079E-07	2.700E-09	
63	7	35	1	0.000E+00	1.000E-08	5.020E-07	5.690E-07	7.739E+02	7.767E+02	2.800E+00	6.700E-09	3.470E+00	3.018E-01	7.640E-01	8.660E-08	7.420E-08	2.600E-09	
64	9	35	1	0.000E+00	0.000E+00	5.160E-07	5.840E-07	7.767E+02	7.781E+02	1.400E+00	6.900E-09	3.425E+00	3.020E-01	7.630E-01	8.880E-08	7.790E-08	2.600E-09	
65	11	35	1	0.000E+00	0.000E+00	4.880E-07	5.870E-07	7.732E+02	7.750E+02	1.800E+00	6.800E-09	3.413E+00	3.016E-01	7.630E-01	8.590E-08	7.760E-08	2.700E-09	
66	13	35	1	0.000E+00	0.000E+00	5.050E-07	6.740E-07	7.686E+02	7.715E+02	2.900E+00	6.900E-09	3.408E+00	3.013E-01	7.630E-01	8.880E-08	9.120E-08	2.800E-09	
67	15	35	1	0.000E+00	0.000E+00	4.860E-07	5.820E-07	7.613E+02	7.661E+02	4.800E+00	6.900E-09	3.407E+00	3.008E-01	7.630E-01	8.530E-08	7.490E-08	2.800E-09	
68	17	35	1	0.000E+00	0.000E+00	4.820E-07	5.740E-07	7.522E+02	7.595E+02	7.300E+00	6.900E-09	3.400E+00	3.007E-01	7.640E-01	8.490E-08	7.430E-08	2.800E-09	
69	19	35	1	0.000E+00	0.000E+00	4.890E-07	5.940E-07	7.462E+02	7.548E+02	8.600E+00	6.900E-09	3.399E+00	3.014E-01	7.640E-01	8.390E-08	7.660E-08	2.800E-09	
70	21	35	1	0.000E+00	0.000E+00	4.890E-07	5.530E-07	7.417E+02	7.499E+02	8.200E+00	7.200E-09	3.381E+00	3.012E-01	7.620E-01	8.400E-08	7.070E-08	2.700E-09	
71	23	35	1	0.000E+00	0.000E+00	4.650E-07	6.820E-07	7.372E+02	7.454E+02	8.200E+00	7.200E-09	3.376E+00	3.015E-01	7.630E-01	8.050E-08	7.730E-08	2.600E-09	
72	25	35	1	0.000E+00	0.000E+00	4.790E-07	6.420E-07	7.358E+02	7.440E+02	8.200E+00	7.200E-09	3.373E+00	3.012E-01	7.620E-01	8.350E-08	8.040E-08	2.600E-09	
73	27	35	1	0.000E+00	0.000E+00	4.350E-07	5.520E-07	7.338E+02	7.418E+02	8.000E+00	7.100E-09	3.369E+00	3.011E-01	7.620E-01	7.700E-08	7.530E-08	2.700E-09	
74	29	35	1	0.000E+00	0.000E+00	4.630E-07	4.930E-07	7.306E+02	7.395E+02	8.900E+00	7.000E-09	3.368E+00	3.018E-01	7.620E-01	7.720E-08	6.170E-08	2.600E-09	
75	31	35	1	0.000E+00	0.000E+00	4.540E-07	5.230E-07	7.331E+02	7.415E+02	8.400E+00	6.900E-09	3.357E+00	3.017E-01	7.620E-01	7.400E-08	6.350E-08	2.500E-09	
76	33	35	1	0.000E+00	1.000E-08	4.230E-07	5.200E-07	7.302E+02	7.383E+02	8.100E+00	6.900E-09	3.355E+00	3.018E-01	7.630E-01	7.210E-08	6.260E-08	2.500E-09	
77	35	35	1	0.000E+00	0.000E+00	4.250E-07	7.390E-07	7.299E+02	7.379E+02	8.000E+00	7.000E-09	3.347E+00	3.015E-01	7.620E-01	7.290E-08	9.730E-08	2.500E-09	
78	37	35	1	0.000E+00	0.000E+00	4.400E-07	5.560E-07	7.288E+02	7.361E+02	7.300E+00	7.000E-09	3.335E+00	3.018E-01	7.620E-01	7.520E-08	6.690E-08	2.500E-09	
79	39	35	1	0.000E+00	0.000E+00	7.220E-07	5.190E-07	7.267E+02	7.345E+02	7.800E+00	7.100E-09	3.326E+00	3.023E-01	7.620E-01	1.087E-07	6.840E-08	2.500E-09	
80	41	35	1	0.000E+00	0.000E+00	4.460E-07	5.380E-07	7.255E+02	7.339E+02	8.400E+00	7.200E-09	3.320E+00	3.021E-01	7.640E-01	7.650E-08	6.660E-08	2.500E-09	
81	43	35	1	0.000E+00	0.000E+00	4.370E-07	5.500E-07	7.268E+02	7.335E+02	6.700E+00	7.300E-09	3.297E+00	3.019E-01	7.620E-01	7.660E-08	6.640E-08	2.600E-09	
82	45	35	1	0.000E+00	0.000E+00	4.540E-07	5.840E-07	7.271E+02	7.330E+02	5.900E+00	7.200E-09	3.287E+00	3.011E-01	7.620E-01	7.710E-08	7.410E-08	2.500E-09	
83	47	35	1	0.000E+00	1.000E-08	5.070E-07	6.180E-07	7.280E+02	7.331E+02	5.100E+00	7.300E-09	3.287E+00	3.009E-01	7.620E-01	8.830E-08	7.730E-08	2.500E-09	
84	49	35	1	0.000E+00	0.000E+00	4.540E-07	7.560E-07	7.262E+02	7.329E+02	6.700E+00	7.200E-09	3.272E+00	3.023E-01	7.620E-01	7.820E-08	1.046E-07	2.400E-09	
85	51	35	1	0.000E+00	0.000E+00	6.180E-07	5.350E-07	7.253E+02	7.326E+02	7.300E+00	7.200E-09	3.272E+00	3.027E-01	7.620E-01	9.870E-08	6.830E-08	2.400E-09	
86	53	35	1	0.000E+00	0.000E+00	4.590E-07	5.550E-07	7.266E+02	7.338E+02	7.200E+00	7.200E-09	3.257E+00	3.036E-01	7.620E-01	7.770E-08	7.570E-08	2.400E-09	
87	55	35	1	0.000E+00	0.000E+00	7.860E-07	6.770E-07	7.272E+02	7.346E+02	7.400E+00	7.200E-09	3.264E+00	3.039E-01	7.620E-01	1.353E-07	9.100E-08	2.500E-09	
88	57	35	1	0.000E+00	0.000E+00	6.950E-07	5.620E-07	7.297E+02	7.364E+02	6.700E+00	7.100E-09	3.263E+00	3.037E-01	7.620E-01	1.065E-07	6.840E-08	2.500E-09	
89	59	35	1	0.000E+00	0.000E+00	4.350E-07	4.880E-07	7.302E+02	7.374E+02	7.200E+00	7.000E-09	3.264E+00	3.038E-01	7.620E-01	7.430E-08	6.120E-08	2.400E-09	
90	61	35	1	0.000E+00	1.000E-08	4.260E-07	4.870E-07	7.302E+02	7.381E+02	7.900E+00	7.000E-09	3.260E+00	3.044E-01	7.620E-01	7.550E-08	6.050E-08	2.300E-09	
91	63	35	1	0.000E+00	0.000E+00	4.100E-07	5.740E-07	7.318E+02	7.401E+02	8.300E+00	7.100E-09	3.257E+00	3.044E-01	7.620E-01	7.220E-08	7.880E-08	2.300E-09	
92	65	35	1	0.000E+00	0.000E+00	4.480E-07	5.060E-07	7.320E+02	7.402E+02	8.200E+00	7.100E-09	3.241E+00	3.055E-01	7.630E-01	7.720E-08	6.270E-08	2.700E-09	
93	67	35	1	0.000E+00	1.000E-08	9.060E-07	5.070E-07	7.340E+02	7.413E+02	7.300E+00	7.100E-09	3.243E+00	3.049E-01	7.620E-01	1.607E-07	6.350E-08	2.400E-09	
94	69	35	1	0.000E+00	0.000E+00	4.470E-07	4.910E-07	7.370E+02	7.441E+02	7.100E+00	7.100E-09	3.243E+00	3.054E-01	7.620E-01	7.710E-08	6.210E-08	2.400E-09	
95	71	35	1	0.000E+00	0.000E+00	4.320E-07	5.290E-07	7.402E+02	7.471E+02	6.900E+00	6.900E-09	3.236E+00	3.052E-01	7.620E-01	7.640E-08	6.520E-08	2.500E-09	
96	73	35	1	0.000E+00	0.000E+00	5.170E-07	5.100E-07	7.444E+02	7.508E+02	6.400E+00	7.000E-09	3.243E+00	3.053E-01	7.620E-01	9.380E-08	6.460E-08	2.400E-09	
97	75	35	1	0.000E+00	0.000E+00	4.490E-07	5.530E-07	7.510E+02	7.559E+02	4.900E+00	6.900E-09	3.234E+00	3.059E-01	7.620E-01	7.700E-08	6.600E-08	2.600E-09	
98	77	35	1	0.000E+00	0.000E+00	4.490E-07	7.670E-07	7.558E+02	7.600E+02	4.200E+00	7.100E-09	3.239E+00	3.055E-01	7.620E-01	7.710E-08	1.024E-07	2.500E-09	
99	79	35	1	0.000E+00	0.000E+00	4.410E-07	5.730E-07	7.638E+02	7.658E+02	2.000E+00	7.100E-09	3.242E+00	3.056E-01	7.620E-01	7.690E-08	7.120E-08	2.800E-09	
100	81	35	1	0.000E+00	0.000E+00	4.990E-07	6.140E-07	7.689E+02	7.705E+02	1.600E+00	7.200E-09	3.243E+00	3.055E-01	7.620E-01	8.930E-08	8.480E-08	2.700E-09	
101	83	35	1	0.000E+00	1.000E-08	4.180E-07	5.100E-07	7.733E+02	7.747E+02	1.400E+00	7.100E-09	3.254E+00	3.055E-01	7.620E-01	7.490E-08	6.290E-08	2.700E-09	
102	85	35	1	0.000E+00	0.000E+00	4.430E-07	6.680E-07	7.775E+02	7.790E+02	1.500E+00	7.000E-09	3.280E+00	3.063E-01	7.620E-01	7.600E-08	8.820E-08	2.700E-09	
103	87	35	1	0.000E+00	0.000E+00	4.360E-07	5.130E-07	7.801E+02	7.820E+02	1.900E+00	6.900E-09	3.307E+00	3.073E-01	7.630E-01	7.480E-08	6.290E-08	2.700E-09	
104	89	35	1	0.000E+00	0.000E+00	4.410E-07	5.260E-07	7.698E+02	7.730E+02	3.200E+00	6.900E-09	3.355E+00	3.074E-01	7.640E-01	7.790E-08	6.570E-08	2.600E-09	
105	91	35	1	0.000E+00	0.000E+00	4.510E-07	6.170E-07	7.576E+02	7.606E+02	3.000E+00	2.150E-08	3.423E+00	2.974E-01	7.660E-01	7.870E-08	9.210E-08	1.040E-08	
106	47	37	1	0.000E+00	0.000E+00	4.420E-07	5.270E-07	7.274E+02	7.337E+02	6.300E+00	7.500E-09	3.266E+00	3.017E-01	7.620E-01	7.780E-08	6.700E-08	2.700E-09	
107	47	39	1	0.000E+00	0.000E+00	5.020E-07	5.570E-07	7.282E+02	7.352E+02	7.000E+00	7.100E-09	3.260E+00	3.020E-01	7.620E-01	8.150E-08	6.890E-08	2.600E-09	
108	5	41	1	0.000E+00	0.000E+00	5.220E-07	6.060E-07	7.527E+02	7.563E+02	3.600E+00	6.900E-09	3.544E+00	2.997E-01	7.660E-01	9.170E-08	8.170E-08	2.900E-09	
109	11	41	1	0.000E+00	0.000E+00	5.750E-07	7.060E-07	7.787E+02	7.802E+02	1.500E+00	6.800E-09	3.432E+00	3.013E-01	7.640E-01	9.730E-08	8.410E-08	2.900E-09	
110	17	41	1	0.000E+00	0.000E+00	6.600E-07	6.440E-07	7.610E+02	7.659E+02	4.900E+00	7.000E-09	3.406E+00	3.004E-01	7.640E-01	1.189E-07	8.100E-08	2.800E-09	
111	23	41	1	0.000E+00	0.000E+00	5.470E-07	5.690E-07	7.471E+02	7.535E+02	6.400E+00	6.900E-09	3.381E+00	2.993E-01	7.630E-01	9.100E-08	7.520E-08	2.800E-09	
112	29	41	1	0.000E+00	1.000E-08	4.600E-07	5.770E-07	7.416E+02	7.478E+02	6.200E+00	6.900E-09	3.371E+00	2.991E-01	7.630E-01	7.610E-08	6.450E-08	2.900E-09	
113	35	41	1	0.000E+00	0.000E+00	4.260E-07	5.510E-07	7.364E+02	7.430E+02	6.600E+00	7.000E-09	3.353E+00	2.998E-01	7.620E-01	7.260E-08	6.430E-08	2.700E-09	
114	41	41	1	0.000E+00	0.000E+00	4.540E-07	5.910E-07	7.346E+02	7.407E+02	6.100E+00	7.100E-09	3.328E+00	2.996E-01	7.630E-01	7.850E-08	7.040E-08	2.800E-09	
115	47	41	1	0.000E+00	0.000E+00	6.750E-07	5.420E-07	7.336E+02	7.391E+02	5.500E+00	7.200E-09	3.290E+00	3.013E-01	7.630E-01	1.165E-07	6.710E-08	2.700E-09	
116	53	41	1	0.000E+00	0.000E+00	5.540E-07	6.210E-07	7.359E+02	7.411E+02	5.200E+00	7.200E-09	3.272E+00	3.016E-01	7.620E-01	9.260E-08	7.880E-08	3.000E-09	
117	59	41	1	0.000E+00	0.000E+00	5.580E-07	5.560E-07	7.374E+02	7.435E+02	6.100E+00	7.100E-09	3.266E+00	3.029E-01	7.630E-01	9.780E-08	6.890E-08	2.700E-09	
118	65	41	1	0.000E+00	1.000E-08	4.250E-07	6.860E-07	7.415E+02	7.483E+02	6.800E+00	7.100E-09	3.247E+00	3.041E-01	7.630E-01	7.500E-08	7.630E-08	3.100E-09	
119	71	41	1	0.000E+00	0.000E+00	5.440E-07	5.080E-07	7.496E+02	7.548E+02	5.200E+00	7.200E-09	3.239E+00	3.032E-01	7.630E-01	8.610E-08	6.470E-08	3.000E-09	
120	77	41	1	0.000E+00	1.000E-08	4.350E-07	5.730E-07	7.644E+02	7.661E+02	1.700E+00	7.300E-09	3.250E+00	3.022E-01	7.620E-01	7.900E-08	7.510E-08	2.800E-09	
121	83	41	1	0.000E+00	0.000E+00	4.440E-07	5.340E-07	7.737E+02	7.754E+02	1.700E+00	7.400E-09	3.280E+00	3.030E-01	7.640E-01	7.800E-08	6.650E-08	2.800E-09	
122	89	41	1	0.000E+00	0.000E+00	5.250E-07	5.170E-07	7.682E+02	7.715E+02	3.300E+00	6.900E-09	3.416E+00	3.038E-01	7.640E-01	8.030E-08	6.560E-08	2.800E-09	
123	47	43	1	0.000E+00	0.000E+00	4.660E-07	6.930E-07	7.333E+02	7.407E+02	7.400E+00	7.000E-09	3.283E+00	3.020E-01	7.620E-01	7.790E-08	7.670E-08	2.600E-09	
124	47	45	1	0.000E+00	1.000E-08	4.220E-07	5.040E-07	7.368E+02	7.445E+02	7.700E+00	7.000E-09	3.286E+00	3.022E-01	7.620E-01	7.440E-08	6.210E-08	2.500E-09	
