Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	6
Date	2025/03/03
Time	00:52:09

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
12	59	11	1	0.000E+00	0.000E+00	3.700E-07	6.110E-07	7.519E+02	7.546E+02	2.700E+00	6.900E-09	3.288E+00	3.131E-01	7.620E-01	6.450E-08	6.920E-08	2.400E-09	
13	65	11	1	0.000E+00	0.000E+00	6.080E-07	8.030E-07	7.567E+02	7.595E+02	2.800E+00	6.700E-09	3.279E+00	3.127E-01	7.620E-01	1.006E-07	1.305E-07	2.400E-09	
14	71	11	1	0.000E+00	0.000E+00	3.760E-07	4.300E-07	7.454E+02	7.485E+02	3.100E+00	6.800E-09	3.321E+00	3.133E-01	7.630E-01	6.500E-08	5.230E-08	2.500E-09	
15	47	13	1	0.000E+00	0.000E+00	3.970E-07	7.370E-07	7.332E+02	7.387E+02	5.500E+00	7.000E-09	3.316E+00	3.139E-01	7.620E-01	6.780E-08	1.135E-07	2.300E-09	
16	47	15	1	0.000E+00	0.000E+00	3.760E-07	4.730E-07	7.289E+02	7.347E+02	5.800E+00	7.000E-09	3.303E+00	3.132E-01	7.620E-01	6.400E-08	5.520E-08	2.200E-09	
17	17	17	1	0.000E+00	0.000E+00	3.720E-07	1.195E-06	7.604E+02	7.631E+02	2.700E+00	6.800E-09	3.417E+00	3.124E-01	7.620E-01	6.400E-08	1.819E-07	2.500E-09	
18	23	17	1	0.000E+00	0.000E+00	3.800E-07	5.270E-07	7.535E+02	7.565E+02	3.000E+00	6.700E-09	3.363E+00	3.122E-01	7.620E-01	6.390E-08	5.970E-08	2.500E-09	
19	29	17	1	0.000E+00	0.000E+00	7.950E-07	5.590E-07	7.375E+02	7.427E+02	5.200E+00	7.100E-09	3.355E+00	3.125E-01	7.620E-01	1.287E-07	6.600E-08	2.400E-09	
20	35	17	1	0.000E+00	0.000E+00	4.090E-07	4.680E-07	7.254E+02	7.319E+02	6.500E+00	7.200E-09	3.307E+00	3.133E-01	7.620E-01	7.180E-08	5.610E-08	2.500E-09	
21	41	17	1	0.000E+00	0.000E+00	3.920E-07	4.870E-07	7.228E+02	7.303E+02	7.500E+00	7.200E-09	3.319E+00	3.136E-01	7.620E-01	6.620E-08	6.060E-08	2.300E-09	
22	47	17	1	0.000E+00	0.000E+00	6.000E-07	5.960E-07	7.216E+02	7.278E+02	6.200E+00	7.300E-09	3.289E+00	3.132E-01	7.610E-01	1.003E-07	7.600E-08	2.400E-09	
23	53	17	1	0.000E+00	1.000E-08	3.930E-07	6.750E-07	7.291E+02	7.353E+02	6.200E+00	7.300E-09	3.275E+00	3.129E-01	7.600E-01	6.930E-08	8.510E-08	2.500E-09	
24	59	17	1	0.000E+00	0.000E+00	5.720E-07	4.570E-07	7.271E+02	7.321E+02	5.000E+00	7.300E-09	3.268E+00	3.126E-01	7.610E-01	9.210E-08	5.680E-08	2.400E-09	
25	65	17	1	0.000E+00	0.000E+00	3.820E-07	4.770E-07	7.359E+02	7.411E+02	5.200E+00	7.100E-09	3.252E+00	3.120E-01	7.610E-01	6.640E-08	5.760E-08	2.300E-09	
26	71	17	1	0.000E+00	0.000E+00	3.720E-07	4.130E-07	7.426E+02	7.457E+02	3.100E+00	6.900E-09	3.253E+00	3.125E-01	7.610E-01	6.340E-08	4.990E-08	2.400E-09	
27	77	17	1	0.000E+00	0.000E+00	4.360E-07	6.730E-07	7.486E+02	7.517E+02	3.100E+00	6.700E-09	3.268E+00	3.125E-01	7.610E-01	6.890E-08	8.950E-08	2.600E-09	
28	47	19	1	0.000E+00	0.000E+00	4.810E-07	4.710E-07	7.186E+02	7.244E+02	5.800E+00	7.300E-09	3.281E+00	3.123E-01	7.610E-01	7.910E-08	5.890E-08	2.500E-09	
29	47	21	1	0.000E+00	0.000E+00	4.260E-07	4.730E-07	7.229E+02	7.279E+02	5.000E+00	7.300E-09	3.318E+00	3.095E-01	7.620E-01	7.220E-08	5.630E-08	2.500E-09	
30	11	23	1	0.000E+00	0.000E+00	3.950E-07	4.870E-07	7.644E+02	7.661E+02	1.700E+00	6.800E-09	3.464E+00	3.071E-01	7.640E-01	6.680E-08	5.720E-08	2.600E-09	
31	17	23	1	0.000E+00	1.000E-08	4.150E-07	4.620E-07	7.546E+02	7.568E+02	2.200E+00	6.800E-09	3.414E+00	3.078E-01	7.630E-01	6.830E-08	5.620E-08	2.500E-09	
32	23	23	1	0.000E+00	0.000E+00	4.230E-07	5.030E-07	7.377E+02	7.420E+02	4.300E+00	7.200E-09	3.387E+00	3.092E-01	7.630E-01	7.230E-08	6.230E-08	2.500E-09	
33	29	23	1	0.000E+00	0.000E+00	5.730E-07	4.990E-07	7.253E+02	7.303E+02	5.000E+00	7.300E-09	3.370E+00	3.089E-01	7.620E-01	8.750E-08	6.420E-08	2.500E-09	
34	35	23	1	0.000E+00	0.000E+00	4.510E-07	6.620E-07	7.227E+02	7.282E+02	5.500E+00	7.400E-09	3.354E+00	3.092E-01	7.620E-01	7.300E-08	9.180E-08	2.300E-09	
35	41	23	1	0.000E+00	0.000E+00	4.220E-07	6.350E-07	7.225E+02	7.276E+02	5.100E+00	7.500E-09	3.345E+00	3.093E-01	7.630E-01	7.120E-08	8.170E-08	2.500E-09	
36	47	23	1	0.000E+00	0.000E+00	4.420E-07	4.840E-07	7.227E+02	7.277E+02	5.000E+00	7.400E-09	3.311E+00	3.089E-01	7.620E-01	7.250E-08	6.280E-08	2.500E-09	
37	53	23	1	0.000E+00	0.000E+00	5.970E-07	6.660E-07	7.232E+02	7.295E+02	6.300E+00	7.600E-09	3.299E+00	3.098E-01	7.620E-01	1.104E-07	9.390E-08	2.400E-09	
38	59	23	1	0.000E+00	0.000E+00	4.130E-07	4.650E-07	7.222E+02	7.273E+02	5.100E+00	7.700E-09	3.279E+00	3.093E-01	7.620E-01	7.120E-08	5.810E-08	2.600E-09	
39	65	23	1	0.000E+00	0.000E+00	4.150E-07	4.830E-07	7.250E+02	7.303E+02	5.300E+00	7.300E-09	3.265E+00	3.093E-01	7.620E-01	7.070E-08	6.170E-08	2.400E-09	
40	71	23	1	0.000E+00	0.000E+00	4.010E-07	5.990E-07	7.304E+02	7.349E+02	4.500E+00	7.200E-09	3.245E+00	3.093E-01	7.620E-01	6.910E-08	8.380E-08	2.500E-09	
41	77	23	1	0.000E+00	0.000E+00	4.220E-07	4.200E-07	7.435E+02	7.458E+02	2.300E+00	7.100E-09	3.254E+00	3.093E-01	7.620E-01	7.020E-08	5.210E-08	2.400E-09	
42	83	23	1	0.000E+00	0.000E+00	3.790E-07	3.910E-07	7.528E+02	7.553E+02	2.500E+00	6.800E-09	3.260E+00	3.084E-01	7.620E-01	6.410E-08	4.750E-08	2.500E-09	
43	47	25	1	0.000E+00	0.000E+00	4.480E-07	4.940E-07	7.262E+02	7.305E+02	4.300E+00	7.500E-09	3.308E+00	3.071E-01	7.620E-01	7.440E-08	6.400E-08	2.600E-09	
44	47	27	1	0.000E+00	0.000E+00	6.840E-07	5.000E-07	7.264E+02	7.307E+02	4.300E+00	7.900E-09	3.282E+00	3.070E-01	7.610E-01	1.072E-07	6.580E-08	2.700E-09	
45	5	29	1	0.000E+00	0.000E+00	3.900E-07	6.180E-07	7.508E+02	7.541E+02	3.300E+00	6.900E-09	3.483E+00	3.012E-01	7.640E-01	6.640E-08	6.960E-08	2.900E-09	
46	11	29	1	0.000E+00	0.000E+00	6.440E-07	4.550E-07	7.614E+02	7.629E+02	1.500E+00	7.000E-09	3.390E+00	3.049E-01	7.630E-01	9.750E-08	5.510E-08	2.500E-09	
47	17	29	1	0.000E+00	0.000E+00	4.180E-07	4.710E-07	7.441E+02	7.479E+02	3.800E+00	7.200E-09	3.375E+00	3.065E-01	7.620E-01	7.110E-08	5.870E-08	2.400E-09	
48	23	29	1	0.000E+00	0.000E+00	5.040E-07	4.920E-07	7.310E+02	7.352E+02	4.200E+00	7.400E-09	3.348E+00	3.065E-01	7.620E-01	7.860E-08	6.110E-08	2.700E-09	
49	29	29	1	0.000E+00	0.000E+00	4.070E-07	4.740E-07	7.252E+02	7.307E+02	5.500E+00	7.300E-09	3.348E+00	3.074E-01	7.620E-01	7.050E-08	6.020E-08	2.700E-09	
50	35	29	1	0.000E+00	0.000E+00	4.220E-07	4.920E-07	7.270E+02	7.312E+02	4.200E+00	7.400E-09	3.318E+00	3.082E-01	7.620E-01	7.200E-08	6.150E-08	2.500E-09	
51	41	29	1	0.000E+00	0.000E+00	4.440E-07	5.850E-07	7.286E+02	7.333E+02	4.700E+00	7.600E-09	3.298E+00	3.064E-01	7.610E-01	7.500E-08	7.850E-08	2.500E-09	
52	47	29	1	0.000E+00	0.000E+00	4.540E-07	5.120E-07	7.282E+02	7.315E+02	3.300E+00	7.800E-09	3.272E+00	3.059E-01	7.620E-01	7.730E-08	6.670E-08	2.600E-09	
53	53	29	1	0.000E+00	0.000E+00	4.990E-07	8.400E-07	7.298E+02	7.333E+02	3.500E+00	7.900E-09	3.243E+00	3.064E-01	7.620E-01	8.450E-08	1.131E-07	2.700E-09	
54	59	29	1	0.000E+00	0.000E+00	4.760E-07	5.060E-07	7.242E+02	7.282E+02	4.000E+00	7.700E-09	3.256E+00	3.065E-01	7.610E-01	7.900E-08	6.610E-08	2.700E-09	
55	65	29	1	0.000E+00	0.000E+00	4.150E-07	4.870E-07	7.274E+02	7.321E+02	4.700E+00	7.500E-09	3.237E+00	3.072E-01	7.620E-01	7.150E-08	6.030E-08	2.500E-09	
56	71	29	1	0.000E+00	0.000E+00	5.260E-07	4.510E-07	7.246E+02	7.292E+02	4.600E+00	7.400E-09	3.247E+00	3.082E-01	7.610E-01	8.960E-08	5.560E-08	2.500E-09	
57	77	29	1	0.000E+00	0.000E+00	3.790E-07	4.620E-07	7.378E+02	7.418E+02	4.000E+00	7.200E-09	3.245E+00	3.077E-01	7.620E-01	6.650E-08	5.790E-08	2.600E-09	
58	83	29	1	0.000E+00	0.000E+00	4.070E-07	4.050E-07	7.491E+02	7.512E+02	2.100E+00	6.900E-09	3.260E+00	3.082E-01	7.610E-01	6.660E-08	4.910E-08	2.500E-09	
59	89	29	1	0.000E+00	0.000E+00	3.580E-07	4.670E-07	7.206E+02	7.243E+02	3.700E+00	6.900E-09	3.347E+00	3.070E-01	7.630E-01	6.100E-08	5.680E-08	2.800E-09	
60	47	31	1	0.000E+00	0.000E+00	4.520E-07	5.310E-07	7.293E+02	7.308E+02	1.500E+00	8.100E-09	3.304E+00	3.026E-01	7.620E-01	7.790E-08	7.010E-08	2.900E-09	
61	47	33	1	0.000E+00	0.000E+00	8.730E-07	5.380E-07	7.288E+02	7.303E+02	1.500E+00	8.100E-09	3.303E+00	3.028E-01	7.630E-01	1.483E-07	6.810E-08	2.700E-09	
62	5	35	1	0.000E+00	0.000E+00	3.960E-07	4.720E-07	7.658E+02	7.689E+02	3.100E+00	6.800E-09	3.508E+00	3.019E-01	7.640E-01	6.850E-08	5.740E-08	3.000E-09	
63	7	35	1	0.000E+00	0.000E+00	4.810E-07	5.090E-07	7.688E+02	7.702E+02	1.400E+00	6.800E-09	3.481E+00	3.021E-01	7.640E-01	7.340E-08	6.210E-08	2.900E-09	
64	9	35	1	0.000E+00	0.000E+00	4.750E-07	4.700E-07	7.650E+02	7.665E+02	1.500E+00	6.800E-09	3.440E+00	3.025E-01	7.630E-01	7.770E-08	5.530E-08	2.800E-09	
65	11	35	1	0.000E+00	0.000E+00	4.130E-07	4.630E-07	7.617E+02	7.632E+02	1.500E+00	7.000E-09	3.428E+00	3.021E-01	7.630E-01	7.020E-08	5.770E-08	2.700E-09	
66	13	35	1	0.000E+00	0.000E+00	4.090E-07	4.800E-07	7.588E+02	7.603E+02	1.500E+00	7.100E-09	3.417E+00	3.032E-01	7.630E-01	7.320E-08	5.870E-08	2.800E-09	
67	15	35	1	0.000E+00	0.000E+00	5.530E-07	5.530E-07	7.532E+02	7.555E+02	2.300E+00	7.100E-09	3.419E+00	3.028E-01	7.630E-01	9.780E-08	6.930E-08	2.800E-09	
68	17	35	1	0.000E+00	0.000E+00	5.660E-07	4.840E-07	7.456E+02	7.494E+02	3.800E+00	7.200E-09	3.422E+00	3.040E-01	7.630E-01	8.660E-08	6.020E-08	2.700E-09	
69	19	35	1	0.000E+00	0.000E+00	4.170E-07	5.450E-07	7.419E+02	7.469E+02	5.000E+00	7.300E-09	3.422E+00	3.037E-01	7.630E-01	7.400E-08	7.360E-08	2.900E-09	
70	21	35	1	0.000E+00	0.000E+00	4.350E-07	4.740E-07	7.365E+02	7.410E+02	4.500E+00	7.200E-09	3.386E+00	3.040E-01	7.620E-01	7.400E-08	6.060E-08	2.700E-09	
71	23	35	1	0.000E+00	0.000E+00	4.220E-07	4.970E-07	7.337E+02	7.378E+02	4.100E+00	7.400E-09	3.378E+00	3.040E-01	7.620E-01	7.290E-08	6.120E-08	2.700E-09	
72	25	35	3	0.000E+00	99.99													
73	27	35	1	0.000E+00	1.000E-08	4.260E-07	4.910E-07	7.319E+02	7.358E+02	3.900E+00	7.400E-09	3.378E+00	3.036E-01	7.620E-01	7.300E-08	6.120E-08	2.700E-09	
74	29	35	1	0.000E+00	0.000E+00	4.290E-07	5.640E-07	7.302E+02	7.346E+02	4.400E+00	7.400E-09	3.380E+00	3.042E-01	7.630E-01	7.250E-08	6.880E-08	2.700E-09	
75	31	35	1	0.000E+00	0.000E+00	4.440E-07	4.800E-07	7.328E+02	7.375E+02	4.700E+00	7.500E-09	3.366E+00	3.037E-01	7.620E-01	7.510E-08	6.040E-08	2.700E-09	
76	33	35	1	0.000E+00	0.000E+00	4.290E-07	5.360E-07	7.316E+02	7.356E+02	4.000E+00	7.600E-09	3.359E+00	3.038E-01	7.620E-01	7.350E-08	7.370E-08	2.500E-09	
77	35	35	1	0.000E+00	0.000E+00	5.190E-07	5.590E-07	7.331E+02	7.361E+02	3.000E+00	7.800E-09	3.347E+00	3.027E-01	7.630E-01	8.770E-08	7.060E-08	2.900E-09	
78	37	35	1	0.000E+00	0.000E+00	4.640E-07	8.100E-07	7.327E+02	7.352E+02	2.500E+00	7.800E-09	3.337E+00	3.034E-01	7.620E-01	8.020E-08	1.101E-07	2.900E-09	
79	39	35	1	0.000E+00	0.000E+00	4.390E-07	6.240E-07	7.313E+02	7.340E+02	2.700E+00	7.900E-09	3.333E+00	3.034E-01	7.620E-01	7.540E-08	8.270E-08	2.900E-09	
80	41	35	1	0.000E+00	0.000E+00	4.540E-07	5.130E-07	7.303E+02	7.327E+02	2.400E+00	7.900E-09	3.336E+00	3.035E-01	7.630E-01	7.760E-08	6.680E-08	2.800E-09	
81	43	35	1	0.000E+00	0.000E+00	5.400E-07	5.390E-07	7.295E+02	7.314E+02	1.900E+00	8.100E-09	3.312E+00	3.034E-01	7.620E-01	8.950E-08	6.900E-08	2.800E-09	
82	45	35	1	0.000E+00	0.000E+00	4.600E-07	5.260E-07	7.290E+02	7.306E+02	1.600E+00	8.300E-09	3.297E+00	3.027E-01	7.620E-01	7.790E-08	6.660E-08	2.900E-09	
83	47	35	1	0.000E+00	0.000E+00	4.510E-07	5.810E-07	7.289E+02	7.305E+02	1.600E+00	8.100E-09	3.297E+00	3.019E-01	7.610E-01	8.030E-08	7.170E-08	3.000E-09	
84	49	35	1	0.000E+00	0.000E+00	4.520E-07	1.031E-06	7.293E+02	7.309E+02	1.600E+00	8.100E-09	3.290E+00	3.029E-01	7.620E-01	8.030E-08	1.506E-07	2.800E-09	
85	51	35	1	0.000E+00	0.000E+00	5.100E-07	5.490E-07	7.285E+02	7.311E+02	2.600E+00	7.900E-09	3.290E+00	3.039E-01	7.610E-01	8.370E-08	6.950E-08	2.800E-09	
86	53	35	1	0.000E+00	0.000E+00	9.050E-07	5.300E-07	7.298E+02	7.318E+02	2.000E+00	7.900E-09	3.274E+00	3.046E-01	7.620E-01	1.615E-07	7.110E-08	2.800E-09	
87	55	35	1	0.000E+00	1.000E-08	4.930E-07	5.290E-07	7.299E+02	7.324E+02	2.500E+00	8.000E-09	3.275E+00	3.050E-01	7.620E-01	8.960E-08	7.020E-08	2.900E-09	
88	57	35	1	0.000E+00	0.000E+00	5.590E-07	4.890E-07	7.305E+02	7.334E+02	2.900E+00	7.800E-09	3.270E+00	3.044E-01	7.620E-01	9.180E-08	6.350E-08	2.900E-09	
89	59	35	1	0.000E+00	0.000E+00	7.290E-07	5.130E-07	7.295E+02	7.326E+02	3.100E+00	7.700E-09	3.272E+00	3.049E-01	7.620E-01	1.249E-07	6.600E-08	2.800E-09	
90	61	35	1	0.000E+00	0.000E+00	5.400E-07	1.090E-06	7.268E+02	7.307E+02	3.900E+00	7.600E-09	3.274E+00	3.058E-01	7.620E-01	9.300E-08	1.455E-07	2.700E-09	
91	63	35	1	0.000E+00	0.000E+00	4.280E-07	5.080E-07	7.270E+02	7.324E+02	5.400E+00	7.600E-09	3.279E+00	3.052E-01	7.620E-01	7.370E-08	6.300E-08	2.500E-09	
92	65	35	1	0.000E+00	0.000E+00	3.990E-07	4.510E-07	7.258E+02	7.310E+02	5.200E+00	7.500E-09	3.262E+00	3.064E-01	7.620E-01	6.980E-08	5.860E-08	2.600E-09	
93	67	35	1	0.000E+00	0.000E+00	3.910E-07	4.610E-07	7.258E+02	7.303E+02	4.500E+00	7.400E-09	3.255E+00	3.056E-01	7.620E-01	6.920E-08	5.830E-08	2.500E-09	
94	69	35	1	0.000E+00	1.000E-08	4.550E-07	4.400E-07	7.267E+02	7.315E+02	4.800E+00	7.400E-09	3.255E+00	3.057E-01	7.620E-01	7.050E-08	5.500E-08	2.700E-09	
95	71	35	1	0.000E+00	0.000E+00	5.000E-07	4.550E-07	7.272E+02	7.317E+02	4.500E+00	7.300E-09	3.253E+00	3.057E-01	7.620E-01	7.930E-08	5.670E-08	2.500E-09	
96	73	35	1	0.000E+00	0.000E+00	3.930E-07	4.530E-07	7.281E+02	7.330E+02	4.900E+00	7.400E-09	3.264E+00	3.059E-01	7.620E-01	6.830E-08	5.530E-08	2.700E-09	
97	75	35	1	0.000E+00	0.000E+00	3.870E-07	4.550E-07	7.346E+02	7.401E+02	5.500E+00	7.300E-09	3.257E+00	3.064E-01	7.620E-01	6.500E-08	5.740E-08	2.800E-09	
98	77	35	1	0.000E+00	1.000E-08	3.830E-07	4.260E-07	7.367E+02	7.411E+02	4.400E+00	7.200E-09	3.260E+00	3.058E-01	7.620E-01	6.600E-08	5.240E-08	2.800E-09	
99	79	35	1	0.000E+00	0.000E+00	4.090E-07	5.610E-07	7.441E+02	7.479E+02	3.800E+00	7.300E-09	3.257E+00	3.057E-01	7.620E-01	7.080E-08	7.890E-08	2.900E-09	
100	81	35	1	0.000E+00	0.000E+00	8.160E-07	4.580E-07	7.484E+02	7.512E+02	2.800E+00	7.100E-09	3.257E+00	3.054E-01	7.620E-01	1.166E-07	5.620E-08	2.800E-09	
101	83	35	1	0.000E+00	0.000E+00	4.230E-07	4.250E-07	7.523E+02	7.545E+02	2.200E+00	7.000E-09	3.265E+00	3.054E-01	7.620E-01	7.010E-08	5.170E-08	2.600E-09	
102	85	35	1	0.000E+00	0.000E+00	3.840E-07	6.370E-07	7.562E+02	7.588E+02	2.600E+00	6.900E-09	3.289E+00	3.064E-01	7.620E-01	6.480E-08	6.840E-08	2.600E-09	
103	87	35	1	0.000E+00	0.000E+00	4.430E-07	5.190E-07	7.531E+02	7.557E+02	2.600E+00	6.800E-09	3.318E+00	3.075E-01	7.620E-01	7.360E-08	6.640E-08	2.500E-09	
104	89	35	1	0.000E+00	0.000E+00	3.770E-07	4.060E-07	7.389E+02	7.421E+02	3.200E+00	6.600E-09	3.372E+00	3.078E-01	7.640E-01	6.310E-08	4.950E-08	2.600E-09	
105	91	35	1	0.000E+00	0.000E+00	3.880E-07	4.320E-07	6.754E+02	6.785E+02	3.100E+00	7.400E-09	3.471E+00	2.944E-01	7.680E-01	6.290E-08	5.720E-08	3.100E-09	
106	47	37	1	0.000E+00	0.000E+00	4.570E-07	5.320E-07	7.301E+02	7.317E+02	1.600E+00	8.300E-09	3.272E+00	3.025E-01	7.620E-01	7.940E-08	6.810E-08	3.000E-09	
107	47	39	1	0.000E+00	0.000E+00	5.280E-07	6.910E-07	7.314E+02	7.338E+02	2.400E+00	8.000E-09	3.272E+00	3.046E-01	7.620E-01	9.930E-08	8.790E-08	3.000E-09	
108	5	41	1	0.000E+00	0.000E+00	6.790E-07	4.900E-07	7.606E+02	7.637E+02	3.100E+00	7.000E-09	3.554E+00	2.973E-01	7.650E-01	1.194E-07	6.050E-08	2.900E-09	
109	11	41	1	0.000E+00	0.000E+00	4.020E-07	6.970E-07	7.628E+02	7.642E+02	1.400E+00	7.200E-09	3.441E+00	2.989E-01	7.630E-01	6.880E-08	9.170E-08	3.200E-09	
110	17	41	1	0.000E+00	0.000E+00	5.040E-07	4.930E-07	7.551E+02	7.568E+02	1.700E+00	7.200E-09	3.430E+00	3.002E-01	7.640E-01	7.820E-08	6.110E-08	3.100E-09	
111	23	41	1	0.000E+00	0.000E+00	4.650E-07	4.890E-07	7.433E+02	7.459E+02	2.600E+00	7.200E-09	3.399E+00	3.003E-01	7.630E-01	7.490E-08	6.080E-08	3.000E-09	
112	29	41	1	0.000E+00	1.000E-08	4.440E-07	4.960E-07	7.377E+02	7.399E+02	2.200E+00	7.500E-09	3.392E+00	3.013E-01	7.630E-01	7.480E-08	6.130E-08	3.100E-09	
113	35	41	1	0.000E+00	0.000E+00	4.440E-07	5.030E-07	7.368E+02	7.389E+02	2.100E+00	7.700E-09	3.359E+00	3.016E-01	7.620E-01	7.550E-08	6.340E-08	3.000E-09	
114	41	41	1	0.000E+00	0.000E+00	4.550E-07	5.050E-07	7.358E+02	7.375E+02	1.700E+00	7.900E-09	3.340E+00	3.014E-01	7.620E-01	7.810E-08	6.630E-08	3.200E-09	
115	47	41	1	0.000E+00	0.000E+00	6.270E-07	6.300E-07	7.343E+02	7.361E+02	1.800E+00	7.900E-09	3.310E+00	3.020E-01	7.630E-01	9.620E-08	7.750E-08	3.000E-09	
116	53	41	1	0.000E+00	0.000E+00	5.220E-07	6.010E-07	7.361E+02	7.379E+02	1.800E+00	7.800E-09	3.290E+00	3.028E-01	7.620E-01	9.060E-08	8.100E-08	3.200E-09	
117	59	41	1	0.000E+00	0.000E+00	4.300E-07	4.710E-07	7.344E+02	7.373E+02	2.900E+00	7.500E-09	3.281E+00	3.032E-01	7.620E-01	7.260E-08	5.970E-08	3.000E-09	
118	65	41	1	0.000E+00	0.000E+00	5.060E-07	7.620E-07	7.328E+02	7.363E+02	3.500E+00	7.400E-09	3.273E+00	3.041E-01	7.620E-01	8.300E-08	1.127E-07	2.900E-09	
119	71	41	1	0.000E+00	0.000E+00	4.080E-07	4.470E-07	7.326E+02	7.364E+02	3.800E+00	7.400E-09	3.265E+00	3.039E-01	7.620E-01	7.130E-08	5.610E-08	2.800E-09	
120	77	41	1	0.000E+00	0.000E+00	4.700E-07	4.800E-07	7.444E+02	7.472E+02	2.800E+00	7.200E-09	3.266E+00	3.040E-01	7.620E-01	7.700E-08	5.960E-08	2.800E-09	
121	83	41	1	0.000E+00	0.000E+00	3.790E-07	4.430E-07	7.587E+02	7.601E+02	1.400E+00	7.200E-09	3.299E+00	3.028E-01	7.630E-01	6.510E-08	5.260E-08	2.800E-09	
122	89	41	1	0.000E+00	0.000E+00	4.160E-07	4.330E-07	7.346E+02	7.387E+02	4.100E+00	6.900E-09	3.435E+00	3.039E-01	7.650E-01	6.470E-08	5.290E-08	2.800E-09	
123	47	43	1	0.000E+00	1.000E-08	5.880E-07	6.800E-07	7.359E+02	7.384E+02	2.500E+00	7.800E-09	3.305E+00	3.031E-01	7.620E-01	1.278E-07	1.171E-07	3.100E-09	
124	47	45	1	0.000E+00	0.000E+00	4.450E-07	4.820E-07	7.372E+02	7.408E+02	3.600E+00	7.400E-09	3.305E+00	3.034E-01	7.620E-01	7.560E-08	6.160E-08	3.200E-09	
125	11	47	1	0.000E+00	0.000E+00	4.140E-07	5.240E-07	7.654E+02	7.671E+02	1.700E+00	7.100E-09	3.416E+00	2.981E-01	7.630E-01	6.910E-08	6.980E-08	2.600E-09	
126	17	47	1	0.000E+00	0.000E+00	4.020E-07	7.260E-07	7.619E+02	7.635E+02	1.600E+00	7.200E-09	3.404E+00	3.002E-01	7.630E-01	6.870E-08	9.500E-08	2.900E-09	
