Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	5
Date	2025/03/03
Time	00:43:06

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	0.000E+00	4.880E-07	5.470E-07	7.660E+02	7.699E+02	3.900E+00	7.100E-09	3.292E+00	3.109E-01	7.620E-01	8.650E-08	7.290E-08	2.400E-09	
12	59	11	1	0.000E+00	0.000E+00	4.690E-07	6.060E-07	7.690E+02	7.713E+02	2.300E+00	6.900E-09	3.280E+00	3.111E-01	7.630E-01	8.300E-08	8.240E-08	2.100E-09	
13	65	11	1	0.000E+00	0.000E+00	4.590E-07	5.350E-07	7.707E+02	7.739E+02	3.200E+00	7.100E-09	3.284E+00	3.127E-01	7.630E-01	8.120E-08	7.350E-08	2.500E-09	
14	71	11	1	0.000E+00	0.000E+00	6.410E-07	5.050E-07	7.478E+02	7.540E+02	6.200E+00	6.900E-09	3.312E+00	3.151E-01	7.630E-01	1.068E-07	6.570E-08	2.400E-09	
15	47	13	1	0.000E+00	0.000E+00	5.450E-07	7.690E-07	7.524E+02	7.588E+02	6.400E+00	6.800E-09	3.291E+00	3.108E-01	7.620E-01	1.034E-07	1.058E-07	2.300E-09	
16	47	15	1	0.000E+00	0.000E+00	5.480E-07	5.180E-07	7.463E+02	7.533E+02	7.000E+00	6.900E-09	3.295E+00	3.098E-01	7.620E-01	9.330E-08	6.670E-08	2.200E-09	
17	17	17	1	0.000E+00	0.000E+00	4.680E-07	5.330E-07	7.640E+02	7.698E+02	5.800E+00	6.800E-09	3.419E+00	3.084E-01	7.620E-01	8.240E-08	6.970E-08	2.500E-09	
18	23	17	1	0.000E+00	0.000E+00	4.710E-07	6.650E-07	7.613E+02	7.671E+02	5.800E+00	6.800E-09	3.370E+00	3.083E-01	7.620E-01	8.180E-08	8.920E-08	2.600E-09	
19	29	17	1	0.000E+00	0.000E+00	4.980E-07	5.150E-07	7.514E+02	7.589E+02	7.500E+00	6.800E-09	3.351E+00	3.080E-01	7.620E-01	8.380E-08	6.730E-08	2.500E-09	
20	35	17	1	0.000E+00	0.000E+00	4.610E-07	6.020E-07	7.464E+02	7.539E+02	7.500E+00	6.800E-09	3.320E+00	3.082E-01	7.620E-01	7.910E-08	8.460E-08	2.300E-09	
21	41	17	1	0.000E+00	0.000E+00	4.520E-07	5.200E-07	7.428E+02	7.519E+02	9.100E+00	7.200E-09	3.318E+00	3.090E-01	7.620E-01	7.840E-08	6.530E-08	2.200E-09	
22	47	17	1	0.000E+00	0.000E+00	4.530E-07	5.100E-07	7.405E+02	7.477E+02	7.200E+00	6.900E-09	3.297E+00	3.095E-01	7.620E-01	7.910E-08	6.650E-08	2.300E-09	
23	53	17	1	0.000E+00	0.000E+00	4.660E-07	5.210E-07	7.462E+02	7.537E+02	7.500E+00	7.000E-09	3.277E+00	3.093E-01	7.620E-01	8.210E-08	6.880E-08	2.200E-09	
24	59	17	1	0.000E+00	0.000E+00	5.940E-07	5.250E-07	7.465E+02	7.526E+02	6.100E+00	7.000E-09	3.271E+00	3.095E-01	7.610E-01	1.068E-07	6.900E-08	2.300E-09	
25	65	17	1	0.000E+00	0.000E+00	5.850E-07	6.910E-07	7.571E+02	7.623E+02	5.200E+00	7.200E-09	3.258E+00	3.089E-01	7.610E-01	1.196E-07	1.122E-07	2.500E-09	
26	71	17	1	0.000E+00	0.000E+00	5.130E-07	7.190E-07	7.631E+02	7.671E+02	4.000E+00	6.800E-09	3.255E+00	3.090E-01	7.620E-01	8.350E-08	9.610E-08	2.400E-09	
27	77	17	1	0.000E+00	0.000E+00	4.510E-07	5.430E-07	7.683E+02	7.725E+02	4.200E+00	6.800E-09	3.272E+00	3.093E-01	7.620E-01	7.910E-08	6.860E-08	2.400E-09	
28	47	19	1	0.000E+00	0.000E+00	5.090E-07	6.020E-07	7.374E+02	7.442E+02	6.800E+00	7.100E-09	3.282E+00	3.077E-01	7.620E-01	8.300E-08	8.400E-08	2.500E-09	
29	47	21	1	0.000E+00	1.000E-08	4.820E-07	5.850E-07	7.409E+02	7.462E+02	5.300E+00	7.000E-09	3.296E+00	3.050E-01	7.620E-01	8.340E-08	7.500E-08	2.200E-09	
30	11	23	1	0.000E+00	0.000E+00	8.110E-07	6.940E-07	7.666E+02	7.703E+02	3.700E+00	6.600E-09	3.450E+00	3.042E-01	7.630E-01	1.321E-07	8.810E-08	2.600E-09	
31	17	23	1	0.000E+00	0.000E+00	4.710E-07	5.280E-07	7.610E+02	7.660E+02	5.000E+00	7.000E-09	3.377E+00	3.044E-01	7.620E-01	8.150E-08	6.720E-08	2.600E-09	
32	23	23	1	0.000E+00	0.000E+00	4.710E-07	5.420E-07	7.442E+02	7.520E+02	7.800E+00	7.000E-09	3.355E+00	3.049E-01	7.620E-01	8.230E-08	7.000E-08	2.600E-09	
33	29	23	1	0.000E+00	0.000E+00	4.570E-07	6.450E-07	7.364E+02	7.438E+02	7.400E+00	7.000E-09	3.337E+00	3.049E-01	7.620E-01	8.030E-08	8.240E-08	2.300E-09	
34	35	23	1	0.000E+00	0.000E+00	4.620E-07	5.240E-07	7.361E+02	7.433E+02	7.200E+00	7.000E-09	3.325E+00	3.053E-01	7.620E-01	7.910E-08	6.970E-08	2.300E-09	
35	41	23	1	0.000E+00	0.000E+00	4.850E-07	8.990E-07	7.369E+02	7.435E+02	6.600E+00	7.100E-09	3.316E+00	3.045E-01	7.620E-01	8.220E-08	1.173E-07	2.300E-09	
36	47	23	1	0.000E+00	0.000E+00	4.910E-07	5.240E-07	7.379E+02	7.436E+02	5.700E+00	7.100E-09	3.289E+00	3.041E-01	7.620E-01	7.950E-08	6.820E-08	2.500E-09	
37	53	23	1	0.000E+00	0.000E+00	5.140E-07	5.150E-07	7.385E+02	7.451E+02	6.600E+00	7.000E-09	3.283E+00	3.055E-01	7.620E-01	8.910E-08	6.900E-08	2.500E-09	
38	59	23	1	0.000E+00	0.000E+00	6.620E-07	5.420E-07	7.381E+02	7.440E+02	5.900E+00	7.200E-09	3.251E+00	3.054E-01	7.620E-01	1.192E-07	7.330E-08	2.400E-09	
39	65	23	1	0.000E+00	0.000E+00	6.090E-07	5.560E-07	7.407E+02	7.473E+02	6.600E+00	7.100E-09	3.250E+00	3.061E-01	7.620E-01	1.029E-07	7.150E-08	2.500E-09	
40	71	23	1	0.000E+00	0.000E+00	4.460E-07	8.020E-07	7.516E+02	7.559E+02	4.300E+00	7.200E-09	3.232E+00	3.047E-01	7.620E-01	8.040E-08	1.086E-07	2.400E-09	
41	77	23	1	0.000E+00	0.000E+00	4.520E-07	6.530E-07	7.647E+02	7.662E+02	1.500E+00	7.100E-09	3.238E+00	3.047E-01	7.620E-01	7.850E-08	9.020E-08	2.600E-09	
42	83	23	1	0.000E+00	0.000E+00	4.350E-07	7.190E-07	7.713E+02	7.731E+02	1.800E+00	7.200E-09	3.243E+00	3.032E-01	7.620E-01	7.580E-08	9.150E-08	2.800E-09	
43	47	25	1	0.000E+00	1.000E-08	4.580E-07	5.070E-07	7.393E+02	7.441E+02	4.800E+00	7.200E-09	3.302E+00	3.034E-01	7.620E-01	7.910E-08	6.710E-08	2.500E-09	
44	47	27	1	0.000E+00	0.000E+00	4.690E-07	5.350E-07	7.393E+02	7.432E+02	3.900E+00	7.200E-09	3.294E+00	3.031E-01	7.610E-01	7.870E-08	6.900E-08	2.500E-09	
45	5	29	1	0.000E+00	0.000E+00	4.890E-07	7.020E-07	7.457E+02	7.486E+02	2.900E+00	6.700E-09	3.477E+00	2.981E-01	7.630E-01	8.350E-08	1.104E-07	2.600E-09	
46	11	29	1	0.000E+00	0.000E+00	4.610E-07	9.710E-07	7.708E+02	7.725E+02	1.700E+00	6.700E-09	3.384E+00	3.018E-01	7.620E-01	7.990E-08	1.476E-07	2.500E-09	
47	17	29	1	0.000E+00	0.000E+00	4.970E-07	1.040E-06	7.533E+02	7.594E+02	6.100E+00	6.800E-09	3.367E+00	3.027E-01	7.620E-01	8.380E-08	1.284E-07	2.700E-09	
48	23	29	1	0.000E+00	0.000E+00	4.680E-07	5.370E-07	7.422E+02	7.496E+02	7.400E+00	6.900E-09	3.342E+00	3.028E-01	7.620E-01	8.030E-08	6.890E-08	2.800E-09	
49	29	29	1	0.000E+00	0.000E+00	4.460E-07	5.180E-07	7.346E+02	7.423E+02	7.700E+00	7.100E-09	3.341E+00	3.038E-01	7.620E-01	7.740E-08	6.360E-08	2.500E-09	
50	35	29	1	0.000E+00	0.000E+00	6.040E-07	9.030E-07	7.373E+02	7.433E+02	6.000E+00	7.200E-09	3.318E+00	3.032E-01	7.620E-01	9.460E-08	1.224E-07	2.500E-09	
51	41	29	1	0.000E+00	0.000E+00	6.070E-07	5.380E-07	7.398E+02	7.438E+02	4.000E+00	7.100E-09	3.305E+00	3.025E-01	7.620E-01	9.480E-08	7.790E-08	2.500E-09	
52	47	29	1	0.000E+00	0.000E+00	4.650E-07	4.890E-07	7.409E+02	7.427E+02	1.800E+00	7.200E-09	3.282E+00	3.026E-01	7.610E-01	7.960E-08	6.510E-08	2.800E-09	
53	53	29	1	0.000E+00	0.000E+00	4.510E-07	5.530E-07	7.415E+02	7.431E+02	1.600E+00	7.300E-09	3.254E+00	3.028E-01	7.610E-01	7.840E-08	6.990E-08	2.900E-09	
54	59	29	1	0.000E+00	0.000E+00	5.150E-07	7.270E-07	7.375E+02	7.424E+02	4.900E+00	7.200E-09	3.258E+00	3.028E-01	7.620E-01	8.660E-08	1.161E-07	2.300E-09	
55	65	29	1	0.000E+00	0.000E+00	4.670E-07	5.130E-07	7.406E+02	7.459E+02	5.300E+00	7.200E-09	3.226E+00	3.032E-01	7.610E-01	8.020E-08	6.670E-08	2.800E-09	
56	71	29	1	0.000E+00	1.000E-08	4.730E-07	5.740E-07	7.439E+02	7.490E+02	5.100E+00	7.200E-09	3.237E+00	3.028E-01	7.610E-01	8.140E-08	7.260E-08	2.400E-09	
57	77	29	1	0.000E+00	0.000E+00	5.570E-07	6.750E-07	7.596E+02	7.616E+02	2.000E+00	7.100E-09	3.230E+00	3.018E-01	7.610E-01	9.130E-08	1.095E-07	2.700E-09	
58	83	29	1	0.000E+00	0.000E+00	5.270E-07	5.110E-07	7.704E+02	7.719E+02	1.500E+00	7.100E-09	3.260E+00	3.013E-01	7.620E-01	8.380E-08	6.430E-08	2.700E-09	
59	89	29	1	0.000E+00	0.000E+00	4.490E-07	5.050E-07	7.524E+02	7.562E+02	3.800E+00	6.800E-09	3.336E+00	3.005E-01	7.630E-01	7.740E-08	6.660E-08	2.700E-09	
60	47	31	1	0.000E+00	1.000E-08	4.740E-07	8.200E-07	7.385E+02	7.400E+02	1.500E+00	7.600E-09	3.297E+00	2.998E-01	7.620E-01	8.090E-08	1.133E-07	2.900E-09	
61	47	33	1	0.000E+00	0.000E+00	4.450E-07	5.090E-07	7.388E+02	7.402E+02	1.400E+00	7.500E-09	3.286E+00	3.000E-01	7.620E-01	7.770E-08	6.690E-08	2.900E-09	
62	5	35	1	0.000E+00	0.000E+00	4.870E-07	5.280E-07	7.562E+02	7.594E+02	3.200E+00	6.700E-09	3.499E+00	3.001E-01	7.630E-01	8.320E-08	6.930E-08	2.600E-09	
63	7	35	1	0.000E+00	0.000E+00	4.680E-07	5.270E-07	7.713E+02	7.742E+02	2.900E+00	6.800E-09	3.463E+00	3.013E-01	7.620E-01	8.060E-08	6.810E-08	2.500E-09	
64	9	35	1	0.000E+00	0.000E+00	4.810E-07	5.530E-07	7.745E+02	7.762E+02	1.700E+00	6.700E-09	3.428E+00	3.012E-01	7.620E-01	8.180E-08	6.900E-08	2.600E-09	
65	11	35	1	0.000E+00	0.000E+00	4.510E-07	6.140E-07	7.706E+02	7.732E+02	2.600E+00	6.800E-09	3.414E+00	3.007E-01	7.620E-01	8.030E-08	7.810E-08	2.600E-09	
66	13	35	1	0.000E+00	0.000E+00	4.720E-07	5.110E-07	7.672E+02	7.701E+02	2.900E+00	6.900E-09	3.408E+00	3.004E-01	7.620E-01	8.020E-08	6.730E-08	2.700E-09	
67	15	35	1	0.000E+00	0.000E+00	4.740E-07	5.730E-07	7.617E+02	7.660E+02	4.300E+00	6.800E-09	3.405E+00	3.005E-01	7.620E-01	8.150E-08	7.080E-08	2.900E-09	
68	17	35	1	0.000E+00	0.000E+00	4.420E-07	6.500E-07	7.556E+02	7.611E+02	5.500E+00	6.800E-09	3.396E+00	3.001E-01	7.620E-01	7.790E-08	1.038E-07	2.800E-09	
69	19	35	1	0.000E+00	0.000E+00	5.070E-07	5.240E-07	7.519E+02	7.583E+02	6.400E+00	7.000E-09	3.393E+00	3.003E-01	7.620E-01	8.770E-08	6.750E-08	2.900E-09	
70	21	35	1	0.000E+00	0.000E+00	5.040E-07	7.090E-07	7.487E+02	7.548E+02	6.100E+00	7.100E-09	3.372E+00	3.004E-01	7.620E-01	8.490E-08	8.840E-08	2.900E-09	
71	23	35	1	0.000E+00	0.000E+00	4.510E-07	6.110E-07	7.449E+02	7.509E+02	6.000E+00	7.000E-09	3.367E+00	3.005E-01	7.620E-01	7.820E-08	7.480E-08	2.900E-09	
72	25	35	1	0.000E+00	0.000E+00	4.760E-07	5.220E-07	7.442E+02	7.502E+02	6.000E+00	7.000E-09	3.364E+00	3.003E-01	7.620E-01	7.830E-08	6.640E-08	2.900E-09	
73	27	35	1	0.000E+00	0.000E+00	5.510E-07	5.010E-07	7.422E+02	7.482E+02	6.000E+00	7.100E-09	3.364E+00	3.005E-01	7.620E-01	9.260E-08	6.490E-08	3.000E-09	
74	29	35	1	0.000E+00	0.000E+00	4.620E-07	5.140E-07	7.405E+02	7.469E+02	6.400E+00	7.100E-09	3.362E+00	3.007E-01	7.620E-01	7.980E-08	6.420E-08	2.800E-09	
75	31	35	1	0.000E+00	0.000E+00	4.320E-07	5.040E-07	7.433E+02	7.480E+02	4.700E+00	7.100E-09	3.350E+00	3.004E-01	7.610E-01	7.510E-08	6.410E-08	2.700E-09	
76	33	35	1	0.000E+00	0.000E+00	4.490E-07	5.450E-07	7.425E+02	7.468E+02	4.300E+00	7.200E-09	3.348E+00	3.006E-01	7.620E-01	7.800E-08	7.810E-08	2.800E-09	
77	35	35	1	0.000E+00	0.000E+00	4.510E-07	5.020E-07	7.437E+02	7.463E+02	2.600E+00	7.200E-09	3.336E+00	3.000E-01	7.620E-01	7.760E-08	6.560E-08	2.700E-09	
78	37	35	1	0.000E+00	0.000E+00	4.570E-07	4.910E-07	7.433E+02	7.456E+02	2.300E+00	7.300E-09	3.323E+00	3.006E-01	7.620E-01	7.830E-08	6.360E-08	2.700E-09	
79	39	35	1	0.000E+00	0.000E+00	4.760E-07	5.340E-07	7.433E+02	7.449E+02	1.600E+00	7.500E-09	3.315E+00	3.008E-01	7.620E-01	8.120E-08	6.600E-08	2.700E-09	
80	41	35	1	0.000E+00	0.000E+00	4.570E-07	5.370E-07	7.424E+02	7.438E+02	1.400E+00	7.500E-09	3.311E+00	3.004E-01	7.620E-01	8.010E-08	6.700E-08	2.900E-09	
81	43	35	1	0.000E+00	0.000E+00	6.100E-07	5.050E-07	7.413E+02	7.426E+02	1.300E+00	7.300E-09	3.297E+00	3.005E-01	7.610E-01	1.078E-07	6.610E-08	2.800E-09	
82	45	35	1	0.000E+00	0.000E+00	5.750E-07	5.190E-07	7.398E+02	7.413E+02	1.500E+00	7.500E-09	3.286E+00	2.999E-01	7.610E-01	1.008E-07	6.890E-08	2.900E-09	
83	47	35	1	0.000E+00	0.000E+00	4.580E-07	5.240E-07	7.388E+02	7.402E+02	1.400E+00	7.500E-09	3.285E+00	2.993E-01	7.620E-01	7.690E-08	6.570E-08	2.900E-09	
84	49	35	1	0.000E+00	1.000E-08	4.630E-07	5.270E-07	7.397E+02	7.411E+02	1.400E+00	7.500E-09	3.275E+00	3.000E-01	7.620E-01	7.910E-08	6.810E-08	2.800E-09	
85	51	35	1	0.000E+00	0.000E+00	5.430E-07	5.550E-07	7.406E+02	7.420E+02	1.400E+00	7.400E-09	3.274E+00	3.003E-01	7.610E-01	9.280E-08	7.260E-08	2.900E-09	
86	53	35	1	0.000E+00	0.000E+00	4.690E-07	5.160E-07	7.404E+02	7.419E+02	1.500E+00	7.400E-09	3.266E+00	3.012E-01	7.620E-01	8.180E-08	6.760E-08	2.800E-09	
87	55	35	1	0.000E+00	0.000E+00	4.460E-07	5.390E-07	7.413E+02	7.428E+02	1.500E+00	7.600E-09	3.267E+00	3.015E-01	7.620E-01	7.970E-08	6.970E-08	3.000E-09	
88	57	35	1	0.000E+00	0.000E+00	4.620E-07	5.520E-07	7.419E+02	7.435E+02	1.600E+00	7.600E-09	3.260E+00	3.014E-01	7.620E-01	8.110E-08	6.980E-08	2.900E-09	
89	59	35	1	0.000E+00	0.000E+00	5.340E-07	9.610E-07	7.415E+02	7.442E+02	2.700E+00	7.500E-09	3.258E+00	3.015E-01	7.620E-01	9.720E-08	1.140E-07	2.900E-09	
90	61	35	1	0.000E+00	0.000E+00	6.700E-07	5.260E-07	7.404E+02	7.447E+02	4.300E+00	7.500E-09	3.257E+00	3.023E-01	7.620E-01	1.047E-07	6.790E-08	2.700E-09	
91	63	35	1	0.000E+00	0.000E+00	5.070E-07	5.670E-07	7.412E+02	7.457E+02	4.500E+00	7.200E-09	3.262E+00	3.016E-01	7.620E-01	9.370E-08	7.120E-08	2.500E-09	
92	65	35	1	0.000E+00	0.000E+00	8.720E-07	5.600E-07	7.417E+02	7.464E+02	4.700E+00	7.200E-09	3.247E+00	3.021E-01	7.620E-01	1.314E-07	7.070E-08	2.700E-09	
93	67	35	1	0.000E+00	0.000E+00	4.550E-07	5.350E-07	7.428E+02	7.476E+02	4.800E+00	7.200E-09	3.244E+00	3.015E-01	7.620E-01	7.870E-08	6.910E-08	2.800E-09	
94	69	35	1	0.000E+00	0.000E+00	4.700E-07	5.190E-07	7.452E+02	7.495E+02	4.300E+00	7.400E-09	3.241E+00	3.012E-01	7.610E-01	8.180E-08	7.030E-08	3.000E-09	
95	71	35	1	0.000E+00	0.000E+00	4.910E-07	5.170E-07	7.468E+02	7.514E+02	4.600E+00	7.200E-09	3.236E+00	3.012E-01	7.620E-01	8.280E-08	6.930E-08	2.800E-09	
96	73	35	1	0.000E+00	0.000E+00	4.630E-07	6.650E-07	7.492E+02	7.535E+02	4.300E+00	7.100E-09	3.242E+00	3.009E-01	7.620E-01	7.950E-08	8.190E-08	2.700E-09	
97	75	35	1	0.000E+00	0.000E+00	4.670E-07	5.150E-07	7.535E+02	7.566E+02	3.100E+00	7.200E-09	3.242E+00	3.010E-01	7.620E-01	8.040E-08	6.740E-08	2.800E-09	
98	77	35	1	0.000E+00	0.000E+00	4.810E-07	5.220E-07	7.577E+02	7.598E+02	2.100E+00	7.100E-09	3.245E+00	2.999E-01	7.610E-01	8.280E-08	6.840E-08	2.700E-09	
99	79	35	1	0.000E+00	0.000E+00	9.510E-07	5.570E-07	7.624E+02	7.639E+02	1.500E+00	7.100E-09	3.242E+00	2.995E-01	7.610E-01	1.380E-07	7.010E-08	3.000E-09	
100	81	35	1	0.000E+00	0.000E+00	4.480E-07	5.280E-07	7.661E+02	7.677E+02	1.600E+00	7.200E-09	3.246E+00	2.999E-01	7.620E-01	7.970E-08	7.250E-08	2.700E-09	
101	83	35	1	0.000E+00	0.000E+00	6.090E-07	6.400E-07	7.695E+02	7.711E+02	1.600E+00	7.100E-09	3.253E+00	2.999E-01	7.620E-01	1.098E-07	1.065E-07	2.700E-09	
102	85	35	1	0.000E+00	0.000E+00	4.620E-07	4.930E-07	7.729E+02	7.745E+02	1.600E+00	7.100E-09	3.274E+00	2.988E-01	7.620E-01	8.030E-08	6.340E-08	2.800E-09	
103	87	35	1	0.000E+00	0.000E+00	4.380E-07	6.970E-07	7.760E+02	7.775E+02	1.500E+00	7.100E-09	3.294E+00	2.994E-01	7.620E-01	7.740E-08	8.530E-08	2.900E-09	
104	89	35	1	0.000E+00	0.000E+00	4.890E-07	5.090E-07	7.703E+02	7.732E+02	2.900E+00	6.900E-09	3.345E+00	2.988E-01	7.630E-01	8.290E-08	6.700E-08	2.700E-09	
105	91	35	1	0.000E+00	1.000E-08	6.460E-07	5.370E-07	7.472E+02	7.501E+02	2.900E+00	7.400E-09	3.408E+00	2.929E-01	7.680E-01	1.046E-07	7.090E-08	2.800E-09	
106	47	37	1	0.000E+00	0.000E+00	4.450E-07	5.110E-07	7.410E+02	7.426E+02	1.600E+00	7.400E-09	3.264E+00	2.998E-01	7.610E-01	7.770E-08	6.580E-08	3.100E-09	
107	47	39	1	0.000E+00	0.000E+00	5.730E-07	7.040E-07	7.438E+02	7.453E+02	1.500E+00	7.300E-09	3.264E+00	3.007E-01	7.610E-01	8.720E-08	9.370E-08	2.800E-09	
108	5	41	1	0.000E+00	0.000E+00	5.330E-07	5.310E-07	7.501E+02	7.538E+02	3.700E+00	6.700E-09	3.535E+00	2.980E-01	7.640E-01	9.270E-08	6.870E-08	2.200E-09	
109	11	41	1	0.000E+00	0.000E+00	7.540E-07	5.660E-07	7.767E+02	7.782E+02	1.500E+00	7.100E-09	3.424E+00	2.993E-01	7.630E-01	1.231E-07	7.240E-08	2.700E-09	
110	17	41	1	0.000E+00	0.000E+00	6.970E-07	5.570E-07	7.630E+02	7.670E+02	4.000E+00	6.800E-09	3.409E+00	2.988E-01	7.620E-01	1.055E-07	7.280E-08	2.800E-09	
111	23	41	1	0.000E+00	1.000E-08	4.910E-07	9.610E-07	7.512E+02	7.560E+02	4.800E+00	7.000E-09	3.380E+00	2.988E-01	7.620E-01	8.310E-08	1.537E-07	2.800E-09	
112	29	41	1	0.000E+00	0.000E+00	4.940E-07	5.910E-07	7.462E+02	7.507E+02	4.500E+00	7.200E-09	3.369E+00	2.990E-01	7.620E-01	8.680E-08	6.640E-08	2.900E-09	
113	35	41	1	0.000E+00	0.000E+00	4.540E-07	5.160E-07	7.463E+02	7.493E+02	3.000E+00	7.000E-09	3.340E+00	2.993E-01	7.620E-01	7.870E-08	6.640E-08	3.000E-09	
114	41	41	1	0.000E+00	0.000E+00	4.440E-07	5.830E-07	7.457E+02	7.474E+02	1.700E+00	7.400E-09	3.324E+00	2.988E-01	7.620E-01	7.680E-08	7.610E-08	2.900E-09	
115	47	41	1	0.000E+00	0.000E+00	7.800E-07	5.880E-07	7.440E+02	7.458E+02	1.800E+00	7.500E-09	3.291E+00	2.994E-01	7.620E-01	1.321E-07	7.510E-08	3.000E-09	
116	53	41	1	0.000E+00	0.000E+00	4.520E-07	8.450E-07	7.455E+02	7.470E+02	1.500E+00	7.400E-09	3.279E+00	2.998E-01	7.620E-01	7.910E-08	1.241E-07	3.200E-09	
117	59	41	1	0.000E+00	0.000E+00	4.640E-07	5.120E-07	7.468E+02	7.496E+02	2.800E+00	7.200E-09	3.263E+00	3.007E-01	7.620E-01	7.830E-08	6.750E-08	2.800E-09	
118	65	41	1	0.000E+00	0.000E+00	4.820E-07	5.150E-07	7.491E+02	7.525E+02	3.400E+00	7.200E-09	3.257E+00	3.003E-01	7.620E-01	8.290E-08	6.670E-08	2.900E-09	
119	71	41	1	0.000E+00	0.000E+00	7.470E-07	5.560E-07	7.543E+02	7.566E+02	2.300E+00	7.300E-09	3.235E+00	2.992E-01	7.620E-01	1.374E-07	7.360E-08	3.000E-09	
120	77	41	1	0.000E+00	0.000E+00	5.290E-07	7.090E-07	7.624E+02	7.640E+02	1.600E+00	7.200E-09	3.248E+00	2.979E-01	7.620E-01	8.910E-08	1.066E-07	2.900E-09	
121	83	41	1	0.000E+00	1.000E-08	4.920E-07	5.410E-07	7.681E+02	7.698E+02	1.700E+00	7.400E-09	3.281E+00	2.963E-01	7.630E-01	8.640E-08	7.250E-08	3.100E-09	
122	89	41	1	0.000E+00	0.000E+00	4.690E-07	6.050E-07	7.649E+02	7.678E+02	2.900E+00	7.100E-09	3.398E+00	2.958E-01	7.640E-01	8.300E-08	7.620E-08	2.800E-09	
123	47	43	1	0.000E+00	0.000E+00	4.390E-07	4.780E-07	7.471E+02	7.488E+02	1.700E+00	7.300E-09	3.288E+00	3.001E-01	7.620E-01	7.390E-08	6.230E-08	2.800E-09	
124	47	45	1	0.000E+00	0.000E+00	4.200E-07	4.940E-07	7.482E+02	7.513E+02	3.100E+00	7.200E-09	3.294E+00	3.004E-01	7.620E-01	7.330E-08	6.230E-08	2.800E-09	
