Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	21
Date	2025/03/03
Time	02:53:41

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
12	59	11	1	0.000E+00	0.000E+00	5.050E-07	7.950E-07	7.621E+02	7.663E+02	4.200E+00	7.100E-09	3.295E+00	3.133E-01	7.640E-01	8.990E-08	1.066E-07	2.700E-09	
13	65	11	1	0.000E+00	0.000E+00	5.010E-07	6.360E-07	7.711E+02	7.736E+02	2.500E+00	7.100E-09	3.303E+00	3.129E-01	7.640E-01	8.950E-08	8.550E-08	2.800E-09	
14	71	11	1	0.000E+00	1.000E-08	5.670E-07	5.600E-07	7.604E+02	7.658E+02	5.400E+00	6.900E-09	3.323E+00	3.129E-01	7.640E-01	1.035E-07	7.720E-08	8.100E-09	
15	47	13	1	0.000E+00	1.000E-08	4.840E-07	5.720E-07	7.282E+02	7.455E+02	1.730E+01	7.000E-09	3.302E+00	3.135E-01	7.620E-01	8.730E-08	7.650E-08	2.600E-09	
16	47	15	1	0.000E+00	0.000E+00	5.090E-07	6.480E-07	7.241E+02	7.405E+02	1.640E+01	7.100E-09	3.303E+00	3.123E-01	7.620E-01	8.780E-08	8.210E-08	2.500E-09	
17	17	17	1	0.000E+00	0.000E+00	5.260E-07	5.590E-07	7.386E+02	7.539E+02	1.530E+01	6.800E-09	3.442E+00	3.172E-01	7.630E-01	9.160E-08	7.760E-08	2.400E-09	
18	23	17	1	0.000E+00	1.000E-08	7.950E-07	6.270E-07	7.291E+02	7.506E+02	2.150E+01	6.900E-09	3.385E+00	3.148E-01	7.620E-01	1.352E-07	8.700E-08	2.400E-09	
19	29	17	1	0.000E+00	1.000E-08	5.300E-07	6.140E-07	7.163E+02	7.413E+02	2.500E+01	7.200E-09	3.362E+00	3.132E-01	7.620E-01	8.910E-08	7.920E-08	2.600E-09	
20	35	17	1	0.000E+00	0.000E+00	4.900E-07	5.730E-07	7.197E+02	7.369E+02	1.720E+01	7.100E-09	3.332E+00	3.120E-01	7.620E-01	8.570E-08	7.350E-08	2.500E-09	
21	41	17	1	0.000E+00	0.000E+00	5.160E-07	5.560E-07	7.162E+02	7.343E+02	1.810E+01	7.200E-09	3.326E+00	3.117E-01	7.620E-01	9.100E-08	7.510E-08	2.500E-09	
22	47	17	1	0.000E+00	0.000E+00	5.030E-07	6.070E-07	7.197E+02	7.347E+02	1.500E+01	7.300E-09	3.294E+00	3.116E-01	7.620E-01	8.860E-08	8.000E-08	2.700E-09	
23	53	17	1	0.000E+00	0.000E+00	5.290E-07	6.510E-07	7.340E+02	7.451E+02	1.110E+01	7.200E-09	3.277E+00	3.106E-01	7.620E-01	9.040E-08	1.094E-07	2.900E-09	
24	59	17	1	0.000E+00	0.000E+00	4.870E-07	6.540E-07	7.337E+02	7.431E+02	9.400E+00	7.000E-09	3.274E+00	3.106E-01	7.620E-01	8.620E-08	8.830E-08	2.800E-09	
25	65	17	1	0.000E+00	0.000E+00	4.810E-07	5.610E-07	7.463E+02	7.544E+02	8.100E+00	7.100E-09	3.260E+00	3.098E-01	7.620E-01	8.460E-08	7.450E-08	2.900E-09	
26	71	17	1	0.000E+00	0.000E+00	6.440E-07	6.560E-07	7.578E+02	7.634E+02	5.600E+00	7.000E-09	3.273E+00	3.103E-01	7.620E-01	1.245E-07	8.880E-08	2.800E-09	
27	77	17	1	0.000E+00	1.000E-08	6.490E-07	5.560E-07	7.694E+02	7.731E+02	3.700E+00	6.900E-09	3.292E+00	3.106E-01	7.630E-01	1.171E-07	7.580E-08	2.700E-09	
28	47	19	1	0.000E+00	0.000E+00	6.110E-07	5.730E-07	7.215E+02	7.334E+02	1.190E+01	7.200E-09	3.276E+00	3.098E-01	7.620E-01	9.540E-08	7.750E-08	2.700E-09	
29	47	21	1	0.000E+00	0.000E+00	6.040E-07	5.800E-07	7.249E+02	7.339E+02	9.000E+00	7.200E-09	3.298E+00	3.073E-01	7.630E-01	1.233E-07	7.750E-08	2.600E-09	
30	11	23	1	0.000E+00	0.000E+00	6.350E-07	8.820E-07	7.540E+02	7.607E+02	6.700E+00	6.800E-09	3.472E+00	3.121E-01	7.640E-01	9.870E-08	1.212E-07	2.500E-09	
31	17	23	1	0.000E+00	0.000E+00	8.480E-07	5.930E-07	7.315E+02	7.480E+02	1.650E+01	7.100E-09	3.417E+00	3.113E-01	7.630E-01	1.549E-07	7.960E-08	2.600E-09	
32	23	23	1	0.000E+00	0.000E+00	5.340E-07	7.750E-07	7.034E+02	7.332E+02	2.980E+01	7.100E-09	3.380E+00	3.101E-01	7.630E-01	9.180E-08	1.163E-07	2.600E-09	
33	29	23	1	0.000E+00	1.000E-08	5.310E-07	5.920E-07	7.161E+02	7.303E+02	1.420E+01	7.200E-09	3.364E+00	3.086E-01	7.630E-01	9.500E-08	7.750E-08	2.500E-09	
34	35	23	1	0.000E+00	0.000E+00	4.810E-07	5.590E-07	7.181E+02	7.308E+02	1.270E+01	7.100E-09	3.336E+00	3.077E-01	7.630E-01	8.200E-08	7.450E-08	2.500E-09	
35	41	23	1	0.000E+00	0.000E+00	5.560E-07	5.600E-07	7.217E+02	7.320E+02	1.030E+01	7.200E-09	3.328E+00	3.070E-01	7.640E-01	9.380E-08	7.490E-08	2.700E-09	
36	47	23	1	0.000E+00	0.000E+00	6.320E-07	6.640E-07	7.216E+02	7.312E+02	9.600E+00	7.400E-09	3.292E+00	3.064E-01	7.620E-01	1.164E-07	9.330E-08	2.600E-09	
37	53	23	1	0.000E+00	0.000E+00	5.560E-07	5.720E-07	7.242E+02	7.350E+02	1.080E+01	7.400E-09	3.286E+00	3.065E-01	7.630E-01	9.700E-08	7.860E-08	2.700E-09	
38	59	23	1	0.000E+00	0.000E+00	5.090E-07	5.530E-07	7.255E+02	7.350E+02	9.500E+00	7.400E-09	3.260E+00	3.060E-01	7.620E-01	8.750E-08	7.480E-08	2.900E-09	
39	65	23	1	0.000E+00	0.000E+00	7.400E-07	5.570E-07	7.296E+02	7.396E+02	1.000E+01	7.300E-09	3.261E+00	3.060E-01	7.630E-01	1.163E-07	7.430E-08	3.000E-09	
40	71	23	1	0.000E+00	0.000E+00	4.760E-07	6.900E-07	7.426E+02	7.506E+02	8.000E+00	7.200E-09	3.237E+00	3.053E-01	7.620E-01	8.590E-08	8.640E-08	3.000E-09	
41	77	23	1	0.000E+00	1.000E-08	4.810E-07	5.250E-07	7.587E+02	7.629E+02	4.200E+00	7.200E-09	3.259E+00	3.068E-01	7.620E-01	8.460E-08	7.040E-08	3.100E-09	
42	83	23	1	0.000E+00	0.000E+00	4.840E-07	5.330E-07	7.725E+02	7.744E+02	1.900E+00	7.200E-09	3.263E+00	3.060E-01	7.630E-01	8.500E-08	7.130E-08	4.100E-09	
43	47	25	1	0.000E+00	0.000E+00	4.840E-07	5.990E-07	7.235E+02	7.329E+02	9.400E+00	7.400E-09	3.294E+00	3.049E-01	7.620E-01	8.590E-08	7.840E-08	2.800E-09	
44	47	27	1	0.000E+00	0.000E+00	6.130E-07	5.470E-07	7.215E+02	7.309E+02	9.400E+00	7.500E-09	3.289E+00	3.049E-01	7.620E-01	9.820E-08	7.450E-08	2.800E-09	
45	5	29	1	0.000E+00	1.000E-08	5.040E-07	8.730E-07	7.375E+02	7.409E+02	3.400E+00	7.100E-09	3.481E+00	3.084E-01	7.650E-01	9.110E-08	1.281E-07	2.700E-09	
46	11	29	1	0.000E+00	0.000E+00	5.310E-07	5.630E-07	7.580E+02	7.639E+02	5.900E+00	6.900E-09	3.408E+00	3.092E-01	7.630E-01	9.650E-08	7.390E-08	2.700E-09	
47	17	29	1	0.000E+00	0.000E+00	4.990E-07	6.280E-07	7.227E+02	7.382E+02	1.550E+01	7.100E-09	3.391E+00	3.094E-01	7.630E-01	8.670E-08	9.010E-08	2.600E-09	
48	23	29	1	0.000E+00	0.000E+00	4.890E-07	5.630E-07	7.119E+02	7.293E+02	1.740E+01	7.000E-09	3.342E+00	3.077E-01	7.620E-01	8.380E-08	7.580E-08	2.600E-09	
49	29	29	1	0.000E+00	0.000E+00	4.890E-07	5.620E-07	7.144E+02	7.269E+02	1.250E+01	7.200E-09	3.347E+00	3.069E-01	7.620E-01	8.300E-08	7.350E-08	2.500E-09	
50	35	29	1	0.000E+00	1.000E-08	7.830E-07	5.230E-07	7.222E+02	7.319E+02	9.700E+00	7.300E-09	3.306E+00	3.062E-01	7.620E-01	1.157E-07	6.910E-08	2.500E-09	
51	41	29	1	0.000E+00	0.000E+00	5.320E-07	6.040E-07	7.220E+02	7.326E+02	1.060E+01	7.200E-09	3.294E+00	3.050E-01	7.620E-01	9.230E-08	7.780E-08	2.700E-09	
52	47	29	1	0.000E+00	0.000E+00	4.930E-07	5.630E-07	7.232E+02	7.313E+02	8.100E+00	7.400E-09	3.280E+00	3.034E-01	7.620E-01	8.580E-08	7.440E-08	2.800E-09	
53	53	29	1	0.000E+00	0.000E+00	6.180E-07	7.140E-07	7.310E+02	7.375E+02	6.500E+00	7.500E-09	3.242E+00	3.029E-01	7.620E-01	1.040E-07	1.007E-07	3.100E-09	
54	59	29	1	0.000E+00	0.000E+00	4.750E-07	6.110E-07	7.274E+02	7.357E+02	8.300E+00	7.300E-09	3.254E+00	3.036E-01	7.620E-01	8.420E-08	7.810E-08	3.000E-09	
55	65	29	1	0.000E+00	0.000E+00	4.700E-07	5.750E-07	7.330E+02	7.414E+02	8.400E+00	7.300E-09	3.238E+00	3.029E-01	7.620E-01	8.410E-08	7.300E-08	3.100E-09	
56	71	29	1	0.000E+00	2.000E-08	4.710E-07	5.500E-07	7.364E+02	7.441E+02	7.700E+00	7.400E-09	3.247E+00	3.038E-01	7.620E-01	8.270E-08	7.370E-08	3.100E-09	
57	77	29	1	0.000E+00	1.000E-08	5.560E-07	6.060E-07	7.548E+02	7.594E+02	4.600E+00	7.100E-09	3.251E+00	3.040E-01	7.620E-01	9.940E-08	7.770E-08	2.900E-09	
58	83	29	1	0.000E+00	0.000E+00	7.200E-07	5.650E-07	7.711E+02	7.728E+02	1.700E+00	7.200E-09	3.285E+00	3.052E-01	7.620E-01	1.297E-07	7.660E-08	2.800E-09	
59	89	29	1	0.000E+00	0.000E+00	5.350E-07	5.250E-07	7.573E+02	7.610E+02	3.700E+00	9.000E-09	3.366E+00	3.030E-01	7.640E-01	9.710E-08	7.060E-08	4.100E-09	
60	47	31	1	0.000E+00	0.000E+00	4.830E-07	6.460E-07	7.288E+02	7.344E+02	5.600E+00	7.500E-09	3.297E+00	3.005E-01	7.620E-01	8.520E-08	9.940E-08	3.200E-09	
61	47	33	1	0.000E+00	0.000E+00	7.300E-07	5.590E-07	7.266E+02	7.332E+02	6.600E+00	7.500E-09	3.287E+00	3.004E-01	7.630E-01	1.287E-07	7.450E-08	3.300E-09	
62	5	35	1	0.000E+00	0.000E+00	5.590E-07	6.190E-07	7.450E+02	7.508E+02	5.800E+00	6.800E-09	3.519E+00	3.091E-01	7.640E-01	9.730E-08	8.460E-08	2.800E-09	
63	7	35	1	0.000E+00	0.000E+00	5.440E-07	9.110E-07	7.599E+02	7.654E+02	5.500E+00	6.700E-09	3.496E+00	3.098E-01	7.640E-01	9.370E-08	1.416E-07	2.600E-09	
64	9	35	1	0.000E+00	0.000E+00	5.150E-07	5.960E-07	7.601E+02	7.676E+02	7.500E+00	6.800E-09	3.456E+00	3.091E-01	7.640E-01	9.090E-08	8.020E-08	2.700E-09	
65	11	35	1	0.000E+00	0.000E+00	5.560E-07	5.810E-07	7.510E+02	7.596E+02	8.600E+00	6.900E-09	3.439E+00	3.088E-01	7.630E-01	9.250E-08	7.840E-08	2.700E-09	
66	13	35	1	0.000E+00	0.000E+00	5.200E-07	5.870E-07	7.457E+02	7.559E+02	1.020E+01	7.000E-09	3.430E+00	3.082E-01	7.630E-01	9.000E-08	7.820E-08	2.900E-09	
67	15	35	1	0.000E+00	0.000E+00	5.220E-07	7.870E-07	7.369E+02	7.489E+02	1.200E+01	7.000E-09	3.424E+00	3.073E-01	7.630E-01	8.890E-08	1.330E-07	2.700E-09	
68	17	35	1	0.000E+00	0.000E+00	7.690E-07	7.390E-07	7.220E+02	7.405E+02	1.850E+01	7.100E-09	3.414E+00	3.066E-01	7.630E-01	1.421E-07	1.058E-07	2.700E-09	
69	19	35	1	0.000E+00	0.000E+00	6.350E-07	5.730E-07	7.248E+02	7.397E+02	1.490E+01	7.200E-09	3.412E+00	3.060E-01	7.630E-01	1.087E-07	7.530E-08	2.600E-09	
70	21	35	1	0.000E+00	0.000E+00	5.540E-07	1.039E-06	7.254E+02	7.375E+02	1.210E+01	7.300E-09	3.387E+00	3.054E-01	7.620E-01	1.014E-07	1.581E-07	2.600E-09	
71	23	35	1	0.000E+00	0.000E+00	5.030E-07	6.310E-07	7.240E+02	7.358E+02	1.180E+01	7.200E-09	3.376E+00	3.049E-01	7.630E-01	8.630E-08	8.310E-08	2.700E-09	
72	25	35	1	0.000E+00	1.000E-08	4.870E-07	5.970E-07	7.258E+02	7.364E+02	1.060E+01	7.200E-09	3.373E+00	3.037E-01	7.630E-01	8.410E-08	8.620E-08	2.700E-09	
73	27	35	1	0.000E+00	0.000E+00	4.660E-07	5.430E-07	7.240E+02	7.345E+02	1.050E+01	7.100E-09	3.370E+00	3.035E-01	7.620E-01	8.100E-08	6.970E-08	2.700E-09	
74	29	35	1	0.000E+00	0.000E+00	4.880E-07	5.330E-07	7.234E+02	7.342E+02	1.080E+01	7.100E-09	3.369E+00	3.038E-01	7.630E-01	8.080E-08	7.080E-08	2.600E-09	
75	31	35	1	0.000E+00	0.000E+00	4.540E-07	5.260E-07	7.282E+02	7.388E+02	1.060E+01	7.300E-09	3.355E+00	3.030E-01	7.630E-01	7.840E-08	6.930E-08	2.600E-09	
76	33	35	1	0.000E+00	1.000E-08	5.300E-07	6.030E-07	7.259E+02	7.356E+02	9.700E+00	7.200E-09	3.344E+00	3.028E-01	7.620E-01	8.480E-08	8.010E-08	2.700E-09	
77	35	35	1	0.000E+00	0.000E+00	4.620E-07	7.110E-07	7.277E+02	7.370E+02	9.300E+00	7.200E-09	3.336E+00	3.022E-01	7.620E-01	8.060E-08	1.097E-07	2.700E-09	
78	37	35	1	0.000E+00	0.000E+00	6.800E-07	8.830E-07	7.274E+02	7.362E+02	8.800E+00	7.300E-09	3.330E+00	3.024E-01	7.620E-01	1.230E-07	1.117E-07	2.600E-09	
79	39	35	1	0.000E+00	0.000E+00	8.050E-07	5.350E-07	7.261E+02	7.355E+02	9.400E+00	7.400E-09	3.325E+00	3.019E-01	7.620E-01	1.637E-07	7.170E-08	2.800E-09	
80	41	35	1	0.000E+00	0.000E+00	7.940E-07	5.570E-07	7.260E+02	7.347E+02	8.700E+00	7.500E-09	3.316E+00	3.010E-01	7.620E-01	1.348E-07	7.290E-08	2.500E-09	
81	43	35	1	0.000E+00	0.000E+00	5.840E-07	5.590E-07	7.265E+02	7.342E+02	7.700E+00	7.500E-09	3.295E+00	3.007E-01	7.620E-01	9.460E-08	7.290E-08	2.800E-09	
82	45	35	1	0.000E+00	0.000E+00	4.690E-07	5.580E-07	7.269E+02	7.342E+02	7.300E+00	7.600E-09	3.284E+00	3.005E-01	7.620E-01	8.390E-08	7.390E-08	2.700E-09	
83	47	35	1	0.000E+00	1.000E-08	4.980E-07	5.880E-07	7.298E+02	7.348E+02	5.000E+00	7.400E-09	3.284E+00	2.989E-01	7.620E-01	8.720E-08	7.530E-08	3.000E-09	
84	49	35	1	0.000E+00	0.000E+00	5.230E-07	5.790E-07	7.271E+02	7.337E+02	6.600E+00	7.500E-09	3.279E+00	3.005E-01	7.620E-01	9.060E-08	7.590E-08	2.700E-09	
85	51	35	1	0.000E+00	0.000E+00	5.430E-07	6.020E-07	7.259E+02	7.335E+02	7.600E+00	7.400E-09	3.278E+00	3.007E-01	7.620E-01	9.700E-08	8.260E-08	2.500E-09	
86	53	35	1	0.000E+00	0.000E+00	5.140E-07	5.650E-07	7.278E+02	7.347E+02	6.900E+00	7.500E-09	3.271E+00	3.012E-01	7.620E-01	8.920E-08	7.680E-08	2.600E-09	
87	55	35	1	0.000E+00	0.000E+00	5.120E-07	5.370E-07	7.282E+02	7.353E+02	7.100E+00	7.500E-09	3.269E+00	3.012E-01	7.630E-01	8.860E-08	7.420E-08	2.900E-09	
88	57	35	1	0.000E+00	0.000E+00	5.060E-07	5.750E-07	7.299E+02	7.368E+02	6.900E+00	7.500E-09	3.262E+00	3.009E-01	7.620E-01	8.730E-08	7.530E-08	2.900E-09	
89	59	35	1	0.000E+00	0.000E+00	4.940E-07	5.870E-07	7.302E+02	7.378E+02	7.600E+00	7.300E-09	3.256E+00	3.015E-01	7.620E-01	8.470E-08	7.540E-08	3.100E-09	
90	61	35	1	0.000E+00	0.000E+00	5.630E-07	5.280E-07	7.297E+02	7.382E+02	8.500E+00	7.300E-09	3.254E+00	3.016E-01	7.630E-01	9.230E-08	7.080E-08	3.000E-09	
91	63	35	1	0.000E+00	0.000E+00	6.320E-07	5.700E-07	7.327E+02	7.405E+02	7.800E+00	7.300E-09	3.258E+00	3.009E-01	7.620E-01	9.810E-08	7.580E-08	3.000E-09	
92	65	35	1	0.000E+00	0.000E+00	4.880E-07	6.240E-07	7.349E+02	7.424E+02	7.500E+00	1.130E-08	3.251E+00	3.012E-01	7.620E-01	8.410E-08	9.160E-08	4.300E-09	
93	67	35	1	0.000E+00	0.000E+00	4.870E-07	7.550E-07	7.354E+02	7.434E+02	8.000E+00	7.400E-09	3.248E+00	3.012E-01	7.620E-01	8.520E-08	8.530E-08	3.200E-09	
94	69	35	1	0.000E+00	0.000E+00	6.140E-07	5.470E-07	7.383E+02	7.458E+02	7.500E+00	7.500E-09	3.250E+00	3.013E-01	7.620E-01	1.113E-07	7.260E-08	3.200E-09	
95	71	35	1	0.000E+00	0.000E+00	6.370E-07	5.850E-07	7.407E+02	7.480E+02	7.300E+00	7.200E-09	3.247E+00	3.010E-01	7.620E-01	1.161E-07	7.890E-08	3.000E-09	
96	73	35	1	0.000E+00	0.000E+00	4.950E-07	5.520E-07	7.444E+02	7.511E+02	6.700E+00	7.300E-09	3.254E+00	3.015E-01	7.620E-01	9.210E-08	7.370E-08	3.200E-09	
97	75	35	1	0.000E+00	0.000E+00	8.700E-07	5.970E-07	7.511E+02	7.557E+02	4.600E+00	7.200E-09	3.253E+00	3.015E-01	7.620E-01	1.566E-07	7.730E-08	3.000E-09	
98	77	35	1	0.000E+00	0.000E+00	5.030E-07	5.560E-07	7.554E+02	7.594E+02	4.000E+00	7.200E-09	3.257E+00	3.017E-01	7.620E-01	8.920E-08	7.530E-08	3.200E-09	
99	79	35	1	0.000E+00	1.000E-08	5.370E-07	5.490E-07	7.631E+02	7.651E+02	2.000E+00	7.200E-09	3.260E+00	3.019E-01	7.620E-01	9.210E-08	7.480E-08	3.000E-09	
100	81	35	1	0.000E+00	0.000E+00	4.830E-07	6.640E-07	7.679E+02	7.696E+02	1.700E+00	7.200E-09	3.262E+00	3.023E-01	7.620E-01	8.710E-08	9.030E-08	2.900E-09	
101	83	35	1	0.000E+00	1.000E-08	4.940E-07	5.750E-07	7.719E+02	7.734E+02	1.500E+00	7.200E-09	3.272E+00	3.034E-01	7.620E-01	8.710E-08	7.610E-08	2.900E-09	
102	85	35	1	0.000E+00	0.000E+00	4.590E-07	5.230E-07	7.760E+02	7.776E+02	1.600E+00	7.100E-09	3.296E+00	3.032E-01	7.630E-01	8.070E-08	7.020E-08	2.900E-09	
103	87	35	1	0.000E+00	0.000E+00	5.380E-07	5.200E-07	7.784E+02	7.804E+02	2.000E+00	7.100E-09	3.324E+00	3.037E-01	7.640E-01	1.100E-07	7.040E-08	4.100E-09	
104	89	35	1	0.000E+00	0.000E+00	4.730E-07	5.300E-07	7.725E+02	7.756E+02	3.100E+00	6.900E-09	3.362E+00	3.038E-01	7.640E-01	8.360E-08	7.170E-08	3.000E-09	
105	91	35	1	0.000E+00	0.000E+00	6.190E-07	5.360E-07	7.468E+02	7.499E+02	3.100E+00	3.000E-08	3.433E+00	2.925E-01	7.680E-01	1.126E-07	7.220E-08	1.490E-08	
106	47	37	1	0.000E+00	0.000E+00	5.430E-07	5.660E-07	7.281E+02	7.349E+02	6.800E+00	7.500E-09	3.274E+00	3.000E-01	7.620E-01	9.080E-08	8.060E-08	2.800E-09	
107	47	39	1	0.000E+00	0.000E+00	4.900E-07	6.980E-07	7.275E+02	7.357E+02	8.200E+00	7.500E-09	3.263E+00	3.006E-01	7.620E-01	8.660E-08	8.820E-08	2.700E-09	
108	5	41	1	0.000E+00	0.000E+00	5.770E-07	6.380E-07	7.406E+02	7.445E+02	3.900E+00	6.900E-09	3.546E+00	3.071E-01	7.650E-01	9.890E-08	8.790E-08	2.900E-09	
109	11	41	1	0.000E+00	2.000E-08	5.540E-07	8.060E-07	7.664E+02	7.707E+02	4.300E+00	6.900E-09	3.447E+00	3.066E-01	7.640E-01	9.670E-08	1.085E-07	2.700E-09	
110	17	41	1	0.000E+00	0.000E+00	5.350E-07	6.110E-07	7.441E+02	7.516E+02	7.500E+00	7.100E-09	3.422E+00	3.050E-01	7.630E-01	9.340E-08	8.190E-08	3.100E-09	
111	23	41	1	0.000E+00	0.000E+00	6.320E-07	5.850E-07	7.362E+02	7.447E+02	8.500E+00	7.100E-09	3.390E+00	3.027E-01	7.630E-01	1.026E-07	7.650E-08	3.000E-09	
112	29	41	1	0.000E+00	0.000E+00	4.710E-07	5.220E-07	7.344E+02	7.423E+02	7.900E+00	7.100E-09	3.367E+00	3.013E-01	7.630E-01	8.260E-08	6.860E-08	3.000E-09	
113	35	41	1	0.000E+00	1.000E-08	4.690E-07	5.630E-07	7.364E+02	7.433E+02	6.900E+00	7.200E-09	3.343E+00	2.997E-01	7.630E-01	8.170E-08	7.180E-08	3.000E-09	
114	41	41	1	0.000E+00	0.000E+00	4.750E-07	6.080E-07	7.366E+02	7.422E+02	5.600E+00	7.500E-09	3.320E+00	2.987E-01	7.630E-01	8.330E-08	8.910E-08	3.200E-09	
115	47	41	1	0.000E+00	0.000E+00	6.140E-07	5.620E-07	7.342E+02	7.400E+02	5.800E+00	7.500E-09	3.292E+00	2.993E-01	7.620E-01	1.065E-07	7.420E-08	3.200E-09	
116	53	41	1	0.000E+00	1.000E-08	4.950E-07	7.280E-07	7.382E+02	7.424E+02	4.200E+00	7.500E-09	3.272E+00	2.991E-01	7.630E-01	8.700E-08	9.340E-08	3.200E-09	
117	59	41	1	0.000E+00	0.000E+00	5.880E-07	5.770E-07	7.382E+02	7.445E+02	6.300E+00	7.200E-09	3.259E+00	2.998E-01	7.630E-01	1.092E-07	7.720E-08	3.000E-09	
118	65	41	1	0.000E+00	0.000E+00	5.540E-07	5.640E-07	7.440E+02	7.500E+02	6.000E+00	7.200E-09	3.245E+00	2.999E-01	7.630E-01	9.060E-08	7.370E-08	5.900E-09	
119	71	41	1	0.000E+00	0.000E+00	6.580E-07	6.020E-07	7.496E+02	7.545E+02	4.900E+00	7.300E-09	3.239E+00	3.001E-01	7.620E-01	1.141E-07	8.390E-08	7.300E-09	
120	77	41	1	0.000E+00	0.000E+00	5.050E-07	5.710E-07	7.635E+02	7.653E+02	1.800E+00	7.300E-09	3.248E+00	2.996E-01	7.630E-01	8.850E-08	7.610E-08	3.700E-09	
121	83	41	1	0.000E+00	0.000E+00	4.670E-07	5.410E-07	7.735E+02	7.752E+02	1.700E+00	7.300E-09	3.292E+00	2.996E-01	7.630E-01	8.280E-08	7.070E-08	3.300E-09	
122	89	41	1	0.000E+00	1.000E-08	7.920E-07	7.030E-07	7.694E+02	7.723E+02	2.900E+00	7.400E-09	3.414E+00	2.984E-01	7.650E-01	1.362E-07	9.210E-08	3.700E-09	
123	47	43	1	0.000E+00	0.000E+00	4.740E-07	6.000E-07	7.352E+02	7.426E+02	7.400E+00	7.300E-09	3.280E+00	2.998E-01	7.620E-01	8.250E-08	8.330E-08	3.200E-09	
124	47	45	1	0.000E+00	2.000E-08	5.460E-07	5.650E-07	7.378E+02	7.457E+02	7.900E+00	7.300E-09	3.294E+00	3.002E-01	7.630E-01	1.053E-07	7.390E-08	3.100E-09	
125	11	47	1	0.000E+00	0.000E+00	5.570E-07	6.350E-07	7.748E+02	7.803E+02	5.500E+00	6.900E-09	3.431E+00	3.074E-01	7.630E-01	9.750E-08	8.720E-08	2.700E-09	
