Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	7
Date	2025/03/03
Time	01:00:12

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	0.000E+00	5.180E-07	5.840E-07	7.682E+02	7.700E+02	1.800E+00	7.200E-09	3.316E+00	3.136E-01	7.640E-01	9.230E-08	7.910E-08	2.700E-09	
12	59	11	1	0.000E+00	0.000E+00	5.180E-07	5.870E-07	7.697E+02	7.720E+02	2.300E+00	7.400E-09	3.299E+00	3.143E-01	7.640E-01	8.970E-08	7.890E-08	2.800E-09	
13	65	11	1	0.000E+00	0.000E+00	5.410E-07	5.830E-07	7.753E+02	7.772E+02	1.900E+00	7.400E-09	3.304E+00	3.148E-01	7.640E-01	9.300E-08	7.940E-08	2.900E-09	
14	71	11	1	0.000E+00	0.000E+00	5.340E-07	5.740E-07	7.646E+02	7.684E+02	3.800E+00	7.100E-09	3.322E+00	3.176E-01	7.650E-01	9.460E-08	8.000E-08	3.000E-09	
15	47	13	1	0.000E+00	0.000E+00	5.190E-07	5.990E-07	7.512E+02	7.571E+02	5.900E+00	7.500E-09	3.315E+00	3.130E-01	7.630E-01	9.430E-08	7.650E-08	2.900E-09	
16	47	15	1	0.000E+00	0.000E+00	5.360E-07	5.600E-07	7.449E+02	7.514E+02	6.500E+00	7.500E-09	3.317E+00	3.118E-01	7.620E-01	9.810E-08	7.140E-08	3.000E-09	
17	17	17	1	0.000E+00	0.000E+00	4.600E-07	8.000E-07	7.466E+02	7.547E+02	8.100E+00	6.900E-09	3.441E+00	3.145E-01	7.640E-01	8.120E-08	1.112E-07	2.800E-09	
18	23	17	1	0.000E+00	0.000E+00	7.510E-07	5.650E-07	7.552E+02	7.608E+02	5.600E+00	7.200E-09	3.394E+00	3.113E-01	7.620E-01	1.309E-07	7.230E-08	2.900E-09	
19	29	17	1	0.000E+00	0.000E+00	6.940E-07	5.990E-07	7.432E+02	7.498E+02	6.600E+00	7.400E-09	3.374E+00	3.113E-01	7.640E-01	1.121E-07	8.100E-08	2.900E-09	
20	35	17	1	0.000E+00	0.000E+00	4.830E-07	5.510E-07	7.385E+02	7.462E+02	7.700E+00	7.400E-09	3.339E+00	3.105E-01	7.620E-01	8.330E-08	7.240E-08	2.600E-09	
21	41	17	1	0.000E+00	0.000E+00	5.090E-07	5.960E-07	7.350E+02	7.440E+02	9.000E+00	7.500E-09	3.348E+00	3.112E-01	7.630E-01	8.500E-08	7.430E-08	2.600E-09	
22	47	17	1	0.000E+00	0.000E+00	4.860E-07	6.020E-07	7.371E+02	7.447E+02	7.600E+00	7.500E-09	3.323E+00	3.111E-01	7.630E-01	8.350E-08	7.730E-08	2.600E-09	
23	53	17	1	0.000E+00	0.000E+00	5.250E-07	5.390E-07	7.444E+02	7.511E+02	6.700E+00	7.400E-09	3.301E+00	3.113E-01	7.630E-01	8.780E-08	7.280E-08	2.700E-09	
24	59	17	1	0.000E+00	0.000E+00	5.060E-07	6.240E-07	7.453E+02	7.506E+02	5.300E+00	7.300E-09	3.290E+00	3.115E-01	7.630E-01	9.360E-08	8.110E-08	2.800E-09	
25	65	17	1	0.000E+00	0.000E+00	5.530E-07	6.210E-07	7.577E+02	7.614E+02	3.700E+00	7.400E-09	3.279E+00	3.120E-01	7.630E-01	1.001E-07	8.110E-08	2.900E-09	
26	71	17	1	0.000E+00	0.000E+00	5.150E-07	6.170E-07	7.679E+02	7.700E+02	2.100E+00	7.500E-09	3.268E+00	3.129E-01	7.620E-01	9.120E-08	9.060E-08	3.000E-09	
27	77	17	1	0.000E+00	0.000E+00	5.110E-07	6.390E-07	7.766E+02	7.783E+02	1.700E+00	7.200E-09	3.295E+00	3.149E-01	7.620E-01	9.030E-08	8.300E-08	2.800E-09	
28	47	19	1	0.000E+00	0.000E+00	4.830E-07	5.530E-07	7.328E+02	7.398E+02	7.000E+00	7.300E-09	3.316E+00	3.098E-01	7.630E-01	8.550E-08	7.240E-08	2.800E-09	
29	47	21	1	0.000E+00	0.000E+00	4.620E-07	5.640E-07	7.375E+02	7.431E+02	5.600E+00	7.500E-09	3.328E+00	3.064E-01	7.630E-01	8.120E-08	7.630E-08	3.200E-09	
30	11	23	1	0.000E+00	0.000E+00	4.870E-07	5.160E-07	7.535E+02	7.581E+02	4.600E+00	6.800E-09	3.463E+00	3.109E-01	7.630E-01	7.780E-08	6.570E-08	2.600E-09	
31	17	23	1	0.000E+00	0.000E+00	4.670E-07	5.430E-07	7.527E+02	7.575E+02	4.800E+00	7.200E-09	3.402E+00	3.084E-01	7.630E-01	8.040E-08	6.880E-08	3.000E-09	
32	23	23	1	0.000E+00	0.000E+00	5.050E-07	7.530E-07	7.379E+02	7.452E+02	7.300E+00	7.300E-09	3.386E+00	3.082E-01	7.630E-01	8.280E-08	1.099E-07	2.800E-09	
33	29	23	1	0.000E+00	0.000E+00	4.620E-07	5.530E-07	7.285E+02	7.354E+02	6.900E+00	7.500E-09	3.358E+00	3.076E-01	7.630E-01	7.890E-08	6.810E-08	2.800E-09	
34	35	23	1	0.000E+00	0.000E+00	4.490E-07	8.470E-07	7.291E+02	7.359E+02	6.800E+00	7.400E-09	3.354E+00	3.073E-01	7.630E-01	7.660E-08	9.690E-08	2.700E-09	
35	41	23	1	0.000E+00	0.000E+00	4.980E-07	8.230E-07	7.341E+02	7.401E+02	6.000E+00	7.600E-09	3.336E+00	3.062E-01	7.630E-01	9.090E-08	1.061E-07	3.000E-09	
36	47	23	1	0.000E+00	0.000E+00	5.390E-07	6.030E-07	7.340E+02	7.401E+02	6.100E+00	7.600E-09	3.314E+00	3.063E-01	7.630E-01	8.840E-08	7.820E-08	2.800E-09	
37	53	23	1	0.000E+00	0.000E+00	4.950E-07	5.670E-07	7.374E+02	7.435E+02	6.100E+00	7.500E-09	3.304E+00	3.071E-01	7.630E-01	8.280E-08	7.740E-08	3.000E-09	
38	59	23	1	0.000E+00	0.000E+00	4.890E-07	6.610E-07	7.358E+02	7.414E+02	5.600E+00	7.600E-09	3.276E+00	3.077E-01	7.620E-01	8.520E-08	9.170E-08	2.800E-09	
39	65	23	1	0.000E+00	0.000E+00	4.900E-07	9.310E-07	7.405E+02	7.462E+02	5.700E+00	7.400E-09	3.278E+00	3.091E-01	7.630E-01	8.560E-08	1.355E-07	3.000E-09	
40	71	23	1	0.000E+00	1.000E-08	4.940E-07	6.010E-07	7.533E+02	7.569E+02	3.600E+00	7.300E-09	3.238E+00	3.084E-01	7.620E-01	8.590E-08	7.920E-08	3.200E-09	
41	77	23	1	0.000E+00	1.000E-08	6.050E-07	6.030E-07	7.667E+02	7.684E+02	1.700E+00	7.600E-09	3.261E+00	3.099E-01	7.630E-01	9.870E-08	8.190E-08	3.200E-09	
42	83	23	1	0.000E+00	0.000E+00	4.840E-07	5.970E-07	7.769E+02	7.784E+02	1.500E+00	7.100E-09	3.265E+00	3.102E-01	7.630E-01	8.640E-08	7.760E-08	3.000E-09	
43	47	25	1	0.000E+00	1.000E-08	4.870E-07	5.530E-07	7.372E+02	7.419E+02	4.700E+00	7.800E-09	3.322E+00	3.052E-01	7.620E-01	8.340E-08	7.310E-08	3.100E-09	
44	47	27	1	0.000E+00	1.000E-08	5.540E-07	5.830E-07	7.388E+02	7.423E+02	3.500E+00	8.000E-09	3.324E+00	3.047E-01	7.630E-01	8.880E-08	7.360E-08	3.300E-09	
45	5	29	1	0.000E+00	0.000E+00	4.660E-07	6.070E-07	7.236E+02	7.267E+02	3.100E+00	7.000E-09	3.526E+00	3.076E-01	7.650E-01	8.010E-08	8.120E-08	2.900E-09	
46	11	29	1	0.000E+00	0.000E+00	5.750E-07	5.240E-07	7.628E+02	7.664E+02	3.600E+00	7.100E-09	3.418E+00	3.072E-01	7.640E-01	1.019E-07	6.500E-08	2.800E-09	
47	17	29	1	0.000E+00	1.000E-08	4.690E-07	5.520E-07	7.427E+02	7.488E+02	6.100E+00	7.300E-09	3.400E+00	3.071E-01	7.630E-01	8.160E-08	6.910E-08	3.000E-09	
48	23	29	1	0.000E+00	0.000E+00	4.980E-07	5.370E-07	7.326E+02	7.400E+02	7.400E+00	7.500E-09	3.367E+00	3.057E-01	7.620E-01	8.480E-08	6.750E-08	3.200E-09	
49	29	29	1	0.000E+00	0.000E+00	4.450E-07	5.000E-07	7.293E+02	7.363E+02	7.000E+00	7.300E-09	3.371E+00	3.061E-01	7.630E-01	7.780E-08	6.320E-08	3.000E-09	
50	35	29	1	0.000E+00	0.000E+00	4.340E-07	5.080E-07	7.363E+02	7.417E+02	5.400E+00	7.500E-09	3.346E+00	3.063E-01	7.620E-01	7.420E-08	6.410E-08	3.300E-09	
51	41	29	1	0.000E+00	0.000E+00	5.550E-07	5.690E-07	7.399E+02	7.429E+02	3.000E+00	7.700E-09	3.341E+00	3.036E-01	7.630E-01	9.770E-08	7.010E-08	3.200E-09	
52	47	29	1	0.000E+00	0.000E+00	7.040E-07	8.950E-07	7.401E+02	7.417E+02	1.600E+00	7.900E-09	3.319E+00	3.035E-01	7.630E-01	1.051E-07	1.202E-07	3.100E-09	
53	53	29	1	0.000E+00	0.000E+00	4.780E-07	5.340E-07	7.410E+02	7.425E+02	1.500E+00	7.900E-09	3.275E+00	3.036E-01	7.620E-01	8.220E-08	7.140E-08	3.100E-09	
54	59	29	1	0.000E+00	0.000E+00	4.760E-07	5.320E-07	7.394E+02	7.431E+02	3.700E+00	7.800E-09	3.274E+00	3.050E-01	7.620E-01	8.320E-08	6.940E-08	3.200E-09	
55	65	29	1	0.000E+00	0.000E+00	6.550E-07	5.350E-07	7.409E+02	7.454E+02	4.500E+00	7.400E-09	3.266E+00	3.063E-01	7.630E-01	1.354E-07	6.860E-08	3.000E-09	
56	71	29	1	0.000E+00	0.000E+00	6.850E-07	5.930E-07	7.422E+02	7.471E+02	4.900E+00	7.400E-09	3.264E+00	3.075E-01	7.620E-01	1.126E-07	7.220E-08	2.900E-09	
57	77	29	1	0.000E+00	0.000E+00	5.280E-07	5.680E-07	7.603E+02	7.625E+02	2.200E+00	7.300E-09	3.259E+00	3.070E-01	7.620E-01	9.470E-08	7.550E-08	3.100E-09	
58	83	29	1	0.000E+00	0.000E+00	4.950E-07	6.140E-07	7.743E+02	7.758E+02	1.500E+00	7.400E-09	3.279E+00	3.079E-01	7.620E-01	8.820E-08	7.840E-08	3.100E-09	
59	89	29	1	0.000E+00	1.000E-08	4.750E-07	5.720E-07	7.679E+02	7.710E+02	3.100E+00	7.200E-09	3.371E+00	3.070E-01	7.650E-01	8.470E-08	7.610E-08	3.300E-09	
60	47	31	1	0.000E+00	0.000E+00	4.670E-07	5.340E-07	7.378E+02	7.393E+02	1.500E+00	8.300E-09	3.326E+00	3.006E-01	7.630E-01	8.090E-08	6.930E-08	3.300E-09	
61	47	33	1	0.000E+00	0.000E+00	4.550E-07	5.410E-07	7.375E+02	7.388E+02	1.300E+00	8.100E-09	3.311E+00	3.004E-01	7.630E-01	8.070E-08	7.050E-08	3.300E-09	
62	5	35	1	0.000E+00	0.000E+00	4.930E-07	6.310E-07	7.349E+02	7.401E+02	5.200E+00	6.900E-09	3.525E+00	3.095E-01	7.650E-01	8.370E-08	7.970E-08	2.800E-09	
63	7	35	1	0.000E+00	0.000E+00	5.660E-07	5.660E-07	7.543E+02	7.579E+02	3.600E+00	6.900E-09	3.486E+00	3.087E-01	7.640E-01	9.960E-08	7.070E-08	2.800E-09	
64	9	35	1	0.000E+00	0.000E+00	4.620E-07	5.930E-07	7.621E+02	7.682E+02	6.100E+00	7.100E-09	3.456E+00	3.080E-01	7.630E-01	7.960E-08	7.730E-08	2.900E-09	
65	11	35	1	0.000E+00	0.000E+00	4.510E-07	6.150E-07	7.570E+02	7.622E+02	5.200E+00	7.100E-09	3.445E+00	3.064E-01	7.630E-01	7.920E-08	7.660E-08	2.800E-09	
66	13	35	1	0.000E+00	0.000E+00	4.680E-07	5.590E-07	7.551E+02	7.608E+02	5.700E+00	7.100E-09	3.430E+00	3.051E-01	7.620E-01	8.110E-08	7.250E-08	2.900E-09	
67	15	35	1	0.000E+00	1.000E-08	4.660E-07	5.470E-07	7.515E+02	7.564E+02	4.900E+00	7.100E-09	3.419E+00	3.048E-01	7.640E-01	8.040E-08	6.890E-08	2.900E-09	
68	17	35	1	0.000E+00	0.000E+00	7.800E-07	7.650E-07	7.441E+02	7.505E+02	6.400E+00	7.200E-09	3.419E+00	3.051E-01	7.640E-01	1.683E-07	1.116E-07	3.100E-09	
69	19	35	1	0.000E+00	0.000E+00	4.710E-07	5.380E-07	7.402E+02	7.486E+02	8.400E+00	7.500E-09	3.423E+00	3.038E-01	7.640E-01	8.220E-08	7.080E-08	3.200E-09	
70	21	35	1	0.000E+00	0.000E+00	4.710E-07	5.300E-07	7.379E+02	7.443E+02	6.400E+00	7.400E-09	3.407E+00	3.035E-01	7.630E-01	7.940E-08	6.790E-08	3.200E-09	
71	23	35	1	0.000E+00	1.000E-08	5.150E-07	5.210E-07	7.344E+02	7.412E+02	6.800E+00	7.300E-09	3.395E+00	3.032E-01	7.630E-01	8.520E-08	6.510E-08	3.200E-09	
72	25	35	1	0.000E+00	0.000E+00	5.490E-07	5.220E-07	7.359E+02	7.421E+02	6.200E+00	7.400E-09	3.390E+00	3.029E-01	7.630E-01	9.170E-08	6.690E-08	3.100E-09	
73	27	35	1	0.000E+00	1.000E-08	4.730E-07	4.970E-07	7.384E+02	7.434E+02	5.000E+00	7.300E-09	3.378E+00	3.024E-01	7.630E-01	8.140E-08	6.360E-08	3.100E-09	
74	29	35	1	0.000E+00	1.000E-08	4.500E-07	5.730E-07	7.386E+02	7.440E+02	5.400E+00	7.400E-09	3.381E+00	3.023E-01	7.620E-01	7.720E-08	7.000E-08	3.200E-09	
75	31	35	1	0.000E+00	0.000E+00	5.670E-07	5.050E-07	7.413E+02	7.460E+02	4.700E+00	7.600E-09	3.377E+00	3.037E-01	7.630E-01	8.810E-08	6.460E-08	3.300E-09	
76	33	35	1	0.000E+00	1.000E-08	4.300E-07	5.270E-07	7.410E+02	7.450E+02	4.000E+00	7.600E-09	3.371E+00	3.021E-01	7.620E-01	7.470E-08	6.720E-08	3.300E-09	
77	35	35	1	0.000E+00	0.000E+00	5.060E-07	5.440E-07	7.421E+02	7.449E+02	2.800E+00	7.600E-09	3.357E+00	3.016E-01	7.630E-01	8.450E-08	6.700E-08	3.400E-09	
78	37	35	1	0.000E+00	0.000E+00	4.400E-07	5.150E-07	7.424E+02	7.442E+02	1.800E+00	7.600E-09	3.348E+00	3.011E-01	7.630E-01	7.600E-08	6.680E-08	3.200E-09	
79	39	35	1	0.000E+00	0.000E+00	4.640E-07	7.720E-07	7.419E+02	7.434E+02	1.500E+00	7.900E-09	3.339E+00	3.010E-01	7.630E-01	8.270E-08	1.243E-07	3.200E-09	
80	41	35	1	0.000E+00	1.000E-08	4.480E-07	5.360E-07	7.405E+02	7.421E+02	1.600E+00	7.900E-09	3.337E+00	3.007E-01	7.630E-01	7.920E-08	6.790E-08	3.100E-09	
81	43	35	1	0.000E+00	0.000E+00	4.700E-07	6.940E-07	7.394E+02	7.408E+02	1.400E+00	7.900E-09	3.324E+00	3.007E-01	7.620E-01	7.950E-08	1.100E-07	3.000E-09	
82	45	35	1	0.000E+00	0.000E+00	5.460E-07	5.910E-07	7.381E+02	7.396E+02	1.500E+00	8.200E-09	3.312E+00	3.003E-01	7.620E-01	8.870E-08	9.420E-08	3.300E-09	
83	47	35	1	0.000E+00	0.000E+00	4.760E-07	5.150E-07	7.377E+02	7.393E+02	1.600E+00	7.900E-09	3.306E+00	3.001E-01	7.620E-01	8.570E-08	6.740E-08	3.100E-09	
84	49	35	1	0.000E+00	1.000E-08	5.680E-07	5.150E-07	7.383E+02	7.396E+02	1.300E+00	8.200E-09	3.301E+00	3.001E-01	7.630E-01	1.062E-07	6.740E-08	3.400E-09	
85	51	35	1	0.000E+00	0.000E+00	4.590E-07	5.650E-07	7.389E+02	7.405E+02	1.600E+00	7.900E-09	3.302E+00	3.015E-01	7.630E-01	8.050E-08	7.010E-08	3.100E-09	
86	53	35	1	0.000E+00	0.000E+00	4.670E-07	5.250E-07	7.395E+02	7.409E+02	1.400E+00	8.100E-09	3.294E+00	3.019E-01	7.620E-01	8.180E-08	6.860E-08	3.200E-09	
87	55	35	1	0.000E+00	1.000E-08	4.640E-07	5.370E-07	7.407E+02	7.421E+02	1.400E+00	7.900E-09	3.290E+00	3.020E-01	7.630E-01	8.060E-08	6.930E-08	3.200E-09	
88	57	35	1	0.000E+00	0.000E+00	5.030E-07	9.580E-07	7.419E+02	7.433E+02	1.400E+00	7.800E-09	3.284E+00	3.025E-01	7.620E-01	9.160E-08	1.360E-07	3.100E-09	
89	59	35	1	0.000E+00	0.000E+00	5.270E-07	5.350E-07	7.429E+02	7.446E+02	1.700E+00	7.700E-09	3.279E+00	3.021E-01	7.620E-01	8.850E-08	6.830E-08	3.300E-09	
90	61	35	1	0.000E+00	0.000E+00	4.550E-07	5.530E-07	7.429E+02	7.452E+02	2.300E+00	7.700E-09	3.279E+00	3.031E-01	7.620E-01	8.040E-08	7.020E-08	3.300E-09	
91	63	35	1	0.000E+00	0.000E+00	4.470E-07	5.140E-07	7.432E+02	7.460E+02	2.800E+00	7.600E-09	3.282E+00	3.034E-01	7.620E-01	7.520E-08	6.370E-08	3.200E-09	
92	65	35	1	0.000E+00	0.000E+00	4.410E-07	5.250E-07	7.429E+02	7.464E+02	3.500E+00	7.300E-09	3.275E+00	3.041E-01	7.630E-01	7.760E-08	6.670E-08	3.000E-09	
93	67	35	1	0.000E+00	0.000E+00	5.040E-07	5.110E-07	7.427E+02	7.469E+02	4.200E+00	7.400E-09	3.270E+00	3.041E-01	7.620E-01	8.690E-08	6.420E-08	3.200E-09	
94	69	35	1	0.000E+00	0.000E+00	4.500E-07	7.770E-07	7.425E+02	7.476E+02	5.100E+00	7.500E-09	3.267E+00	3.044E-01	7.630E-01	7.770E-08	9.270E-08	3.100E-09	
95	71	35	1	0.000E+00	0.000E+00	5.030E-07	5.630E-07	7.444E+02	7.493E+02	4.900E+00	7.400E-09	3.264E+00	3.042E-01	7.630E-01	8.880E-08	7.290E-08	3.200E-09	
96	73	35	1	0.000E+00	0.000E+00	4.600E-07	6.870E-07	7.474E+02	7.520E+02	4.600E+00	7.400E-09	3.270E+00	3.047E-01	7.620E-01	8.200E-08	8.230E-08	3.000E-09	
97	75	35	1	0.000E+00	0.000E+00	5.640E-07	5.760E-07	7.529E+02	7.562E+02	3.300E+00	7.300E-09	3.268E+00	3.054E-01	7.630E-01	9.850E-08	7.380E-08	3.200E-09	
98	77	35	1	0.000E+00	0.000E+00	5.340E-07	8.460E-07	7.567E+02	7.595E+02	2.800E+00	7.300E-09	3.265E+00	3.055E-01	7.630E-01	9.530E-08	9.750E-08	3.200E-09	
99	79	35	1	0.000E+00	0.000E+00	4.910E-07	5.610E-07	7.633E+02	7.651E+02	1.800E+00	7.400E-09	3.262E+00	3.056E-01	7.620E-01	8.510E-08	7.400E-08	3.200E-09	
100	81	35	1	0.000E+00	0.000E+00	5.690E-07	5.780E-07	7.686E+02	7.701E+02	1.500E+00	7.600E-09	3.263E+00	3.053E-01	7.620E-01	9.460E-08	7.430E-08	3.200E-09	
101	83	35	1	0.000E+00	0.000E+00	4.880E-07	7.350E-07	7.733E+02	7.748E+02	1.500E+00	7.500E-09	3.274E+00	3.059E-01	7.620E-01	8.780E-08	1.117E-07	3.100E-09	
102	85	35	1	0.000E+00	0.000E+00	4.920E-07	6.760E-07	7.779E+02	7.794E+02	1.500E+00	7.300E-09	3.294E+00	3.069E-01	7.630E-01	8.820E-08	9.230E-08	3.200E-09	
103	87	35	1	0.000E+00	0.000E+00	4.940E-07	5.820E-07	7.819E+02	7.835E+02	1.600E+00	7.100E-09	3.319E+00	3.076E-01	7.630E-01	8.770E-08	7.460E-08	3.100E-09	
104	89	35	1	0.000E+00	0.000E+00	4.750E-07	6.820E-07	7.778E+02	7.808E+02	3.000E+00	7.100E-09	3.355E+00	3.071E-01	7.640E-01	8.550E-08	9.400E-08	3.200E-09	
105	91	35	1	0.000E+00	0.000E+00	5.610E-07	6.850E-07	7.441E+02	7.470E+02	2.900E+00	7.700E-09	3.421E+00	2.985E-01	7.690E-01	9.660E-08	9.840E-08	3.500E-09	
106	47	37	1	0.000E+00	0.000E+00	4.750E-07	6.680E-07	7.393E+02	7.407E+02	1.400E+00	8.000E-09	3.299E+00	2.996E-01	7.620E-01	8.450E-08	9.960E-08	3.200E-09	
107	47	39	1	0.000E+00	0.000E+00	4.670E-07	5.350E-07	7.423E+02	7.437E+02	1.400E+00	7.900E-09	3.295E+00	3.002E-01	7.620E-01	8.100E-08	6.930E-08	3.200E-09	
108	5	41	1	0.000E+00	0.000E+00	5.360E-07	7.910E-07	7.226E+02	7.269E+02	4.300E+00	7.100E-09	3.547E+00	3.081E-01	7.650E-01	9.110E-08	9.890E-08	2.900E-09	
109	11	41	1	0.000E+00	1.000E-08	5.340E-07	5.590E-07	7.676E+02	7.703E+02	2.700E+00	7.100E-09	3.455E+00	3.052E-01	7.640E-01	9.060E-08	7.150E-08	2.800E-09	
110	17	41	1	0.000E+00	0.000E+00	5.450E-07	5.970E-07	7.529E+02	7.563E+02	3.400E+00	7.200E-09	3.428E+00	3.029E-01	7.630E-01	9.070E-08	7.980E-08	3.100E-09	
111	23	41	1	0.000E+00	0.000E+00	4.830E-07	5.380E-07	7.449E+02	7.498E+02	4.900E+00	7.300E-09	3.410E+00	3.014E-01	7.640E-01	7.970E-08	6.680E-08	3.000E-09	
112	29	41	1	0.000E+00	0.000E+00	4.460E-07	5.060E-07	7.445E+02	7.485E+02	4.000E+00	7.300E-09	3.387E+00	3.000E-01	7.630E-01	7.660E-08	6.340E-08	3.000E-09	
113	35	41	1	0.000E+00	0.000E+00	4.230E-07	9.850E-07	7.475E+02	7.493E+02	1.800E+00	7.700E-09	3.369E+00	2.989E-01	7.630E-01	7.580E-08	1.449E-07	3.300E-09	
114	41	41	1	0.000E+00	0.000E+00	4.410E-07	6.400E-07	7.446E+02	7.463E+02	1.700E+00	8.100E-09	3.341E+00	2.979E-01	7.630E-01	7.710E-08	8.880E-08	3.500E-09	
115	47	41	1	0.000E+00	0.000E+00	5.050E-07	8.460E-07	7.432E+02	7.447E+02	1.500E+00	7.900E-09	3.320E+00	2.987E-01	7.620E-01	8.670E-08	1.104E-07	3.300E-09	
116	53	41	1	0.000E+00	0.000E+00	7.750E-07	7.580E-07	7.446E+02	7.463E+02	1.700E+00	7.800E-09	3.297E+00	2.988E-01	7.620E-01	1.441E-07	1.166E-07	3.400E-09	
117	59	41	1	0.000E+00	0.000E+00	5.190E-07	5.190E-07	7.485E+02	7.500E+02	1.500E+00	7.500E-09	3.281E+00	3.008E-01	7.630E-01	8.640E-08	6.470E-08	3.200E-09	
118	65	41	1	0.000E+00	0.000E+00	6.970E-07	5.260E-07	7.510E+02	7.528E+02	1.800E+00	7.600E-09	3.282E+00	3.016E-01	7.630E-01	1.379E-07	6.670E-08	3.200E-09	
119	71	41	1	0.000E+00	1.000E-08	4.710E-07	6.020E-07	7.545E+02	7.565E+02	2.000E+00	7.700E-09	3.253E+00	3.017E-01	7.630E-01	8.380E-08	7.580E-08	3.300E-09	
120	77	41	1	0.000E+00	0.000E+00	5.070E-07	5.820E-07	7.638E+02	7.653E+02	1.500E+00	7.700E-09	3.275E+00	3.024E-01	7.630E-01	8.820E-08	7.620E-08	3.400E-09	
121	83	41	1	0.000E+00	0.000E+00	4.930E-07	8.590E-07	7.740E+02	7.758E+02	1.800E+00	7.700E-09	3.287E+00	3.024E-01	7.640E-01	8.770E-08	1.165E-07	3.200E-09	
122	89	41	1	0.000E+00	0.000E+00	6.310E-07	5.730E-07	7.761E+02	7.791E+02	3.000E+00	7.500E-09	3.411E+00	3.023E-01	7.650E-01	1.125E-07	7.940E-08	3.100E-09	
123	47	43	1	0.000E+00	0.000E+00	5.030E-07	5.280E-07	7.469E+02	7.484E+02	1.500E+00	7.700E-09	3.310E+00	2.994E-01	7.620E-01	8.190E-08	6.650E-08	3.100E-09	
124	47	45	1	0.000E+00	0.000E+00	4.800E-07	5.350E-07	7.501E+02	7.517E+02	1.600E+00	7.500E-09	3.315E+00	3.002E-01	7.620E-01	8.260E-08	6.620E-08	3.100E-09	
