Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	25
Date	2025/03/03
Time	03:26:52

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	0.000E+00	5.690E-07	6.600E-07	7.613E+02	7.651E+02	3.800E+00	7.500E-09	3.305E+00	3.085E-01	7.630E-01	1.024E-07	9.060E-08	3.000E-09	
12	59	11	1	0.000E+00	0.000E+00	6.930E-07	6.830E-07	7.650E+02	7.671E+02	2.100E+00	7.300E-09	3.301E+00	3.082E-01	7.640E-01	1.272E-07	9.010E-08	2.900E-09	
13	65	11	1	0.000E+00	0.000E+00	6.090E-07	7.160E-07	7.701E+02	7.721E+02	2.000E+00	7.200E-09	3.302E+00	3.088E-01	7.630E-01	1.061E-07	1.165E-07	2.800E-09	
14	71	11	1	0.000E+00	0.000E+00	6.990E-07	7.850E-07	7.553E+02	7.597E+02	4.400E+00	7.200E-09	3.353E+00	3.113E-01	7.640E-01	1.199E-07	1.154E-07	2.800E-09	
15	47	13	1	0.000E+00	1.000E-08	5.630E-07	6.240E-07	7.486E+02	7.545E+02	5.900E+00	7.400E-09	3.310E+00	3.078E-01	7.630E-01	1.004E-07	8.470E-08	2.900E-09	
16	47	15	1	0.000E+00	0.000E+00	5.090E-07	5.900E-07	7.400E+02	7.468E+02	6.800E+00	7.400E-09	3.301E+00	3.067E-01	7.620E-01	9.100E-08	8.040E-08	2.700E-09	
17	17	17	1	0.000E+00	1.000E-08	5.740E-07	5.840E-07	7.692E+02	7.730E+02	3.800E+00	7.000E-09	3.435E+00	3.104E-01	7.640E-01	1.088E-07	7.660E-08	2.800E-09	
18	23	17	1	0.000E+00	0.000E+00	5.370E-07	5.880E-07	7.610E+02	7.649E+02	3.900E+00	7.100E-09	3.386E+00	3.082E-01	7.630E-01	8.960E-08	7.760E-08	2.800E-09	
19	29	17	1	0.000E+00	0.000E+00	6.280E-07	6.670E-07	7.446E+02	7.506E+02	6.000E+00	7.300E-09	3.366E+00	3.077E-01	7.630E-01	1.208E-07	9.940E-08	2.700E-09	
20	35	17	1	0.000E+00	0.000E+00	5.010E-07	9.110E-07	7.357E+02	7.435E+02	7.800E+00	7.600E-09	3.327E+00	3.068E-01	7.620E-01	8.990E-08	1.306E-07	2.700E-09	
21	41	17	1	0.000E+00	0.000E+00	5.590E-07	5.870E-07	7.324E+02	7.409E+02	8.500E+00	7.400E-09	3.326E+00	3.062E-01	7.620E-01	9.190E-08	7.800E-08	2.800E-09	
22	47	17	1	0.000E+00	0.000E+00	5.610E-07	6.760E-07	7.314E+02	7.389E+02	7.500E+00	7.500E-09	3.297E+00	3.057E-01	7.620E-01	1.002E-07	9.420E-08	2.600E-09	
23	53	17	1	0.000E+00	0.000E+00	5.630E-07	6.100E-07	7.388E+02	7.467E+02	7.900E+00	7.500E-09	3.281E+00	3.052E-01	7.620E-01	9.550E-08	8.490E-08	3.200E-09	
24	59	17	1	0.000E+00	0.000E+00	6.450E-07	6.430E-07	7.387E+02	7.449E+02	6.200E+00	7.300E-09	3.265E+00	3.051E-01	7.620E-01	1.048E-07	8.510E-08	2.800E-09	
25	65	17	1	0.000E+00	2.000E-08	9.740E-07	6.470E-07	7.495E+02	7.545E+02	5.000E+00	7.400E-09	3.254E+00	3.047E-01	7.620E-01	2.191E-07	8.780E-08	3.000E-09	
26	71	17	1	0.000E+00	0.000E+00	5.200E-07	5.980E-07	7.588E+02	7.625E+02	3.700E+00	7.600E-09	3.256E+00	3.054E-01	7.620E-01	9.280E-08	8.020E-08	3.000E-09	
27	77	17	1	0.000E+00	0.000E+00	5.180E-07	5.910E-07	7.682E+02	7.708E+02	2.600E+00	7.200E-09	3.281E+00	3.064E-01	7.620E-01	9.060E-08	8.160E-08	2.700E-09	
28	47	19	1	0.000E+00	0.000E+00	5.670E-07	6.070E-07	7.280E+02	7.349E+02	6.900E+00	7.400E-09	3.282E+00	3.043E-01	7.620E-01	9.560E-08	7.790E-08	2.800E-09	
29	47	21	1	0.000E+00	0.000E+00	5.250E-07	5.770E-07	7.331E+02	7.386E+02	5.500E+00	7.400E-09	3.303E+00	3.014E-01	7.630E-01	9.500E-08	7.720E-08	3.200E-09	
30	11	23	1	0.000E+00	0.000E+00	7.160E-07	5.630E-07	7.726E+02	7.747E+02	2.100E+00	7.100E-09	3.476E+00	3.057E-01	7.640E-01	1.224E-07	7.170E-08	2.800E-09	
31	17	23	1	0.000E+00	0.000E+00	6.890E-07	7.480E-07	7.634E+02	7.664E+02	3.000E+00	7.100E-09	3.416E+00	3.043E-01	7.630E-01	1.225E-07	9.710E-08	2.700E-09	
32	23	23	1	0.000E+00	0.000E+00	8.930E-07	7.260E-07	7.420E+02	7.487E+02	6.700E+00	7.200E-09	3.381E+00	3.044E-01	7.630E-01	1.448E-07	1.065E-07	2.900E-09	
33	29	23	1	0.000E+00	0.000E+00	5.170E-07	5.630E-07	7.309E+02	7.383E+02	7.400E+00	7.300E-09	3.368E+00	3.030E-01	7.630E-01	9.040E-08	7.510E-08	2.800E-09	
34	35	23	1	0.000E+00	1.000E-08	5.120E-07	5.740E-07	7.286E+02	7.361E+02	7.500E+00	7.500E-09	3.342E+00	3.017E-01	7.620E-01	8.920E-08	7.340E-08	2.700E-09	
35	41	23	1	0.000E+00	0.000E+00	5.020E-07	6.790E-07	7.320E+02	7.379E+02	5.900E+00	7.600E-09	3.335E+00	2.999E-01	7.630E-01	8.810E-08	9.400E-08	3.100E-09	
36	47	23	1	0.000E+00	0.000E+00	5.010E-07	7.110E-07	7.324E+02	7.379E+02	5.500E+00	7.600E-09	3.298E+00	2.998E-01	7.620E-01	8.810E-08	1.042E-07	2.900E-09	
37	53	23	1	0.000E+00	1.000E-08	6.100E-07	6.270E-07	7.349E+02	7.406E+02	5.700E+00	7.700E-09	3.294E+00	2.994E-01	7.630E-01	1.138E-07	8.070E-08	3.200E-09	
38	59	23	1	0.000E+00	0.000E+00	4.990E-07	6.010E-07	7.329E+02	7.386E+02	5.700E+00	7.500E-09	3.266E+00	2.997E-01	7.620E-01	8.750E-08	7.830E-08	3.200E-09	
39	65	23	1	0.000E+00	0.000E+00	7.860E-07	6.880E-07	7.344E+02	7.405E+02	6.100E+00	7.500E-09	3.262E+00	3.001E-01	7.620E-01	1.385E-07	1.068E-07	3.000E-09	
40	71	23	1	0.000E+00	1.000E-08	6.070E-07	7.480E-07	7.446E+02	7.488E+02	4.200E+00	7.600E-09	3.234E+00	3.000E-01	7.620E-01	1.028E-07	1.164E-07	3.100E-09	
41	77	23	1	0.000E+00	0.000E+00	5.130E-07	6.550E-07	7.593E+02	7.611E+02	1.800E+00	7.400E-09	3.249E+00	3.012E-01	7.620E-01	9.070E-08	8.960E-08	3.000E-09	
42	83	23	1	0.000E+00	0.000E+00	5.440E-07	5.600E-07	7.686E+02	7.703E+02	1.700E+00	7.400E-09	3.268E+00	3.010E-01	7.620E-01	9.550E-08	7.790E-08	2.900E-09	
43	47	25	1	0.000E+00	0.000E+00	5.820E-07	5.760E-07	7.343E+02	7.389E+02	4.600E+00	7.700E-09	3.299E+00	2.984E-01	7.620E-01	1.113E-07	8.090E-08	3.000E-09	
44	47	27	1	0.000E+00	0.000E+00	5.120E-07	6.400E-07	7.347E+02	7.382E+02	3.500E+00	7.900E-09	3.286E+00	2.972E-01	7.620E-01	9.130E-08	8.120E-08	3.200E-09	
45	5	29	1	0.000E+00	0.000E+00	4.990E-07	5.700E-07	7.619E+02	7.651E+02	3.200E+00	7.100E-09	3.522E+00	3.019E-01	7.660E-01	8.890E-08	7.370E-08	2.800E-09	
46	11	29	1	0.000E+00	1.000E-08	4.830E-07	5.500E-07	7.719E+02	7.735E+02	1.600E+00	7.200E-09	3.398E+00	3.015E-01	7.630E-01	8.410E-08	7.170E-08	3.100E-09	
47	17	29	1	0.000E+00	0.000E+00	5.630E-07	5.850E-07	7.561E+02	7.605E+02	4.400E+00	7.100E-09	3.386E+00	3.018E-01	7.620E-01	1.000E-07	7.650E-08	2.800E-09	
48	23	29	1	0.000E+00	0.000E+00	5.460E-07	5.860E-07	7.400E+02	7.456E+02	5.600E+00	7.300E-09	3.347E+00	3.014E-01	7.630E-01	9.080E-08	7.540E-08	3.200E-09	
49	29	29	1	0.000E+00	1.000E-08	4.930E-07	6.680E-07	7.309E+02	7.384E+02	7.500E+00	7.400E-09	3.352E+00	3.005E-01	7.620E-01	8.790E-08	8.340E-08	3.200E-09	
50	35	29	1	0.000E+00	2.000E-08	5.060E-07	6.150E-07	7.345E+02	7.396E+02	5.100E+00	7.700E-09	3.311E+00	2.988E-01	7.620E-01	8.910E-08	8.120E-08	3.200E-09	
51	41	29	1	0.000E+00	0.000E+00	5.080E-07	5.830E-07	7.359E+02	7.390E+02	3.100E+00	7.800E-09	3.300E+00	2.977E-01	7.630E-01	8.900E-08	7.800E-08	3.200E-09	
52	47	29	1	0.000E+00	0.000E+00	5.030E-07	6.630E-07	7.350E+02	7.367E+02	1.700E+00	8.100E-09	3.272E+00	2.966E-01	7.620E-01	8.700E-08	1.000E-07	3.300E-09	
53	53	29	1	0.000E+00	0.000E+00	7.720E-07	6.700E-07	7.352E+02	7.368E+02	1.600E+00	7.900E-09	3.243E+00	2.968E-01	7.620E-01	1.212E-07	9.570E-08	3.300E-09	
54	59	29	1	0.000E+00	0.000E+00	5.800E-07	5.620E-07	7.350E+02	7.386E+02	3.600E+00	7.700E-09	3.254E+00	2.967E-01	7.620E-01	1.007E-07	7.580E-08	3.200E-09	
55	65	29	1	0.000E+00	0.000E+00	5.740E-07	5.550E-07	7.349E+02	7.399E+02	5.000E+00	7.500E-09	3.229E+00	2.973E-01	7.610E-01	9.600E-08	7.520E-08	3.000E-09	
56	71	29	1	0.000E+00	0.000E+00	5.070E-07	7.590E-07	7.360E+02	7.414E+02	5.400E+00	7.400E-09	3.236E+00	2.980E-01	7.610E-01	8.850E-08	1.185E-07	3.000E-09	
57	77	29	1	0.000E+00	0.000E+00	4.990E-07	6.450E-07	7.532E+02	7.558E+02	2.600E+00	7.300E-09	3.233E+00	2.977E-01	7.610E-01	8.990E-08	9.020E-08	3.100E-09	
58	83	29	1	0.000E+00	0.000E+00	4.720E-07	7.570E-07	7.661E+02	7.677E+02	1.600E+00	7.400E-09	3.262E+00	2.982E-01	7.620E-01	8.580E-08	1.227E-07	2.900E-09	
59	89	29	1	0.000E+00	0.000E+00	4.870E-07	6.290E-07	7.566E+02	7.597E+02	3.100E+00	7.400E-09	3.390E+00	2.978E-01	7.650E-01	8.530E-08	8.630E-08	3.400E-09	
60	47	31	1	0.000E+00	0.000E+00	5.000E-07	5.540E-07	7.312E+02	7.327E+02	1.500E+00	8.400E-09	3.295E+00	2.932E-01	7.620E-01	8.610E-08	7.530E-08	3.300E-09	
61	47	33	1	0.000E+00	1.000E-08	5.460E-07	6.110E-07	7.309E+02	7.324E+02	1.500E+00	8.400E-09	3.283E+00	2.926E-01	7.620E-01	9.030E-08	8.000E-08	3.300E-09	
62	5	35	1	0.000E+00	0.000E+00	5.470E-07	6.460E-07	7.672E+02	7.703E+02	3.100E+00	7.100E-09	3.535E+00	3.028E-01	7.650E-01	9.240E-08	8.410E-08	2.800E-09	
63	7	35	1	0.000E+00	1.000E-08	1.062E-06	5.890E-07	7.782E+02	7.801E+02	1.900E+00	7.100E-09	3.478E+00	3.026E-01	7.640E-01	1.871E-07	7.780E-08	2.800E-09	
64	9	35	1	0.000E+00	1.000E-08	5.120E-07	5.790E-07	7.768E+02	7.783E+02	1.500E+00	7.100E-09	3.439E+00	3.020E-01	7.630E-01	8.800E-08	8.030E-08	3.000E-09	
65	11	35	1	0.000E+00	0.000E+00	5.130E-07	6.860E-07	7.729E+02	7.745E+02	1.600E+00	7.200E-09	3.423E+00	3.008E-01	7.630E-01	8.840E-08	8.160E-08	2.800E-09	
66	13	35	1	0.000E+00	0.000E+00	6.280E-07	8.240E-07	7.689E+02	7.706E+02	1.700E+00	7.200E-09	3.411E+00	3.000E-01	7.630E-01	1.084E-07	1.219E-07	2.800E-09	
67	15	35	1	0.000E+00	1.000E-08	6.230E-07	5.850E-07	7.634E+02	7.658E+02	2.400E+00	7.200E-09	3.412E+00	2.991E-01	7.630E-01	1.109E-07	7.670E-08	2.900E-09	
68	17	35	1	0.000E+00	0.000E+00	5.790E-07	5.810E-07	7.557E+02	7.600E+02	4.300E+00	7.100E-09	3.412E+00	2.988E-01	7.630E-01	9.420E-08	7.710E-08	3.000E-09	
69	19	35	1	0.000E+00	1.000E-08	5.220E-07	5.960E-07	7.504E+02	7.561E+02	5.700E+00	7.200E-09	3.412E+00	2.984E-01	7.640E-01	8.880E-08	8.260E-08	3.100E-09	
70	21	35	1	0.000E+00	0.000E+00	9.270E-07	5.750E-07	7.457E+02	7.518E+02	6.100E+00	7.300E-09	3.380E+00	2.978E-01	7.620E-01	1.683E-07	7.700E-08	3.200E-09	
71	23	35	1	0.000E+00	0.000E+00	5.070E-07	5.740E-07	7.419E+02	7.476E+02	5.700E+00	7.400E-09	3.366E+00	2.969E-01	7.620E-01	9.240E-08	7.420E-08	3.100E-09	
72	25	35	1	0.000E+00	0.000E+00	4.820E-07	6.140E-07	7.407E+02	7.463E+02	5.600E+00	7.400E-09	3.371E+00	2.967E-01	7.620E-01	8.530E-08	7.780E-08	3.200E-09	
73	27	35	1	0.000E+00	2.000E-08	4.940E-07	5.670E-07	7.407E+02	7.454E+02	4.700E+00	7.500E-09	3.375E+00	2.958E-01	7.620E-01	8.770E-08	7.420E-08	3.100E-09	
74	29	35	1	0.000E+00	1.000E-08	8.850E-07	5.250E-07	7.394E+02	7.444E+02	5.000E+00	7.600E-09	3.376E+00	2.952E-01	7.620E-01	1.762E-07	6.820E-08	3.200E-09	
75	31	35	1	0.000E+00	1.000E-08	4.760E-07	5.490E-07	7.414E+02	7.441E+02	2.700E+00	7.600E-09	3.358E+00	2.954E-01	7.620E-01	8.290E-08	7.180E-08	3.200E-09	
76	33	35	1	0.000E+00	0.000E+00	4.900E-07	7.060E-07	7.396E+02	7.425E+02	2.900E+00	7.600E-09	3.347E+00	2.950E-01	7.620E-01	8.540E-08	1.019E-07	3.100E-09	
77	35	35	6	0.000E+00	1.000E-08	5.080E-07	6.340E-07	4.537E+02										
78	37	35	1	0.000E+00	0.000E+00	5.130E-07	7.620E-07	7.382E+02	7.398E+02	1.600E+00	7.800E-09	3.331E+00	2.947E-01	7.620E-01	8.990E-08	1.110E-07	3.300E-09	
79	39	35	1	0.000E+00	0.000E+00	5.140E-07	5.730E-07	7.368E+02	7.385E+02	1.700E+00	7.900E-09	3.321E+00	2.949E-01	7.620E-01	8.810E-08	7.980E-08	3.400E-09	
80	41	35	1	0.000E+00	0.000E+00	5.000E-07	5.440E-07	7.351E+02	7.368E+02	1.700E+00	8.000E-09	3.319E+00	2.944E-01	7.620E-01	8.560E-08	7.290E-08	3.400E-09	
81	43	35	1	0.000E+00	0.000E+00	5.540E-07	6.440E-07	7.335E+02	7.350E+02	1.500E+00	8.300E-09	3.294E+00	2.940E-01	7.620E-01	1.052E-07	8.520E-08	3.400E-09	
82	45	35	1	0.000E+00	1.000E-08	5.670E-07	5.600E-07	7.318E+02	7.335E+02	1.700E+00	8.300E-09	3.280E+00	2.935E-01	7.620E-01	9.600E-08	7.450E-08	3.500E-09	
83	47	35	1	0.000E+00	0.000E+00	5.080E-07	5.950E-07	7.321E+02	7.336E+02	1.500E+00	8.200E-09	3.275E+00	2.937E-01	7.620E-01	8.870E-08	7.530E-08	3.300E-09	
84	49	35	1	0.000E+00	0.000E+00	5.310E-07	5.550E-07	7.321E+02	7.336E+02	1.500E+00	8.300E-09	3.272E+00	2.936E-01	7.630E-01	9.610E-08	7.620E-08	3.300E-09	
85	51	35	1	0.000E+00	3.000E-08	5.480E-07	5.810E-07	7.330E+02	7.346E+02	1.600E+00	8.100E-09	3.278E+00	2.940E-01	7.620E-01	1.032E-07	8.030E-08	3.200E-09	
86	53	35	1	0.000E+00	0.000E+00	8.400E-07	6.680E-07	7.334E+02	7.347E+02	1.300E+00	8.000E-09	3.268E+00	2.943E-01	7.620E-01	1.378E-07	7.950E-08	3.200E-09	
87	55	35	1	0.000E+00	0.000E+00	7.370E-07	5.790E-07	7.346E+02	7.361E+02	1.500E+00	8.100E-09	3.260E+00	2.946E-01	7.620E-01	1.269E-07	7.730E-08	3.500E-09	
88	57	35	1	0.000E+00	0.000E+00	5.120E-07	5.760E-07	7.357E+02	7.373E+02	1.600E+00	8.100E-09	3.250E+00	2.940E-01	7.610E-01	9.020E-08	7.720E-08	3.200E-09	
89	59	35	1	0.000E+00	0.000E+00	5.330E-07	5.660E-07	7.370E+02	7.387E+02	1.700E+00	7.900E-09	3.248E+00	2.938E-01	7.620E-01	9.300E-08	7.630E-08	3.500E-09	
90	61	35	1	0.000E+00	0.000E+00	4.940E-07	5.680E-07	7.367E+02	7.397E+02	3.000E+00	7.900E-09	3.255E+00	2.944E-01	7.620E-01	8.730E-08	7.540E-08	3.400E-09	
91	63	35	1	0.000E+00	0.000E+00	5.900E-07	5.600E-07	7.373E+02	7.404E+02	3.100E+00	7.600E-09	3.264E+00	2.944E-01	7.620E-01	9.950E-08	7.330E-08	3.100E-09	
92	65	35	1	0.000E+00	0.000E+00	5.470E-07	5.500E-07	7.369E+02	7.411E+02	4.200E+00	7.500E-09	3.247E+00	2.951E-01	7.620E-01	9.880E-08	7.040E-08	3.200E-09	
93	67	35	1	0.000E+00	0.000E+00	7.850E-07	5.560E-07	7.359E+02	7.413E+02	5.400E+00	7.500E-09	3.240E+00	2.950E-01	7.620E-01	1.324E-07	7.230E-08	3.100E-09	
94	69	35	1	0.000E+00	0.000E+00	4.820E-07	7.540E-07	7.369E+02	7.421E+02	5.200E+00	7.500E-09	3.238E+00	2.960E-01	7.620E-01	8.830E-08	1.087E-07	3.100E-09	
95	71	35	1	0.000E+00	0.000E+00	5.810E-07	5.900E-07	7.385E+02	7.440E+02	5.500E+00	7.400E-09	3.238E+00	2.949E-01	7.620E-01	1.023E-07	7.650E-08	3.000E-09	
96	73	35	1	0.000E+00	0.000E+00	5.480E-07	7.250E-07	7.415E+02	7.466E+02	5.100E+00	7.500E-09	3.248E+00	2.950E-01	7.620E-01	9.050E-08	9.670E-08	3.200E-09	
97	75	35	1	0.000E+00	0.000E+00	5.270E-07	5.940E-07	7.458E+02	7.503E+02	4.500E+00	7.500E-09	3.243E+00	2.957E-01	7.620E-01	9.290E-08	7.800E-08	2.900E-09	
98	77	35	1	0.000E+00	0.000E+00	8.440E-07	5.810E-07	7.503E+02	7.538E+02	3.500E+00	7.400E-09	3.246E+00	2.954E-01	7.620E-01	1.406E-07	7.670E-08	3.000E-09	
99	79	35	1	0.000E+00	0.000E+00	6.670E-07	7.230E-07	7.572E+02	7.586E+02	1.400E+00	7.500E-09	3.244E+00	2.950E-01	7.610E-01	1.114E-07	1.040E-07	3.100E-09	
100	81	35	1	0.000E+00	0.000E+00	4.750E-07	5.730E-07	7.611E+02	7.625E+02	1.400E+00	7.400E-09	3.243E+00	2.947E-01	7.610E-01	8.450E-08	7.470E-08	3.200E-09	
101	83	35	1	0.000E+00	0.000E+00	4.910E-07	5.840E-07	7.644E+02	7.659E+02	1.500E+00	7.500E-09	3.253E+00	2.949E-01	7.620E-01	8.570E-08	7.720E-08	3.400E-09	
102	85	35	1	0.000E+00	0.000E+00	4.700E-07	5.680E-07	7.681E+02	7.696E+02	1.500E+00	7.300E-09	3.276E+00	2.958E-01	7.620E-01	8.540E-08	7.370E-08	3.200E-09	
103	87	35	1	0.000E+00	0.000E+00	4.890E-07	8.170E-07	7.717E+02	7.733E+02	1.600E+00	7.200E-09	3.304E+00	2.968E-01	7.630E-01	8.900E-08	1.032E-07	3.200E-09	
104	89	35	1	0.000E+00	0.000E+00	5.860E-07	5.620E-07	7.678E+02	7.708E+02	3.000E+00	7.300E-09	3.379E+00	2.965E-01	7.640E-01	1.206E-07	7.470E-08	3.500E-09	
105	91	35	1	0.000E+00	0.000E+00	5.450E-07	5.830E-07	7.420E+02	7.447E+02	2.700E+00	7.900E-09	3.434E+00	2.901E-01	7.690E-01	9.160E-08	7.860E-08	4.000E-09	
106	47	37	1	0.000E+00	1.000E-08	1.036E-06	5.970E-07	7.332E+02	7.347E+02	1.500E+00	8.300E-09	3.263E+00	2.929E-01	7.620E-01	1.672E-07	8.010E-08	3.500E-09	
107	47	39	1	0.000E+00	0.000E+00	4.890E-07	5.870E-07	7.364E+02	7.378E+02	1.400E+00	8.000E-09	3.253E+00	2.941E-01	7.610E-01	8.650E-08	7.750E-08	3.300E-09	
108	5	41	1	0.000E+00	0.000E+00	5.260E-07	5.920E-07	7.589E+02	7.624E+02	3.500E+00	7.000E-09	3.574E+00	3.012E-01	7.670E-01	9.090E-08	7.940E-08	3.000E-09	
109	11	41	1	0.000E+00	0.000E+00	5.970E-07	6.030E-07	7.772E+02	7.787E+02	1.500E+00	7.300E-09	3.437E+00	2.983E-01	7.640E-01	1.035E-07	7.790E-08	3.400E-09	
110	17	41	1	0.000E+00	0.000E+00	7.090E-07	9.450E-07	7.649E+02	7.668E+02	1.900E+00	7.400E-09	3.419E+00	2.965E-01	7.630E-01	1.309E-07	1.274E-07	3.300E-09	
111	23	41	1	0.000E+00	1.000E-08	5.750E-07	8.400E-07	7.509E+02	7.543E+02	3.400E+00	7.300E-09	3.385E+00	2.949E-01	7.630E-01	9.500E-08	1.182E-07	3.100E-09	
112	29	41	1	0.000E+00	1.000E-08	4.840E-07	5.530E-07	7.461E+02	7.488E+02	2.700E+00	7.400E-09	3.377E+00	2.927E-01	7.620E-01	8.810E-08	7.090E-08	3.300E-09	
113	35	41	1	0.000E+00	0.000E+00	6.010E-07	5.530E-07	7.427E+02	7.447E+02	2.000E+00	7.700E-09	3.352E+00	2.925E-01	7.630E-01	1.170E-07	7.170E-08	3.300E-09	
114	41	41	1	0.000E+00	0.000E+00	4.810E-07	5.750E-07	7.392E+02	7.409E+02	1.700E+00	7.900E-09	3.319E+00	2.920E-01	7.630E-01	8.430E-08	7.570E-08	3.700E-09	
115	47	41	1	0.000E+00	0.000E+00	4.930E-07	5.760E-07	7.359E+02	7.378E+02	1.900E+00	8.300E-09	3.290E+00	2.915E-01	7.620E-01	8.740E-08	7.370E-08	3.700E-09	
116	53	41	1	0.000E+00	0.000E+00	5.500E-07	5.940E-07	7.366E+02	7.385E+02	1.900E+00	8.200E-09	3.272E+00	2.908E-01	7.620E-01	9.220E-08	7.800E-08	3.800E-09	
117	59	41	1	0.000E+00	0.000E+00	5.140E-07	5.920E-07	7.417E+02	7.435E+02	1.800E+00	7.800E-09	3.255E+00	2.912E-01	7.620E-01	8.910E-08	7.950E-08	3.600E-09	
118	65	41	1	0.000E+00	1.000E-08	5.270E-07	5.910E-07	7.453E+02	7.474E+02	2.100E+00	7.700E-09	3.243E+00	2.924E-01	7.620E-01	9.060E-08	8.020E-08	3.500E-09	
119	71	41	1	0.000E+00	0.000E+00	6.370E-07	5.890E-07	7.477E+02	7.505E+02	2.800E+00	7.500E-09	3.231E+00	2.929E-01	7.620E-01	1.101E-07	8.090E-08	3.400E-09	
120	77	41	1	0.000E+00	0.000E+00	5.110E-07	7.660E-07	7.567E+02	7.583E+02	1.600E+00	7.800E-09	3.236E+00	2.917E-01	7.620E-01	8.860E-08	1.153E-07	3.500E-09	
121	83	41	1	0.000E+00	0.000E+00	4.870E-07	6.560E-07	7.613E+02	7.631E+02	1.800E+00	8.000E-09	3.272E+00	2.913E-01	7.630E-01	8.680E-08	8.410E-08	2.800E-09	
122	89	41	1	0.000E+00	0.000E+00	5.040E-07	7.070E-07	7.638E+02	7.667E+02	2.900E+00	7.800E-09	3.429E+00	2.922E-01	7.650E-01	8.860E-08	7.900E-08	3.300E-09	
123	47	43	1	0.000E+00	0.000E+00	4.900E-07	7.080E-07	7.408E+02	7.422E+02	1.400E+00	8.000E-09	3.285E+00	2.917E-01	7.620E-01	8.860E-08	8.570E-08	3.400E-09	
124	47	45	1	0.000E+00	0.000E+00	4.820E-07	5.680E-07	7.445E+02	7.462E+02	1.700E+00	7.600E-09	3.294E+00	2.920E-01	7.620E-01	8.370E-08	7.760E-08	3.500E-09	
125	11	47	1	0.000E+00	0.000E+00	5.350E-07	6.000E-07	7.831E+02	7.848E+02	1.700E+00	7.200E-09	3.420E+00	3.004E-01	7.630E-01	9.450E-08	7.890E-08	3.200E-09	
