Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	15
Date	2025/03/03
Time	02:05:06

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	2.000E-08	4.950E-07	5.160E-07	7.615E+02	7.671E+02	5.600E+00	7.000E-09	3.315E+00	3.099E-01	7.630E-01	8.040E-08	6.840E-08	3.000E-09	
12	59	11	1	0.000E+00	0.000E+00	6.290E-07	5.890E-07	7.678E+02	7.706E+02	2.800E+00	7.000E-09	3.312E+00	3.103E-01	7.630E-01	1.083E-07	7.700E-08	2.700E-09	
13	65	11	1	0.000E+00	0.000E+00	5.480E-07	5.340E-07	7.740E+02	7.761E+02	2.100E+00	7.100E-09	3.304E+00	3.093E-01	7.640E-01	9.390E-08	7.280E-08	2.800E-09	
14	71	11	1	0.000E+00	0.000E+00	4.850E-07	7.010E-07	7.631E+02	7.681E+02	5.000E+00	6.900E-09	3.345E+00	3.106E-01	7.640E-01	8.410E-08	1.136E-07	2.700E-09	
15	47	13	1	0.000E+00	0.000E+00	5.050E-07	5.230E-07	7.434E+02	7.531E+02	9.700E+00	7.100E-09	3.316E+00	3.099E-01	7.630E-01	8.670E-08	7.060E-08	2.600E-09	
16	47	15	1	0.000E+00	0.000E+00	5.200E-07	5.590E-07	7.372E+02	7.469E+02	9.700E+00	7.200E-09	3.317E+00	3.087E-01	7.620E-01	8.570E-08	7.260E-08	2.600E-09	
17	17	17	1	0.000E+00	0.000E+00	5.960E-07	5.430E-07	7.756E+02	7.783E+02	2.700E+00	6.800E-09	3.438E+00	3.098E-01	7.630E-01	9.430E-08	7.200E-08	2.600E-09	
18	23	17	1	0.000E+00	0.000E+00	5.500E-07	5.190E-07	7.630E+02	7.682E+02	5.200E+00	7.000E-09	3.382E+00	3.089E-01	7.620E-01	1.003E-07	6.760E-08	3.000E-09	
19	29	17	1	0.000E+00	0.000E+00	4.800E-07	5.680E-07	7.486E+02	7.573E+02	8.700E+00	7.100E-09	3.357E+00	3.084E-01	7.620E-01	8.080E-08	7.990E-08	3.100E-09	
20	35	17	1	0.000E+00	0.000E+00	6.430E-07	5.670E-07	7.402E+02	7.492E+02	9.000E+00	6.900E-09	3.321E+00	3.074E-01	7.620E-01	1.235E-07	7.220E-08	2.600E-09	
21	41	17	1	0.000E+00	0.000E+00	4.710E-07	5.520E-07	7.312E+02	7.427E+02	1.150E+01	7.300E-09	3.335E+00	3.080E-01	7.620E-01	8.290E-08	6.970E-08	2.600E-09	
22	47	17	1	0.000E+00	2.000E-08	4.930E-07	6.210E-07	7.273E+02	7.378E+02	1.050E+01	7.300E-09	3.304E+00	3.082E-01	7.620E-01	8.800E-08	7.680E-08	2.700E-09	
23	53	17	1	0.000E+00	0.000E+00	5.070E-07	5.240E-07	7.353E+02	7.450E+02	9.700E+00	7.200E-09	3.287E+00	3.067E-01	7.620E-01	8.970E-08	6.810E-08	2.500E-09	
24	59	17	1	0.000E+00	1.000E-08	4.550E-07	6.700E-07	7.354E+02	7.438E+02	8.400E+00	7.200E-09	3.278E+00	3.066E-01	7.620E-01	8.030E-08	9.400E-08	2.500E-09	
25	65	17	1	0.000E+00	1.000E-08	4.490E-07	5.160E-07	7.480E+02	7.557E+02	7.700E+00	7.200E-09	3.270E+00	3.060E-01	7.620E-01	8.000E-08	6.780E-08	3.100E-09	
26	71	17	1	0.000E+00	1.000E-08	4.520E-07	5.140E-07	7.569E+02	7.629E+02	6.000E+00	6.900E-09	3.271E+00	3.079E-01	7.620E-01	8.020E-08	6.850E-08	3.000E-09	
27	77	17	1	0.000E+00	0.000E+00	4.680E-07	6.240E-07	7.675E+02	7.718E+02	4.300E+00	7.000E-09	3.286E+00	3.079E-01	7.620E-01	8.430E-08	8.490E-08	2.600E-09	
28	47	19	1	0.000E+00	0.000E+00	7.060E-07	5.430E-07	7.232E+02	7.333E+02	1.010E+01	7.400E-09	3.287E+00	3.065E-01	7.620E-01	1.268E-07	7.190E-08	2.800E-09	
29	47	21	1	0.000E+00	0.000E+00	5.580E-07	7.170E-07	7.271E+02	7.353E+02	8.200E+00	7.500E-09	3.312E+00	3.030E-01	7.620E-01	8.920E-08	1.027E-07	2.700E-09	
30	11	23	1	0.000E+00	0.000E+00	5.010E-07	5.960E-07	7.764E+02	7.789E+02	2.500E+00	6.900E-09	3.463E+00	3.062E-01	7.640E-01	9.530E-08	7.320E-08	2.700E-09	
31	17	23	1	0.000E+00	0.000E+00	5.540E-07	5.360E-07	7.585E+02	7.646E+02	6.100E+00	7.100E-09	3.409E+00	3.061E-01	7.630E-01	9.300E-08	7.060E-08	2.900E-09	
32	23	23	1	0.000E+00	0.000E+00	5.870E-07	5.410E-07	7.374E+02	7.462E+02	8.800E+00	7.000E-09	3.375E+00	3.060E-01	7.620E-01	1.026E-07	7.200E-08	2.900E-09	
33	29	23	1	0.000E+00	0.000E+00	5.290E-07	5.340E-07	7.264E+02	7.368E+02	1.040E+01	7.100E-09	3.366E+00	3.041E-01	7.640E-01	8.640E-08	6.870E-08	2.600E-09	
34	35	23	1	0.000E+00	0.000E+00	5.750E-07	5.200E-07	7.236E+02	7.336E+02	1.000E+01	7.300E-09	3.343E+00	3.033E-01	7.630E-01	8.960E-08	6.780E-08	2.500E-09	
35	41	23	1	0.000E+00	0.000E+00	4.630E-07	6.030E-07	7.225E+02	7.322E+02	9.700E+00	7.500E-09	3.338E+00	3.026E-01	7.630E-01	8.070E-08	7.570E-08	2.800E-09	
36	47	23	1	0.000E+00	0.000E+00	4.830E-07	5.390E-07	7.236E+02	7.320E+02	8.400E+00	7.400E-09	3.310E+00	3.021E-01	7.620E-01	8.370E-08	7.020E-08	2.700E-09	
37	53	23	1	0.000E+00	0.000E+00	4.640E-07	8.520E-07	7.258E+02	7.356E+02	9.800E+00	7.500E-09	3.303E+00	3.021E-01	7.620E-01	8.120E-08	1.201E-07	2.900E-09	
38	59	23	1	0.000E+00	0.000E+00	5.020E-07	5.530E-07	7.278E+02	7.363E+02	8.500E+00	7.300E-09	3.270E+00	3.017E-01	7.620E-01	8.740E-08	7.110E-08	2.800E-09	
39	65	23	1	0.000E+00	0.000E+00	5.120E-07	9.370E-07	7.316E+02	7.405E+02	8.900E+00	7.300E-09	3.270E+00	3.030E-01	7.630E-01	9.050E-08	1.224E-07	2.800E-09	
40	71	23	1	0.000E+00	1.000E-08	4.710E-07	7.080E-07	7.393E+02	7.474E+02	8.100E+00	7.200E-09	3.249E+00	3.028E-01	7.620E-01	8.280E-08	9.740E-08	3.200E-09	
41	77	23	1	0.000E+00	0.000E+00	7.130E-07	6.510E-07	7.575E+02	7.624E+02	4.900E+00	7.100E-09	3.274E+00	3.032E-01	7.620E-01	1.144E-07	9.530E-08	2.900E-09	
42	83	23	1	0.000E+00	0.000E+00	4.720E-07	5.400E-07	7.711E+02	7.729E+02	1.800E+00	7.200E-09	3.287E+00	3.028E-01	7.630E-01	8.250E-08	6.720E-08	2.700E-09	
43	47	25	1	0.000E+00	0.000E+00	4.650E-07	5.170E-07	7.245E+02	7.330E+02	8.500E+00	7.600E-09	3.305E+00	3.009E-01	7.620E-01	8.260E-08	6.860E-08	2.800E-09	
44	47	27	1	0.000E+00	0.000E+00	4.690E-07	6.300E-07	7.231E+02	7.313E+02	8.200E+00	7.600E-09	3.297E+00	3.002E-01	7.610E-01	8.420E-08	7.820E-08	2.800E-09	
45	5	29	1	0.000E+00	0.000E+00	5.170E-07	6.690E-07	7.682E+02	7.714E+02	3.200E+00	7.100E-09	3.481E+00	2.988E-01	7.650E-01	9.200E-08	8.670E-08	3.000E-09	
46	11	29	1	0.000E+00	0.000E+00	4.810E-07	5.500E-07	7.761E+02	7.778E+02	1.700E+00	6.900E-09	3.396E+00	3.033E-01	7.630E-01	8.330E-08	7.110E-08	2.900E-09	
47	17	29	1	0.000E+00	0.000E+00	5.960E-07	5.550E-07	7.479E+02	7.556E+02	7.700E+00	7.100E-09	3.385E+00	3.045E-01	7.620E-01	1.015E-07	7.250E-08	2.900E-09	
48	23	29	1	0.000E+00	0.000E+00	4.600E-07	6.060E-07	7.333E+02	7.416E+02	8.300E+00	7.100E-09	3.345E+00	3.027E-01	7.620E-01	8.160E-08	7.310E-08	3.100E-09	
49	29	29	1	0.000E+00	0.000E+00	4.830E-07	4.910E-07	7.238E+02	7.339E+02	1.010E+01	7.100E-09	3.346E+00	3.021E-01	7.620E-01	8.320E-08	6.530E-08	2.900E-09	
50	35	29	1	0.000E+00	0.000E+00	4.480E-07	6.520E-07	7.256E+02	7.337E+02	8.100E+00	7.200E-09	3.320E+00	3.004E-01	7.620E-01	7.770E-08	7.860E-08	2.600E-09	
51	41	29	1	0.000E+00	0.000E+00	6.050E-07	6.790E-07	7.259E+02	7.348E+02	8.900E+00	7.400E-09	3.313E+00	2.995E-01	7.620E-01	9.620E-08	7.760E-08	2.700E-09	
52	47	29	1	0.000E+00	0.000E+00	4.610E-07	5.240E-07	7.248E+02	7.315E+02	6.700E+00	7.600E-09	3.287E+00	2.997E-01	7.620E-01	7.980E-08	6.940E-08	2.700E-09	
53	53	29	1	0.000E+00	0.000E+00	4.820E-07	5.160E-07	7.313E+02	7.371E+02	5.800E+00	7.600E-09	3.258E+00	2.987E-01	7.620E-01	8.320E-08	6.760E-08	3.200E-09	
54	59	29	1	0.000E+00	0.000E+00	4.440E-07	8.830E-07	7.280E+02	7.351E+02	7.100E+00	7.400E-09	3.261E+00	2.994E-01	7.620E-01	7.950E-08	1.179E-07	2.900E-09	
55	65	29	1	0.000E+00	0.000E+00	7.150E-07	5.060E-07	7.338E+02	7.413E+02	7.500E+00	7.400E-09	3.235E+00	2.990E-01	7.610E-01	1.282E-07	6.860E-08	3.000E-09	
56	71	29	1	0.000E+00	0.000E+00	4.800E-07	5.170E-07	7.339E+02	7.418E+02	7.900E+00	7.400E-09	3.250E+00	3.001E-01	7.620E-01	8.210E-08	6.900E-08	3.100E-09	
57	77	29	1	0.000E+00	0.000E+00	4.490E-07	6.230E-07	7.525E+02	7.577E+02	5.200E+00	7.300E-09	3.245E+00	2.999E-01	7.610E-01	8.160E-08	7.530E-08	2.900E-09	
58	83	29	1	0.000E+00	0.000E+00	4.860E-07	6.120E-07	7.681E+02	7.699E+02	1.800E+00	7.200E-09	3.274E+00	3.006E-01	7.620E-01	8.110E-08	7.470E-08	3.100E-09	
59	89	29	1	0.000E+00	1.000E-08	4.510E-07	5.310E-07	7.492E+02	7.526E+02	3.400E+00	7.000E-09	3.364E+00	3.005E-01	7.650E-01	8.150E-08	7.230E-08	2.800E-09	
60	47	31	1	0.000E+00	1.000E-08	5.300E-07	5.140E-07	7.296E+02	7.337E+02	4.100E+00	7.800E-09	3.307E+00	2.959E-01	7.620E-01	9.320E-08	6.740E-08	3.300E-09	
61	47	33	1	0.000E+00	1.000E-08	4.530E-07	5.390E-07	7.282E+02	7.327E+02	4.500E+00	7.700E-09	3.305E+00	2.957E-01	7.630E-01	7.930E-08	7.220E-08	3.000E-09	
62	5	35	1	0.000E+00	0.000E+00	5.340E-07	5.670E-07	7.774E+02	7.805E+02	3.100E+00	7.000E-09	3.510E+00	3.010E-01	7.650E-01	9.290E-08	7.870E-08	3.000E-09	
63	7	35	1	0.000E+00	2.000E-08	4.990E-07	9.690E-07	7.826E+02	7.849E+02	2.300E+00	6.900E-09	3.478E+00	3.026E-01	7.640E-01	8.800E-08	1.685E-07	3.000E-09	
64	9	35	1	0.000E+00	0.000E+00	5.100E-07	5.950E-07	7.816E+02	7.831E+02	1.500E+00	6.900E-09	3.439E+00	3.027E-01	7.630E-01	8.610E-08	8.010E-08	3.000E-09	
65	11	35	1	0.000E+00	0.000E+00	8.250E-07	5.930E-07	7.754E+02	7.776E+02	2.200E+00	7.100E-09	3.425E+00	3.020E-01	7.620E-01	1.367E-07	7.980E-08	2.900E-09	
66	13	35	1	0.000E+00	0.000E+00	4.890E-07	5.620E-07	7.698E+02	7.732E+02	3.400E+00	7.100E-09	3.420E+00	3.011E-01	7.630E-01	8.570E-08	7.650E-08	2.900E-09	
67	15	35	1	0.000E+00	0.000E+00	7.820E-07	5.630E-07	7.610E+02	7.667E+02	5.700E+00	7.100E-09	3.420E+00	3.012E-01	7.630E-01	1.279E-07	7.690E-08	3.000E-09	
68	17	35	1	0.000E+00	0.000E+00	5.050E-07	5.570E-07	7.514E+02	7.594E+02	8.000E+00	7.200E-09	3.416E+00	3.008E-01	7.630E-01	8.600E-08	7.370E-08	3.000E-09	
69	19	35	1	0.000E+00	0.000E+00	4.780E-07	5.620E-07	7.481E+02	7.566E+02	8.500E+00	7.200E-09	3.411E+00	3.002E-01	7.630E-01	8.280E-08	7.630E-08	3.000E-09	
70	21	35	1	0.000E+00	2.000E-08	5.160E-07	6.440E-07	7.430E+02	7.514E+02	8.400E+00	7.200E-09	3.388E+00	2.999E-01	7.630E-01	8.740E-08	9.620E-08	3.000E-09	
71	23	35	1	0.000E+00	0.000E+00	5.420E-07	5.420E-07	7.382E+02	7.467E+02	8.500E+00	7.200E-09	3.380E+00	2.989E-01	7.620E-01	1.000E-07	7.250E-08	3.000E-09	
72	25	35	1	0.000E+00	1.000E-08	4.460E-07	6.440E-07	7.367E+02	7.453E+02	8.600E+00	7.100E-09	3.378E+00	2.988E-01	7.630E-01	7.900E-08	7.950E-08	3.100E-09	
73	27	35	1	0.000E+00	0.000E+00	5.120E-07	4.930E-07	7.336E+02	7.423E+02	8.700E+00	6.900E-09	3.375E+00	2.990E-01	7.620E-01	9.620E-08	6.640E-08	3.100E-09	
74	29	35	1	0.000E+00	0.000E+00	4.580E-07	4.990E-07	7.313E+02	7.404E+02	9.100E+00	7.100E-09	3.375E+00	2.982E-01	7.640E-01	7.740E-08	6.390E-08	3.100E-09	
75	31	35	1	0.000E+00	0.000E+00	4.250E-07	4.880E-07	7.330E+02	7.415E+02	8.500E+00	7.100E-09	3.359E+00	2.976E-01	7.620E-01	7.350E-08	6.440E-08	3.000E-09	
76	33	35	1	0.000E+00	0.000E+00	4.430E-07	5.080E-07	7.299E+02	7.375E+02	7.600E+00	7.100E-09	3.354E+00	2.975E-01	7.620E-01	7.470E-08	6.430E-08	2.800E-09	
77	35	35	1	0.000E+00	0.000E+00	8.080E-07	5.370E-07	7.311E+02	7.382E+02	7.100E+00	7.100E-09	3.348E+00	2.969E-01	7.620E-01	1.493E-07	7.130E-08	3.100E-09	
78	37	35	1	0.000E+00	0.000E+00	4.690E-07	5.060E-07	7.297E+02	7.363E+02	6.600E+00	7.300E-09	3.344E+00	2.967E-01	7.620E-01	7.670E-08	6.790E-08	3.000E-09	
79	39	35	1	0.000E+00	0.000E+00	4.730E-07	5.150E-07	7.281E+02	7.350E+02	6.900E+00	7.400E-09	3.337E+00	2.967E-01	7.620E-01	7.840E-08	6.690E-08	3.000E-09	
80	41	35	1	0.000E+00	0.000E+00	4.760E-07	5.230E-07	7.280E+02	7.346E+02	6.600E+00	7.500E-09	3.330E+00	2.967E-01	7.620E-01	8.580E-08	6.690E-08	2.900E-09	
81	43	35	1	0.000E+00	0.000E+00	4.620E-07	6.030E-07	7.258E+02	7.329E+02	7.100E+00	7.700E-09	3.309E+00	2.969E-01	7.620E-01	8.040E-08	7.310E-08	2.900E-09	
82	45	35	1	0.000E+00	0.000E+00	4.570E-07	5.300E-07	7.268E+02	7.326E+02	5.800E+00	7.600E-09	3.303E+00	2.956E-01	7.620E-01	7.990E-08	6.750E-08	2.900E-09	
83	47	35	1	0.000E+00	0.000E+00	7.000E-07	5.350E-07	7.291E+02	7.333E+02	4.200E+00	7.700E-09	3.304E+00	2.946E-01	7.620E-01	1.130E-07	6.890E-08	3.200E-09	
84	49	35	1	0.000E+00	0.000E+00	6.680E-07	5.190E-07	7.263E+02	7.319E+02	5.600E+00	7.700E-09	3.288E+00	2.961E-01	7.630E-01	1.202E-07	6.820E-08	2.900E-09	
85	51	35	1	0.000E+00	1.000E-08	4.780E-07	9.490E-07	7.247E+02	7.316E+02	6.900E+00	7.600E-09	3.283E+00	2.967E-01	7.620E-01	8.250E-08	1.600E-07	2.800E-09	
86	53	35	1	0.000E+00	0.000E+00	5.740E-07	5.280E-07	7.267E+02	7.333E+02	6.600E+00	7.500E-09	3.276E+00	2.968E-01	7.610E-01	8.840E-08	7.220E-08	2.700E-09	
87	55	35	1	0.000E+00	0.000E+00	5.850E-07	5.150E-07	7.269E+02	7.337E+02	6.800E+00	7.400E-09	3.283E+00	2.969E-01	7.620E-01	9.420E-08	7.220E-08	2.900E-09	
88	57	35	1	0.000E+00	0.000E+00	4.960E-07	5.190E-07	7.281E+02	7.350E+02	6.900E+00	7.700E-09	3.280E+00	2.970E-01	7.620E-01	8.770E-08	6.870E-08	3.000E-09	
89	59	35	1	0.000E+00	0.000E+00	4.540E-07	5.240E-07	7.281E+02	7.349E+02	6.800E+00	7.500E-09	3.272E+00	2.972E-01	7.620E-01	7.990E-08	6.710E-08	3.000E-09	
90	61	35	1	0.000E+00	0.000E+00	6.640E-07	5.400E-07	7.279E+02	7.350E+02	7.100E+00	7.400E-09	3.262E+00	2.983E-01	7.620E-01	1.176E-07	7.310E-08	2.900E-09	
91	63	35	1	0.000E+00	0.000E+00	4.710E-07	5.080E-07	7.302E+02	7.381E+02	7.900E+00	7.400E-09	3.262E+00	2.971E-01	7.620E-01	8.040E-08	6.580E-08	2.800E-09	
92	65	35	1	0.000E+00	0.000E+00	4.530E-07	5.480E-07	7.320E+02	7.400E+02	8.000E+00	7.400E-09	3.251E+00	2.969E-01	7.620E-01	7.760E-08	6.730E-08	3.200E-09	
93	67	35	1	0.000E+00	0.000E+00	6.230E-07	5.280E-07	7.332E+02	7.406E+02	7.400E+00	7.500E-09	3.253E+00	2.971E-01	7.620E-01	1.036E-07	7.240E-08	3.200E-09	
94	69	35	1	0.000E+00	0.000E+00	4.580E-07	5.190E-07	7.355E+02	7.430E+02	7.500E+00	7.400E-09	3.253E+00	2.968E-01	7.620E-01	8.270E-08	6.920E-08	3.100E-09	
95	71	35	1	0.000E+00	0.000E+00	6.760E-07	5.320E-07	7.380E+02	7.454E+02	7.400E+00	7.400E-09	3.248E+00	2.966E-01	7.630E-01	1.103E-07	7.070E-08	3.000E-09	
96	73	35	1	0.000E+00	0.000E+00	6.280E-07	9.460E-07	7.407E+02	7.481E+02	7.400E+00	7.200E-09	3.248E+00	2.971E-01	7.620E-01	1.135E-07	1.268E-07	3.200E-09	
97	75	35	1	0.000E+00	0.000E+00	4.600E-07	5.330E-07	7.471E+02	7.530E+02	5.900E+00	7.200E-09	3.250E+00	2.970E-01	7.620E-01	8.140E-08	7.130E-08	3.200E-09	
98	77	35	1	0.000E+00	0.000E+00	4.820E-07	5.390E-07	7.505E+02	7.560E+02	5.500E+00	7.400E-09	3.257E+00	2.973E-01	7.620E-01	8.440E-08	7.070E-08	3.100E-09	
99	79	35	1	0.000E+00	0.000E+00	5.560E-07	7.080E-07	7.579E+02	7.615E+02	3.600E+00	7.300E-09	3.261E+00	2.978E-01	7.620E-01	1.060E-07	1.120E-07	2.900E-09	
100	81	35	1	0.000E+00	0.000E+00	4.870E-07	6.010E-07	7.638E+02	7.658E+02	2.000E+00	7.300E-09	3.259E+00	2.980E-01	7.620E-01	8.320E-08	7.300E-08	2.900E-09	
101	83	35	1	0.000E+00	2.000E-08	4.670E-07	5.170E-07	7.682E+02	7.698E+02	1.600E+00	7.200E-09	3.264E+00	2.986E-01	7.630E-01	8.260E-08	7.040E-08	2.800E-09	
102	85	35	1	0.000E+00	0.000E+00	4.480E-07	6.470E-07	7.720E+02	7.736E+02	1.600E+00	7.200E-09	3.288E+00	2.988E-01	7.620E-01	8.040E-08	8.150E-08	2.800E-09	
103	87	35	1	0.000E+00	1.000E-08	4.980E-07	5.950E-07	7.727E+02	7.751E+02	2.400E+00	7.100E-09	3.318E+00	2.998E-01	7.630E-01	8.500E-08	7.560E-08	3.000E-09	
104	89	35	1	0.000E+00	0.000E+00	4.620E-07	1.054E-06	7.617E+02	7.647E+02	3.000E+00	6.900E-09	3.381E+00	2.999E-01	7.650E-01	8.330E-08	1.233E-07	2.800E-09	
105	91	35	1	0.000E+00	0.000E+00	4.650E-07	5.910E-07	7.499E+02	7.528E+02	2.900E+00	7.300E-09	3.475E+00	2.934E-01	7.690E-01	8.070E-08	7.400E-08	3.200E-09	
106	47	37	1	0.000E+00	0.000E+00	4.640E-07	7.940E-07	7.271E+02	7.334E+02	6.300E+00	7.600E-09	3.284E+00	2.958E-01	7.620E-01	8.160E-08	1.292E-07	3.100E-09	
107	47	39	1	0.000E+00	0.000E+00	4.390E-07	5.300E-07	7.265E+02	7.334E+02	6.900E+00	9.400E-09	3.267E+00	2.966E-01	7.610E-01	7.790E-08	6.860E-08	3.800E-09	
108	5	41	1	0.000E+00	0.000E+00	6.370E-07	6.290E-07	7.754E+02	7.787E+02	3.300E+00	7.100E-09	3.539E+00	2.967E-01	7.650E-01	1.132E-07	8.820E-08	3.300E-09	
109	11	41	1	0.000E+00	0.000E+00	5.320E-07	6.690E-07	7.817E+02	7.833E+02	1.600E+00	7.200E-09	3.432E+00	2.998E-01	7.640E-01	9.190E-08	9.580E-08	3.300E-09	
110	17	41	1	0.000E+00	0.000E+00	1.003E-06	6.100E-07	7.597E+02	7.657E+02	6.000E+00	7.100E-09	3.416E+00	2.989E-01	7.640E-01	1.754E-07	8.000E-08	3.100E-09	
111	23	41	1	0.000E+00	0.000E+00	5.020E-07	5.330E-07	7.463E+02	7.530E+02	6.700E+00	7.200E-09	3.391E+00	2.971E-01	7.630E-01	8.510E-08	7.240E-08	3.100E-09	
112	29	41	1	0.000E+00	3.000E-08	4.600E-07	6.120E-07	7.420E+02	7.485E+02	6.500E+00	7.300E-09	3.376E+00	2.958E-01	7.630E-01	8.080E-08	9.200E-08	3.100E-09	
113	35	41	1	0.000E+00	1.000E-08	4.250E-07	6.430E-07	7.385E+02	7.443E+02	5.800E+00	7.400E-09	3.346E+00	2.947E-01	7.630E-01	7.510E-08	7.780E-08	3.200E-09	
114	41	41	1	0.000E+00	0.000E+00	4.940E-07	5.380E-07	7.364E+02	7.411E+02	4.700E+00	7.600E-09	3.333E+00	2.940E-01	7.620E-01	8.280E-08	6.940E-08	3.300E-09	
115	47	41	1	0.000E+00	0.000E+00	4.710E-07	6.410E-07	7.336E+02	7.386E+02	5.000E+00	7.600E-09	3.300E+00	2.952E-01	7.630E-01	8.080E-08	7.870E-08	3.300E-09	
116	53	41	1	0.000E+00	1.000E-08	4.710E-07	5.360E-07	7.377E+02	7.412E+02	3.500E+00	7.600E-09	3.286E+00	2.940E-01	7.620E-01	8.270E-08	7.240E-08	3.400E-09	
117	59	41	1	0.000E+00	0.000E+00	4.610E-07	5.740E-07	7.382E+02	7.437E+02	5.500E+00	7.500E-09	3.268E+00	2.943E-01	7.620E-01	8.120E-08	8.120E-08	3.100E-09	
118	65	41	1	0.000E+00	1.000E-08	6.780E-07	5.650E-07	7.429E+02	7.481E+02	5.200E+00	7.200E-09	3.260E+00	2.947E-01	7.620E-01	1.180E-07	7.260E-08	3.200E-09	
119	71	41	1	0.000E+00	1.000E-08	5.230E-07	5.210E-07	7.481E+02	7.529E+02	4.800E+00	7.400E-09	3.247E+00	2.944E-01	7.620E-01	8.960E-08	7.210E-08	3.200E-09	
120	77	41	1	0.000E+00	0.000E+00	4.880E-07	8.870E-07	7.607E+02	7.626E+02	1.900E+00	7.500E-09	3.251E+00	2.950E-01	7.620E-01	8.800E-08	1.168E-07	3.200E-09	
121	83	41	1	0.000E+00	0.000E+00	4.720E-07	5.380E-07	7.708E+02	7.724E+02	1.600E+00	7.500E-09	3.272E+00	2.946E-01	7.630E-01	8.440E-08	7.240E-08	3.400E-09	
122	89	41	1	0.000E+00	0.000E+00	4.540E-07	5.320E-07	7.599E+02	7.630E+02	3.100E+00	7.200E-09	3.427E+00	2.955E-01	7.650E-01	8.190E-08	7.080E-08	3.300E-09	
123	47	43	1	0.000E+00	0.000E+00	4.810E-07	5.810E-07	7.343E+02	7.411E+02	6.800E+00	7.500E-09	3.294E+00	2.952E-01	7.620E-01	7.900E-08	7.820E-08	3.200E-09	
124	47	45	1	0.000E+00	1.000E-08	4.990E-07	5.370E-07	7.387E+02	7.453E+02	6.600E+00	7.500E-09	3.299E+00	2.951E-01	7.620E-01	8.480E-08	6.950E-08	3.200E-09	
