Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	16
Date	2025/03/03
Time	02:13:07

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
11	53	11	1	0.000E+00	0.000E+00	3.940E-07	5.380E-07	7.560E+02	7.592E+02	3.200E+00	7.000E-09	3.313E+00	3.082E-01	7.630E-01	6.970E-08	6.620E-08	2.400E-09	
12	59	11	1	0.000E+00	0.000E+00	4.380E-07	6.070E-07	7.557E+02	7.580E+02	2.300E+00	6.800E-09	3.302E+00	3.080E-01	7.630E-01	7.890E-08	6.920E-08	2.400E-09	
13	65	11	1	0.000E+00	0.000E+00	3.920E-07	4.200E-07	7.579E+02	7.598E+02	1.900E+00	6.800E-09	3.304E+00	3.080E-01	7.630E-01	6.450E-08	4.940E-08	2.600E-09	
14	71	11	1	0.000E+00	0.000E+00	3.570E-07	4.150E-07	7.492E+02	7.532E+02	4.000E+00	6.700E-09	3.336E+00	3.082E-01	7.640E-01	6.290E-08	4.970E-08	3.400E-09	
15	47	13	1	0.000E+00	0.000E+00	4.600E-07	4.750E-07	7.488E+02	7.528E+02	4.000E+00	7.100E-09	3.307E+00	3.079E-01	7.620E-01	7.840E-08	5.680E-08	2.500E-09	
16	47	15	1	0.000E+00	0.000E+00	5.910E-07	4.660E-07	7.449E+02	7.493E+02	4.400E+00	7.400E-09	3.314E+00	3.065E-01	7.620E-01	9.580E-08	5.550E-08	2.800E-09	
17	17	17	1	0.000E+00	0.000E+00	4.420E-07	4.870E-07	7.561E+02	7.595E+02	3.400E+00	6.600E-09	3.433E+00	3.101E-01	7.640E-01	7.390E-08	5.520E-08	2.300E-09	
18	23	17	1	0.000E+00	0.000E+00	3.980E-07	4.490E-07	7.543E+02	7.575E+02	3.200E+00	7.200E-09	3.388E+00	3.081E-01	7.620E-01	6.900E-08	5.370E-08	2.400E-09	
19	29	17	1	0.000E+00	0.000E+00	3.960E-07	5.610E-07	7.459E+02	7.506E+02	4.700E+00	7.200E-09	3.371E+00	3.074E-01	7.620E-01	6.880E-08	7.880E-08	2.600E-09	
20	35	17	1	0.000E+00	0.000E+00	4.000E-07	5.300E-07	7.407E+02	7.458E+02	5.100E+00	7.300E-09	3.342E+00	3.067E-01	7.620E-01	6.720E-08	6.010E-08	2.700E-09	
21	41	17	1	0.000E+00	0.000E+00	3.980E-07	4.750E-07	7.389E+02	7.453E+02	6.400E+00	7.600E-09	3.340E+00	3.061E-01	7.620E-01	6.970E-08	5.550E-08	2.700E-09	
22	47	17	1	0.000E+00	0.000E+00	3.870E-07	4.720E-07	7.380E+02	7.429E+02	4.900E+00	7.300E-09	3.320E+00	3.061E-01	7.620E-01	6.670E-08	5.630E-08	2.700E-09	
23	53	17	1	0.000E+00	0.000E+00	5.020E-07	4.650E-07	7.415E+02	7.465E+02	5.000E+00	7.200E-09	3.294E+00	3.052E-01	7.620E-01	7.980E-08	5.420E-08	2.500E-09	
24	59	17	1	0.000E+00	0.000E+00	4.050E-07	4.640E-07	7.411E+02	7.457E+02	4.600E+00	7.200E-09	3.287E+00	3.051E-01	7.620E-01	7.270E-08	5.270E-08	2.700E-09	
25	65	17	1	0.000E+00	1.000E-08	6.150E-07	4.480E-07	7.498E+02	7.526E+02	2.800E+00	7.100E-09	3.275E+00	3.039E-01	7.620E-01	1.022E-07	5.330E-08	3.000E-09	
26	71	17	1	0.000E+00	0.000E+00	3.810E-07	4.570E-07	7.528E+02	7.552E+02	2.400E+00	6.900E-09	3.275E+00	3.048E-01	7.620E-01	6.210E-08	5.910E-08	2.600E-09	
27	77	17	1	0.000E+00	0.000E+00	3.620E-07	5.120E-07	7.547E+02	7.579E+02	3.200E+00	6.800E-09	3.276E+00	3.056E-01	7.620E-01	6.300E-08	5.860E-08	4.200E-09	
28	47	19	1	0.000E+00	0.000E+00	4.320E-07	6.030E-07	7.322E+02	7.375E+02	5.300E+00	7.500E-09	3.306E+00	3.057E-01	7.620E-01	7.260E-08	7.200E-08	2.700E-09	
29	47	21	1	0.000E+00	1.000E-08	4.380E-07	4.730E-07	7.317E+02	7.358E+02	4.100E+00	7.700E-09	3.319E+00	3.029E-01	7.620E-01	7.580E-08	5.820E-08	2.700E-09	
30	11	23	1	0.000E+00	1.000E-08	4.230E-07	4.420E-07	7.564E+02	7.590E+02	2.600E+00	6.800E-09	3.470E+00	3.050E-01	7.640E-01	6.690E-08	5.170E-08	2.400E-09	
31	17	23	1	0.000E+00	0.000E+00	4.550E-07	5.310E-07	7.509E+02	7.539E+02	3.000E+00	6.900E-09	3.408E+00	3.046E-01	7.630E-01	7.030E-08	6.280E-08	2.500E-09	
32	23	23	1	0.000E+00	0.000E+00	4.170E-07	5.140E-07	7.363E+02	7.421E+02	5.800E+00	7.500E-09	3.381E+00	3.049E-01	7.620E-01	7.160E-08	6.270E-08	2.600E-09	
33	29	23	1	0.000E+00	0.000E+00	4.060E-07	5.380E-07	7.274E+02	7.336E+02	6.200E+00	7.600E-09	3.354E+00	3.045E-01	7.630E-01	7.110E-08	6.960E-08	2.700E-09	
34	35	23	1	0.000E+00	0.000E+00	4.390E-07	5.060E-07	7.254E+02	7.316E+02	6.200E+00	7.500E-09	3.355E+00	3.044E-01	7.620E-01	7.310E-08	6.370E-08	2.600E-09	
35	41	23	1	0.000E+00	0.000E+00	4.390E-07	6.590E-07	7.272E+02	7.327E+02	5.500E+00	7.700E-09	3.336E+00	3.037E-01	7.620E-01	7.400E-08	9.410E-08	2.700E-09	
36	47	23	1	0.000E+00	0.000E+00	4.430E-07	8.260E-07	7.291E+02	7.334E+02	4.300E+00	7.800E-09	3.310E+00	3.032E-01	7.620E-01	7.570E-08	1.019E-07	2.900E-09	
37	53	23	1	0.000E+00	0.000E+00	4.350E-07	4.820E-07	7.310E+02	7.362E+02	5.200E+00	7.700E-09	3.309E+00	3.028E-01	7.630E-01	7.420E-08	5.930E-08	2.900E-09	
38	59	23	1	0.000E+00	1.000E-08	4.190E-07	5.290E-07	7.314E+02	7.353E+02	3.900E+00	7.600E-09	3.274E+00	3.019E-01	7.620E-01	7.230E-08	6.470E-08	2.700E-09	
39	65	23	1	0.000E+00	0.000E+00	3.940E-07	4.610E-07	7.337E+02	7.388E+02	5.100E+00	7.500E-09	3.275E+00	3.018E-01	7.620E-01	6.920E-08	5.580E-08	2.700E-09	
40	71	23	1	0.000E+00	1.000E-08	3.980E-07	4.530E-07	7.439E+02	7.466E+02	2.700E+00	7.500E-09	3.247E+00	3.001E-01	7.620E-01	6.820E-08	5.490E-08	3.100E-09	
41	77	23	1	0.000E+00	0.000E+00	3.930E-07	4.530E-07	7.499E+02	7.517E+02	1.800E+00	7.100E-09	3.256E+00	3.004E-01	7.620E-01	6.710E-08	5.480E-08	2.800E-09	
42	83	23	1	0.000E+00	1.000E-08	3.960E-07	4.510E-07	7.545E+02	7.562E+02	1.700E+00	7.100E-09	3.261E+00	3.010E-01	7.630E-01	6.940E-08	5.190E-08	2.700E-09	
43	47	25	1	0.000E+00	0.000E+00	4.870E-07	5.940E-07	7.291E+02	7.331E+02	4.000E+00	7.800E-09	3.307E+00	3.015E-01	7.620E-01	8.410E-08	7.560E-08	2.900E-09	
44	47	27	1	0.000E+00	0.000E+00	4.510E-07	5.380E-07	7.287E+02	7.322E+02	3.500E+00	8.200E-09	3.296E+00	3.016E-01	7.620E-01	7.980E-08	7.060E-08	2.900E-09	
45	5	29	1	0.000E+00	0.000E+00	4.040E-07	4.680E-07	7.368E+02	7.400E+02	3.200E+00	6.800E-09	3.496E+00	3.008E-01	7.640E-01	7.070E-08	5.760E-08	2.200E-09	
46	11	29	1	0.000E+00	0.000E+00	4.060E-07	4.590E-07	7.542E+02	7.559E+02	1.700E+00	7.000E-09	3.395E+00	3.011E-01	7.620E-01	6.710E-08	5.490E-08	2.900E-09	
47	17	29	1	0.000E+00	0.000E+00	4.770E-07	4.890E-07	7.422E+02	7.464E+02	4.200E+00	7.100E-09	3.392E+00	3.027E-01	7.620E-01	8.360E-08	6.070E-08	2.500E-09	
48	23	29	1	0.000E+00	0.000E+00	4.370E-07	6.690E-07	7.284E+02	7.342E+02	5.800E+00	7.500E-09	3.350E+00	3.032E-01	7.620E-01	7.210E-08	7.920E-08	2.700E-09	
49	29	29	1	0.000E+00	0.000E+00	4.220E-07	5.450E-07	7.226E+02	7.297E+02	7.100E+00	7.800E-09	3.353E+00	3.033E-01	7.620E-01	7.290E-08	7.170E-08	2.800E-09	
50	35	29	1	0.000E+00	1.000E-08	4.770E-07	5.290E-07	7.254E+02	7.306E+02	5.200E+00	7.900E-09	3.325E+00	3.025E-01	7.620E-01	7.800E-08	6.730E-08	2.800E-09	
51	41	29	1	0.000E+00	0.000E+00	5.700E-07	5.450E-07	7.285E+02	7.328E+02	4.300E+00	8.300E-09	3.309E+00	3.015E-01	7.620E-01	1.021E-07	7.150E-08	2.900E-09	
52	47	29	1	0.000E+00	0.000E+00	5.430E-07	5.430E-07	7.295E+02	7.314E+02	1.900E+00	8.400E-09	3.286E+00	3.005E-01	7.620E-01	8.770E-08	7.120E-08	3.400E-09	
53	53	29	1	0.000E+00	0.000E+00	5.200E-07	5.290E-07	7.305E+02	7.320E+02	1.500E+00	8.500E-09	3.251E+00	2.996E-01	7.620E-01	9.100E-08	6.880E-08	3.500E-09	
54	59	29	1	0.000E+00	0.000E+00	4.820E-07	5.630E-07	7.287E+02	7.325E+02	3.800E+00	8.300E-09	3.259E+00	3.008E-01	7.620E-01	8.220E-08	7.440E-08	3.200E-09	
55	65	29	1	0.000E+00	0.000E+00	4.760E-07	5.260E-07	7.299E+02	7.350E+02	5.100E+00	7.900E-09	3.237E+00	3.013E-01	7.620E-01	8.260E-08	6.430E-08	3.200E-09	
56	71	29	1	0.000E+00	0.000E+00	4.640E-07	4.800E-07	7.330E+02	7.382E+02	5.200E+00	7.600E-09	3.249E+00	3.002E-01	7.620E-01	8.160E-08	6.030E-08	2.700E-09	
57	77	29	1	0.000E+00	0.000E+00	3.930E-07	5.240E-07	7.477E+02	7.496E+02	1.900E+00	7.400E-09	3.243E+00	2.986E-01	7.620E-01	6.780E-08	6.560E-08	2.900E-09	
58	83	29	1	0.000E+00	0.000E+00	3.650E-07	4.440E-07	7.530E+02	7.545E+02	1.500E+00	7.100E-09	3.279E+00	2.986E-01	7.620E-01	6.420E-08	5.390E-08	6.800E-09	
59	89	29	1	0.000E+00	0.000E+00	3.650E-07	4.130E-07	7.343E+02	7.379E+02	3.600E+00	7.000E-09	3.340E+00	2.974E-01	7.640E-01	6.430E-08	5.060E-08	2.900E-09	
60	47	31	1	0.000E+00	0.000E+00	4.660E-07	5.270E-07	7.256E+02	7.272E+02	1.600E+00	9.300E-09	3.304E+00	2.977E-01	7.640E-01	8.250E-08	7.050E-08	3.800E-09	
61	47	33	1	0.000E+00	0.000E+00	6.180E-07	5.730E-07	7.270E+02	7.285E+02	1.500E+00	9.100E-09	3.298E+00	2.978E-01	7.630E-01	1.036E-07	7.700E-08	3.700E-09	
62	5	35	1	0.000E+00	0.000E+00	4.230E-07	7.250E-07	7.478E+02	7.507E+02	2.900E+00	6.900E-09	3.511E+00	3.029E-01	7.650E-01	6.890E-08	9.110E-08	2.300E-09	
63	7	35	1	0.000E+00	1.000E-08	4.280E-07	4.490E-07	7.604E+02	7.624E+02	2.000E+00	6.800E-09	3.481E+00	3.012E-01	7.640E-01	7.020E-08	5.600E-08	2.800E-09	
64	9	35	1	0.000E+00	0.000E+00	4.520E-07	4.570E-07	7.582E+02	7.598E+02	1.600E+00	7.100E-09	3.444E+00	3.013E-01	7.630E-01	7.130E-08	5.490E-08	2.800E-09	
65	11	35	1	0.000E+00	0.000E+00	5.710E-07	4.690E-07	7.546E+02	7.564E+02	1.800E+00	7.300E-09	3.433E+00	3.001E-01	7.630E-01	1.045E-07	5.580E-08	2.600E-09	
66	13	35	1	0.000E+00	0.000E+00	4.090E-07	4.840E-07	7.517E+02	7.538E+02	2.100E+00	7.200E-09	3.425E+00	2.999E-01	7.630E-01	7.040E-08	5.850E-08	2.600E-09	
67	15	35	1	0.000E+00	1.000E-08	4.770E-07	5.050E-07	7.479E+02	7.505E+02	2.600E+00	7.300E-09	3.423E+00	2.999E-01	7.620E-01	7.980E-08	6.210E-08	2.800E-09	
68	17	35	1	0.000E+00	0.000E+00	4.670E-07	5.210E-07	7.409E+02	7.450E+02	4.100E+00	7.500E-09	3.416E+00	3.004E-01	7.630E-01	7.620E-08	6.490E-08	2.700E-09	
69	19	35	1	0.000E+00	0.000E+00	5.810E-07	5.300E-07	7.366E+02	7.428E+02	6.200E+00	7.600E-09	3.416E+00	3.004E-01	7.630E-01	1.016E-07	6.700E-08	2.800E-09	
70	21	35	1	0.000E+00	0.000E+00	7.140E-07	5.430E-07	7.330E+02	7.384E+02	5.400E+00	7.500E-09	3.389E+00	3.001E-01	7.620E-01	1.218E-07	6.880E-08	2.700E-09	
71	23	35	1	0.000E+00	0.000E+00	4.690E-07	5.490E-07	7.299E+02	7.350E+02	5.100E+00	7.700E-09	3.378E+00	3.001E-01	7.620E-01	7.940E-08	6.950E-08	2.700E-09	
72	25	35	1	0.000E+00	0.000E+00	4.580E-07	6.840E-07	7.290E+02	7.342E+02	5.200E+00	7.800E-09	3.376E+00	2.997E-01	7.620E-01	7.910E-08	8.510E-08	2.700E-09	
73	27	35	1	0.000E+00	0.000E+00	4.490E-07	5.230E-07	7.284E+02	7.332E+02	4.800E+00	7.700E-09	3.376E+00	2.998E-01	7.630E-01	7.870E-08	6.640E-08	2.800E-09	
74	29	35	1	0.000E+00	0.000E+00	7.110E-07	8.010E-07	7.275E+02	7.328E+02	5.300E+00	7.800E-09	3.377E+00	2.997E-01	7.620E-01	1.094E-07	1.090E-07	3.000E-09	
75	31	35	1	0.000E+00	0.000E+00	4.580E-07	5.230E-07	7.296E+02	7.350E+02	5.400E+00	7.900E-09	3.364E+00	2.997E-01	7.630E-01	8.250E-08	6.700E-08	3.400E-09	
76	33	35	1	0.000E+00	0.000E+00	5.050E-07	5.810E-07	7.291E+02	7.334E+02	4.300E+00	8.000E-09	3.360E+00	2.991E-01	7.620E-01	8.970E-08	7.590E-08	3.400E-09	
77	35	35	1	0.000E+00	1.000E-08	4.870E-07	5.270E-07	7.308E+02	7.340E+02	3.200E+00	8.400E-09	3.350E+00	2.985E-01	7.620E-01	8.310E-08	6.890E-08	3.600E-09	
78	37	35	1	0.000E+00	0.000E+00	4.880E-07	6.090E-07	7.310E+02	7.332E+02	2.200E+00	8.800E-09	3.339E+00	2.988E-01	7.620E-01	8.560E-08	7.730E-08	3.700E-09	
79	39	35	1	0.000E+00	1.000E-08	4.870E-07	5.510E-07	7.310E+02	7.325E+02	1.500E+00	8.600E-09	3.331E+00	2.986E-01	7.620E-01	8.450E-08	7.450E-08	3.500E-09	
80	41	35	1	0.000E+00	1.000E-08	7.140E-07	5.560E-07	7.300E+02	7.315E+02	1.500E+00	8.900E-09	3.326E+00	2.987E-01	7.630E-01	1.243E-07	7.420E-08	3.700E-09	
81	43	35	1	0.000E+00	0.000E+00	5.070E-07	5.970E-07	7.285E+02	7.300E+02	1.500E+00	9.000E-09	3.306E+00	2.981E-01	7.620E-01	8.930E-08	8.450E-08	3.600E-09	
82	45	35	1	0.000E+00	0.000E+00	4.880E-07	5.520E-07	7.277E+02	7.291E+02	1.400E+00	9.000E-09	3.294E+00	2.976E-01	7.620E-01	8.850E-08	7.570E-08	3.900E-09	
83	47	35	1	0.000E+00	0.000E+00	5.110E-07	5.650E-07	7.273E+02	7.286E+02	1.300E+00	9.100E-09	3.295E+00	2.974E-01	7.620E-01	8.840E-08	7.580E-08	5.400E-09	
84	49	35	1	0.000E+00	0.000E+00	5.460E-07	5.860E-07	7.280E+02	7.295E+02	1.500E+00	9.200E-09	3.283E+00	2.979E-01	7.620E-01	9.190E-08	8.250E-08	3.900E-09	
85	51	35	1	0.000E+00	0.000E+00	5.020E-07	5.540E-07	7.291E+02	7.304E+02	1.300E+00	9.000E-09	3.283E+00	2.977E-01	7.620E-01	8.700E-08	7.610E-08	3.800E-09	
86	53	35	1	0.000E+00	0.000E+00	5.010E-07	5.710E-07	7.293E+02	7.309E+02	1.600E+00	8.800E-09	3.272E+00	2.988E-01	7.620E-01	8.800E-08	7.560E-08	3.700E-09	
87	55	35	1	0.000E+00	0.000E+00	4.990E-07	5.790E-07	7.306E+02	7.323E+02	1.700E+00	8.700E-09	3.272E+00	2.990E-01	7.620E-01	8.810E-08	7.840E-08	3.600E-09	
88	57	35	1	0.000E+00	0.000E+00	4.960E-07	5.820E-07	7.316E+02	7.332E+02	1.600E+00	8.600E-09	3.272E+00	2.985E-01	7.620E-01	8.760E-08	7.510E-08	3.600E-09	
89	59	35	1	0.000E+00	0.000E+00	5.700E-07	9.170E-07	7.318E+02	7.343E+02	2.500E+00	8.600E-09	3.269E+00	2.984E-01	7.620E-01	1.096E-07	1.180E-07	3.500E-09	
90	61	35	1	0.000E+00	0.000E+00	4.840E-07	8.150E-07	7.296E+02	7.340E+02	4.400E+00	8.400E-09	3.268E+00	2.992E-01	7.620E-01	8.570E-08	1.153E-07	3.600E-09	
91	63	35	1	0.000E+00	0.000E+00	6.720E-07	5.840E-07	7.301E+02	7.354E+02	5.300E+00	8.300E-09	3.272E+00	2.989E-01	7.620E-01	1.099E-07	7.310E-08	3.600E-09	
92	65	35	1	0.000E+00	0.000E+00	4.490E-07	5.920E-07	7.295E+02	7.349E+02	5.400E+00	8.000E-09	3.262E+00	2.997E-01	7.620E-01	7.750E-08	7.140E-08	3.300E-09	
93	67	35	1	0.000E+00	0.000E+00	6.350E-07	6.320E-07	7.302E+02	7.351E+02	4.900E+00	7.900E-09	3.262E+00	2.990E-01	7.620E-01	1.038E-07	8.720E-08	3.200E-09	
94	69	35	1	0.000E+00	1.000E-08	4.240E-07	5.300E-07	7.317E+02	7.367E+02	5.000E+00	7.800E-09	3.263E+00	2.993E-01	7.620E-01	7.430E-08	7.090E-08	3.100E-09	
95	71	35	1	0.000E+00	0.000E+00	4.800E-07	6.240E-07	7.342E+02	7.382E+02	4.000E+00	7.700E-09	3.258E+00	2.990E-01	7.620E-01	8.180E-08	7.390E-08	3.100E-09	
96	73	35	1	0.000E+00	0.000E+00	4.380E-07	4.700E-07	7.362E+02	7.405E+02	4.300E+00	7.600E-09	3.261E+00	2.986E-01	7.620E-01	7.250E-08	5.770E-08	3.200E-09	
97	75	35	1	0.000E+00	0.000E+00	4.580E-07	4.760E-07	7.413E+02	7.454E+02	4.100E+00	7.500E-09	3.257E+00	2.984E-01	7.620E-01	7.740E-08	5.890E-08	3.000E-09	
98	77	35	1	0.000E+00	0.000E+00	4.800E-07	4.550E-07	7.458E+02	7.483E+02	2.500E+00	7.500E-09	3.262E+00	2.979E-01	7.620E-01	8.070E-08	5.340E-08	3.000E-09	
99	79	35	1	0.000E+00	0.000E+00	3.960E-07	4.650E-07	7.498E+02	7.513E+02	1.500E+00	7.500E-09	3.262E+00	2.973E-01	7.620E-01	6.890E-08	5.560E-08	3.100E-09	
100	81	35	1	0.000E+00	0.000E+00	4.000E-07	4.490E-07	7.514E+02	7.530E+02	1.600E+00	7.500E-09	3.260E+00	2.969E-01	7.620E-01	7.070E-08	5.340E-08	2.800E-09	
101	83	35	1	0.000E+00	0.000E+00	4.090E-07	4.840E-07	7.528E+02	7.545E+02	1.700E+00	7.400E-09	3.267E+00	2.967E-01	7.620E-01	6.670E-08	6.140E-08	4.700E-09	
102	85	35	1	0.000E+00	0.000E+00	3.830E-07	4.500E-07	7.552E+02	7.568E+02	1.600E+00	7.200E-09	3.286E+00	2.969E-01	7.630E-01	6.570E-08	5.500E-08	8.300E-09	
103	87	35	1	0.000E+00	0.000E+00	6.280E-07	4.440E-07	7.591E+02	7.605E+02	1.400E+00	7.100E-09	3.312E+00	2.979E-01	7.620E-01	1.112E-07	5.190E-08	5.100E-09	
104	89	35	1	0.000E+00	0.000E+00	3.640E-07	4.370E-07	7.530E+02	7.560E+02	3.000E+00	7.000E-09	3.361E+00	2.979E-01	7.640E-01	6.320E-08	5.080E-08	7.900E-09	
105	91	35	6	0.000E+00	0.000E+00	3.710E-07	4.940E-07	6.269E+02										
106	47	37	1	0.000E+00	0.000E+00	5.530E-07	8.190E-07	7.292E+02	7.309E+02	1.700E+00	9.100E-09	3.282E+00	2.976E-01	7.620E-01	9.880E-08	1.227E-07	3.700E-09	
107	47	39	1	0.000E+00	0.000E+00	4.900E-07	5.660E-07	7.320E+02	7.335E+02	1.500E+00	8.600E-09	3.267E+00	2.984E-01	7.610E-01	8.640E-08	7.560E-08	3.500E-09	
108	5	41	1	0.000E+00	0.000E+00	4.000E-07	4.850E-07	7.425E+02	7.460E+02	3.500E+00	6.900E-09	3.539E+00	2.986E-01	7.650E-01	6.890E-08	6.180E-08	2.400E-09	
109	11	41	1	0.000E+00	0.000E+00	4.280E-07	4.990E-07	7.564E+02	7.581E+02	1.700E+00	7.400E-09	3.437E+00	2.976E-01	7.640E-01	7.280E-08	6.140E-08	2.800E-09	
110	17	41	1	0.000E+00	0.000E+00	5.380E-07	5.480E-07	7.487E+02	7.511E+02	2.400E+00	7.500E-09	3.424E+00	2.979E-01	7.630E-01	1.092E-07	6.390E-08	2.900E-09	
111	23	41	1	0.000E+00	0.000E+00	4.540E-07	6.100E-07	7.372E+02	7.411E+02	3.900E+00	7.800E-09	3.392E+00	2.982E-01	7.630E-01	7.760E-08	8.590E-08	2.800E-09	
112	29	41	1	0.000E+00	0.000E+00	4.540E-07	5.270E-07	7.346E+02	7.383E+02	3.700E+00	7.800E-09	3.384E+00	2.973E-01	7.620E-01	7.860E-08	6.740E-08	2.900E-09	
113	35	41	1	0.000E+00	1.000E-08	4.980E-07	5.600E-07	7.352E+02	7.378E+02	2.600E+00	8.200E-09	3.358E+00	2.971E-01	7.630E-01	8.570E-08	7.150E-08	3.400E-09	
114	41	41	1	0.000E+00	0.000E+00	6.150E-07	5.800E-07	7.339E+02	7.356E+02	1.700E+00	8.400E-09	3.339E+00	2.965E-01	7.630E-01	1.095E-07	7.620E-08	3.700E-09	
115	47	41	1	0.000E+00	0.000E+00	4.880E-07	5.830E-07	7.323E+02	7.341E+02	1.800E+00	8.700E-09	3.306E+00	2.962E-01	7.620E-01	8.370E-08	7.830E-08	3.800E-09	
116	53	41	1	0.000E+00	0.000E+00	5.560E-07	8.080E-07	7.339E+02	7.357E+02	1.800E+00	8.600E-09	3.289E+00	2.961E-01	7.620E-01	9.020E-08	1.122E-07	3.600E-09	
117	59	41	1	0.000E+00	0.000E+00	6.170E-07	5.620E-07	7.374E+02	7.397E+02	2.300E+00	8.300E-09	3.277E+00	2.971E-01	7.620E-01	1.144E-07	7.130E-08	3.400E-09	
118	65	41	1	0.000E+00	0.000E+00	4.580E-07	5.150E-07	7.378E+02	7.413E+02	3.500E+00	7.900E-09	3.272E+00	2.976E-01	7.620E-01	8.110E-08	6.420E-08	3.300E-09	
119	71	41	1	0.000E+00	1.000E-08	4.350E-07	7.380E-07	7.403E+02	7.439E+02	3.600E+00	7.700E-09	3.260E+00	2.971E-01	7.630E-01	7.570E-08	9.910E-08	4.900E-09	
120	77	41	1	0.000E+00	0.000E+00	4.400E-07	5.290E-07	7.495E+02	7.513E+02	1.800E+00	7.500E-09	3.264E+00	2.958E-01	7.620E-01	7.530E-08	6.820E-08	3.300E-09	
121	83	41	1	0.000E+00	0.000E+00	4.130E-07	5.390E-07	7.477E+02	7.499E+02	2.200E+00	8.100E-09	3.282E+00	2.932E-01	7.630E-01	7.030E-08	6.260E-08	9.600E-09	
122	89	41	1	0.000E+00	0.000E+00	3.640E-07	5.090E-07	7.446E+02	7.474E+02	2.800E+00	7.500E-09	3.403E+00	2.921E-01	7.650E-01	6.450E-08	6.170E-08	3.400E-09	
123	47	43	1	0.000E+00	0.000E+00	4.880E-07	7.560E-07	7.363E+02	7.381E+02	1.800E+00	8.200E-09	3.302E+00	2.975E-01	7.620E-01	8.390E-08	1.046E-07	3.500E-09	
124	47	45	1	0.000E+00	0.000E+00	4.810E-07	7.680E-07	7.383E+02	7.411E+02	2.800E+00	8.000E-09	3.306E+00	2.976E-01	7.620E-01	8.530E-08	9.650E-08	3.300E-09	
125	11	47	1	0.000E+00	0.000E+00	4.220E-07	4.760E-07	7.619E+02	7.633E+02	1.400E+00	7.100E-09	3.416E+00	2.980E-01	7.630E-01	7.010E-08	5.680E-08	3.000E-09	
