Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	1
Date	2025/03/03
Time	00:11:11

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
12	59	11	1	0.000E+00	0.000E+00	5.160E-07	6.190E-07	7.629E+02	7.661E+02	3.200E+00	7.000E-09	3.289E+00	3.123E-01	7.630E-01	9.230E-08	8.780E-08	2.600E-09	
13	65	11	1	0.000E+00	1.000E-08	5.540E-07	5.440E-07	7.638E+02	7.689E+02	5.100E+00	6.900E-09	3.283E+00	3.141E-01	7.630E-01	9.830E-08	7.400E-08	2.700E-09	
14	71	11	1	0.000E+00	0.000E+00	4.820E-07	6.280E-07	7.295E+02	7.413E+02	1.180E+01	6.800E-09	3.314E+00	3.176E-01	7.640E-01	8.680E-08	7.890E-08	4.600E-09	
15	47	13	1	0.000E+00	0.000E+00	4.670E-07	6.050E-07	7.397E+02	7.491E+02	9.400E+00	6.900E-09	3.297E+00	3.126E-01	7.620E-01	8.150E-08	8.620E-08	2.400E-09	
16	47	15	1	0.000E+00	0.000E+00	5.020E-07	6.270E-07	7.332E+02	7.418E+02	8.600E+00	7.100E-09	3.293E+00	3.125E-01	7.620E-01	8.600E-08	8.030E-08	2.600E-09	
17	17	17	1	0.000E+00	0.000E+00	4.620E-07	5.890E-07	7.546E+02	7.618E+02	7.200E+00	6.700E-09	3.419E+00	3.106E-01	7.630E-01	7.840E-08	7.640E-08	2.700E-09	
18	23	17	1	0.000E+00	1.000E-08	4.740E-07	8.190E-07	7.516E+02	7.586E+02	7.000E+00	6.900E-09	3.367E+00	3.105E-01	7.620E-01	8.370E-08	1.046E-07	2.800E-09	
19	29	17	1	0.000E+00	0.000E+00	6.370E-07	5.340E-07	7.376E+02	7.462E+02	8.600E+00	6.900E-09	3.345E+00	3.101E-01	7.620E-01	9.340E-08	7.300E-08	2.300E-09	
20	35	17	1	0.000E+00	0.000E+00	4.940E-07	5.130E-07	7.297E+02	7.390E+02	9.300E+00	7.200E-09	3.314E+00	3.113E-01	7.620E-01	8.610E-08	6.670E-08	2.500E-09	
21	41	17	1	0.000E+00	0.000E+00	4.720E-07	5.890E-07	7.266E+02	7.376E+02	1.100E+01	7.300E-09	3.315E+00	3.120E-01	7.630E-01	8.230E-08	8.230E-08	2.500E-09	
22	47	17	1	0.000E+00	0.000E+00	4.700E-07	5.320E-07	7.256E+02	7.346E+02	9.000E+00	7.200E-09	3.289E+00	3.124E-01	7.620E-01	8.270E-08	7.170E-08	2.400E-09	
23	53	17	1	0.000E+00	0.000E+00	5.000E-07	5.540E-07	7.305E+02	7.405E+02	1.000E+01	7.200E-09	3.274E+00	3.124E-01	7.610E-01	8.570E-08	7.280E-08	2.500E-09	
24	59	17	1	0.000E+00	0.000E+00	4.740E-07	1.095E-06	7.295E+02	7.374E+02	7.900E+00	7.200E-09	3.258E+00	3.124E-01	7.620E-01	8.500E-08	1.855E-07	2.500E-09	
25	65	17	1	0.000E+00	0.000E+00	4.830E-07	6.020E-07	7.420E+02	7.499E+02	7.900E+00	7.200E-09	3.250E+00	3.117E-01	7.620E-01	8.700E-08	8.410E-08	2.500E-09	
26	71	17	1	0.000E+00	1.000E-08	4.870E-07	9.720E-07	7.504E+02	7.569E+02	6.500E+00	6.900E-09	3.245E+00	3.124E-01	7.620E-01	8.650E-08	1.461E-07	2.500E-09	
27	77	17	1	0.000E+00	0.000E+00	5.140E-07	5.670E-07	7.561E+02	7.636E+02	7.500E+00	6.900E-09	3.264E+00	3.126E-01	7.620E-01	8.780E-08	7.500E-08	2.900E-09	
28	47	19	1	0.000E+00	0.000E+00	4.850E-07	6.400E-07	7.208E+02	7.295E+02	8.700E+00	7.500E-09	3.279E+00	3.106E-01	7.620E-01	8.280E-08	8.770E-08	2.700E-09	
29	47	21	1	0.000E+00	0.000E+00	5.400E-07	5.350E-07	7.267E+02	7.340E+02	7.300E+00	7.300E-09	3.301E+00	3.075E-01	7.620E-01	9.110E-08	7.010E-08	2.700E-09	
30	11	23	1	0.000E+00	1.000E-08	5.590E-07	5.270E-07	7.600E+02	7.655E+02	5.500E+00	6.600E-09	3.438E+00	3.066E-01	7.640E-01	1.083E-07	7.310E-08	2.500E-09	
31	17	23	1	0.000E+00	0.000E+00	4.700E-07	5.450E-07	7.503E+02	7.572E+02	6.900E+00	6.800E-09	3.378E+00	3.071E-01	7.620E-01	8.140E-08	7.460E-08	2.700E-09	
32	23	23	1	0.000E+00	0.000E+00	6.330E-07	5.680E-07	7.305E+02	7.403E+02	9.800E+00	7.000E-09	3.353E+00	3.081E-01	7.620E-01	9.750E-08	7.490E-08	2.400E-09	
33	29	23	1	0.000E+00	0.000E+00	4.740E-07	5.890E-07	7.184E+02	7.291E+02	1.070E+01	7.200E-09	3.334E+00	3.079E-01	7.620E-01	8.230E-08	7.830E-08	2.500E-09	
34	35	23	1	0.000E+00	0.000E+00	4.580E-07	5.880E-07	7.198E+02	7.295E+02	9.700E+00	7.200E-09	3.329E+00	3.075E-01	7.630E-01	7.900E-08	7.200E-08	2.500E-09	
35	41	23	1	0.000E+00	0.000E+00	4.660E-07	5.180E-07	7.234E+02	7.312E+02	7.800E+00	7.400E-09	3.315E+00	3.068E-01	7.620E-01	7.950E-08	6.870E-08	2.600E-09	
36	47	23	1	0.000E+00	0.000E+00	5.050E-07	7.220E-07	7.245E+02	7.325E+02	8.000E+00	7.400E-09	3.295E+00	3.073E-01	7.620E-01	9.680E-08	1.020E-07	2.500E-09	
37	53	23	1	0.000E+00	0.000E+00	6.980E-07	5.430E-07	7.231E+02	7.316E+02	8.500E+00	7.500E-09	3.277E+00	3.086E-01	7.620E-01	1.183E-07	7.370E-08	2.500E-09	
38	59	23	1	0.000E+00	0.000E+00	7.290E-07	7.100E-07	7.236E+02	7.314E+02	7.800E+00	7.600E-09	3.255E+00	3.081E-01	7.620E-01	1.169E-07	1.022E-07	2.600E-09	
39	65	23	1	0.000E+00	0.000E+00	5.400E-07	8.840E-07	7.241E+02	7.333E+02	9.200E+00	7.400E-09	3.251E+00	3.092E-01	7.620E-01	8.860E-08	1.120E-07	2.700E-09	
40	71	23	1	0.000E+00	0.000E+00	5.180E-07	5.570E-07	7.335E+02	7.411E+02	7.600E+00	7.300E-09	3.226E+00	3.082E-01	7.620E-01	1.004E-07	7.440E-08	2.500E-09	
41	77	23	1	0.000E+00	0.000E+00	6.420E-07	6.690E-07	7.517E+02	7.573E+02	5.600E+00	7.100E-09	3.232E+00	3.091E-01	7.620E-01	1.023E-07	9.980E-08	2.800E-09	
42	83	23	1	0.000E+00	0.000E+00	4.960E-07	5.600E-07	7.624E+02	7.666E+02	4.200E+00	7.000E-09	3.244E+00	3.079E-01	7.620E-01	8.710E-08	7.730E-08	2.800E-09	
43	47	25	1	0.000E+00	0.000E+00	4.910E-07	5.400E-07	7.262E+02	7.344E+02	8.200E+00	7.300E-09	3.297E+00	3.059E-01	7.620E-01	8.410E-08	7.110E-08	2.500E-09	
44	47	27	1	0.000E+00	0.000E+00	5.060E-07	6.990E-07	7.270E+02	7.350E+02	8.000E+00	7.200E-09	3.285E+00	3.051E-01	7.620E-01	8.590E-08	9.100E-08	2.700E-09	
45	5	29	1	0.000E+00	0.000E+00	4.930E-07	6.010E-07	7.400E+02	7.433E+02	3.300E+00	6.800E-09	3.491E+00	3.002E-01	7.640E-01	8.380E-08	8.120E-08	2.800E-09	
46	11	29	1	0.000E+00	0.000E+00	4.700E-07	5.340E-07	7.701E+02	7.721E+02	2.000E+00	6.800E-09	3.390E+00	3.040E-01	7.630E-01	7.840E-08	7.000E-08	2.700E-09	
47	17	29	1	0.000E+00	1.000E-08	4.940E-07	6.450E-07	7.429E+02	7.505E+02	7.600E+00	7.000E-09	3.368E+00	3.058E-01	7.620E-01	8.280E-08	8.290E-08	2.900E-09	
48	23	29	1	0.000E+00	0.000E+00	4.990E-07	5.440E-07	7.273E+02	7.360E+02	8.700E+00	7.100E-09	3.344E+00	3.058E-01	7.620E-01	8.840E-08	7.220E-08	2.700E-09	
49	29	29	1	0.000E+00	0.000E+00	4.960E-07	6.950E-07	7.187E+02	7.283E+02	9.600E+00	7.300E-09	3.336E+00	3.062E-01	7.620E-01	8.120E-08	9.000E-08	2.600E-09	
50	35	29	1	0.000E+00	0.000E+00	4.840E-07	5.200E-07	7.234E+02	7.316E+02	8.200E+00	7.200E-09	3.318E+00	3.066E-01	7.620E-01	8.180E-08	6.640E-08	2.600E-09	
51	41	29	1	0.000E+00	1.000E-08	4.790E-07	6.370E-07	7.312E+02	7.389E+02	7.700E+00	7.200E-09	3.298E+00	3.043E-01	7.620E-01	8.060E-08	8.480E-08	2.700E-09	
52	47	29	1	0.000E+00	0.000E+00	4.960E-07	5.340E-07	7.300E+02	7.366E+02	6.600E+00	7.400E-09	3.276E+00	3.052E-01	7.620E-01	8.470E-08	6.950E-08	2.700E-09	
53	53	29	1	0.000E+00	0.000E+00	5.680E-07	6.240E-07	7.344E+02	7.401E+02	5.700E+00	7.500E-09	3.245E+00	3.048E-01	7.610E-01	1.122E-07	8.170E-08	3.100E-09	
54	59	29	1	0.000E+00	0.000E+00	7.330E-07	5.800E-07	7.261E+02	7.323E+02	6.200E+00	7.400E-09	3.245E+00	3.061E-01	7.610E-01	1.062E-07	8.180E-08	2.600E-09	
55	65	29	1	0.000E+00	0.000E+00	4.860E-07	6.390E-07	7.257E+02	7.333E+02	7.600E+00	7.300E-09	3.223E+00	3.063E-01	7.620E-01	8.470E-08	8.460E-08	2.700E-09	
56	71	29	1	0.000E+00	1.000E-08	9.960E-07	5.490E-07	7.228E+02	7.313E+02	8.500E+00	7.400E-09	3.222E+00	3.076E-01	7.610E-01	1.816E-07	7.530E-08	2.700E-09	
57	77	29	1	0.000E+00	0.000E+00	4.960E-07	5.620E-07	7.393E+02	7.469E+02	7.600E+00	7.200E-09	3.221E+00	3.064E-01	7.610E-01	8.770E-08	7.620E-08	2.900E-09	
58	83	29	1	0.000E+00	0.000E+00	4.850E-07	7.590E-07	7.585E+02	7.638E+02	5.300E+00	7.200E-09	3.240E+00	3.059E-01	7.620E-01	8.660E-08	9.940E-08	3.000E-09	
59	89	29	1	0.000E+00	0.000E+00	5.130E-07	5.530E-07	7.350E+02	7.391E+02	4.100E+00	7.100E-09	3.334E+00	3.040E-01	7.640E-01	9.020E-08	7.460E-08	3.100E-09	
60	47	31	1	0.000E+00	1.000E-08	5.270E-07	7.590E-07	7.379E+02	7.402E+02	2.300E+00	7.600E-09	3.295E+00	3.011E-01	7.620E-01	8.930E-08	1.204E-07	3.000E-09	
61	47	33	1	0.000E+00	0.000E+00	4.770E-07	5.360E-07	7.380E+02	7.404E+02	2.400E+00	7.500E-09	3.284E+00	3.017E-01	7.620E-01	8.210E-08	7.180E-08	3.100E-09	
62	5	35	1	0.000E+00	0.000E+00	5.520E-07	5.810E-07	7.527E+02	7.558E+02	3.100E+00	6.600E-09	3.512E+00	3.020E-01	7.630E-01	9.650E-08	7.760E-08	2.600E-09	
63	7	35	1	0.000E+00	0.000E+00	7.850E-07	7.030E-07	7.706E+02	7.737E+02	3.100E+00	6.700E-09	3.455E+00	3.024E-01	7.630E-01	1.445E-07	9.500E-08	2.700E-09	
64	9	35	1	0.000E+00	0.000E+00	5.070E-07	5.560E-07	7.721E+02	7.753E+02	3.200E+00	7.000E-09	3.418E+00	3.047E-01	7.630E-01	8.930E-08	7.240E-08	2.900E-09	
65	11	35	1	0.000E+00	0.000E+00	4.840E-07	7.310E-07	7.656E+02	7.706E+02	5.000E+00	6.900E-09	3.406E+00	3.025E-01	7.620E-01	8.270E-08	1.006E-07	2.800E-09	
66	13	35	1	0.000E+00	0.000E+00	5.930E-07	5.580E-07	7.611E+02	7.668E+02	5.700E+00	7.000E-09	3.399E+00	3.017E-01	7.630E-01	1.019E-07	7.180E-08	2.900E-09	
67	15	35	1	0.000E+00	1.000E-08	7.070E-07	5.410E-07	7.516E+02	7.587E+02	7.100E+00	7.000E-09	3.394E+00	3.030E-01	7.620E-01	1.089E-07	7.270E-08	3.000E-09	
68	17	35	1	0.000E+00	0.000E+00	4.830E-07	5.500E-07	7.417E+02	7.500E+02	8.300E+00	7.000E-09	3.389E+00	3.030E-01	7.620E-01	8.290E-08	6.930E-08	3.200E-09	
69	19	35	1	0.000E+00	1.000E-08	4.830E-07	5.840E-07	7.366E+02	7.468E+02	1.020E+01	7.200E-09	3.387E+00	3.037E-01	7.630E-01	8.410E-08	7.710E-08	3.100E-09	
70	21	35	1	0.000E+00	1.000E-08	4.750E-07	5.220E-07	7.323E+02	7.409E+02	8.600E+00	7.000E-09	3.365E+00	3.034E-01	7.620E-01	8.050E-08	6.990E-08	3.000E-09	
71	23	35	1	0.000E+00	0.000E+00	4.920E-07	5.350E-07	7.278E+02	7.373E+02	9.500E+00	7.000E-09	3.357E+00	3.034E-01	7.620E-01	7.990E-08	7.110E-08	2.800E-09	
72	25	35	1	0.000E+00	0.000E+00	5.920E-07	5.090E-07	7.273E+02	7.367E+02	9.400E+00	7.100E-09	3.358E+00	3.033E-01	7.620E-01	1.015E-07	6.620E-08	3.000E-09	
73	27	35	1	0.000E+00	1.000E-08	4.590E-07	6.170E-07	7.277E+02	7.368E+02	9.100E+00	7.200E-09	3.357E+00	3.027E-01	7.620E-01	7.750E-08	8.070E-08	2.900E-09	
74	29	35	1	0.000E+00	0.000E+00	6.900E-07	5.200E-07	7.270E+02	7.356E+02	8.600E+00	7.100E-09	3.360E+00	3.034E-01	7.630E-01	1.130E-07	7.030E-08	2.700E-09	
75	31	35	1	0.000E+00	0.000E+00	4.540E-07	5.250E-07	7.297E+02	7.391E+02	9.400E+00	7.000E-09	3.347E+00	3.037E-01	7.620E-01	7.810E-08	7.220E-08	2.700E-09	
76	33	35	1	0.000E+00	0.000E+00	4.990E-07	5.920E-07	7.295E+02	7.377E+02	8.200E+00	7.200E-09	3.341E+00	3.038E-01	7.620E-01	7.860E-08	7.020E-08	2.800E-09	
77	35	35	1	0.000E+00	1.000E-08	5.630E-07	5.270E-07	7.332E+02	7.408E+02	7.600E+00	7.200E-09	3.328E+00	3.033E-01	7.620E-01	1.012E-07	6.920E-08	3.000E-09	
78	37	35	1	0.000E+00	0.000E+00	4.770E-07	6.290E-07	7.348E+02	7.410E+02	6.200E+00	7.300E-09	3.317E+00	3.024E-01	7.620E-01	8.020E-08	8.750E-08	2.900E-09	
79	39	35	1	0.000E+00	0.000E+00	5.560E-07	5.370E-07	7.353E+02	7.415E+02	6.200E+00	7.400E-09	3.307E+00	3.036E-01	7.620E-01	1.016E-07	7.100E-08	2.900E-09	
80	41	35	1	0.000E+00	0.000E+00	4.700E-07	7.480E-07	7.362E+02	7.414E+02	5.200E+00	7.900E-09	3.308E+00	3.035E-01	7.610E-01	8.090E-08	1.023E-07	3.000E-09	
81	43	35	1	0.000E+00	0.000E+00	4.990E-07	5.400E-07	7.366E+02	7.411E+02	4.500E+00	7.400E-09	3.299E+00	3.029E-01	7.620E-01	8.820E-08	6.970E-08	2.900E-09	
82	45	35	1	0.000E+00	0.000E+00	5.890E-07	8.260E-07	7.382E+02	7.412E+02	3.000E+00	7.400E-09	3.287E+00	3.020E-01	7.620E-01	1.108E-07	1.330E-07	3.000E-09	
83	47	35	1	0.000E+00	0.000E+00	5.240E-07	6.290E-07	7.381E+02	7.410E+02	2.900E+00	7.400E-09	3.275E+00	3.021E-01	7.620E-01	8.520E-08	8.800E-08	3.300E-09	
84	49	35	1	0.000E+00	0.000E+00	8.810E-07	5.560E-07	7.378E+02	7.410E+02	3.200E+00	7.600E-09	3.267E+00	3.024E-01	7.620E-01	1.463E-07	7.240E-08	3.000E-09	
85	51	35	1	0.000E+00	0.000E+00	5.790E-07	5.270E-07	7.370E+02	7.407E+02	3.700E+00	7.500E-09	3.272E+00	3.026E-01	7.620E-01	9.670E-08	7.040E-08	3.000E-09	
86	53	35	1	0.000E+00	0.000E+00	4.760E-07	5.310E-07	7.357E+02	7.403E+02	4.600E+00	7.400E-09	3.266E+00	3.038E-01	7.630E-01	8.110E-08	6.970E-08	2.900E-09	
87	55	35	1	0.000E+00	1.000E-08	6.080E-07	5.540E-07	7.336E+02	7.395E+02	5.900E+00	7.400E-09	3.261E+00	3.051E-01	7.620E-01	9.420E-08	7.340E-08	2.900E-09	
88	57	35	1	0.000E+00	1.000E-08	4.910E-07	5.540E-07	7.327E+02	7.392E+02	6.500E+00	7.400E-09	3.251E+00	3.038E-01	7.610E-01	8.360E-08	7.880E-08	3.000E-09	
89	59	35	1	0.000E+00	0.000E+00	4.570E-07	5.820E-07	7.308E+02	7.371E+02	6.300E+00	7.400E-09	3.246E+00	3.042E-01	7.620E-01	8.010E-08	8.510E-08	3.000E-09	
90	61	35	1	0.000E+00	0.000E+00	4.650E-07	5.350E-07	7.268E+02	7.339E+02	7.100E+00	7.400E-09	3.244E+00	3.052E-01	7.620E-01	8.110E-08	7.290E-08	2.800E-09	
91	63	35	1	0.000E+00	0.000E+00	6.890E-07	5.790E-07	7.254E+02	7.339E+02	8.500E+00	7.500E-09	3.245E+00	3.058E-01	7.620E-01	1.136E-07	8.480E-08	2.800E-09	
92	65	35	1	0.000E+00	0.000E+00	5.080E-07	7.990E-07	7.247E+02	7.342E+02	9.500E+00	7.500E-09	3.237E+00	3.058E-01	7.620E-01	8.810E-08	1.022E-07	2.700E-09	
93	67	35	1	0.000E+00	0.000E+00	4.800E-07	5.430E-07	7.256E+02	7.347E+02	9.100E+00	7.200E-09	3.231E+00	3.052E-01	7.620E-01	8.450E-08	7.210E-08	2.900E-09	
94	69	35	1	0.000E+00	0.000E+00	4.790E-07	9.290E-07	7.267E+02	7.360E+02	9.300E+00	7.400E-09	3.227E+00	3.045E-01	7.620E-01	8.460E-08	1.389E-07	2.800E-09	
95	71	35	1	0.000E+00	0.000E+00	4.960E-07	5.410E-07	7.281E+02	7.375E+02	9.400E+00	7.400E-09	3.225E+00	3.048E-01	7.620E-01	9.150E-08	7.270E-08	2.700E-09	
96	73	35	1	0.000E+00	0.000E+00	5.090E-07	5.560E-07	7.294E+02	7.389E+02	9.500E+00	7.400E-09	3.230E+00	3.055E-01	7.620E-01	8.780E-08	7.460E-08	2.900E-09	
97	75	35	1	0.000E+00	0.000E+00	5.510E-07	5.720E-07	7.340E+02	7.439E+02	9.900E+00	7.400E-09	3.222E+00	3.055E-01	7.620E-01	9.260E-08	7.790E-08	3.100E-09	
98	77	35	1	0.000E+00	0.000E+00	5.300E-07	5.970E-07	7.373E+02	7.460E+02	8.700E+00	7.200E-09	3.223E+00	3.056E-01	7.610E-01	9.640E-08	8.270E-08	3.000E-09	
99	79	35	1	0.000E+00	0.000E+00	6.230E-07	1.072E-06	7.472E+02	7.542E+02	7.000E+00	7.300E-09	3.226E+00	3.041E-01	7.610E-01	1.178E-07	1.679E-07	3.200E-09	
100	81	35	1	0.000E+00	0.000E+00	5.200E-07	5.960E-07	7.545E+02	7.602E+02	5.700E+00	7.200E-09	3.230E+00	3.041E-01	7.610E-01	9.150E-08	8.040E-08	3.100E-09	
101	83	35	1	0.000E+00	0.000E+00	5.330E-07	6.040E-07	7.613E+02	7.660E+02	4.700E+00	7.200E-09	3.236E+00	3.044E-01	7.620E-01	9.130E-08	8.290E-08	3.100E-09	
102	85	35	1	0.000E+00	0.000E+00	5.410E-07	5.740E-07	7.664E+02	7.703E+02	3.900E+00	7.100E-09	3.252E+00	3.034E-01	7.620E-01	1.006E-07	8.000E-08	3.100E-09	
103	87	35	1	0.000E+00	1.000E-08	5.350E-07	6.940E-07	7.674E+02	7.712E+02	3.800E+00	7.200E-09	3.275E+00	3.041E-01	7.620E-01	9.900E-08	9.280E-08	5.700E-09	
104	89	35	1	0.000E+00	1.000E-08	6.120E-07	8.410E-07	7.501E+02	7.538E+02	3.700E+00	7.100E-09	3.333E+00	3.045E-01	7.630E-01	1.217E-07	1.345E-07	7.100E-09	
105	91	35	1	0.000E+00	0.000E+00	5.010E-07	5.800E-07	7.413E+02	7.477E+02	6.400E+00	7.900E-09	3.384E+00	2.975E-01	7.660E-01	8.840E-08	7.890E-08	3.600E-09	
106	47	37	1	0.000E+00	0.000E+00	4.650E-07	5.320E-07	7.389E+02	7.420E+02	3.100E+00	7.700E-09	3.267E+00	3.017E-01	7.620E-01	8.110E-08	7.000E-08	3.200E-09	
107	47	39	1	0.000E+00	0.000E+00	4.630E-07	5.280E-07	7.387E+02	7.431E+02	4.400E+00	7.500E-09	3.262E+00	3.030E-01	7.610E-01	7.980E-08	6.940E-08	3.200E-09	
108	5	41	1	0.000E+00	0.000E+00	8.300E-07	8.170E-07	7.427E+02	7.466E+02	3.900E+00	6.800E-09	3.532E+00	3.006E-01	7.640E-01	1.503E-07	1.311E-07	2.800E-09	
109	11	41	1	0.000E+00	0.000E+00	8.050E-07	5.980E-07	7.758E+02	7.776E+02	1.800E+00	7.000E-09	3.420E+00	3.007E-01	7.630E-01	1.438E-07	8.230E-08	2.900E-09	
110	17	41	1	0.000E+00	0.000E+00	4.870E-07	5.650E-07	7.519E+02	7.580E+02	6.100E+00	7.100E-09	3.395E+00	3.015E-01	7.630E-01	8.500E-08	7.240E-08	3.100E-09	
111	23	41	1	0.000E+00	0.000E+00	4.940E-07	5.400E-07	7.392E+02	7.465E+02	7.300E+00	7.100E-09	3.376E+00	3.012E-01	7.620E-01	8.890E-08	7.080E-08	3.200E-09	
112	29	41	1	0.000E+00	0.000E+00	4.470E-07	5.230E-07	7.350E+02	7.413E+02	6.300E+00	7.200E-09	3.356E+00	3.015E-01	7.620E-01	7.780E-08	6.640E-08	3.200E-09	
113	35	41	1	0.000E+00	0.000E+00	5.620E-07	5.490E-07	7.376E+02	7.434E+02	5.800E+00	7.300E-09	3.331E+00	3.014E-01	7.620E-01	9.910E-08	7.120E-08	3.400E-09	
114	41	41	1	0.000E+00	0.000E+00	4.710E-07	1.088E-06	7.429E+02	7.461E+02	3.200E+00	7.400E-09	3.313E+00	2.998E-01	7.620E-01	8.200E-08	1.653E-07	3.200E-09	
115	47	41	1	0.000E+00	0.000E+00	4.690E-07	5.340E-07	7.419E+02	7.452E+02	3.300E+00	7.300E-09	3.283E+00	3.014E-01	7.620E-01	7.930E-08	6.940E-08	3.300E-09	
116	53	41	1	0.000E+00	1.000E-08	1.196E-06	5.570E-07	7.408E+02	7.454E+02	4.600E+00	7.300E-09	3.267E+00	3.021E-01	7.620E-01	2.944E-07	7.390E-08	3.200E-09	
117	59	41	1	0.000E+00	0.000E+00	5.230E-07	5.230E-07	7.360E+02	7.415E+02	5.500E+00	7.300E-09	3.254E+00	3.033E-01	7.620E-01	8.650E-08	6.750E-08	3.200E-09	
118	65	41	1	0.000E+00	0.000E+00	4.900E-07	5.630E-07	7.356E+02	7.422E+02	6.600E+00	7.200E-09	3.236E+00	3.029E-01	7.620E-01	8.450E-08	7.830E-08	3.400E-09	
119	71	41	1	0.000E+00	0.000E+00	5.090E-07	5.860E-07	7.369E+02	7.436E+02	6.700E+00	7.400E-09	3.223E+00	3.027E-01	7.620E-01	9.200E-08	7.730E-08	3.300E-09	
120	77	41	1	0.000E+00	0.000E+00	5.450E-07	8.560E-07	7.530E+02	7.581E+02	5.100E+00	7.400E-09	3.228E+00	3.023E-01	7.620E-01	9.640E-08	1.311E-07	3.300E-09	
121	83	41	1	0.000E+00	0.000E+00	6.490E-07	7.510E-07	7.703E+02	7.717E+02	1.400E+00	7.400E-09	3.257E+00	3.010E-01	7.620E-01	1.075E-07	1.095E-07	3.200E-09	
122	89	41	1	0.000E+00	0.000E+00	5.210E-07	6.600E-07	7.530E+02	7.560E+02	3.000E+00	7.000E-09	3.362E+00	3.012E-01	7.640E-01	9.220E-08	8.410E-08	1.020E-08	
123	47	43	1	0.000E+00	0.000E+00	4.670E-07	5.410E-07	7.395E+02	7.452E+02	5.700E+00	7.300E-09	3.275E+00	3.022E-01	7.620E-01	8.050E-08	7.110E-08	3.200E-09	
124	47	45	1	0.000E+00	0.000E+00	4.730E-07	5.430E-07	7.382E+02	7.454E+02	7.200E+00	7.200E-09	3.276E+00	3.026E-01	7.620E-01	8.330E-08	6.920E-08	3.200E-09	
125	11	47	1	0.000E+00	0.000E+00	5.100E-07	5.690E-07	7.756E+02	7.803E+02	4.700E+00	6.700E-09	3.400E+00	3.037E-01	7.630E-01	9.120E-08	7.730E-08	2.900E-09	
