Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	18
Date	2025/03/03
Time	02:29:46

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
12	59	11	1	0.000E+00	0.000E+00	3.940E-07	5.790E-07	7.553E+02	7.570E+02	1.700E+00	7.100E-09	3.295E+00	3.076E-01	7.620E-01	6.760E-08	7.980E-08	2.400E-09	
13	65	11	1	0.000E+00	0.000E+00	3.770E-07	4.330E-07	7.580E+02	7.595E+02	1.500E+00	7.200E-09	3.294E+00	3.074E-01	7.630E-01	6.530E-08	5.340E-08	2.700E-09	
14	71	11	1	0.000E+00	0.000E+00	4.280E-07	4.100E-07	7.530E+02	7.564E+02	3.400E+00	6.900E-09	3.323E+00	3.082E-01	7.640E-01	6.920E-08	5.080E-08	2.400E-09	
15	47	13	1	0.000E+00	0.000E+00	4.880E-07	5.380E-07	7.414E+02	7.460E+02	4.600E+00	7.000E-09	3.316E+00	3.073E-01	7.620E-01	7.930E-08	7.330E-08	2.300E-09	
16	47	15	1	0.000E+00	0.000E+00	4.620E-07	4.800E-07	7.353E+02	7.404E+02	5.100E+00	7.200E-09	3.318E+00	3.059E-01	7.620E-01	7.360E-08	6.110E-08	2.400E-09	
17	17	17	1	0.000E+00	0.000E+00	3.660E-07	4.340E-07	7.603E+02	7.619E+02	1.600E+00	6.900E-09	3.437E+00	3.049E-01	7.630E-01	6.350E-08	5.060E-08	2.700E-09	
18	23	17	1	0.000E+00	0.000E+00	4.100E-07	4.740E-07	7.529E+02	7.557E+02	2.800E+00	6.900E-09	3.377E+00	3.049E-01	7.620E-01	6.710E-08	6.090E-08	2.400E-09	
19	29	17	1	0.000E+00	0.000E+00	4.470E-07	4.990E-07	7.412E+02	7.461E+02	4.900E+00	7.000E-09	3.364E+00	3.051E-01	7.620E-01	7.280E-08	5.760E-08	2.600E-09	
20	35	17	1	0.000E+00	0.000E+00	4.140E-07	5.170E-07	7.343E+02	7.398E+02	5.500E+00	7.300E-09	3.328E+00	3.052E-01	7.610E-01	7.190E-08	6.300E-08	2.400E-09	
21	41	17	1	0.000E+00	0.000E+00	4.710E-07	7.910E-07	7.302E+02	7.375E+02	7.300E+00	7.400E-09	3.331E+00	3.050E-01	7.620E-01	8.470E-08	9.380E-08	2.500E-09	
22	47	17	1	0.000E+00	0.000E+00	4.790E-07	4.950E-07	7.280E+02	7.338E+02	5.800E+00	7.400E-09	3.305E+00	3.052E-01	7.610E-01	8.210E-08	6.510E-08	2.500E-09	
23	53	17	1	0.000E+00	0.000E+00	4.450E-07	4.760E-07	7.315E+02	7.378E+02	6.300E+00	7.400E-09	3.279E+00	3.060E-01	7.610E-01	7.640E-08	6.210E-08	2.500E-09	
24	59	17	1	0.000E+00	0.000E+00	4.150E-07	4.560E-07	7.312E+02	7.361E+02	4.900E+00	7.400E-09	3.272E+00	3.058E-01	7.610E-01	7.220E-08	5.890E-08	2.500E-09	
25	65	17	1	0.000E+00	0.000E+00	4.480E-07	4.690E-07	7.404E+02	7.449E+02	4.500E+00	7.100E-09	3.261E+00	3.054E-01	7.610E-01	7.210E-08	5.880E-08	2.500E-09	
26	71	17	1	0.000E+00	0.000E+00	4.250E-07	4.420E-07	7.485E+02	7.511E+02	2.600E+00	7.000E-09	3.262E+00	3.053E-01	7.610E-01	7.030E-08	5.650E-08	2.200E-09	
27	77	17	1	0.000E+00	1.000E-08	3.550E-07	5.300E-07	7.556E+02	7.574E+02	1.800E+00	7.000E-09	3.274E+00	3.055E-01	7.620E-01	6.270E-08	5.860E-08	2.600E-09	
28	47	19	1	0.000E+00	0.000E+00	4.470E-07	5.190E-07	7.241E+02	7.297E+02	5.600E+00	7.500E-09	3.283E+00	3.038E-01	7.620E-01	7.860E-08	6.860E-08	2.800E-09	
29	47	21	1	0.000E+00	0.000E+00	5.070E-07	5.450E-07	7.277E+02	7.319E+02	4.200E+00	7.800E-09	3.317E+00	3.008E-01	7.620E-01	8.720E-08	7.260E-08	2.700E-09	
30	11	23	1	0.000E+00	0.000E+00	4.100E-07	4.690E-07	7.537E+02	7.555E+02	1.800E+00	7.000E-09	3.485E+00	2.993E-01	7.640E-01	6.900E-08	5.560E-08	2.600E-09	
31	17	23	1	0.000E+00	0.000E+00	4.190E-07	4.810E-07	7.507E+02	7.526E+02	1.900E+00	7.200E-09	3.417E+00	3.000E-01	7.620E-01	7.320E-08	5.860E-08	2.600E-09	
32	23	23	1	0.000E+00	0.000E+00	4.150E-07	5.290E-07	7.383E+02	7.425E+02	4.200E+00	7.400E-09	3.381E+00	3.005E-01	7.620E-01	7.340E-08	6.620E-08	2.500E-09	
33	29	23	1	0.000E+00	0.000E+00	4.540E-07	6.280E-07	7.272E+02	7.322E+02	5.000E+00	7.400E-09	3.373E+00	3.009E-01	7.630E-01	7.690E-08	8.270E-08	2.500E-09	
34	35	23	1	0.000E+00	0.000E+00	4.700E-07	5.210E-07	7.251E+02	7.308E+02	5.700E+00	7.500E-09	3.345E+00	3.004E-01	7.620E-01	8.080E-08	7.040E-08	2.600E-09	
35	41	23	1	0.000E+00	0.000E+00	5.680E-07	5.340E-07	7.245E+02	7.301E+02	5.600E+00	7.800E-09	3.347E+00	3.004E-01	7.620E-01	1.161E-07	7.150E-08	2.500E-09	
36	47	23	1	0.000E+00	0.000E+00	5.980E-07	5.080E-07	7.249E+02	7.296E+02	4.700E+00	7.800E-09	3.307E+00	3.001E-01	7.620E-01	9.050E-08	6.610E-08	2.700E-09	
37	53	23	1	0.000E+00	1.000E-08	6.410E-07	5.770E-07	7.247E+02	7.304E+02	5.700E+00	7.700E-09	3.299E+00	3.009E-01	7.630E-01	1.027E-07	7.180E-08	2.700E-09	
38	59	23	1	0.000E+00	0.000E+00	4.320E-07	4.850E-07	7.237E+02	7.280E+02	4.300E+00	7.600E-09	3.275E+00	3.012E-01	7.630E-01	7.490E-08	6.420E-08	2.500E-09	
39	65	23	1	0.000E+00	0.000E+00	5.010E-07	4.830E-07	7.250E+02	7.305E+02	5.500E+00	7.500E-09	3.267E+00	3.015E-01	7.620E-01	8.070E-08	6.110E-08	2.800E-09	
40	71	23	1	0.000E+00	0.000E+00	4.180E-07	4.760E-07	7.328E+02	7.367E+02	3.900E+00	7.300E-09	3.253E+00	3.018E-01	7.620E-01	7.330E-08	6.300E-08	2.400E-09	
41	77	23	1	0.000E+00	0.000E+00	4.360E-07	4.500E-07	7.452E+02	7.472E+02	2.000E+00	7.300E-09	3.262E+00	3.014E-01	7.620E-01	8.030E-08	5.660E-08	2.500E-09	
42	83	23	1	0.000E+00	0.000E+00	5.900E-07	4.400E-07	7.511E+02	7.526E+02	1.500E+00	7.300E-09	3.282E+00	3.007E-01	7.630E-01	9.140E-08	5.400E-08	2.700E-09	
43	47	25	1	0.000E+00	0.000E+00	7.350E-07	6.350E-07	7.257E+02	7.301E+02	4.400E+00	8.000E-09	3.301E+00	2.990E-01	7.620E-01	1.192E-07	8.700E-08	2.600E-09	
44	47	27	1	0.000E+00	0.000E+00	4.950E-07	5.710E-07	7.257E+02	7.290E+02	3.300E+00	8.300E-09	3.284E+00	2.982E-01	7.610E-01	8.500E-08	7.900E-08	2.800E-09	
45	5	29	1	0.000E+00	0.000E+00	1.007E-06	7.120E-07	7.324E+02	7.359E+02	3.500E+00	7.600E-09	3.489E+00	2.909E-01	7.630E-01	1.793E-07	1.323E-07	3.500E-09	
46	11	29	1	0.000E+00	0.000E+00	3.890E-07	4.520E-07	7.459E+02	7.486E+02	2.700E+00	7.300E-09	3.395E+00	2.955E-01	7.620E-01	6.650E-08	5.620E-08	3.000E-09	
47	17	29	1	0.000E+00	0.000E+00	6.520E-07	5.050E-07	7.446E+02	7.470E+02	2.400E+00	7.300E-09	3.383E+00	2.974E-01	7.620E-01	9.830E-08	6.370E-08	2.800E-09	
48	23	29	1	0.000E+00	0.000E+00	4.680E-07	5.130E-07	7.325E+02	7.365E+02	4.000E+00	7.500E-09	3.350E+00	2.973E-01	7.610E-01	8.070E-08	6.570E-08	2.800E-09	
49	29	29	1	0.000E+00	0.000E+00	7.380E-07	6.700E-07	7.250E+02	7.308E+02	5.800E+00	7.700E-09	3.347E+00	2.982E-01	7.620E-01	1.097E-07	8.560E-08	2.700E-09	
50	35	29	1	0.000E+00	0.000E+00	4.450E-07	5.160E-07	7.261E+02	7.302E+02	4.100E+00	8.000E-09	3.313E+00	2.977E-01	7.610E-01	7.740E-08	6.630E-08	2.900E-09	
51	41	29	1	0.000E+00	0.000E+00	5.180E-07	5.600E-07	7.267E+02	7.294E+02	2.700E+00	8.200E-09	3.294E+00	2.974E-01	7.610E-01	9.110E-08	7.550E-08	3.000E-09	
52	47	29	1	0.000E+00	1.000E-08	5.210E-07	5.690E-07	7.254E+02	7.274E+02	2.000E+00	8.500E-09	3.272E+00	2.976E-01	7.620E-01	9.000E-08	7.590E-08	3.200E-09	
53	53	29	1	0.000E+00	0.000E+00	5.090E-07	8.290E-07	7.261E+02	7.279E+02	1.800E+00	8.500E-09	3.240E+00	2.976E-01	7.600E-01	8.740E-08	9.680E-08	3.200E-09	
54	59	29	1	0.000E+00	0.000E+00	4.830E-07	5.500E-07	7.234E+02	7.270E+02	3.600E+00	8.100E-09	3.258E+00	2.989E-01	7.620E-01	8.300E-08	6.830E-08	2.800E-09	
55	65	29	1	0.000E+00	1.000E-08	4.210E-07	6.870E-07	7.256E+02	7.303E+02	4.700E+00	7.700E-09	3.234E+00	2.987E-01	7.620E-01	7.420E-08	9.970E-08	2.700E-09	
56	71	29	1	0.000E+00	0.000E+00	4.330E-07	7.560E-07	7.256E+02	7.306E+02	5.000E+00	7.700E-09	3.247E+00	2.993E-01	7.610E-01	7.570E-08	1.061E-07	2.800E-09	
57	77	29	1	0.000E+00	0.000E+00	4.000E-07	4.870E-07	7.407E+02	7.437E+02	3.000E+00	7.300E-09	3.235E+00	2.990E-01	7.610E-01	7.040E-08	5.980E-08	2.400E-09	
58	83	29	1	0.000E+00	0.000E+00	5.230E-07	4.470E-07	7.491E+02	7.505E+02	1.400E+00	7.200E-09	3.277E+00	2.982E-01	7.610E-01	8.010E-08	5.500E-08	2.900E-09	
59	89	29	1	0.000E+00	0.000E+00	4.210E-07	4.510E-07	7.300E+02	7.332E+02	3.200E+00	7.200E-09	3.345E+00	2.979E-01	7.620E-01	6.930E-08	6.210E-08	2.700E-09	
60	47	31	1	0.000E+00	0.000E+00	7.510E-07	5.780E-07	7.210E+02	7.226E+02	1.600E+00	9.100E-09	3.306E+00	2.945E-01	7.630E-01	1.416E-07	7.750E-08	3.500E-09	
61	47	33	1	0.000E+00	1.000E-08	5.260E-07	8.840E-07	7.216E+02	7.230E+02	1.400E+00	9.400E-09	3.304E+00	2.941E-01	7.630E-01	9.190E-08	1.345E-07	3.500E-09	
62	5	35	1	0.000E+00	0.000E+00	4.760E-07	4.730E-07	7.497E+02	7.529E+02	3.200E+00	7.400E-09	3.525E+00	2.913E-01	7.640E-01	7.590E-08	5.760E-08	3.400E-09	
63	7	35	1	0.000E+00	0.000E+00	3.980E-07	7.910E-07	7.518E+02	7.534E+02	1.600E+00	7.300E-09	3.498E+00	2.924E-01	7.640E-01	7.190E-08	1.333E-07	3.400E-09	
64	9	35	1	0.000E+00	0.000E+00	4.200E-07	5.090E-07	7.472E+02	7.496E+02	2.400E+00	7.500E-09	3.459E+00	2.925E-01	7.630E-01	7.240E-08	6.270E-08	3.200E-09	
65	11	35	1	0.000E+00	1.000E-08	4.360E-07	5.710E-07	7.476E+02	7.497E+02	2.100E+00	7.500E-09	3.443E+00	2.925E-01	7.620E-01	7.400E-08	9.020E-08	2.900E-09	
66	13	35	1	0.000E+00	0.000E+00	4.690E-07	4.870E-07	7.472E+02	7.490E+02	1.800E+00	7.600E-09	3.433E+00	2.927E-01	7.630E-01	7.500E-08	6.240E-08	3.000E-09	
67	15	35	1	0.000E+00	1.000E-08	4.570E-07	5.170E-07	7.467E+02	7.485E+02	1.800E+00	7.500E-09	3.430E+00	2.933E-01	7.630E-01	7.700E-08	6.700E-08	3.000E-09	
68	17	35	1	0.000E+00	1.000E-08	4.760E-07	5.250E-07	7.440E+02	7.460E+02	2.000E+00	7.500E-09	3.424E+00	2.934E-01	7.630E-01	8.090E-08	6.840E-08	3.200E-09	
69	19	35	1	0.000E+00	0.000E+00	4.760E-07	5.190E-07	7.403E+02	7.432E+02	2.900E+00	7.500E-09	3.422E+00	2.935E-01	7.630E-01	8.180E-08	6.800E-08	3.200E-09	
70	21	35	1	0.000E+00	0.000E+00	5.740E-07	6.310E-07	7.364E+02	7.401E+02	3.700E+00	7.900E-09	3.389E+00	2.940E-01	7.620E-01	9.810E-08	7.540E-08	3.200E-09	
71	23	35	1	0.000E+00	0.000E+00	4.850E-07	6.140E-07	7.330E+02	7.367E+02	3.700E+00	7.800E-09	3.380E+00	2.940E-01	7.620E-01	8.370E-08	7.900E-08	3.100E-09	
72	25	35	1	0.000E+00	0.000E+00	7.420E-07	6.000E-07	7.320E+02	7.354E+02	3.400E+00	7.900E-09	3.384E+00	2.942E-01	7.630E-01	1.303E-07	7.260E-08	3.200E-09	
73	27	35	1	0.000E+00	0.000E+00	5.250E-07	7.350E-07	7.303E+02	7.338E+02	3.500E+00	8.000E-09	3.381E+00	2.944E-01	7.620E-01	8.640E-08	9.930E-08	3.300E-09	
74	29	35	1	0.000E+00	0.000E+00	4.830E-07	5.980E-07	7.288E+02	7.324E+02	3.600E+00	7.900E-09	3.381E+00	2.945E-01	7.630E-01	8.360E-08	8.730E-08	3.200E-09	
75	31	35	1	0.000E+00	0.000E+00	5.060E-07	8.420E-07	7.292E+02	7.325E+02	3.300E+00	8.100E-09	3.359E+00	2.951E-01	7.630E-01	1.010E-07	1.237E-07	3.400E-09	
76	33	35	1	0.000E+00	0.000E+00	6.040E-07	5.750E-07	7.284E+02	7.308E+02	2.400E+00	8.100E-09	3.353E+00	2.950E-01	7.620E-01	1.003E-07	7.380E-08	3.200E-09	
77	35	35	1	0.000E+00	0.000E+00	4.860E-07	5.610E-07	7.284E+02	7.300E+02	1.600E+00	8.300E-09	3.342E+00	2.942E-01	7.620E-01	8.450E-08	7.490E-08	3.300E-09	
78	37	35	1	0.000E+00	0.000E+00	4.840E-07	6.000E-07	7.271E+02	7.287E+02	1.600E+00	8.400E-09	3.336E+00	2.943E-01	7.620E-01	8.510E-08	7.940E-08	3.300E-09	
79	39	35	1	0.000E+00	1.000E-08	4.820E-07	6.680E-07	7.261E+02	7.276E+02	1.500E+00	8.800E-09	3.330E+00	2.941E-01	7.620E-01	8.410E-08	8.380E-08	3.400E-09	
80	41	35	1	0.000E+00	0.000E+00	5.430E-07	5.790E-07	7.249E+02	7.263E+02	1.400E+00	8.600E-09	3.324E+00	2.947E-01	7.630E-01	8.950E-08	8.010E-08	3.400E-09	
81	43	35	1	0.000E+00	0.000E+00	5.130E-07	5.660E-07	7.237E+02	7.251E+02	1.400E+00	8.900E-09	3.305E+00	2.948E-01	7.620E-01	9.680E-08	7.580E-08	3.400E-09	
82	45	35	1	0.000E+00	0.000E+00	5.260E-07	5.850E-07	7.220E+02	7.236E+02	1.600E+00	9.200E-09	3.297E+00	2.946E-01	7.620E-01	9.070E-08	7.860E-08	3.500E-09	
83	47	35	1	0.000E+00	0.000E+00	6.000E-07	6.040E-07	7.211E+02	7.226E+02	1.500E+00	9.300E-09	3.297E+00	2.936E-01	7.620E-01	1.006E-07	8.150E-08	3.500E-09	
84	49	35	1	0.000E+00	0.000E+00	8.080E-07	5.990E-07	7.228E+02	7.242E+02	1.400E+00	9.200E-09	3.286E+00	2.947E-01	7.630E-01	1.372E-07	8.550E-08	3.500E-09	
85	51	35	1	0.000E+00	0.000E+00	5.630E-07	8.300E-07	7.243E+02	7.258E+02	1.500E+00	8.900E-09	3.286E+00	2.955E-01	7.620E-01	9.600E-08	1.147E-07	3.200E-09	
86	53	35	1	0.000E+00	0.000E+00	5.100E-07	5.740E-07	7.244E+02	7.259E+02	1.500E+00	8.700E-09	3.272E+00	2.958E-01	7.610E-01	8.810E-08	7.630E-08	3.200E-09	
87	55	35	1	0.000E+00	0.000E+00	5.040E-07	5.670E-07	7.258E+02	7.274E+02	1.600E+00	8.600E-09	3.272E+00	2.961E-01	7.620E-01	8.950E-08	7.650E-08	3.200E-09	
88	57	35	1	0.000E+00	0.000E+00	5.560E-07	6.230E-07	7.268E+02	7.285E+02	1.700E+00	8.500E-09	3.271E+00	2.964E-01	7.620E-01	8.960E-08	7.880E-08	3.200E-09	
89	59	35	1	0.000E+00	0.000E+00	5.790E-07	6.150E-07	7.268E+02	7.294E+02	2.600E+00	8.300E-09	3.273E+00	2.961E-01	7.620E-01	1.005E-07	8.090E-08	3.000E-09	
90	61	35	1	0.000E+00	0.000E+00	4.640E-07	7.900E-07	7.253E+02	7.289E+02	3.600E+00	8.000E-09	3.274E+00	2.965E-01	7.620E-01	8.370E-08	1.124E-07	2.800E-09	
91	63	35	1	0.000E+00	1.000E-08	4.460E-07	5.090E-07	7.258E+02	7.309E+02	5.100E+00	7.900E-09	3.275E+00	2.964E-01	7.630E-01	8.090E-08	6.640E-08	2.600E-09	
92	65	35	1	0.000E+00	0.000E+00	4.770E-07	5.230E-07	7.261E+02	7.307E+02	4.600E+00	7.900E-09	3.258E+00	2.971E-01	7.610E-01	7.980E-08	6.730E-08	2.700E-09	
93	67	35	1	0.000E+00	0.000E+00	4.720E-07	5.250E-07	7.263E+02	7.306E+02	4.300E+00	7.700E-09	3.262E+00	2.968E-01	7.620E-01	8.010E-08	6.840E-08	2.800E-09	
94	69	35	1	0.000E+00	0.000E+00	4.650E-07	5.380E-07	7.277E+02	7.320E+02	4.300E+00	7.800E-09	3.266E+00	2.964E-01	7.620E-01	8.150E-08	6.980E-08	2.900E-09	
95	71	35	1	0.000E+00	0.000E+00	4.700E-07	6.120E-07	7.292E+02	7.333E+02	4.100E+00	7.900E-09	3.262E+00	2.965E-01	7.620E-01	8.010E-08	8.700E-08	2.800E-09	
96	73	35	1	0.000E+00	0.000E+00	6.590E-07	5.220E-07	7.309E+02	7.353E+02	4.400E+00	7.800E-09	3.265E+00	2.966E-01	7.620E-01	1.103E-07	6.750E-08	2.800E-09	
97	75	35	1	0.000E+00	1.000E-08	4.840E-07	5.110E-07	7.350E+02	7.399E+02	4.900E+00	7.700E-09	3.259E+00	2.975E-01	7.620E-01	8.190E-08	6.650E-08	2.700E-09	
98	77	35	1	0.000E+00	0.000E+00	4.490E-07	5.040E-07	7.393E+02	7.423E+02	3.000E+00	7.600E-09	3.270E+00	2.965E-01	7.620E-01	7.700E-08	6.460E-08	2.700E-09	
99	79	35	1	0.000E+00	0.000E+00	5.150E-07	4.910E-07	7.452E+02	7.466E+02	1.400E+00	7.600E-09	3.278E+00	2.960E-01	7.630E-01	8.410E-08	6.130E-08	2.900E-09	
100	81	35	1	0.000E+00	0.000E+00	4.100E-07	5.170E-07	7.469E+02	7.486E+02	1.700E+00	7.500E-09	3.280E+00	2.955E-01	7.620E-01	7.140E-08	6.800E-08	2.900E-09	
101	83	35	1	0.000E+00	0.000E+00	4.120E-07	4.810E-07	7.487E+02	7.502E+02	1.500E+00	7.500E-09	3.291E+00	2.956E-01	7.620E-01	7.130E-08	6.420E-08	2.900E-09	
102	85	35	1	0.000E+00	0.000E+00	3.970E-07	4.470E-07	7.515E+02	7.529E+02	1.400E+00	7.300E-09	3.316E+00	2.961E-01	7.630E-01	6.780E-08	5.410E-08	2.800E-09	
103	87	35	1	0.000E+00	0.000E+00	3.820E-07	4.320E-07	7.551E+02	7.565E+02	1.400E+00	7.200E-09	3.337E+00	2.973E-01	7.640E-01	6.520E-08	5.270E-08	3.000E-09	
104	89	35	1	0.000E+00	0.000E+00	3.830E-07	4.460E-07	7.452E+02	7.482E+02	3.000E+00	7.200E-09	3.383E+00	2.986E-01	7.640E-01	6.680E-08	5.260E-08	2.800E-09	
105	91	35	6	0.000E+00	0.000E+00	3.710E-07	4.300E-07	6.435E+02										
106	47	37	1	0.000E+00	0.000E+00	5.990E-07	5.960E-07	7.238E+02	7.253E+02	1.500E+00	9.100E-09	3.271E+00	2.940E-01	7.620E-01	1.043E-07	8.300E-08	3.500E-09	
107	47	39	1	0.000E+00	0.000E+00	6.240E-07	5.680E-07	7.271E+02	7.286E+02	1.500E+00	8.600E-09	3.264E+00	2.948E-01	7.610E-01	1.108E-07	7.670E-08	3.500E-09	
108	5	41	1	0.000E+00	0.000E+00	4.400E-07	4.820E-07	7.396E+02	7.429E+02	3.300E+00	7.800E-09	3.548E+00	2.868E-01	7.650E-01	7.370E-08	6.090E-08	3.100E-09	
109	11	41	1	0.000E+00	0.000E+00	6.240E-07	5.160E-07	7.435E+02	7.458E+02	2.300E+00	8.200E-09	3.446E+00	2.896E-01	7.640E-01	9.940E-08	6.530E-08	3.700E-09	
110	17	41	1	0.000E+00	1.000E-08	4.660E-07	6.730E-07	7.453E+02	7.472E+02	1.900E+00	7.900E-09	3.425E+00	2.909E-01	7.630E-01	8.030E-08	9.690E-08	3.300E-09	
111	23	41	1	0.000E+00	0.000E+00	4.800E-07	5.540E-07	7.386E+02	7.406E+02	2.000E+00	7.700E-09	3.393E+00	2.915E-01	7.620E-01	8.370E-08	7.300E-08	3.300E-09	
112	29	41	1	0.000E+00	0.000E+00	4.940E-07	6.590E-07	7.338E+02	7.362E+02	2.400E+00	7.900E-09	3.384E+00	2.921E-01	7.630E-01	8.480E-08	8.990E-08	3.200E-09	
113	35	41	1	0.000E+00	0.000E+00	4.660E-07	5.260E-07	7.314E+02	7.335E+02	2.100E+00	8.300E-09	3.354E+00	2.925E-01	7.630E-01	8.300E-08	6.930E-08	3.300E-09	
114	41	41	1	0.000E+00	0.000E+00	5.030E-07	6.950E-07	7.286E+02	7.306E+02	2.000E+00	8.600E-09	3.340E+00	2.921E-01	7.620E-01	8.680E-08	9.230E-08	3.600E-09	
115	47	41	1	0.000E+00	0.000E+00	5.010E-07	6.240E-07	7.269E+02	7.288E+02	1.900E+00	8.900E-09	3.306E+00	2.931E-01	7.620E-01	8.910E-08	8.670E-08	3.600E-09	
116	53	41	1	0.000E+00	0.000E+00	5.520E-07	5.650E-07	7.290E+02	7.310E+02	2.000E+00	8.400E-09	3.287E+00	2.933E-01	7.620E-01	1.020E-07	7.690E-08	3.500E-09	
117	59	41	1	0.000E+00	0.000E+00	5.540E-07	5.870E-07	7.325E+02	7.345E+02	2.000E+00	8.100E-09	3.284E+00	2.933E-01	7.630E-01	1.022E-07	7.710E-08	3.300E-09	
118	65	41	1	0.000E+00	0.000E+00	4.620E-07	6.040E-07	7.339E+02	7.373E+02	3.400E+00	7.700E-09	3.275E+00	2.945E-01	7.620E-01	8.000E-08	8.500E-08	3.200E-09	
119	71	41	1	0.000E+00	0.000E+00	5.170E-07	9.650E-07	7.371E+02	7.402E+02	3.100E+00	7.600E-09	3.270E+00	2.939E-01	7.620E-01	9.870E-08	1.359E-07	3.500E-09	
120	77	41	1	0.000E+00	1.000E-08	4.410E-07	5.730E-07	7.445E+02	7.466E+02	2.100E+00	7.700E-09	3.271E+00	2.937E-01	7.630E-01	7.580E-08	7.810E-08	2.900E-09	
121	83	41	1	0.000E+00	0.000E+00	4.290E-07	4.600E-07	7.436E+02	7.458E+02	2.200E+00	8.100E-09	3.316E+00	2.918E-01	7.640E-01	7.370E-08	5.810E-08	3.300E-09	
122	89	41	1	0.000E+00	0.000E+00	4.060E-07	6.760E-07	7.386E+02	7.419E+02	3.300E+00	7.300E-09	3.414E+00	2.936E-01	7.640E-01	7.030E-08	7.790E-08	2.800E-09	
123	47	43	1	0.000E+00	0.000E+00	4.940E-07	5.760E-07	7.313E+02	7.332E+02	1.900E+00	8.400E-09	3.301E+00	2.940E-01	7.620E-01	8.480E-08	7.440E-08	3.500E-09	
124	47	45	1	0.000E+00	1.000E-08	5.200E-07	6.650E-07	7.335E+02	7.364E+02	2.900E+00	8.000E-09	3.302E+00	2.942E-01	7.630E-01	8.860E-08	8.630E-08	3.200E-09	
125	11	47	1	0.000E+00	0.000E+00	4.540E-07	6.170E-07	7.443E+02	7.462E+02	1.900E+00	8.000E-09	3.415E+00	2.896E-01	7.630E-01	7.720E-08	7.250E-08	2.900E-09	
